elapsed_s,TSE_CLIP_VP_FADD_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_2_WORKING_CYCLE_L3,TSE_CLIP_VP_RCP_WORKING_CYCLE_L2,TSE_VP_TRANSFORM_WORKING_CYCLE_L1
0.001095,0,0,0,0
0.002706,0,0,0,0
0.004126,0,0,0,0
0.005542,0,0,0,0
0.007132,0,0,0,0
0.008629,0,0,0,0
0.010145,0,0,0,0
0.011549,0,0,0,0
0.012947,0,0,0,0
0.014342,0,0,0,0
0.015735,0,0,0,0
0.017151,0,0,0,0
0.018632,0,0,0,0
0.019969,0,0,0,0
0.021319,0,0,0,0
0.022762,0,0,0,0
0.024119,0,0,0,0
0.025452,0,0,0,0
0.026807,0,0,0,0
0.028098,0,0,0,0
0.029387,0,0,0,0
0.030800,0,0,0,0
0.032064,0,0,0,0
0.033431,0,0,0,0
0.034689,0,0,0,0
0.035945,0,0,0,0
0.037203,0,0,0,0
0.038595,0,0,0,0
0.039852,0,0,0,0
0.041106,0,0,0,0
0.042382,0,0,0,0
0.043635,0,0,0,0
0.044889,0,0,0,0
0.046185,0,0,0,0
0.047606,0,0,0,0
0.048999,0,0,0,0
0.050488,0,0,0,0
0.051962,0,0,0,0
0.053236,0,0,0,0
0.054538,0,0,0,0
0.055793,0,0,0,0
0.057047,0,0,0,0
0.058367,0,0,0,0
0.059623,0,0,0,0
0.060877,0,0,0,0
0.062221,0,0,0,0
0.063677,0,0,0,0
0.065105,0,0,0,0
0.066528,0,0,0,0
0.067951,0,0,0,0
0.069699,0,0,0,0
0.071118,0,0,0,0
0.072502,0,0,0,0
0.073937,0,0,0,0
0.075323,0,0,0,0
0.076706,0,0,0,0
0.077944,0,0,0,0
0.079182,0,0,0,0
0.080422,0,0,0,0
0.081710,0,0,0,0
0.082990,0,0,0,0
0.084230,0,0,0,0
0.085550,0,0,0,0
0.088937,0,0,0,0
0.090397,0,0,0,0
0.091681,0,0,0,0
0.092931,0,0,0,0
0.094180,0,0,0,0
0.095425,0,0,0,0
0.096669,0,0,0,0
0.097959,0,0,0,0
0.099205,0,0,0,0
0.100449,0,0,0,0
0.101944,0,0,0,0
0.103348,0,0,0,0
0.104733,0,0,0,0
