elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_LPAC,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_LPAC,HLSQ_SPTROC_STCHE_WARMUP_INC_VS,HLSQ_SPTROC_STCHE_WARMUP_INC_FS,HLSQ_SPTROC_STCHE_WARMUP_INC_BV,HLSQ_SPTROC_STCHE_WARMUP_INC_LPAC
0.001338,0,0,0,0,0,0
0.003477,0,0,0,0,0,0
0.005086,0,0,0,0,0,0
0.006580,0,0,0,0,0,0
0.008014,0,0,0,0,0,0
0.009457,0,0,0,0,0,0
0.010890,0,0,0,0,0,0
0.012322,0,0,0,0,0,0
0.013880,0,0,0,0,0,0
0.015312,0,0,0,0,0,0
0.016755,0,0,0,0,0,0
0.018778,0,0,0,0,0,0
0.020201,0,0,0,0,0,0
0.021706,0,0,0,0,0,0
0.023129,0,0,0,0,0,0
0.024544,0,0,0,0,0,0
0.025952,0,0,0,0,0,0
0.027361,0,0,0,0,0,0
0.028841,0,0,0,0,0,0
0.030258,0,0,0,0,0,0
0.031664,0,0,0,0,0,0
0.033069,0,0,0,0,0,0
0.034460,0,0,0,0,0,0
0.035853,0,0,0,0,0,0
0.037249,0,0,0,0,0,0
0.038641,0,0,0,0,0,0
0.040034,0,0,0,0,0,0
0.041434,0,0,0,0,0,0
0.042826,0,0,0,0,0,0
0.044219,0,0,0,0,0,0
0.045612,0,0,0,0,0,0
0.047007,0,0,0,0,0,0
0.048440,0,0,0,0,0,0
0.049872,0,0,0,0,0,0
0.051224,0,0,0,0,0,0
0.052582,0,0,0,0,0,0
0.053937,0,0,0,0,0,0
0.055292,0,0,0,0,0,0
0.056648,0,0,0,0,0,0
0.058003,0,0,0,0,0,0
0.059357,0,0,0,0,0,0
0.060721,0,0,0,0,0,0
0.061993,0,0,0,0,0,0
0.063260,0,0,0,0,0,0
0.064574,0,0,0,0,0,0
0.065927,0,0,0,0,0,0
0.067298,0,0,0,0,0,0
0.068651,0,0,0,0,0,0
0.070014,0,0,0,0,0,0
0.071426,0,0,0,0,0,0
0.072783,0,0,0,0,0,0
0.074212,0,0,0,0,0,0
0.075571,0,0,0,0,0,0
0.076927,0,0,0,0,0,0
0.078190,0,0,0,0,0,0
0.079585,0,0,0,0,0,0
0.080996,0,0,0,0,0,0
0.082446,0,0,0,0,0,0
0.083884,0,0,0,0,0,0
0.085334,0,0,0,0,0,0
0.086769,0,0,0,0,0,0
0.088202,0,0,0,0,0,0
0.089773,0,0,0,0,0,0
0.091027,0,0,0,0,0,0
0.092424,0,0,0,0,0,0
0.093823,0,0,0,0,0,0
0.095218,0,0,0,0,0,0
0.096681,0,0,0,0,0,0
0.100857,0,0,0,0,0,0
0.102245,0,0,0,0,0,0
0.103637,0,0,0,0,0,0
0.105912,0,0,0,0,0,0
0.107312,0,0,0,0,0,0
0.108870,0,0,0,0,0,0
0.110260,0,0,0,0,0,0
0.111647,0,0,0,0,0,0
0.113034,0,0,0,0,0,0
0.114422,0,0,0,0,0,0
0.115812,0,0,0,0,0,0
0.117201,0,0,0,0,0,0
0.118619,0,0,0,0,0,0
0.120008,0,0,0,0,0,0
0.121399,0,0,0,0,0,0
0.122789,0,0,0,0,0,0
0.124179,0,0,0,0,0,0
0.125572,0,0,0,0,0,0
0.126968,0,0,0,0,0,0
0.128410,0,0,0,0,0,0
0.129917,0,0,0,0,0,0
0.131313,0,0,0,0,0,0
0.132710,0,0,0,0,0,0
0.134106,0,0,0,0,0,0
0.135501,0,0,0,0,0,0
0.137030,0,0,0,0,0,0
0.138590,0,0,0,0,0,0
0.140160,0,0,0,0,0,0
0.141721,0,0,0,0,0,0
0.143280,0,0,0,0,0,0
0.144885,0,0,0,0,0,0
0.146447,0,0,0,0,0,0
0.148006,0,0,0,0,0,0
0.149567,0,0,0,0,0,0
0.151143,0,0,0,0,0,0
0.152706,0,0,0,0,0,0
0.154268,0,0,0,0,0,0
0.155826,0,0,0,0,0,0
0.157389,0,0,0,0,0,0
0.158950,0,0,0,0,0,0
0.160552,0,0,0,0,0,0
0.162023,0,0,0,0,0,0
0.163556,0,0,0,0,0,0
0.165118,0,0,0,0,0,0
0.166679,0,0,0,0,0,0
0.168239,0,0,0,0,0,0
0.169763,0,0,0,0,0,0
0.171291,0,0,0,0,0,0
0.172734,0,0,0,0,0,0
0.174268,0,0,0,0,0,0
0.175828,0,0,0,0,0,0
0.177392,0,0,0,0,0,0
0.178954,0,0,0,0,0,0
0.180513,0,0,0,0,0,0
0.182118,0,0,0,0,0,0
0.183689,0,0,0,0,0,0
0.185253,0,0,0,0,0,0
0.186814,0,0,0,0,0,0
0.188375,0,0,0,0,0,0
0.189942,0,0,0,0,0,0
0.191502,0,0,0,0,0,0
0.193108,0,0,0,0,0,0
0.194684,0,0,0,0,0,0
0.196245,0,0,0,0,0,0
0.197867,0,0,0,0,0,0
0.199426,0,0,0,0,0,0
0.200990,0,0,0,0,0,0
0.202552,0,0,0,0,0,0
0.204112,0,0,0,0,0,0
0.205686,0,0,0,0,0,0
0.207248,0,0,0,0,0,0
0.208853,0,0,0,0,0,0
0.210416,0,0,0,0,0,0
0.211977,0,0,0,0,0,0
0.213539,0,0,0,0,0,0
0.215101,0,0,0,0,0,0
0.216678,0,0,0,0,0,0
0.218240,0,0,0,0,0,0
0.219799,0,0,0,0,0,0
0.221363,0,0,0,0,0,0
0.222926,0,0,0,0,0,0
0.224411,0,0,0,0,0,0
0.226243,0,0,0,0,0,0
0.227704,0,0,0,0,0,0
0.229240,0,0,0,0,0,0
0.230803,0,0,0,0,0,0
0.232364,0,0,0,0,0,0
0.233929,0,0,0,0,0,0
0.235489,0,0,0,0,0,0
0.237053,0,0,0,0,0,0
0.238628,0,0,0,0,0,0
0.240188,0,0,0,0,0,0
0.241856,0,0,0,0,0,0
0.243417,0,0,0,0,0,0
0.244981,0,0,0,0,0,0
0.246544,0,0,0,0,0,0
0.248102,0,0,0,0,0,0
0.249674,0,0,0,0,0,0
0.251237,0,0,0,0,0,0
0.252801,0,0,0,0,0,0
0.254364,0,0,0,0,0,0
0.255923,0,0,0,0,0,0
0.257485,0,0,0,0,0,0
0.259048,0,0,0,0,0,0
0.260626,0,0,0,0,0,0
0.262188,0,0,0,0,0,0
0.263748,0,0,0,0,0,0
0.265310,0,0,0,0,0,0
0.266873,0,0,0,0,0,0
0.268433,0,0,0,0,0,0
0.270000,0,0,0,0,0,0
0.271572,0,0,0,0,0,0
0.273137,0,0,0,0,0,0
0.274698,0,0,0,0,0,0
0.276260,0,0,0,0,0,0
0.277912,0,0,0,0,0,0
0.279473,0,0,0,0,0,0
0.281036,0,0,0,0,0,0
0.282611,0,0,0,0,0,0
0.284171,0,0,0,0,0,0
0.285733,0,0,0,0,0,0
0.287295,0,0,0,0,0,0
0.288900,0,0,0,0,0,0
0.290463,0,0,0,0,0,0
0.292023,0,0,0,0,0,0
0.293597,0,0,0,0,0,0
0.295160,0,0,0,0,0,0
0.296724,0,0,0,0,0,0
0.298330,0,0,0,0,0,0
0.299890,0,0,0,0,0,0
0.301452,0,0,0,0,0,0
0.303012,0,0,0,0,0,0
0.304515,0,0,0,0,0,0
0.305914,0,0,0,0,0,0
0.307270,0,0,0,0,0,0
0.308619,0,0,0,0,0,0
0.310055,0,0,0,0,0,0
0.311419,0,0,0,0,0,0
0.312770,0,0,0,0,0,0
0.314119,0,0,0,0,0,0
0.315481,0,0,0,0,0,0
0.316829,0,0,0,0,0,0
0.318180,0,0,0,0,0,0
0.319527,0,0,0,0,0,0
0.320867,0,0,0,0,0,0
0.322187,0,0,0,0,0,0
0.323507,0,0,0,0,0,0
0.324826,0,0,0,0,0,0
0.326155,0,0,0,0,0,0
0.327474,0,0,0,0,0,0
0.328842,0,0,0,0,0,0
0.330162,0,0,0,0,0,0
0.331481,0,0,0,0,0,0
0.332800,0,0,0,0,0,0
0.334116,0,0,0,0,0,0
0.335431,0,0,0,0,0,0
0.336801,0,0,0,0,0,0
0.338102,0,0,0,0,0,0
0.339402,0,0,0,0,0,0
0.340751,0,0,0,0,0,0
0.342052,0,0,0,0,0,0
0.343353,0,0,0,0,0,0
0.344702,0,0,0,0,0,0
0.346003,0,0,0,0,0,0
0.347311,0,0,0,0,0,0
0.348658,0,0,0,0,0,0
0.349958,0,0,0,0,0,0
0.351256,0,0,0,0,0,0
0.352628,0,0,0,0,0,0
0.354001,0,0,0,0,0,0
0.355369,0,0,0,0,0,0
0.356737,0,0,0,0,0,0
0.358109,0,0,0,0,0,0
0.359369,0,0,0,0,0,0
0.360737,0,0,0,0,0,0
0.362105,0,0,0,0,0,0
0.363524,0,0,0,0,0,0
0.364944,0,0,0,0,0,0
0.366315,0,0,0,0,0,0
0.367683,0,0,0,0,0,0
0.369077,0,0,0,0,0,0
0.370423,0,0,0,0,0,0
0.371838,0,0,0,0,0,0
0.373215,0,0,0,0,0,0
0.374570,0,0,0,0,0,0
0.375941,0,0,0,0,0,0
0.377417,0,0,0,0,0,0
0.378771,0,0,0,0,0,0
0.380187,0,0,0,0,0,0
0.381540,0,0,0,0,0,0
0.382894,0,0,0,0,0,0
0.384243,0,0,0,0,0,0
0.386021,0,0,0,0,0,0
0.387679,0,0,0,0,0,0
0.389099,0,0,0,0,0,0
0.392813,0,0,0,0,0,0
0.394245,0,0,0,0,0,0
0.395659,0,0,0,0,0,0
0.397062,0,0,0,0,0,0
0.398457,0,0,0,0,0,0
0.399849,0,0,0,0,0,0
0.401382,0,0,0,0,0,0
0.402785,0,0,0,0,0,0
0.404142,0,0,0,0,0,0
0.405492,0,0,0,0,0,0
0.406839,0,0,0,0,0,0
0.408185,0,0,0,0,0,0
0.409531,0,0,0,0,0,0
0.410918,0,0,0,0,0,0
0.412304,0,0,0,0,0,0
0.413665,0,0,0,0,0,0
0.415019,0,0,0,0,0,0
0.416390,0,0,0,0,0,0
0.417837,0,0,0,0,0,0
0.419233,0,0,0,0,0,0
0.420630,0,0,0,0,0,0
0.422024,0,0,0,0,0,0
0.423422,0,0,0,0,0,0
0.424815,0,0,0,0,0,0
0.426341,0,0,0,0,0,0
0.427900,0,0,0,0,0,0
0.429459,0,0,0,0,0,0
0.431019,0,0,0,0,0,0
0.432652,0,0,0,0,0,0
0.434109,0,0,0,0,0,0
0.435642,0,0,0,0,0,0
0.437206,0,0,0,0,0,0
0.438769,0,0,0,0,0,0
0.440329,0,0,0,0,0,0
0.441892,0,0,0,0,0,0
0.443442,0,0,0,0,0,0
0.444887,0,0,0,0,0,0
0.446421,0,0,0,0,0,0
0.447983,0,0,0,0,0,0
0.449545,0,0,0,0,0,0
0.451107,0,0,0,0,0,0
0.452671,0,0,0,0,0,0
0.454235,0,0,0,0,0,0
0.455685,0,0,0,0,0,0
0.457222,0,0,0,0,0,0
0.458785,0,0,0,0,0,0
0.460346,0,0,0,0,0,0
0.461913,0,0,0,0,0,0
0.463474,0,0,0,0,0,0
0.465080,0,0,0,0,0,0
0.466656,0,0,0,0,0,0
0.468217,0,0,0,0,0,0
0.469741,0,0,0,0,0,0
0.471274,0,0,0,0,0,0
0.472838,0,0,0,0,0,0
0.474401,0,0,0,0,0,0
0.475962,0,0,0,0,0,0
0.477537,0,0,0,0,0,0
0.479102,0,0,0,0,0,0
0.480708,0,0,0,0,0,0
0.482272,0,0,0,0,0,0
0.483833,0,0,0,0,0,0
0.485398,0,0,0,0,0,0
0.486961,0,0,0,0,0,0
0.488410,0,0,0,0,0,0
0.489967,0,0,0,0,0,0
0.491529,0,0,0,0,0,0
0.493093,0,0,0,0,0,0
0.494656,0,0,0,0,0,0
0.496218,0,0,0,0,0,0
0.497877,0,0,0,0,0,0
0.499451,0,0,0,0,0,0
0.501015,0,0,0,0,0,0
0.502567,0,0,0,0,0,0
0.504118,0,0,0,0,0,0
0.505544,0,0,0,0,0,0
0.507111,0,0,0,0,0,0
0.508675,0,0,0,0,0,0
0.510247,0,0,0,0,0,0
0.511805,0,0,0,0,0,0
0.513369,0,0,0,0,0,0
0.514930,0,0,0,0,0,0
0.516489,0,0,0,0,0,0
0.518055,0,0,0,0,0,0
0.519614,0,0,0,0,0,0
0.521190,0,0,0,0,0,0
0.522752,0,0,0,0,0,0
0.524312,0,0,0,0,0,0
0.525878,0,0,0,0,0,0
0.527437,0,0,0,0,0,0
0.529041,0,0,0,0,0,0
0.530603,0,0,0,0,0,0
0.532175,0,0,0,0,0,0
0.533735,0,0,0,0,0,0
0.535297,0,0,0,0,0,0
0.536905,0,0,0,0,0,0
0.538555,0,0,0,0,0,0
0.540090,0,0,0,0,0,0
0.541595,0,0,0,0,0,0
0.543286,0,0,0,0,0,0
0.544967,0,0,0,0,0,0
0.546529,0,0,0,0,0,0
