elapsed_s,HLSQ_STPROC_WAVE_CONTEXTS_VS,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_VS,HLSQ_STPROC_WAVE_CONTEXTS_FS,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_FS,HLSQ_STPROC_WAVE_CONTEXTS_BV,HLSQ_STPROC_WAVE_CONTEXT_CYCLES_BV
0.001097,0,0,0,0,0,0
0.002631,0,0,0,0,0,0
0.004050,0,0,0,0,0,0
0.005447,0,0,0,0,0,0
0.006886,0,0,0,0,0,0
0.008278,0,0,0,0,0,0
0.009681,0,0,0,0,0,0
0.011082,0,0,0,0,0,0
0.012469,0,0,0,0,0,0
0.013854,0,0,0,0,0,0
0.015296,0,0,0,0,0,0
0.016692,0,0,0,0,0,0
0.018089,0,0,0,0,0,0
0.019524,0,0,0,0,0,0
0.020920,0,0,0,0,0,0
0.022370,0,0,0,0,0,0
0.023759,0,0,0,0,0,0
0.025123,0,0,0,0,0,0
0.026487,0,0,0,0,0,0
0.027853,0,0,0,0,0,0
0.029218,0,0,0,0,0,0
0.030629,0,0,0,0,0,0
0.032003,0,0,0,0,0,0
0.033367,0,0,0,0,0,0
0.034778,0,0,0,0,0,0
0.036143,0,0,0,0,0,0
0.037506,0,0,0,0,0,0
0.038855,0,0,0,0,0,0
0.040160,0,0,0,0,0,0
0.041516,0,0,0,0,0,0
0.042891,0,0,0,0,0,0
0.044195,0,0,0,0,0,0
0.045499,0,0,0,0,0,0
0.046850,0,0,0,0,0,0
0.048116,0,0,0,0,0,0
0.049487,0,0,0,0,0,0
0.050752,0,0,0,0,0,0
0.052016,0,0,0,0,0,0
0.053283,0,0,0,0,0,0
0.054619,0,0,0,0,0,0
0.055970,0,0,0,0,0,0
0.057333,0,0,0,0,0,0
0.058712,0,0,0,0,0,0
0.060066,0,0,0,0,0,0
0.061420,0,0,0,0,0,0
0.062776,0,0,0,0,0,0
0.064199,0,0,0,0,0,0
0.065558,0,0,0,0,0,0
0.066913,0,0,0,0,0,0
0.068264,0,0,0,0,0,0
0.069614,0,0,0,0,0,0
0.071053,0,0,0,0,0,0
0.072483,0,0,0,0,0,0
0.073884,0,0,0,0,0,0
0.075302,0,0,0,0,0,0
0.076700,0,0,0,0,0,0
0.078096,0,0,0,0,0,0
0.079490,0,0,0,0,0,0
0.081031,0,0,0,0,0,0
0.082581,0,0,1569,1569,0,0
0.084166,0,0,0,0,0,0
0.085577,0,0,0,0,0,0
0.087906,0,0,0,0,0,0
0.089306,0,0,0,0,0,0
0.090701,0,0,0,0,0,0
0.092097,0,0,0,0,0,0
0.093487,0,0,0,0,0,0
0.095873,0,0,0,0,0,0
0.097273,0,0,0,0,0,0
0.102570,0,0,0,0,0,0
0.103965,0,0,0,0,0,0
0.105333,0,0,0,0,0,0
0.106687,0,0,0,0,0,0
0.108052,0,0,0,0,0,0
0.109402,0,0,0,0,0,0
0.110762,0,0,0,0,0,0
0.112112,0,0,0,0,0,0
0.113460,0,0,0,0,0,0
0.114809,0,0,0,0,0,0
0.116159,0,0,0,0,0,0
0.117511,0,0,0,0,0,0
0.118997,0,0,0,0,0,0
0.120445,0,0,0,0,0,0
0.121973,0,0,0,0,0,0
0.123532,0,0,0,0,0,0
0.125092,0,0,0,0,0,0
0.126653,0,0,0,0,0,0
0.128215,0,0,0,0,0,0
0.129661,0,0,0,0,0,0
0.131069,0,0,0,0,0,0
0.132470,0,0,0,0,0,0
0.133868,0,0,0,0,0,0
0.135265,0,0,0,0,0,0
0.136663,0,0,0,0,0,0
0.138060,0,0,0,0,0,0
0.139588,0,0,0,0,0,0
0.141034,0,0,0,0,0,0
0.142569,0,0,0,0,0,0
0.144130,0,0,0,0,0,0
0.145688,0,0,0,0,0,0
0.147249,0,0,0,0,0,0
0.148809,0,0,0,0,0,0
0.150409,0,0,0,0,0,0
0.151898,0,0,0,0,0,0
0.153428,0,0,0,0,0,0
0.154988,0,0,0,0,0,0
0.156546,0,0,0,0,0,0
0.158102,0,0,0,0,0,0
0.159713,0,0,0,0,0,0
0.161271,0,0,0,0,0,0
0.162719,0,0,0,0,0,0
0.164250,0,0,0,0,0,0
0.165807,0,0,0,0,0,0
0.167366,0,0,0,0,0,0
0.168925,0,0,0,0,0,0
0.170485,0,0,0,0,0,0
0.172044,0,0,0,0,0,0
0.173615,0,0,0,0,0,0
0.175175,0,0,0,0,0,0
0.176734,0,0,0,0,0,0
0.178291,0,0,0,0,0,0
0.179814,0,0,0,0,0,0
0.181342,0,0,0,0,0,0
0.182954,0,0,0,0,0,0
0.184525,0,0,0,0,0,0
0.186083,0,0,0,0,0,0
0.187640,0,0,0,0,0,0
0.189197,0,0,0,0,0,0
0.190758,0,0,0,0,0,0
0.192317,0,0,0,0,0,0
0.193874,0,0,0,0,0,0
0.195444,0,0,0,0,0,0
0.197003,0,0,0,0,0,0
0.198604,0,0,0,0,0,0
0.200164,0,0,0,0,0,0
0.201615,0,0,0,0,0,0
0.203129,0,0,0,0,0,0
0.204711,0,0,0,0,0,0
0.206280,0,0,0,0,0,0
0.207840,0,0,0,0,0,0
0.210585,0,0,0,0,0,0
0.212131,0,0,0,0,0,0
0.214328,0,0,0,0,0,0
0.215786,0,0,0,0,0,0
0.217174,0,0,0,0,0,0
0.218602,0,0,0,0,0,0
0.220139,0,0,0,0,0,0
0.221534,0,0,0,0,0,0
0.223796,0,0,0,0,0,0
0.225205,0,0,0,0,0,0
0.226604,0,0,0,0,0,0
0.228006,0,0,0,0,0,0
0.229397,0,0,0,0,0,0
0.230788,0,0,0,0,0,0
0.232178,0,0,0,0,0,0
0.233569,0,0,0,0,0,0
0.235220,0,0,0,0,0,0
0.236720,0,0,0,0,0,0
0.238282,0,0,0,0,0,0
0.239720,0,0,0,0,0,0
0.241122,0,0,0,0,0,0
0.242651,0,0,0,0,0,0
0.244211,0,0,0,0,0,0
0.245770,0,0,0,0,0,0
0.247331,0,0,0,0,0,0
0.248905,0,0,0,0,0,0
0.250542,0,0,0,0,0,0
0.252164,0,0,0,0,0,0
0.253723,0,0,0,0,0,0
0.255285,0,0,0,0,0,0
0.256846,0,0,0,0,0,0
0.258405,0,0,0,0,0,0
0.259844,0,0,0,0,0,0
0.261374,0,0,0,0,0,0
0.262936,0,0,0,0,0,0
0.264498,0,0,0,0,0,0
0.266057,0,0,0,0,0,0
0.267617,0,0,0,0,0,0
0.269177,0,0,0,0,0,0
0.270753,0,0,0,0,0,0
0.272313,0,0,0,0,0,0
0.273872,0,0,0,0,0,0
0.275431,0,0,0,0,0,0
0.276992,0,0,0,0,0,0
0.278595,0,0,0,0,0,0
0.280157,0,0,0,0,0,0
0.281730,0,0,0,0,0,0
0.283291,0,0,0,0,0,0
0.284851,0,0,0,0,0,0
0.286409,0,0,0,0,0,0
0.288013,0,0,0,0,0,0
0.289572,0,0,0,0,0,0
0.291133,0,0,0,0,0,0
0.292706,0,0,0,0,0,0
0.294309,0,0,0,0,0,0
0.295818,0,0,0,0,0,0
0.297221,0,0,0,0,0,0
0.298682,0,0,0,0,0,0
0.300079,0,0,0,0,0,0
0.301432,0,0,0,0,0,0
0.302804,0,0,0,0,0,0
0.304153,0,0,0,0,0,0
0.305498,0,0,0,0,0,0
0.306844,0,0,0,0,0,0
0.308190,0,0,0,0,0,0
0.309536,0,0,0,0,0,0
0.310876,0,0,0,0,0,0
0.312195,0,0,0,0,0,0
0.313522,0,0,0,0,0,0
0.314889,0,0,0,0,0,0
0.316207,0,0,0,0,0,0
0.317524,0,0,0,0,0,0
0.318842,0,0,0,0,0,0
0.320159,0,0,0,0,0,0
0.321476,0,0,0,0,0,0
0.322842,0,0,0,0,0,0
0.324167,0,0,0,0,0,0
0.325484,0,0,0,0,0,0
0.326798,0,0,0,0,0,0
0.328100,0,0,0,0,0,0
0.329400,0,0,0,0,0,0
0.330751,0,0,0,0,0,0
0.332054,0,0,0,0,0,0
0.333356,0,0,0,0,0,0
0.334664,0,0,0,0,0,0
0.335967,0,0,0,0,0,0
0.337269,0,0,0,0,0,0
0.338571,0,0,0,0,0,0
0.339912,0,0,0,0,0,0
0.341223,0,0,0,0,0,0
0.342530,0,0,0,0,0,0
0.343899,0,0,0,0,0,0
0.345271,0,0,0,0,0,0
0.346688,0,0,0,0,0,0
0.348057,0,0,0,0,0,0
0.349426,0,0,0,0,0,0
0.350844,0,0,0,0,0,0
0.352103,0,0,0,0,0,0
0.353413,0,0,0,0,0,0
0.354832,0,0,0,0,0,0
0.356205,0,0,0,0,0,0
0.357574,0,0,0,0,0,0
0.358859,0,0,0,0,0,0
0.360202,0,0,0,0,0,0
0.361546,0,0,0,0,0,0
0.362888,0,0,0,0,0,0
0.364233,0,0,0,0,0,0
0.365580,0,0,0,0,0,0
0.367377,0,0,0,0,0,0
0.368760,0,0,0,0,0,0
0.370120,0,0,0,0,0,0
0.371478,0,0,0,0,0,0
0.372832,0,0,0,0,0,0
0.374205,0,0,0,0,0,0
0.375696,0,0,114,114,0,0
0.377154,0,0,1455,1455,0,0
0.378629,0,0,0,0,0,0
0.380077,0,0,0,0,0,0
0.381473,0,0,0,0,0,0
0.382871,0,0,0,0,0,0
