elapsed_s,HLSQ_VSDP_BR_QUERY_BUSY,HLSQ_VSDP_BV_QUERY_BUSY,HLSQ_VSDP_BR_QUERY_FAIL,HLSQ_VSDP_BV_QUERY_FAIL,HLSQ_VS_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI
0.001252,0,0,0,0,0,0
0.002828,0,0,0,0,0,0
0.004250,0,0,0,0,0,0
0.005646,0,0,0,0,0,0
0.007044,0,0,0,0,0,0
0.008433,0,0,0,0,0,0
0.009973,0,0,0,0,0,0
0.011391,0,0,0,0,0,0
0.012803,0,0,0,0,0,0
0.014215,0,0,0,0,0,0
0.015624,0,0,0,0,0,0
0.017020,0,0,0,0,0,0
0.018375,0,0,0,0,0,0
0.019729,0,0,0,0,0,0
0.021087,0,0,0,0,0,0
0.022441,0,0,0,0,0,0
0.023793,0,0,0,0,0,0
0.025169,0,0,0,0,0,0
0.026603,0,0,0,0,0,0
0.028042,0,0,0,0,0,0
0.029620,0,0,0,0,0,0
0.031160,0,0,0,0,0,0
0.032675,0,0,0,0,0,0
0.034089,0,0,0,0,0,0
0.035560,0,0,0,0,0,0
0.036997,0,0,0,0,0,0
0.038388,0,0,0,0,0,0
0.039777,0,0,0,0,0,0
0.041181,0,0,0,0,0,0
0.042694,0,0,0,0,0,0
0.044202,0,0,0,0,0,0
0.045603,0,0,0,0,0,0
0.046999,0,0,0,0,0,0
0.048397,0,0,0,0,0,0
0.049793,0,0,0,0,0,0
0.051186,0,0,0,0,0,0
0.052739,0,0,0,0,0,0
0.054209,0,0,0,0,0,0
0.055604,0,0,0,0,0,0
0.057014,0,0,0,0,0,0
0.058407,0,0,0,0,0,0
0.059797,0,0,0,0,0,0
0.061193,0,0,0,0,0,0
0.062855,0,0,0,0,0,0
0.064334,0,0,0,0,0,0
0.065771,0,0,0,0,0,0
0.067174,0,0,0,0,0,0
0.068576,0,0,0,0,0,0
0.069977,0,0,0,0,0,0
0.071373,0,0,0,0,0,0
0.072912,0,0,0,0,0,0
0.074310,0,0,0,0,0,0
0.075956,0,0,0,0,0,0
0.077345,0,0,0,0,0,0
0.078824,0,0,0,0,0,0
0.080215,0,0,0,0,0,0
0.082019,0,0,0,0,0,0
0.083410,0,0,0,0,0,0
0.084800,0,0,0,0,0,0
0.090136,0,0,0,0,0,0
0.091532,0,0,0,0,0,0
0.092889,0,0,0,0,0,0
0.094250,0,0,0,0,0,0
0.095601,0,0,0,0,0,0
0.096972,0,0,0,0,0,0
0.098367,0,0,0,0,0,0
0.099756,0,0,0,0,0,0
0.101155,0,0,0,0,0,0
0.102547,0,0,0,0,0,0
0.103973,0,0,0,0,0,0
0.105367,0,0,0,0,0,0
0.106765,0,0,0,0,0,0
0.108162,0,0,0,0,0,0
0.109559,0,0,0,0,0,0
0.111085,0,0,0,0,0,0
0.112533,0,0,0,0,0,0
0.114154,0,0,0,0,0,0
0.115713,0,0,0,0,0,0
0.117276,0,0,0,0,0,0
0.118838,0,0,0,0,0,0
0.120399,0,0,0,0,0,0
0.121880,0,0,0,0,0,0
0.123420,0,0,0,0,0,0
0.124980,0,0,0,0,0,0
0.126543,0,0,0,0,0,0
0.128104,0,0,0,0,0,0
0.129666,0,0,0,0,0,0
0.131227,0,0,0,0,0,0
0.132788,0,0,0,0,0,0
0.134221,0,0,0,0,0,0
0.135625,0,0,0,0,0,0
0.137199,0,0,0,0,0,0
0.138762,0,0,0,0,0,0
0.140324,0,0,0,0,0,0
0.141887,0,0,0,0,0,0
0.143448,0,0,0,0,0,0
0.145068,0,0,0,0,0,0
0.146630,0,0,0,0,0,0
0.148191,0,0,0,0,0,0
0.149753,0,0,0,0,0,0
0.151315,0,0,0,0,0,0
0.152921,0,0,0,0,0,0
0.154483,0,0,0,0,0,0
0.156057,0,0,0,0,0,0
0.157620,0,0,0,0,0,0
0.159182,0,0,0,0,0,0
0.160787,0,0,0,0,0,0
0.162211,0,0,0,0,0,0
0.163613,0,0,0,0,0,0
0.165143,0,0,0,0,0,0
0.166592,0,0,0,0,0,0
0.168123,0,0,0,0,0,0
0.169685,0,0,0,0,0,0
0.171246,0,0,0,0,0,0
0.172807,0,0,0,0,0,0
0.174374,0,0,0,0,0,0
0.175778,0,0,0,0,0,0
0.177319,0,0,0,0,0,0
0.178872,0,0,0,0,0,0
0.180423,0,0,0,0,0,0
0.181857,0,0,0,0,0,0
0.183392,0,0,0,0,0,0
0.184997,0,0,0,0,0,0
0.186560,0,0,0,0,0,0
0.188132,0,0,0,0,0,0
0.189694,0,0,0,0,0,0
0.191256,0,0,0,0,0,0
0.192860,0,0,0,0,0,0
0.194423,0,0,0,0,0,0
0.195983,0,0,0,0,0,0
0.197546,0,0,0,0,0,0
0.199122,0,0,0,0,0,0
0.200726,0,0,0,0,0,0
0.202292,0,0,0,0,0,0
0.203861,0,0,0,0,0,0
0.205431,0,0,0,0,0,0
0.206799,0,0,0,0,0,0
0.208148,0,0,0,0,0,0
0.209557,0,0,0,0,0,0
0.210982,0,0,0,0,0,0
0.212490,0,0,0,0,0,0
0.214219,0,0,0,0,0,0
0.215612,0,0,0,0,0,0
0.217021,0,0,0,0,0,0
0.218361,0,0,0,0,0,0
0.219785,0,0,0,0,0,0
0.221358,0,0,0,0,0,0
0.222826,0,0,0,0,0,0
0.224218,0,0,0,0,0,0
0.225629,0,0,0,0,0,0
0.227026,0,0,0,0,0,0
0.228808,0,0,0,0,0,0
0.230389,0,0,0,0,0,0
0.231781,0,0,0,0,0,0
0.233173,0,0,0,0,0,0
0.234775,0,0,0,0,0,0
0.236275,0,0,0,0,0,0
0.237735,0,0,0,0,0,0
0.239132,0,0,0,0,0,0
0.240521,0,0,0,0,0,0
0.241987,0,0,0,0,0,0
0.243378,0,0,0,0,0,0
0.244768,0,0,0,0,0,0
0.246278,0,0,0,0,0,0
0.247660,0,0,0,0,0,0
0.249048,0,0,0,0,0,0
0.250437,0,0,0,0,0,0
0.251839,0,0,0,0,0,0
0.253232,0,0,0,0,0,0
0.254630,0,0,0,0,0,0
0.256027,0,0,0,0,0,0
0.257462,0,0,0,0,0,0
0.258861,0,0,0,0,0,0
0.260256,0,0,0,0,0,0
0.261782,0,0,0,0,0,0
0.263357,0,0,0,0,0,0
0.264963,0,0,0,0,0,0
0.266526,0,0,0,0,0,0
0.268087,0,0,0,0,0,0
0.269650,0,0,0,0,0,0
0.271212,0,0,0,0,0,0
0.272880,0,0,0,0,0,0
0.274518,0,0,0,0,0,0
0.276079,0,0,0,0,0,0
0.277642,0,0,0,0,0,0
0.279105,0,0,0,0,0,0
0.280589,0,0,0,0,0,0
0.281956,0,0,0,0,0,0
0.283307,0,0,0,0,0,0
0.284667,0,0,0,0,0,0
0.286189,0,0,0,0,0,0
0.287558,0,0,0,0,0,0
0.288961,0,0,0,0,0,0
0.290284,0,0,0,0,0,0
0.291603,0,0,0,0,0,0
0.292925,0,0,0,0,0,0
0.294313,0,0,0,0,0,0
0.295641,0,0,0,0,0,0
0.296972,0,0,0,0,0,0
0.298272,0,0,0,0,0,0
0.299570,0,0,0,0,0,0
0.300919,0,0,0,0,0,0
0.302222,0,0,0,0,0,0
0.303521,0,0,0,0,0,0
0.304890,0,0,0,0,0,0
0.306312,0,0,0,0,0,0
0.307682,0,0,0,0,0,0
0.309100,0,0,0,0,0,0
0.310361,0,0,0,0,0,0
0.311729,0,0,0,0,0,0
0.313120,0,0,0,0,0,0
0.314468,0,0,0,0,0,0
0.315821,0,0,0,0,0,0
0.317194,0,0,0,0,0,0
0.318547,0,0,0,0,0,0
0.319972,0,0,0,0,0,0
0.321379,0,0,0,0,0,0
0.322835,0,0,0,0,0,0
0.324294,0,0,0,0,0,0
0.325706,0,0,0,0,0,0
0.327112,0,0,0,0,0,0
0.328520,0,0,0,0,0,0
0.330147,0,0,0,0,0,0
0.331628,0,0,0,0,0,0
0.333039,0,0,0,0,0,0
0.334436,0,0,0,0,0,0
0.335827,0,0,0,0,0,0
0.337753,0,0,0,0,0,0
0.339153,0,0,0,0,0,0
0.340544,0,0,0,0,0,0
0.342014,0,0,0,0,0,0
0.343366,0,0,0,0,0,0
0.344802,0,0,0,0,0,0
0.346232,0,0,0,0,0,0
0.347628,0,0,0,0,0,0
0.349021,0,0,0,0,0,0
0.350436,0,0,0,0,0,0
0.351831,0,0,0,0,0,0
0.353228,0,0,0,0,0,0
0.354623,0,0,0,0,0,0
0.356095,0,0,0,0,0,0
0.357484,0,0,0,0,0,0
0.358922,0,0,0,0,0,0
0.360313,0,0,0,0,0,0
0.361887,0,0,0,0,0,0
0.363517,0,0,0,0,0,0
0.364985,0,0,0,0,0,0
0.366381,0,0,0,0,0,0
0.367772,0,0,0,0,0,0
0.369207,0,0,0,0,0,0
0.370595,0,0,0,0,0,0
0.372346,0,0,0,0,0,0
0.373741,0,0,0,0,0,0
0.375131,0,0,0,0,0,0
0.376520,0,0,0,0,0,0
0.378186,0,0,0,0,0,0
0.379626,0,0,0,0,0,0
0.381019,0,0,0,0,0,0
0.382419,0,0,0,0,0,0
0.383809,0,0,0,0,0,0
0.385202,0,0,0,0,0,0
0.386599,0,0,0,0,0,0
0.388091,0,0,0,0,0,0
0.389652,0,0,0,0,0,0
0.391474,0,0,0,0,0,0
0.393090,0,0,0,0,0,0
0.394651,0,0,0,0,0,0
0.396210,0,0,0,0,0,0
0.397770,0,0,0,0,0,0
0.399330,0,0,0,0,0,0
0.400934,0,0,0,0,0,0
0.402494,0,0,0,0,0,0
0.404065,0,0,0,0,0,0
0.405627,0,0,0,0,0,0
0.407186,0,0,0,0,0,0
0.408785,0,0,0,0,0,0
0.410388,0,0,0,0,0,0
0.411947,0,0,0,0,0,0
0.413508,0,0,0,0,0,0
0.415079,0,0,0,0,0,0
0.416678,0,0,0,0,0,0
0.418242,0,0,0,0,0,0
0.419808,0,0,0,0,0,0
0.421381,0,0,0,0,0,0
0.422919,0,0,0,0,0,0
0.424476,0,0,0,0,0,0
0.426697,0,0,0,0,0,0
0.428224,0,0,0,0,0,0
0.429654,0,0,0,0,0,0
0.431185,0,0,0,0,0,0
0.432787,0,0,0,0,0,0
0.434213,0,0,0,0,0,0
0.435742,0,0,0,0,0,0
0.437185,0,0,0,0,0,0
0.438716,0,0,0,0,0,0
0.440273,0,0,0,0,0,0
0.441878,0,0,0,0,0,0
0.443438,0,0,0,0,0,0
0.444999,0,0,0,0,0,0
0.446558,0,0,0,0,0,0
0.448129,0,0,0,0,0,0
0.449690,0,0,0,0,0,0
0.451251,0,0,0,0,0,0
0.452809,0,0,0,0,0,0
0.454506,0,0,0,0,0,0
0.456063,0,0,0,0,0,0
0.457625,0,0,0,0,0,0
0.459075,0,0,0,0,0,0
0.460608,0,0,0,0,0,0
0.462172,0,0,0,0,0,0
0.463730,0,0,0,0,0,0
0.465334,0,0,0,0,0,0
0.466893,0,0,0,0,0,0
0.468452,0,0,0,0,0,0
0.470155,0,0,0,0,0,0
0.471714,0,0,0,0,0,0
0.473318,0,0,0,0,0,0
0.474881,0,0,0,0,0,0
0.476440,0,0,0,0,0,0
0.478001,0,0,0,0,0,0
0.479562,0,0,0,0,0,0
0.481182,0,0,0,0,0,0
0.482744,0,0,0,0,0,0
0.484303,0,0,0,0,0,0
0.485864,0,0,0,0,0,0
0.487415,0,0,0,0,0,0
0.489124,0,0,0,0,0,0
0.490651,0,0,0,0,0,0
0.492062,0,0,0,0,0,0
0.493591,0,0,0,0,0,0
0.495150,0,0,0,0,0,0
0.496751,0,0,0,0,0,0
0.498315,0,0,0,0,0,0
0.499873,0,0,0,0,0,0
0.501434,0,0,0,0,0,0
0.502881,0,0,0,0,0,0
0.504283,0,0,0,0,0,0
0.505726,0,0,0,0,0,0
0.507124,0,0,0,0,0,0
0.508519,0,0,0,0,0,0
0.509976,0,0,0,0,0,0
0.511500,0,0,0,0,0,0
0.513113,0,0,0,0,0,0
0.514672,0,0,0,0,0,0
0.516108,0,0,0,0,0,0
0.517644,0,0,0,0,0,0
0.519197,0,0,0,0,0,0
0.520788,0,0,0,0,0,0
0.522391,0,0,0,0,0,0
0.523853,0,0,0,0,0,0
0.525257,0,0,0,0,0,0
0.526656,0,0,0,0,0,0
0.528053,0,0,0,0,0,0
0.529487,0,0,0,0,0,0
0.531014,0,0,0,0,0,0
0.532573,0,0,0,0,0,0
0.534151,0,0,0,0,0,0
0.535711,0,0,0,0,0,0
0.537315,0,0,0,0,0,0
0.538877,0,0,0,0,0,0
0.540436,0,0,0,0,0,0
0.541996,0,0,0,0,0,0
0.543557,0,0,0,0,0,0
0.545173,0,0,0,0,0,0
0.546734,0,0,0,0,0,0
0.548293,0,0,0,0,0,0
0.549852,0,0,0,0,0,0
0.551412,0,0,0,0,0,0
0.553015,0,0,0,0,0,0
0.554575,0,0,0,0,0,0
0.556146,0,0,0,0,0,0
0.557706,0,0,0,0,0,0
0.559909,0,0,0,0,0,0
0.561309,0,0,0,0,0,0
0.562702,0,0,0,0,0,0
0.564091,0,0,0,0,0,0
0.565480,0,0,0,0,0,0
0.566878,0,0,0,0,0,0
0.568267,0,0,0,0,0,0
0.569649,0,0,0,0,0,0
0.571013,0,0,0,0,0,0
0.572377,0,0,0,0,0,0
0.573741,0,0,0,0,0,0
0.575105,0,0,0,0,0,0
0.576468,0,0,0,0,0,0
0.577840,0,0,0,0,0,0
0.579258,0,0,0,0,0,0
0.580675,0,0,0,0,0,0
0.582033,0,0,0,0,0,0
0.583451,0,0,0,0,0,0
0.584869,0,0,0,0,0,0
0.586314,0,0,0,0,0,0
0.587725,0,0,0,0,0,0
0.589380,0,0,0,0,0,0
0.590775,0,0,0,0,0,0
0.592146,0,0,0,0,0,0
