elapsed_s,PC_US_STARVE_CYCLES_DI,PC_US_VIS_STREAMS_LOADED,PC_US_INSTANCES,PC_US_DEAD_PRIM,PC_US_SLICE_LIVE_PRIM,PC_US_3D_DRAWCALLS,PC_US_2D_DRAWCALLS,PC_US_NON_DRAWCALL_GLOBAL_EVENTS
0.001243,0,0,0,0,0,0,0,0
0.002781,0,0,0,0,0,0,0,0
0.004341,0,0,0,0,0,0,0,0
0.005961,0,0,0,0,0,0,0,0
0.007577,0,0,0,0,0,0,0,0
0.009056,0,0,0,0,0,0,0,0
0.010514,0,0,0,0,0,0,0,0
0.011967,0,0,0,0,0,0,0,0
0.013418,0,0,0,0,0,0,0,0
0.014868,0,0,0,0,0,0,0,0
0.016320,0,0,0,0,0,0,0,0
0.017884,0,0,0,0,0,0,0,0
0.019571,0,0,0,0,0,0,0,0
0.021006,0,0,0,0,0,0,0,0
0.022430,0,0,0,0,0,0,0,0
0.023861,0,0,0,0,0,0,0,0
0.025319,0,0,0,0,0,0,0,0
0.026775,0,0,0,0,0,0,0,0
0.028233,0,0,0,0,0,0,0,0
0.029700,0,0,0,0,0,0,0,0
0.031152,0,0,0,0,0,0,0,0
0.032605,0,0,0,0,0,0,0,0
0.034055,0,0,0,0,0,0,0,0
0.035628,0,0,0,0,0,0,0,0
0.037058,0,0,0,0,0,0,0,0
0.038607,0,0,0,0,0,0,0,0
0.040113,0,0,0,0,0,0,0,0
0.041540,0,0,0,0,0,0,0,0
0.042987,0,0,0,0,0,0,0,0
0.044400,0,0,0,0,0,0,0,0
0.045785,0,0,0,0,0,0,0,0
0.047216,0,0,0,0,0,0,0,0
0.048732,0,0,0,0,0,0,0,0
0.050191,0,0,0,0,0,0,0,0
0.051733,0,0,0,0,0,0,0,0
0.053206,0,0,0,0,0,0,0,0
0.054681,0,0,0,0,0,0,0,0
0.056180,0,0,0,0,0,0,0,0
0.057595,0,0,0,0,0,0,0,0
0.059055,0,0,0,0,0,0,0,0
0.060473,0,0,0,0,0,0,0,0
0.061886,0,0,0,0,0,0,0,0
0.063289,0,0,0,0,0,0,0,0
0.064670,0,0,0,0,0,0,0,0
0.066052,0,0,0,0,0,0,0,0
0.067433,0,0,0,0,0,0,0,0
0.068815,0,0,0,0,0,0,0,0
0.070197,0,0,0,0,0,0,0,0
0.071606,0,0,0,0,0,0,0,0
0.072971,0,0,0,0,0,0,0,0
0.074333,0,0,0,0,0,0,0,0
0.075698,0,0,0,0,0,0,0,0
0.077112,0,0,0,0,0,0,0,0
0.078513,0,0,0,0,0,0,0,0
0.079895,0,0,0,0,0,0,0,0
0.081263,0,0,0,0,0,0,0,0
0.082655,0,0,0,0,0,0,0,0
0.084023,0,0,0,0,0,0,0,0
0.085390,0,0,0,0,0,0,0,22
0.086999,0,0,0,0,0,0,0,0
0.088444,0,0,0,0,0,0,0,0
0.089856,0,0,0,0,0,0,0,0
0.091264,0,0,0,0,0,0,0,0
0.092674,0,0,0,0,0,0,0,0
0.094095,0,0,0,0,0,0,0,0
0.095557,0,0,0,0,0,0,0,0
0.096963,0,0,0,0,0,0,0,23
0.098714,0,0,0,0,0,0,0,130
0.100020,0,0,0,0,0,0,0,115
0.101282,0,0,0,0,0,0,0,115
0.102697,0,0,0,0,0,0,0,285
0.105698,0,0,0,0,0,0,0,115
0.107977,0,0,0,0,0,0,0,205
0.109240,0,0,0,0,0,0,0,115
0.110589,0,0,0,0,0,0,0,125
0.111896,0,0,0,0,0,0,0,80
0.113375,0,0,0,0,0,0,0,0
0.114803,0,0,0,0,0,0,0,0
0.116180,0,0,0,0,0,0,0,0
0.117448,0,0,0,0,0,0,0,0
0.118891,0,0,0,0,0,0,0,0
0.120284,0,0,0,0,0,0,0,0
0.121564,0,0,0,0,0,0,0,0
0.123010,0,0,0,0,0,0,0,0
0.124401,0,0,0,0,0,0,0,0
0.125791,0,0,0,0,0,0,0,0
0.127182,0,0,0,0,0,0,0,0
0.128575,0,0,0,0,0,0,0,0
0.129967,0,0,0,0,0,0,0,0
0.131248,0,0,0,0,0,0,0,0
0.132640,0,0,0,0,0,0,0,0
0.134036,0,0,0,0,0,0,0,0
0.135456,0,0,0,0,0,0,0,0
0.136758,0,0,0,0,0,0,0,0
0.138064,0,0,0,0,0,0,0,0
0.139394,0,0,0,0,0,0,0,0
0.140699,0,0,0,0,0,0,0,0
0.142002,0,0,0,0,0,0,0,0
0.143305,0,0,0,0,0,0,0,0
0.144614,0,0,0,0,0,0,0,0
0.145954,0,0,0,0,0,0,0,0
0.147330,0,0,0,0,0,0,0,0
0.148646,0,0,0,0,0,0,0,0
0.149951,0,0,0,0,0,0,0,0
