elapsed_s,PC_US_MESH_DRAWS,PC_US_MESH_DEAD_DRAWS,PC_US_MESH_MVIS_EN_DRAWS,PC_US_MESH_DEAD_PRIM,PC_US_MESH_LIVE_PRIM,PC_US_MESH_PA_EN_PRIM,PC_US_STARVE_CYCLES_FOR_MVIS_STREAM,PC_US_STARVE_CYCLES_PREDRAW
0.001093,0,0,0,0,0,0,0,0
0.002692,0,0,0,0,0,0,0,0
0.004178,0,0,0,0,0,0,0,0
0.005613,0,0,0,0,0,0,0,0
0.006981,0,0,0,0,0,0,0,0
0.008386,0,0,0,0,0,0,0,0
0.009825,0,0,0,0,0,0,0,0
0.011255,0,0,0,0,0,0,0,0
0.012638,0,0,0,0,0,0,0,0
0.014064,0,0,0,0,0,0,0,0
0.015521,0,0,0,0,0,0,0,0
0.016965,0,0,0,0,0,0,0,0
0.018430,0,0,0,0,0,0,0,0
0.019832,0,0,0,0,0,0,0,0
0.021221,0,0,0,0,0,0,0,0
0.022737,0,0,0,0,0,0,0,0
0.024264,0,0,0,0,0,0,0,0
0.025751,0,0,0,0,0,0,0,0
0.027146,0,0,0,0,0,0,0,0
0.028539,0,0,0,0,0,0,0,0
0.029937,0,0,0,0,0,0,0,0
0.031330,0,0,0,0,0,0,0,0
0.032723,0,0,0,0,0,0,0,0
0.034149,0,0,0,0,0,0,0,0
0.035531,0,0,0,0,0,0,0,0
0.036900,0,0,0,0,0,0,0,0
0.038297,0,0,0,0,0,0,0,0
0.039666,0,0,0,0,0,0,0,0
0.041044,0,0,0,0,0,0,0,0
0.042478,0,0,0,0,0,0,0,0
0.043796,0,0,0,0,0,0,0,0
0.045116,0,0,0,0,0,0,0,0
0.046529,0,0,0,0,0,0,0,0
0.047849,0,0,0,0,0,0,0,0
0.049169,0,0,0,0,0,0,0,0
0.050454,0,0,0,0,0,0,0,0
0.051766,0,0,0,0,0,0,0,0
0.053134,0,0,0,0,0,0,0,0
0.054503,0,0,0,0,0,0,0,0
0.055869,0,0,0,0,0,0,0,0
0.057242,0,0,0,0,0,0,0,0
0.058897,0,0,0,0,0,0,0,0
0.060284,0,0,0,0,0,0,0,0
0.061655,0,0,0,0,0,0,0,0
0.063045,0,0,0,0,0,0,0,0
0.064414,0,0,0,0,0,0,0,0
0.065796,0,0,0,0,0,0,0,0
0.066965,0,0,0,0,0,0,0,0
0.068344,0,0,0,0,0,0,0,0
0.069640,0,0,0,0,0,0,0,0
0.071001,0,0,0,0,0,0,0,0
0.072364,0,0,0,0,0,0,0,0
0.073847,0,0,0,0,0,0,0,0
0.075214,0,0,0,0,0,0,0,0
0.076582,0,0,0,0,0,0,0,0
0.078338,0,0,0,0,0,0,0,0
0.079551,0,0,0,0,0,0,0,0
0.080762,0,0,0,0,0,0,0,0
0.082041,0,0,0,0,0,0,0,0
0.083316,0,0,0,0,0,0,0,0
0.084579,0,0,0,0,0,0,0,0
0.086391,0,0,0,0,0,0,0,0
0.087693,0,0,0,0,0,0,0,0
0.088958,0,0,0,0,0,0,0,0
0.090223,0,0,0,0,0,0,0,0
0.091580,0,0,0,0,0,0,0,0
0.092858,0,0,0,0,0,0,0,0
0.094268,0,0,0,0,0,0,0,0
0.097368,0,0,0,0,0,0,0,0
0.098822,0,0,0,0,0,0,0,0
0.100256,0,0,0,0,0,0,0,0
0.101708,0,0,0,0,0,0,0,0
0.103112,0,0,0,0,0,0,0,0
0.104483,0,0,0,0,0,0,0,0
0.105863,0,0,0,0,0,0,0,0
0.107286,0,0,0,0,0,0,0,0
0.108699,0,0,0,0,0,0,0,0
0.110112,0,0,0,0,0,0,0,0
0.111521,0,0,0,0,0,0,0,0
0.112931,0,0,0,0,0,0,0,0
0.114654,0,0,0,0,0,0,0,0
0.116055,0,0,0,0,0,0,0,0
0.117506,0,0,0,0,0,0,0,0
0.122580,0,0,0,0,0,0,0,0
0.123971,0,0,0,0,0,0,0,0
0.125444,0,0,0,0,0,0,0,0
0.126864,0,0,0,0,0,0,0,0
0.128231,0,0,0,0,0,0,0,0
0.129686,0,0,0,0,0,0,0,0
0.131123,0,0,0,0,0,0,0,0
0.132523,0,0,0,0,0,0,0,0
0.133925,0,0,0,0,0,0,0,0
0.135329,0,0,0,0,0,0,0,0
0.136740,0,0,0,0,0,0,0,0
0.138181,0,0,0,0,0,0,0,0
0.139590,0,0,0,0,0,0,0,0
0.140998,0,0,0,0,0,0,0,0
0.142407,0,0,0,0,0,0,0,0
0.143809,0,0,0,0,0,0,0,0
0.145611,0,0,0,0,0,0,0,0
0.147038,0,0,0,0,0,0,0,0
0.148470,0,0,0,0,0,0,0,0
0.149883,0,0,0,0,0,0,0,0
0.151293,0,0,0,0,0,0,0,0
0.152701,0,0,0,0,0,0,0,0
0.154151,0,0,0,0,0,0,0,0
0.155687,0,0,0,0,0,0,0,0
0.157155,0,0,0,0,0,0,0,0
0.158581,0,0,0,0,0,0,0,0
0.159998,0,0,0,0,0,0,0,0
0.161411,0,0,0,0,0,0,0,0
0.162864,0,0,0,0,0,0,0,0
0.164273,0,0,0,0,0,0,0,0
0.165814,0,0,0,0,0,0,0,0
0.167400,0,0,0,0,0,0,0,0
0.168971,0,0,0,0,0,0,0,0
0.170548,0,0,0,0,0,0,0,0
0.172119,0,0,0,0,0,0,0,0
0.173692,0,0,0,0,0,0,0,0
0.175265,0,0,0,0,0,0,0,0
0.176836,0,0,0,0,0,0,0,0
0.178489,0,0,0,0,0,0,0,0
0.180061,0,0,0,0,0,0,0,0
0.181635,0,0,0,0,0,0,0,0
0.183198,0,0,0,0,0,0,0,0
0.184760,0,0,0,0,0,0,0,0
0.186203,0,0,0,0,0,0,0,0
0.187743,0,0,0,0,0,0,0,0
0.189327,0,0,0,0,0,0,0,0
0.190899,0,0,0,0,0,0,0,0
0.192469,0,0,0,0,0,0,0,0
0.194085,0,0,0,0,0,0,0,0
0.195656,0,0,0,0,0,0,0,0
0.197229,0,0,0,0,0,0,0,0
0.198800,0,0,0,0,0,0,0,0
0.200384,0,0,0,0,0,0,0,0
0.202001,0,0,0,0,0,0,0,0
0.203572,0,0,0,0,0,0,0,0
0.205141,0,0,0,0,0,0,0,0
0.206712,0,0,0,0,0,0,0,0
0.208281,0,0,0,0,0,0,0,0
0.209897,0,0,0,0,0,0,0,0
0.211483,0,0,0,0,0,0,0,0
0.213052,0,0,0,0,0,0,0,0
0.214626,0,0,0,0,0,0,0,0
0.216090,0,0,0,0,0,0,0,0
0.217525,0,0,0,0,0,0,0,0
0.219142,0,0,0,0,0,0,0,0
0.220711,0,0,0,0,0,0,0,0
0.222296,0,0,0,0,0,0,0,0
0.223868,0,0,0,0,0,0,0,0
0.225440,0,0,0,0,0,0,0,0
0.227056,0,0,0,0,0,0,0,0
0.228970,0,0,0,0,0,0,0,0
0.230492,0,0,0,0,0,0,0,0
0.231900,0,0,0,0,0,0,0,0
0.233436,0,0,0,0,0,0,0,0
0.235053,0,0,0,0,0,0,0,0
0.236624,0,0,0,0,0,0,0,0
0.238196,0,0,0,0,0,0,0,0
0.239760,0,0,0,0,0,0,0,0
0.241434,0,0,0,0,0,0,0,0
0.243045,0,0,0,0,0,0,0,0
0.244631,0,0,0,0,0,0,0,0
0.246251,0,0,0,0,0,0,0,0
0.247815,0,0,0,0,0,0,0,0
0.249421,0,0,0,0,0,0,0,0
0.250993,0,0,0,0,0,0,0,0
0.252565,0,0,0,0,0,0,0,0
0.254136,0,0,0,0,0,0,0,0
0.255724,0,0,0,0,0,0,0,0
0.257299,0,0,0,0,0,0,0,0
0.258913,0,0,0,0,0,0,0,0
0.260484,0,0,0,0,0,0,0,0
0.262057,0,0,0,0,0,0,0,0
0.263630,0,0,0,0,0,0,0,0
0.265268,0,0,0,0,0,0,0,0
0.266963,0,0,0,0,0,0,0,0
0.268535,0,0,0,0,0,0,0,0
0.270107,0,0,0,0,0,0,0,0
0.271680,0,0,0,0,0,0,0,0
0.273253,0,0,0,0,0,0,0,0
0.274826,0,0,0,0,0,0,0,0
0.276397,0,0,0,0,0,0,0,0
0.277985,0,0,0,0,0,0,0,0
0.279549,0,0,0,0,0,0,0,0
0.281111,0,0,0,0,0,0,0,0
0.282677,0,0,0,0,0,0,0,0
0.284170,0,0,0,0,0,0,0,0
0.285584,0,0,0,0,0,0,0,0
0.286993,0,0,0,0,0,0,0,0
0.288411,0,0,0,0,0,0,0,0
0.289856,0,0,0,0,0,0,0,0
0.291452,0,0,0,0,0,0,0,0
0.293022,0,0,0,0,0,0,0,0
0.294593,0,0,0,0,0,0,0,0
0.296162,0,0,0,0,0,0,0,0
0.297778,0,0,0,0,0,0,0,0
0.299363,0,0,0,0,0,0,0,0
0.300931,0,0,0,0,0,0,0,0
0.302506,0,0,0,0,0,0,0,0
0.304075,0,0,0,0,0,0,0,0
0.305691,0,0,0,0,0,0,0,0
0.307260,0,0,0,0,0,0,0,0
0.308830,0,0,0,0,0,0,0,0
0.310475,0,0,0,0,0,0,0,0
0.311920,0,0,0,0,0,0,0,0
0.313439,0,0,0,0,0,0,0,0
0.315058,0,0,0,0,0,0,0,0
0.316628,0,0,0,0,0,0,0,0
0.318201,0,0,0,0,0,0,0,0
0.319773,0,0,0,0,0,0,0,0
0.321361,0,0,0,0,0,0,0,0
0.322977,0,0,0,0,0,0,0,0
0.324548,0,0,0,0,0,0,0,0
0.326120,0,0,0,0,0,0,0,0
0.327693,0,0,0,0,0,0,0,0
0.329267,0,0,0,0,0,0,0,0
0.330839,0,0,0,0,0,0,0,0
0.332424,0,0,0,0,0,0,0,0
0.333998,0,0,0,0,0,0,0,0
0.335570,0,0,0,0,0,0,0,0
0.337141,0,0,0,0,0,0,0,0
0.338719,0,0,0,0,0,0,0,0
0.340290,0,0,0,0,0,0,0,0
0.341863,0,0,0,0,0,0,0,0
0.343441,0,0,0,0,0,0,0,0
0.345002,0,0,0,0,0,0,0,0
0.346481,0,0,0,0,0,0,0,0
0.348019,0,0,0,0,0,0,0,0
0.349592,0,0,0,0,0,0,0,0
0.351162,0,0,0,0,0,0,0,0
0.352731,0,0,0,0,0,0,0,0
0.354229,0,0,0,0,0,0,0,0
0.355771,0,0,0,0,0,0,0,0
0.357343,0,0,0,0,0,0,0,0
0.358792,0,0,0,0,0,0,0,0
0.360336,0,0,0,0,0,0,0,0
0.361952,0,0,0,0,0,0,0,0
0.363523,0,0,0,0,0,0,0,0
0.365106,0,0,0,0,0,0,0,0
0.366682,0,0,0,0,0,0,0,0
0.368252,0,0,0,0,0,0,0,0
0.369867,0,0,0,0,0,0,0,0
0.371439,0,0,0,0,0,0,0,0
0.373008,0,0,0,0,0,0,0,0
0.374578,0,0,0,0,0,0,0,0
0.376180,0,0,0,0,0,0,0,0
0.377670,0,0,0,0,0,0,0,0
0.379216,0,0,0,0,0,0,0,0
0.380786,0,0,0,0,0,0,0,0
0.382358,0,0,0,0,0,0,0,0
0.383930,0,0,0,0,0,0,0,0
0.385503,0,0,0,0,0,0,0,0
0.387133,0,0,0,0,0,0,0,0
0.388704,0,0,0,0,0,0,0,0
0.390276,0,0,0,0,0,0,0,0
0.391848,0,0,0,0,0,0,0,0
0.393421,0,0,0,0,0,0,0,0
0.394995,0,0,0,0,0,0,0,0
0.396565,0,0,0,0,0,0,0,0
0.398150,0,0,0,0,0,0,0,0
0.399721,0,0,0,0,0,0,0,0
0.401295,0,0,0,0,0,0,0,0
0.402910,0,0,0,0,0,0,0,0
0.404480,0,0,0,0,0,0,0,0
0.406054,0,0,0,0,0,0,0,0
0.407627,0,0,0,0,0,0,0,0
0.409292,0,0,0,0,0,0,0,0
0.410713,0,0,0,0,0,0,0,0
0.412125,0,0,0,0,0,0,0,0
0.413664,0,0,0,0,0,0,0,0
0.415237,0,0,0,0,0,0,0,0
0.416807,0,0,0,0,0,0,0,0
0.418422,0,0,0,0,0,0,0,0
0.420010,0,0,0,0,0,0,0,0
0.421583,0,0,0,0,0,0,0,0
0.423155,0,0,0,0,0,0,0,0
0.424724,0,0,0,0,0,0,0,0
0.426339,0,0,0,0,0,0,0,0
0.427912,0,0,0,0,0,0,0,0
0.429485,0,0,0,0,0,0,0,0
