elapsed_s,PC_RESERVED_56,PC_RESERVED_57,PC_RESERVED_58,PC_RESERVED_59,PC_S_BUSY_CYCLES,PC_S_WORKING_CYCLES,PC_S_STALL_CYCLES_VFD,PC_S_STALL_CYCLES_VPC_FE
0.001540,0,0,0,0,0,0,0,0
0.003172,0,0,0,0,0,0,0,0
0.004771,0,0,0,0,0,0,0,0
0.006316,0,0,0,0,0,0,0,0
0.007860,0,0,0,0,0,0,0,0
0.009412,0,0,0,0,0,0,0,0
0.010956,0,0,0,0,0,0,0,0
0.012499,0,0,0,0,0,0,0,0
0.014094,0,0,0,0,0,0,0,0
0.015763,0,0,0,0,0,0,0,0
0.017534,0,0,0,0,0,0,0,0
0.019203,0,0,0,0,0,0,0,0
0.020805,0,0,0,0,0,0,0,0
0.022322,0,0,0,0,0,0,0,0
0.023840,0,0,0,0,0,0,0,0
0.025358,0,0,0,0,0,0,0,0
0.026876,0,0,0,0,0,0,0,0
0.028392,0,0,0,0,0,0,0,0
0.029955,0,0,0,0,0,0,0,0
0.031488,0,0,0,0,0,0,0,0
0.033068,0,0,0,0,0,0,0,0
0.034532,0,0,0,0,0,0,0,0
0.035991,0,0,0,0,0,0,0,0
0.037452,0,0,0,0,0,0,0,0
0.038942,0,0,0,0,0,0,0,0
0.040405,0,0,0,0,0,0,0,0
0.041907,0,0,0,0,0,0,0,0
0.043371,0,0,0,0,0,0,0,0
0.044942,0,0,0,0,0,0,0,0
0.046371,0,0,0,0,0,0,0,0
0.047800,0,0,0,0,0,0,0,0
0.049245,0,0,0,0,0,0,0,0
0.050681,0,0,0,0,0,0,0,0
0.052113,0,0,0,0,0,0,0,0
0.053557,0,0,0,0,0,0,0,0
0.054935,0,0,0,0,0,0,0,0
0.056420,0,0,0,0,0,0,0,0
0.057851,0,0,0,0,0,0,0,0
0.059193,0,0,0,0,0,0,0,0
0.060534,0,0,0,0,0,0,0,0
0.061920,0,0,0,0,0,0,0,0
0.063378,0,0,0,0,0,0,0,0
0.064768,0,0,0,0,0,0,0,0
0.066228,0,0,0,0,0,0,0,0
0.067641,0,0,0,0,0,0,0,0
0.069079,0,0,0,0,876,1074,0,0
0.070567,0,0,0,0,0,0,0,0
0.071996,0,0,0,0,0,0,0,0
0.073483,0,0,0,0,0,0,0,0
0.074898,0,0,0,0,0,0,0,0
0.076311,0,0,0,0,0,0,0,0
0.077791,0,0,0,0,0,0,0,0
0.079155,0,0,0,0,0,0,0,0
0.080517,0,0,0,0,891,1137,6,0
0.081864,0,0,0,0,3243,4032,132,0
0.083079,0,0,0,0,3234,4026,132,0
0.084295,0,0,0,0,3234,4026,132,0
0.085511,0,0,0,0,3234,4026,132,0
0.086726,0,0,0,0,3234,4026,132,0
0.087942,0,0,0,0,3234,4026,132,0
0.089158,0,0,0,0,3234,4026,132,0
0.090374,0,0,0,0,3234,4026,132,0
0.091590,0,0,0,0,3234,4026,132,0
0.092805,0,0,0,0,3234,4026,138,0
0.094032,0,0,0,0,3333,4131,132,0
0.095248,0,0,0,0,2115,2628,72,0
0.096604,0,0,0,0,0,0,0,0
0.098053,0,0,0,0,0,0,0,0
0.099503,0,0,0,0,0,0,0,0
0.101048,0,0,0,0,0,0,0,0
0.102473,0,0,0,0,0,0,0,0
0.103844,0,0,0,0,0,0,0,0
0.105208,0,0,0,0,0,0,0,0
0.106585,0,0,0,0,0,0,0,0
0.107945,0,0,0,0,0,0,0,0
0.109306,0,0,0,0,0,0,0,0
0.110667,0,0,0,0,0,0,0,0
0.112026,0,0,0,0,0,0,0,0
0.113405,0,0,0,0,0,0,0,0
0.114794,0,0,0,0,0,0,0,0
0.116171,0,0,0,0,0,0,0,0
0.117558,0,0,0,0,0,0,0,0
0.118936,0,0,0,0,0,0,0,0
0.120311,0,0,0,0,0,0,0,0
0.121784,0,0,0,0,0,0,0,0
0.123159,0,0,0,0,0,0,0,0
0.124534,0,0,0,0,0,0,0,0
0.125893,0,0,0,0,0,0,0,0
0.127249,0,0,0,0,0,0,0,0
0.128598,0,0,0,0,0,0,0,0
0.129969,0,0,0,0,0,0,0,0
0.131298,0,0,0,0,0,0,0,0
0.132616,0,0,0,0,0,0,0,0
0.133929,0,0,0,0,0,0,0,0
0.135240,0,0,0,0,0,0,0,0
0.136603,0,0,0,0,0,0,0,0
0.137911,0,0,0,0,0,0,0,0
0.139228,0,0,0,0,0,0,0,0
0.140777,0,0,0,0,0,0,0,0
0.142164,0,0,0,0,0,0,0,0
0.143523,0,0,0,0,0,0,0,0
0.145274,0,0,0,0,0,0,0,0
0.146787,0,0,0,0,0,0,0,0
0.148146,0,0,0,0,0,0,0,0
0.149512,0,0,0,0,0,0,0,0
0.150950,0,0,0,0,0,0,0,0
0.152408,0,0,0,0,0,0,0,0
0.153869,0,0,0,0,0,0,0,0
0.155326,0,0,0,0,0,0,0,0
0.156742,0,0,0,0,0,0,0,0
0.158202,0,0,0,0,0,0,0,0
0.159670,0,0,0,0,0,0,0,0
0.161185,0,0,0,0,0,0,0,0
0.162749,0,0,0,0,0,0,0,0
0.164311,0,0,0,0,0,0,0,0
0.165956,0,0,0,0,0,0,0,0
0.167517,0,0,0,0,0,0,0,0
0.168961,0,0,0,0,0,0,0,0
0.170516,0,0,0,0,0,0,0,0
0.172087,0,0,0,0,0,0,0,0
0.173660,0,0,0,0,0,0,0,0
0.175224,0,0,0,0,0,0,0,0
0.176825,0,0,0,0,0,0,0,0
0.178441,0,0,0,0,0,0,0,0
