elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.001067,0,0,103,0
0.006297,0,0,103,0
0.015690,0,0,101,0
0.019707,0,0,101,0
0.021126,0,0,101,0
0.022543,0,0,101,0
0.023984,0,0,101,0
0.025404,0,0,103,0
0.028664,0,0,103,0
0.030086,0,0,103,0
0.031565,0,0,104,0
0.037008,0,0,103,0
0.038428,0,0,103,0
0.043556,0,0,103,0
0.050224,0,0,104,0
0.051739,0,0,102,0
0.053164,0,0,101,0
0.054604,0,0,101,0
0.056363,0,0,101,0
0.058756,0,0,104,0
0.060172,0,0,101,0
0.061590,0,0,101,0
0.068588,0,0,103,0
0.071549,0,0,103,0
0.072974,0,0,103,0
0.074404,0,0,103,0
0.075823,0,0,103,0
0.077245,0,0,103,0
0.078682,0,0,103,0
0.081330,0,0,103,0
0.082750,0,0,104,0
0.084169,0,0,103,0
0.086873,48,960,810,0
0.088355,0,0,103,0
0.117705,0,0,104,0
0.119192,0,0,104,0
0.120700,0,0,101,0
0.122118,0,0,101,0
0.127788,0,0,104,0
0.129243,373,160232,279289,0
0.130433,693,484210,932602,0
0.131798,202,112227,203813,0
0.133215,0,0,104,0
0.134651,0,0,104,0
0.136065,0,0,104,0
0.137478,0,0,104,0
0.138911,0,0,104,0
0.140325,0,0,104,0
0.141739,0,0,104,0
0.143152,0,0,104,0
0.144593,0,0,104,0
0.145902,0,0,104,0
0.147315,0,0,104,0
0.149169,0,0,104,0
0.150473,0,0,104,0
0.151795,0,0,104,0
0.153221,0,0,104,0
0.154530,0,0,104,0
0.155861,0,0,104,0
0.157299,0,0,104,0
0.158733,0,0,104,0
0.160170,0,0,104,0
0.161604,0,0,104,0
0.163035,0,0,104,0
0.164470,0,0,104,0
0.165902,0,0,104,0
0.172197,0,0,104,0
0.175634,0,0,104,0
0.177072,0,0,104,0
0.182590,0,0,104,0
0.184253,0,0,104,0
0.185575,0,0,104,0
0.186991,0,0,104,0
0.188407,0,0,104,0
0.190903,0,0,104,0
0.192318,0,0,104,0
0.193732,0,0,104,0
0.195148,0,0,104,0
0.196561,0,0,104,0
0.199691,0,0,104,0
0.201111,0,0,104,0
0.202603,0,0,104,0
0.203939,0,0,104,0
0.205356,0,0,104,0
0.206787,0,0,104,0
0.208207,0,0,104,0
0.209621,0,0,104,0
0.211035,0,0,104,0
0.214453,0,0,104,0
0.215776,0,0,104,0
0.219596,0,0,104,0
0.221033,0,0,104,0
0.222587,0,0,104,0
0.224186,0,0,104,0
0.225492,0,0,104,0
0.226906,0,0,104,0
0.228353,0,0,104,0
0.229767,0,0,104,0
0.231184,0,0,104,0
0.271550,0,0,104,0
0.273012,0,0,104,0
0.274428,0,0,104,0
0.275842,0,0,104,0
0.277258,0,0,104,0
0.278690,0,0,104,0
0.280104,0,0,104,0
0.281518,0,0,104,0
0.282831,0,0,104,0
0.284248,0,0,104,0
0.285661,0,0,104,0
0.286980,0,0,104,0
0.288285,0,0,104,0
0.289698,0,0,104,0
0.291111,0,0,104,0
0.292525,0,0,104,0
0.293939,0,0,104,0
0.295372,0,0,104,0
0.296817,0,0,104,0
0.298230,0,0,104,0
0.299644,0,0,104,0
0.301086,0,0,104,0
0.302530,0,0,104,0
0.303851,0,0,104,0
0.305157,0,0,104,0
0.306467,0,0,104,0
0.307778,0,0,104,0
0.309191,0,0,104,0
0.310605,0,0,104,0
0.311927,0,0,104,0
0.313347,0,0,104,0
0.314760,0,0,104,0
0.316179,0,0,104,0
0.317596,0,0,104,0
0.319010,0,0,104,0
0.320426,0,0,104,0
0.321841,0,0,104,0
0.323256,0,0,104,0
0.324562,0,0,104,0
0.325977,0,0,104,0
0.327391,0,0,104,0
0.328703,0,0,104,0
0.330117,0,0,104,0
0.331520,0,0,104,0
0.332933,0,0,104,0
0.334346,0,0,104,0
0.335777,0,0,104,0
0.337191,0,0,104,0
0.338495,0,0,104,0
0.339912,0,0,104,0
0.341324,0,0,104,0
0.342752,0,0,104,0
0.344166,0,0,104,0
0.345580,0,0,104,0
0.346993,0,0,104,0
0.348406,0,0,104,0
0.349819,0,0,104,0
0.351252,0,0,104,0
0.352639,0,0,104,0
0.354052,0,0,104,0
0.355465,0,0,104,0
0.356823,0,0,104,0
0.358236,0,0,104,0
0.359649,0,0,104,0
0.361064,0,0,104,0
0.362483,0,0,104,0
0.363899,0,0,104,0
0.365315,0,0,104,0
0.366731,0,0,104,0
0.368145,0,0,104,0
0.369558,0,0,104,0
0.370971,0,0,104,0
0.372383,0,0,104,0
0.373691,0,0,104,0
0.375120,0,0,104,0
0.376533,0,0,104,0
0.377947,0,0,104,0
0.379360,0,0,104,0
0.380883,0,0,104,0
0.382298,0,0,104,0
0.383732,0,0,104,0
0.385145,0,0,104,0
0.386558,0,0,104,0
0.387972,0,0,104,0
0.389385,0,0,104,0
0.390813,0,0,104,0
0.392225,0,0,104,0
0.393529,0,0,104,0
0.394973,0,0,104,0
0.396390,0,0,104,0
0.397803,0,0,104,0
0.399233,0,0,104,0
0.400538,0,0,104,0
0.401950,0,0,104,0
0.403362,0,0,104,0
0.404727,0,0,104,0
0.406145,0,0,104,0
0.407555,0,0,104,0
0.408968,0,0,104,0
0.410381,0,0,104,0
0.411686,0,0,104,0
0.413001,0,0,104,0
0.414414,0,0,104,0
0.415727,0,0,104,0
0.417148,0,0,104,0
0.418572,0,0,104,0
0.419878,0,0,104,0
0.421299,0,0,104,0
0.422728,0,0,104,0
0.424140,0,0,104,0
0.425556,0,0,104,0
0.426968,0,0,104,0
0.428386,0,0,104,0
0.429804,0,0,104,0
0.431233,0,0,104,0
0.432660,0,0,104,0
0.434073,0,0,104,0
0.435379,0,0,104,0
0.436692,0,0,104,0
0.438128,0,0,104,0
0.439538,0,0,104,0
0.440866,0,0,104,0
0.442281,0,0,104,0
0.443697,0,0,104,0
0.445112,0,0,104,0
0.446527,0,0,104,0
0.447853,0,0,104,0
0.449266,0,0,104,0
0.450683,0,0,104,0
0.452097,0,0,104,0
0.453511,0,0,104,0
0.454830,0,0,104,0
0.456243,0,0,104,0
0.457655,0,0,104,0
0.459068,0,0,104,0
0.460481,0,0,104,0
0.461790,0,0,104,0
0.463109,0,0,104,0
0.464525,0,0,104,0
0.465939,0,0,104,0
0.467257,0,0,104,0
0.468651,0,0,104,0
0.470064,0,0,104,0
0.471477,0,0,104,0
0.472845,0,0,104,0
0.474258,0,0,104,0
0.475671,0,0,104,0
0.477083,0,0,104,0
0.478496,0,0,104,0
0.479817,0,0,104,0
0.481292,0,0,104,0
0.482707,0,0,104,0
0.484124,0,0,104,0
0.485539,0,0,104,0
0.486850,0,0,104,0
0.488264,0,0,104,0
0.489677,0,0,104,0
0.491090,0,0,104,0
0.492504,0,0,104,0
0.493954,0,0,104,0
0.495371,0,0,104,0
0.496787,0,0,104,0
0.498202,0,0,104,0
0.499618,0,0,104,0
0.501068,0,0,104,0
0.502483,0,0,104,0
0.503808,0,0,104,0
0.505228,0,0,104,0
0.506645,0,0,104,0
0.508059,0,0,104,0
0.509473,0,0,104,0
0.510900,0,0,104,0
0.512314,0,0,104,0
0.513727,0,0,104,0
0.515138,0,0,104,0
0.516550,0,0,104,0
0.517858,0,0,104,0
0.519270,0,0,104,0
0.520685,0,0,104,0
0.522099,0,0,104,0
0.523528,0,0,104,0
0.524942,0,0,104,0
0.526354,0,0,104,0
0.527782,0,0,104,0
0.529198,0,0,104,0
0.530611,0,0,104,0
0.531916,0,0,104,0
0.533220,0,0,104,0
0.534633,0,0,104,0
0.536060,0,0,104,0
0.537475,0,0,104,0
0.538889,0,0,104,0
0.540201,0,0,104,0
0.541615,0,0,104,0
0.543047,0,0,104,0
0.544461,0,0,104,0
0.545874,0,0,104,0
0.547287,0,0,104,0
0.548713,0,0,104,0
