elapsed_s,RBBM_S_RAS_BUSY
0.001520,0
0.013806,0
0.017814,0
0.025833,0
0.027265,0
0.028670,0
0.030075,0
0.031478,0
0.037789,0
0.039162,0
0.040566,0
0.042364,0
0.043771,0
0.045177,0
0.050929,0
0.052344,0
0.053749,0
0.055174,0
0.056650,0
0.058077,0
0.061731,0
0.063094,0
0.064499,0
0.065904,0
0.067311,0
0.069040,0
0.073177,0
0.074603,0
0.076030,0
0.077805,0
0.079219,0
0.080544,0
0.081947,0
0.083357,0
0.084761,0
0.086164,0
0.087568,0
0.088989,0
0.090395,0
0.091824,0
0.093252,0
0.094688,0
0.096116,0
0.097544,0
0.098980,0
0.100409,0
0.101838,0
0.103270,0
0.104711,0
0.106155,0
0.107586,0
0.108950,0
0.110381,0
0.111810,0
0.113270,0
0.114699,0
0.116108,0
0.117515,0
0.118877,0
0.120293,0
0.121710,0
0.123119,0
0.124536,0
0.125941,0
0.127351,0
0.128756,0
0.130173,0
0.131588,0
0.133002,0
0.134419,0
0.135835,0
0.137248,0
0.138669,0
0.140078,0
0.141256,0
0.142667,0
0.144068,0
0.145477,0
0.146871,0
0.148265,0
0.149657,0
0.151055,0
0.152458,0
0.153861,0
0.155268,0
0.156671,0
0.158076,0
0.159479,0
0.160882,0
0.162198,0
0.163600,0
0.165002,0
0.166405,0
0.167806,0
0.169226,0
0.170629,0
0.172031,0
0.173439,0
0.174870,0
0.176380,0
0.177810,0
0.179215,0
0.180615,0
0.181943,0
0.183348,0
0.184755,0
0.186065,0
0.187467,0
0.188867,0
0.190269,0
0.191672,0
0.193088,0
0.194492,0
0.195898,0
0.197299,0
0.198700,0
0.200102,0
0.201504,0
0.202891,0
0.204294,0
0.205695,0
0.207083,0
0.208485,0
0.209889,0
0.211290,0
0.212691,0
0.214106,0
0.215529,0
0.216947,0
0.218354,0
0.219757,0
0.221158,0
0.222560,0
0.223961,0
0.225378,0
0.226781,0
0.228183,0
0.229589,0
0.230968,0
0.232370,0
0.233814,0
0.235216,0
0.236617,0
0.289915,0
0.291371,0
0.292774,0
0.294176,0
0.295578,0
0.296997,0
0.298398,0
0.299691,0
0.301092,0
0.302498,0
0.303899,0
0.305317,0
0.306719,0
0.308121,0
0.309414,0
0.310818,0
0.312219,0
0.372170,0
0.373578,0
0.374972,0
0.376375,0
0.377810,0
0.379214,0
0.380616,0
0.381909,0
0.383311,0
0.384717,0
0.386027,0
0.387429,0
0.388830,0
0.390235,0
0.391636,0
0.393052,0
0.394455,0
0.395757,0
0.397158,0
0.398561,0
0.399961,0
0.401377,0
0.402779,0
0.404180,0
0.405582,0
0.406972,0
0.408374,0
0.409816,0
0.411219,0
0.412513,0
0.413914,0
0.415316,0
0.416717,0
0.418031,0
0.419432,0
0.420833,0
0.422235,0
0.423636,0
0.425038,0
0.426333,0
0.427735,0
0.429142,0
0.430546,0
0.431947,0
0.433365,0
0.434767,0
0.436169,0
0.437570,0
0.438969,0
0.440375,0
0.441815,0
0.443219,0
0.444620,0
0.446022,0
0.447426,0
0.448828,0
0.450136,0
0.451542,0
0.452944,0
0.454346,0
0.455748,0
0.457165,0
0.458567,0
0.459973,0
0.461373,0
0.462781,0
0.464183,0
0.465587,0
0.466981,0
0.468382,0
0.469785,0
0.471187,0
0.472588,0
0.474012,0
0.475413,0
0.476815,0
0.478218,0
0.479512,0
0.480928,0
0.482330,0
0.483732,0
0.485140,0
0.486543,0
0.487944,0
0.489252,0
0.490655,0
0.492056,0
0.493458,0
0.494866,0
0.496273,0
0.497689,0
0.499088,0
0.500489,0
0.501892,0
0.503293,0
0.504695,0
0.506005,0
0.507410,0
0.508703,0
0.510105,0
0.511507,0
0.512922,0
0.514325,0
0.515757,0
0.517159,0
0.518564,0
0.519965,0
0.521382,0
0.522783,0
0.524186,0
0.525587,0
0.526969,0
0.528371,0
0.529797,0
0.531202,0
0.532605,0
0.534010,0
0.535415,0
0.536817,0
0.538128,0
0.539423,0
0.540828,0
0.542231,0
0.543633,0
0.544943,0
0.546343,0
0.547746,0
0.549146,0
0.550549,0
0.551955,0
0.553263,0
0.554665,0
0.556068,0
0.557468,0
0.558860,0
0.560263,0
0.561557,0
0.562888,0
0.564291,0
0.565693,0
0.567080,0
0.568481,0
0.569885,0
0.571288,0
0.572583,0
0.573991,0
0.575395,0
0.576797,0
0.578113,0
0.579516,0
0.580917,0
0.582320,0
0.583722,0
0.585034,0
0.586436,0
0.587838,0
0.589130,0
0.590532,0
0.591825,0
0.593242,0
0.594643,0
0.596048,0
0.597451,0
0.598866,0
0.600268,0
0.601684,0
0.602985,0
0.604386,0
0.605786,0
0.607192,0
0.608593,0
0.609887,0
0.611289,0
0.612583,0
0.613986,0
0.615388,0
0.616788,0
0.618103,0
0.619503,0
0.620904,0
0.622306,0
0.623707,0
0.625124,0
0.626525,0
0.627926,0
0.629332,0
0.630734,0
0.632026,0
0.633427,0
0.634828,0
0.636230,0
0.637631,0
0.638968,0
0.640373,0
0.641817,0
0.643220,0
0.644620,0
0.646023,0
0.647315,0
0.648719,0
0.650029,0
0.651435,0
0.652836,0
0.654241,0
0.655643,0
0.656950,0
0.658353,0
0.659645,0
0.661045,0
0.662451,0
0.663851,0
0.665252,0
0.666654,0
0.668081,0
0.669482,0
0.670860,0
0.672262,0
0.673682,0
0.674985,0
0.676388,0
0.677786,0
0.679187,0
0.680627,0
0.682046,0
0.683447,0
0.684744,0
0.686147,0
0.687568,0
0.688985,0
0.690388,0
0.691789,0
0.693082,0
0.694484,0
0.695890,0
0.697291,0
0.698693,0
0.700095,0
0.701508,0
0.703510,0
0.704804,0
0.706116,0
0.707409,0
0.708810,0
0.710212,0
0.711613,0
0.713038,0
0.714440,0
0.715844,0
0.717249,0
0.718542,0
0.719943,0
0.721360,0
0.722762,0
0.724163,0
0.725565,0
0.726969,0
0.728266,0
0.729668,0
0.730980,0
0.732382,0
0.733787,0
0.735189,0
0.736590,0
0.738008,0
0.739414,0
0.740816,0
0.742235,0
0.743581,0
0.744999,0
0.746400,0
0.747801,0
0.749202,0
0.750604,0
0.752006,0
0.753408,0
0.754812,0
0.756213,0
0.757614,0
0.758969,0
0.760370,0
0.761816,0
0.763220,0
0.764620,0
0.766022,0
0.767342,0
0.768746,0
0.770060,0
0.771462,0
0.772867,0
0.774161,0
0.775562,0
0.776855,0
0.778163,0
0.779567,0
0.780968,0
0.782370,0
0.783667,0
0.785085,0
0.786486,0
0.787888,0
0.789288,0
0.790690,0
0.792090,0
0.793492,0
0.794890,0
0.796291,0
0.797692,0
0.799077,0
0.800478,0
0.801879,0
0.803282,0
0.804683,0
0.806089,0
0.807528,0
0.808946,0
0.810347,0
0.811753,0
0.813153,0
0.814556,0
0.815957,0
0.817380,0
0.818673,0
0.819966,0
0.821258,0
0.822552,0
0.823844,0
0.825153,0
0.826447,0
0.827743,0
0.829035,0
0.830328,0
0.831622,0
0.832930,0
0.834224,0
0.835517,0
0.836809,0
0.838106,0
0.839399,0
0.840692,0
0.842001,0
0.843295,0
0.844587,0
0.845881,0
0.847174,0
0.848492,0
0.849898,0
0.851196,0
0.852490,0
0.853787,0
0.855082,0
0.856379,0
0.857673,0
0.858992,0
0.860285,0
0.861578,0
0.862970,0
0.864290,0
0.865582,0
0.866887,0
0.868179,0
0.869478,0
0.870770,0
0.872064,0
0.873374,0
0.874667,0
0.875960,0
0.877253,0
0.878546,0
0.879844,0
0.881153,0
0.882448,0
0.885951,0
0.887371,0
0.888664,0
0.890165,0
0.891460,0
0.892754,0
0.894049,0
0.895343,0
0.896653,0
0.897966,0
0.899260,0
0.900559,0
0.901855,0
0.903148,0
0.904444,0
0.905757,0
0.907050,0
0.908343,0
0.909636,0
0.910934,0
0.912227,0
0.913536,0
0.914829,0
0.916122,0
0.917415,0
0.918708,0
0.920001,0
0.921312,0
0.922606,0
0.923899,0
0.925192,0
0.926485,0
0.927778,0
0.929086,0
0.930380,0
0.964035,0
0.965374,0
0.966686,0
0.967980,0
0.969273,0
0.970567,0
0.971860,0
0.973153,0
0.974446,0
0.975805,0
0.977109,0
0.978403,0
0.979704,0
0.980997,0
0.982291,0
0.983587,0
0.984880,0
0.986195,0
0.987496,0
0.988789,0
0.990085,0
0.991381,0
0.992677,0
0.993971,0
0.995266,0
0.996565,0
0.997860,0
0.999154,0
1.000446,0
1.001759,0
1.003073,0
1.004365,0
1.005660,0
1.006958,0
1.008251,0
1.009561,0
1.010889,0
1.012181,0
1.013474,0
1.014768,0
1.016061,0
1.017374,0
1.018668,0
1.019961,0
1.021254,0
1.022546,0
1.023839,0
1.025148,0
1.026441,0
1.027737,0
1.029031,0
1.030324,0
1.031616,0
1.032924,0
1.034217,0
1.035546,0
1.036838,0
1.038135,0
1.039428,0
1.043876,0
1.045172,0
1.046466,0
1.047760,0
1.049072,0
1.050366,0
1.051659,0
1.052952,0
1.054246,0
1.055539,0
1.056831,0
1.058140,0
1.059439,0
1.060732,0
1.062025,0
1.063319,0
1.064611,0
1.065904,0
1.067198,0
1.068491,0
1.069790,0
1.071082,0
1.072375,0
1.073683,0
1.074985,0
1.076279,0
1.077572,0
1.078861,0
1.080159,0
1.081467,0
1.082759,0
1.084052,0
1.085345,0
1.086638,0
1.087931,0
1.089223,0
1.090520,0
1.091829,0
1.093121,0
1.094413,0
1.095706,0
1.097014,0
1.098307,0
1.099600,0
1.100897,0
1.102191,0
1.103483,0
1.104776,0
1.106084,0
1.107377,0
1.108669,0
1.109962,0
1.111260,0
1.112552,0
1.113845,0
1.115140,0
1.116436,0
1.117730,0
1.119079,0
1.120374,0
1.121692,0
1.123047,0
1.124346,0
1.125652,0
1.126947,0
1.128256,0
1.129550,0
1.130896,0
1.132194,0
1.133488,0
1.134783,0
1.136076,0
1.137386,0
1.138679,0
1.139973,0
1.141268,0
1.142567,0
1.143861,0
1.145170,0
1.146468,0
1.147772,0
1.149065,0
1.150360,0
1.151653,0
1.152966,0
1.154261,0
1.155557,0
1.156850,0
1.158143,0
1.159437,0
1.160730,0
1.162039,0
1.163337,0
1.164630,0
1.165923,0
1.167216,0
1.168509,0
1.169820,0
1.171115,0
1.172409,0
1.173707,0
1.175079,0
1.176372,0
1.177681,0
1.178986,0
1.180279,0
1.181572,0
1.182862,0
1.184159,0
1.185468,0
1.186761,0
1.188056,0
1.189351,0
1.190646,0
1.191941,0
1.193252,0
1.194552,0
1.195847,0
1.197141,0
1.198438,0
1.199752,0
1.201063,0
1.202358,0
1.203663,0
1.204962,0
1.206261,0
1.207557,0
1.208851,0
1.210163,0
1.211458,0
1.212753,0
1.214047,0
1.215347,0
1.216642,0
1.217959,0
1.219256,0
1.220553,0
1.221850,0
1.223146,0
1.224442,0
1.225761,0
1.227058,0
1.228375,0
1.229670,0
1.230973,0
1.232268,0
1.233579,0
1.234895,0
1.236195,0
1.237490,0
1.238786,0
1.240081,0
1.241393,0
1.242691,0
1.243986,0
1.245281,0
1.246580,0
1.247876,0
1.249171,0
1.250467,0
1.251763,0
1.253057,0
1.254352,0
1.255647,0
1.256965,0
1.258260,0
1.259589,0
1.260884,0
1.262179,0
1.263474,0
1.264767,0
1.266080,0
1.267380,0
1.268675,0
1.269971,0
1.271266,0
1.272561,0
1.273859,0
1.275156,0
1.276451,0
1.277751,0
1.279048,0
1.280343,0
1.281657,0
1.282956,0
1.284251,0
1.285547,0
1.286858,0
1.288301,0
1.289708,0
1.291001,0
1.292309,0
1.293603,0
1.294972,0
1.296266,0
1.297559,0
1.298895,0
1.300190,0
1.301485,0
1.302787,0
1.304110,0
1.305404,0
1.306699,0
1.307992,0
1.309293,0
1.310588,0
1.311886,0
1.313198,0
1.314494,0
1.315790,0
1.317084,0
1.318378,0
1.319678,0
1.320989,0
1.322294,0
1.323588,0
1.324882,0
1.326178,0
1.327472,0
1.328765,0
1.330081,0
1.331376,0
1.332670,0
1.333966,0
1.335260,0
1.336553,0
1.337847,0
1.339144,0
1.340446,0
1.341741,0
1.343087,0
1.344386,0
1.345702,0
1.347100,0
1.348395,0
1.349691,0
1.351089,0
1.352384,0
1.353697,0
1.354990,0
1.356285,0
1.357580,0
1.358974,0
1.360269,0
1.361570,0
1.362895,0
1.364189,0
1.365484,0
1.366781,0
1.368077,0
1.369390,0
1.370689,0
1.371996,0
1.373292,0
1.374589,0
1.375884,0
1.377196,0
1.378518,0
1.379814,0
1.381112,0
1.382414,0
1.383708,0
1.385017,0
1.386310,0
1.387603,0
1.388895,0
1.390189,0
1.391482,0
1.392781,0
1.394091,0
1.395384,0
1.396678,0
1.397979,0
1.399273,0
1.400566,0
1.401860,0
1.403162,0
1.404456,0
1.405751,0
1.407047,0
1.408342,0
1.409636,0
1.410931,0
1.412224,0
1.413523,0
1.414817,0
1.416110,0
1.417421,0
1.418714,0
1.420007,0
1.421302,0
1.422597,0
1.423896,0
1.425206,0
1.426499,0
1.427792,0
1.429084,0
1.430378,0
1.431672,0
1.432980,0
1.434279,0
1.435573,0
1.436866,0
1.438160,0
1.439453,0
1.440747,0
1.442056,0
1.443351,0
1.444651,0
1.445944,0
1.447238,0
1.448532,0
1.449938,0
1.451233,0
1.452527,0
1.453787,0
1.455087,0
1.456383,0
1.457679,0
1.458991,0
1.460288,0
1.461584,0
1.462973,0
1.464269,0
1.465613,0
1.466991,0
1.468286,0
1.469581,0
1.470974,0
1.472268,0
1.473563,0
1.474901,0
1.476201,0
1.477497,0
1.478792,0
1.480087,0
1.481400,0
1.482697,0
1.483995,0
1.485291,0
1.486597,0
1.487892,0
1.489204,0
1.490499,0
1.491795,0
1.494875,0
1.496169,0
1.497487,0
1.498783,0
1.500077,0
1.501372,0
1.502668,0
1.503962,0
1.505256,0
1.506554,0
1.507858,0
1.509154,0
1.510452,0
1.511748,0
1.513067,0
1.514363,0
1.515658,0
1.516952,0
1.518254,0
1.519659,0
1.520973,0
1.522267,0
1.523562,0
1.524858,0
1.526155,0
1.527449,0
1.528751,0
1.530064,0
1.531360,0
1.532653,0
1.533948,0
1.535243,0
1.536538,0
1.537835,0
1.539144,0
1.540444,0
1.541756,0
1.543053,0
1.544351,0
1.545670,0
1.546991,0
1.548286,0
1.549587,0
1.550974,0
1.552271,0
1.553583,0
1.554893,0
1.556188,0
1.557504,0
1.558822,0
1.560127,0
1.561443,0
1.562737,0
1.564031,0
1.565325,0
1.566617,0
1.567912,0
1.569207,0
1.570507,0
1.571801,0
1.573097,0
1.574392,0
1.575686,0
1.576981,0
1.578279,0
1.579577,0
1.580879,0
1.582177,0
1.583474,0
1.584770,0
1.586087,0
1.587382,0
1.588677,0
1.589973,0
1.591275,0
1.595012,0
1.596303,0
1.597637,0
1.598933,0
1.600228,0
1.601529,0
1.602900,0
1.604257,0
1.605553,0
1.606865,0
1.608167,0
1.609463,0
1.610757,0
1.612057,0
1.613351,0
1.614645,0
1.615941,0
1.617251,0
1.618547,0
1.619841,0
1.621137,0
1.622439,0
1.623735,0
1.625047,0
1.626344,0
1.627639,0
1.628934,0
1.630231,0
1.631527,0
1.632828,0
1.634143,0
1.635438,0
1.636733,0
1.638029,0
1.639323,0
1.640682,0
1.641995,0
1.643298,0
1.644593,0
1.645889,0
1.647184,0
1.648479,0
1.649830,0
1.651127,0
1.652422,0
1.653722,0
1.655081,0
1.656375,0
1.657686,0
1.658995,0
1.660290,0
1.661585,0
1.662979,0
1.664281,0
1.665594,0
1.666989,0
1.668284,0
1.669578,0
1.670976,0
1.672271,0
1.673582,0
1.674896,0
1.676192,0
1.677635,0
1.678933,0
1.680228,0
1.681523,0
1.682819,0
1.684115,0
1.685417,0
1.686714,0
1.688009,0
1.689323,0
1.690640,0
1.691935,0
1.693230,0
1.694527,0
1.695827,0
1.697140,0
1.698436,0
1.699732,0
1.701059,0
1.702356,0
1.703651,0
1.704963,0
1.706266,0
1.707565,0
1.708861,0
1.710156,0
1.711451,0
1.712747,0
1.714060,0
1.715357,0
1.754050,0
1.755392,0
1.756714,0
1.758033,0
1.759352,0
1.760670,0
1.761991,0
1.763310,0
1.764628,0
1.765957,0
1.767275,0
1.768594,0
1.769914,0
1.771214,0
1.772514,0
1.773789,0
1.775089,0
1.776394,0
1.777694,0
1.779034,0
1.780353,0
1.781669,0
1.783003,0
1.784320,0
1.785640,0
1.786976,0
1.788295,0
1.789619,0
1.791015,0
1.792373,0
1.793690,0
1.795017,0
1.796335,0
1.797661,0
1.798993,0
1.800396,0
1.801718,0
1.803031,0
1.804348,0
1.805667,0
1.807001,0
1.808333,0
1.809652,0
1.810974,0
1.812292,0
1.813610,0
1.814997,0
1.816314,0
1.817658,0
1.819039,0
1.820357,0
1.821674,0
1.823001,0
1.824320,0
1.825643,0
1.826969,0
1.828287,0
1.829612,0
1.830997,0
1.832313,0
1.833631,0
1.834956,0
1.836250,0
1.837546,0
1.838859,0
1.840164,0
1.841491,0
1.842807,0
1.844136,0
1.845457,0
1.846773,0
1.848101,0
1.849448,0
1.850778,0
1.852096,0
1.853414,0
1.854734,0
1.856050,0
1.857394,0
1.858713,0
1.860030,0
1.861366,0
1.862684,0
1.864002,0
1.865319,0
1.866638,0
1.867957,0
1.869273,0
1.870591,0
1.871916,0
1.873259,0
1.874577,0
1.875895,0
1.877212,0
1.878530,0
1.879847,0
1.881189,0
1.882514,0
1.884769,0
1.886087,0
1.887404,0
1.888771,0
1.890113,0
1.891431,0
1.892757,0
1.894081,0
1.895397,0
1.896715,0
1.898054,0
1.899351,0
1.900647,0
1.901942,0
1.903317,0
1.904612,0
1.910044,0
1.911361,0
1.912680,0
1.914026,0
1.915344,0
1.916660,0
1.917980,0
1.919297,0
1.920614,0
1.921932,0
1.923272,0
1.924597,0
1.925920,0
1.927237,0
1.928555,0
1.929878,0
1.931200,0
