elapsed_s,PC_US_BV_STALLED_BY_UCHE_FEEDBACK,PC_US_VSD_RARB_DVIZ_FULL,PC_US_VSD_RARB_PVIZ_FULL,PC_US_VSD_RARB_TVIZ_FULL,PC_US_DP0_RARB_FULL,PC_US_DP1_RARB_FULL,PC_US_DP0_LIVE_PRIM,PC_US_DP1_LIVE_PRIM
0.001096,0,0,0,0,0,0,0,0
0.002677,0,0,0,0,0,0,0,0
0.004116,0,0,0,0,0,0,0,0
0.005540,0,0,0,0,0,0,0,0
0.006952,0,0,0,0,0,0,0,0
0.008542,0,0,0,0,0,0,0,0
0.009958,0,0,0,0,0,0,0,0
0.011364,0,0,0,0,0,0,0,0
0.012872,0,0,0,0,0,0,0,0
0.014378,0,0,0,0,0,0,0,0
0.015934,0,0,0,0,0,0,0,0
0.017498,0,0,0,0,0,0,0,0
0.019022,0,0,0,0,0,0,0,0
0.020544,0,0,0,0,0,0,0,0
0.022077,0,0,0,0,0,0,0,0
0.023618,0,0,0,0,0,0,0,0
0.025051,0,0,0,0,0,0,0,0
0.026534,0,0,0,0,0,0,0,0
0.028017,0,0,0,0,0,0,0,0
0.029566,0,0,0,0,0,0,0,0
0.031111,0,0,0,0,0,0,0,0
0.032622,0,0,0,0,0,0,0,0
0.033998,0,0,0,0,0,0,0,0
0.035437,0,0,0,0,0,0,0,0
0.036875,0,0,0,0,0,0,0,0
0.038255,0,0,0,0,0,0,0,0
0.039644,0,0,0,0,0,0,0,0
0.041012,0,0,0,0,0,0,0,0
0.042382,0,0,0,0,0,0,0,0
0.043751,0,0,0,0,0,0,0,0
0.045178,0,0,0,0,0,0,0,0
0.046552,0,0,0,0,0,0,0,0
0.047924,0,0,0,0,0,0,0,0
0.049291,0,0,0,0,0,0,0,0
0.050690,0,0,0,0,0,0,0,0
0.052130,0,0,0,0,0,0,0,0
0.053624,0,0,0,0,0,0,0,0
0.055040,0,0,0,0,0,0,0,0
0.056550,0,0,0,0,0,0,0,0
0.057957,0,0,0,0,0,0,0,0
0.059424,0,0,0,0,0,0,0,0
0.060844,0,0,0,0,0,0,0,0
0.062252,0,0,0,0,0,0,0,0
0.063672,0,0,0,0,0,0,0,0
0.064943,0,0,0,0,0,0,0,0
0.066346,0,0,0,0,0,0,0,0
0.067767,0,0,0,0,0,0,0,0
0.069175,0,0,0,0,0,0,0,0
0.070582,0,0,0,0,0,0,0,0
0.072000,0,0,0,0,0,0,0,0
0.073406,0,0,0,0,0,0,0,0
0.074857,0,0,0,0,0,0,0,0
0.076266,0,0,0,0,0,0,0,0
0.077673,0,0,0,0,0,0,0,0
0.079081,0,0,0,0,0,0,0,0
0.080587,0,0,0,0,0,0,0,0
0.081996,0,0,0,0,0,0,0,0
0.083577,0,0,0,0,0,0,0,0
0.088604,0,0,0,0,0,0,0,0
0.090741,0,0,0,0,0,0,0,0
0.092158,0,0,0,0,0,0,0,0
0.093524,0,0,0,0,0,0,0,0
0.094861,0,0,0,0,0,0,0,0
0.096196,0,0,0,0,0,0,0,0
0.097529,0,0,0,0,0,0,0,0
0.098874,0,0,0,0,0,0,0,0
0.100282,0,0,0,0,0,0,0,0
0.101689,0,0,0,0,0,0,0,0
0.103107,0,0,0,0,0,0,0,0
0.104517,0,0,0,0,0,0,0,0
0.105926,0,0,0,0,0,0,0,0
0.107337,0,0,0,0,0,0,0,0
0.108744,0,0,0,0,0,0,0,0
0.110151,0,0,0,0,0,0,0,0
0.111691,0,0,0,0,0,0,0,0
0.113152,0,0,0,0,0,0,0,0
0.114936,0,0,0,0,0,0,0,0
0.116353,0,0,0,0,0,0,0,0
0.117764,0,0,0,0,0,0,0,0
0.119173,0,0,0,0,0,0,0,0
0.120607,0,0,0,0,0,0,0,0
0.122015,0,0,0,0,0,0,0,0
0.123477,0,0,0,0,0,0,0,0
0.124886,0,0,0,0,0,0,0,0
0.126293,0,0,0,0,0,0,0,0
0.127702,0,0,0,0,0,0,0,0
0.129115,0,0,0,0,0,0,0,0
0.130558,0,0,0,0,0,0,0,0
0.132098,0,0,0,0,0,0,0,0
0.133685,0,0,0,0,0,0,0,0
0.135257,0,0,0,0,0,0,0,0
0.136835,0,0,0,0,0,0,0,0
0.138448,0,0,0,0,0,0,0,0
0.140024,0,0,0,0,0,0,0,0
0.141599,0,0,0,0,0,0,0,0
0.143170,0,0,0,0,0,0,0,0
0.144803,0,0,0,0,0,0,0,0
0.146417,0,0,0,0,0,0,0,0
0.147992,0,0,0,0,0,0,0,0
0.149566,0,0,0,0,0,0,0,0
0.151138,0,0,0,0,0,0,0,0
0.152715,0,0,0,0,0,0,0,0
0.154330,0,0,0,0,0,0,0,0
0.155919,0,0,0,0,0,0,0,0
0.157493,0,0,0,0,0,0,0,0
0.159065,0,0,0,0,0,0,0,0
0.160643,0,0,0,0,0,0,0,0
0.162214,0,0,0,0,0,0,0,0
0.163835,0,0,0,0,0,0,0,0
0.165400,0,0,0,0,0,0,0,0
0.166975,0,0,0,0,0,0,0,0
0.168672,0,0,0,0,0,0,0,0
0.170216,0,0,0,0,0,0,0,0
0.171835,0,0,0,0,0,0,0,0
0.173407,0,0,0,0,0,0,0,0
0.174979,0,0,0,0,0,0,0,0
0.176616,0,0,0,0,0,0,0,0
0.178200,0,0,0,0,0,0,0,0
0.179867,0,0,0,0,0,0,0,0
0.181322,0,0,0,0,0,0,0,0
0.182695,0,0,0,0,0,0,0,0
0.184057,0,0,0,0,0,0,0,0
0.185417,0,0,0,0,0,0,0,0
0.186829,0,0,0,0,0,0,0,0
0.188220,0,0,0,0,0,0,0,0
0.189552,0,0,0,0,0,0,0,0
0.190883,0,0,0,0,0,0,0,0
0.192215,0,0,0,0,0,0,0,0
0.193547,0,0,0,0,0,0,0,0
0.194905,0,0,0,0,0,0,0,0
0.196265,0,0,0,0,0,0,0,0
0.197580,0,0,0,0,0,0,0,0
0.198902,0,0,0,0,0,0,0,0
0.200214,0,0,0,0,0,0,0,0
0.201554,0,0,0,0,0,0,0,0
0.202895,0,0,0,0,0,0,0,0
0.204322,0,0,0,0,0,0,0,0
0.205699,0,0,0,0,0,0,0,0
0.207075,0,0,0,0,0,0,0,0
0.208363,0,0,0,0,0,0,0,0
0.209742,0,0,0,0,0,0,0,0
0.211131,0,0,0,0,0,0,0,0
0.212497,0,0,0,0,0,0,0,0
0.213874,0,0,0,0,0,0,0,0
0.215250,0,0,0,0,0,0,0,0
0.216627,0,0,0,0,0,0,0,0
0.217895,0,0,0,0,0,0,0,0
0.219303,0,0,0,0,0,0,0,0
0.220867,0,0,0,0,0,0,0,0
0.222284,0,0,0,0,0,0,0,0
0.223716,0,0,0,0,0,0,0,0
0.225109,0,0,0,0,0,0,0,0
0.226490,0,0,0,0,0,0,0,0
0.227923,0,0,0,0,0,0,0,0
0.229337,0,0,0,0,0,0,0,0
0.230930,0,0,0,0,0,0,0,0
0.232371,0,0,0,0,0,0,0,0
0.233755,0,0,0,0,0,0,0,0
0.235146,0,0,0,0,0,0,0,0
0.236636,0,0,0,0,0,0,0,0
0.238049,0,0,0,0,0,0,0,0
0.239504,0,0,0,0,0,0,0,0
0.240963,0,0,0,0,0,0,0,0
0.242417,0,0,0,0,0,0,0,0
0.243915,0,0,0,0,0,0,0,0
0.245338,0,0,0,0,0,0,0,0
0.246749,0,0,0,0,0,0,0,0
0.248157,0,0,0,0,0,0,0,0
0.249565,0,0,0,0,0,0,0,0
0.251032,0,0,0,0,0,0,0,0
0.252521,0,0,0,0,0,0,0,0
0.253934,0,0,0,0,0,0,0,0
0.255354,0,0,0,0,0,0,0,0
0.256853,0,0,0,0,0,0,0,0
0.258297,0,0,0,0,0,0,0,0
0.260840,0,0,0,0,0,0,0,0
0.262252,0,0,0,0,0,0,0,0
0.267534,0,0,0,0,0,0,0,0
0.268972,0,0,0,0,0,0,0,0
0.270352,0,0,0,0,0,0,0,0
0.271777,0,0,0,0,0,0,0,0
0.273196,0,0,0,0,0,0,0,0
0.274640,0,0,0,0,0,0,0,0
0.276052,0,0,0,0,0,0,0,0
0.277460,0,0,0,0,0,0,0,0
0.278868,0,0,0,0,0,0,0,0
0.280274,0,0,0,0,0,0,0,0
0.281674,0,0,0,0,0,0,0,0
0.283110,0,0,0,0,0,0,0,0
0.284576,0,0,0,0,0,0,0,0
0.285983,0,0,0,0,0,0,0,0
0.287392,0,0,0,0,0,0,0,0
0.288800,0,0,0,0,0,0,0,0
0.290207,0,0,0,0,0,0,0,0
0.291650,0,0,0,0,0,0,0,0
0.293188,0,0,0,0,0,0,0,0
0.294655,0,0,0,0,0,0,0,0
0.296072,0,0,0,0,0,0,0,0
0.297483,0,0,0,0,0,0,0,0
0.298933,0,0,0,0,0,0,0,0
0.300344,0,0,0,0,0,0,0,0
0.301752,0,0,0,0,0,0,0,0
0.303290,0,0,0,0,0,0,0,0
0.304791,0,0,0,0,0,0,0,0
0.306206,0,0,0,0,0,0,0,0
0.307662,0,0,0,0,0,0,0,0
0.309072,0,0,0,0,0,0,0,0
0.310480,0,0,0,0,0,0,0,0
0.311890,0,0,0,0,0,0,0,0
0.313427,0,0,0,0,0,0,0,0
0.315056,0,0,0,0,0,0,0,0
0.316634,0,0,0,0,0,0,0,0
0.318207,0,0,0,0,0,0,0,0
0.319781,0,0,0,0,0,0,0,0
0.321355,0,0,0,0,0,0,0,0
0.322969,0,0,0,0,0,0,0,0
0.324491,0,0,0,0,0,0,0,0
0.326043,0,0,0,0,0,0,0,0
0.327617,0,0,0,0,0,0,0,0
0.329191,0,0,0,0,0,0,0,0
0.330807,0,0,0,0,0,0,0,0
0.332381,0,0,0,0,0,0,0,0
0.333955,0,0,0,0,0,0,0,0
0.335532,0,0,0,0,0,0,0,0
0.337119,0,0,0,0,0,0,0,0
0.338733,0,0,0,0,0,0,0,0
0.340309,0,0,0,0,0,0,0,0
0.341881,0,0,0,0,0,0,0,0
0.343457,0,0,0,0,0,0,0,0
0.345030,0,0,0,0,0,0,0,0
0.346644,0,0,0,0,0,0,0,0
0.348229,0,0,0,0,0,0,0,0
0.349803,0,0,0,0,0,0,0,0
0.351379,0,0,0,0,0,0,0,0
0.352954,0,0,0,0,0,0,0,0
0.354568,0,0,0,0,0,0,0,0
0.356143,0,0,0,0,0,0,0,0
0.357720,0,0,0,0,0,0,0,0
0.359179,0,0,0,0,0,0,0,0
0.360687,0,0,0,0,0,0,0,0
0.362089,0,0,0,0,0,0,0,0
0.363792,0,0,0,0,0,0,0,0
0.365207,0,0,0,0,0,0,0,0
0.366606,0,0,0,0,0,0,0,0
0.368006,0,0,0,0,0,0,0,0
0.369414,0,0,0,0,0,0,0,0
0.370862,0,0,0,0,0,0,0,0
0.372238,0,0,0,0,0,0,0,0
0.373613,0,0,0,0,0,0,0,0
0.374987,0,0,0,0,0,0,0,0
0.376360,0,0,0,0,0,0,0,0
0.377733,0,0,0,0,0,0,0,0
0.379142,0,0,0,0,0,0,0,0
0.380500,0,0,0,0,0,0,0,0
0.381858,0,0,0,0,0,0,0,0
0.383215,0,0,0,0,0,0,0,0
0.384635,0,0,0,0,0,0,0,0
0.385992,0,0,0,0,0,0,0,0
0.387378,0,0,0,0,0,0,0,0
0.388765,0,0,0,0,0,0,0,0
0.390143,0,0,0,0,0,0,0,0
0.391573,0,0,0,0,0,0,0,0
0.392951,0,0,0,0,0,0,0,0
0.394342,0,0,0,0,0,0,0,0
0.395743,0,0,0,0,0,0,0,0
0.397104,0,0,0,0,0,0,0,0
0.398473,0,0,0,0,0,0,0,0
0.399834,0,0,0,0,0,0,0,0
0.401195,0,0,0,0,0,0,0,0
0.402583,0,0,0,0,0,0,0,0
0.404011,0,0,0,0,0,0,0,0
0.405451,0,0,0,0,0,0,0,0
0.406872,0,0,0,0,0,0,0,0
0.408277,0,0,0,0,0,0,0,0
0.409687,0,0,0,0,0,0,0,0
0.411137,0,0,0,0,0,0,0,0
0.412694,0,0,0,0,0,0,0,0
0.413975,0,0,0,0,0,0,0,0
0.415462,0,0,0,0,0,0,0,0
0.416972,0,0,0,0,0,0,0,0
0.418416,0,0,0,0,0,0,0,0
0.419820,0,0,0,0,0,0,0,0
0.421226,0,0,0,0,0,0,0,0
0.422777,0,0,0,0,0,0,0,0
0.424328,0,0,0,0,0,0,0,0
0.425744,0,0,0,0,0,0,0,0
0.427199,0,0,0,0,0,0,0,0
0.428647,0,0,0,0,0,0,0,0
0.430055,0,0,0,0,0,0,0,0
0.434185,0,0,0,0,0,0,0,0
0.435627,0,0,0,0,0,0,0,0
0.437010,0,0,0,0,0,0,0,0
0.438375,0,0,0,0,0,0,0,0
0.439735,0,0,0,0,0,0,0,0
0.441095,0,0,0,0,0,0,0,0
0.442505,0,0,0,0,0,0,0,0
0.443908,0,0,0,0,0,0,0,0
0.445277,0,0,0,0,0,0,0,0
0.446711,0,0,0,0,0,0,0,0
0.448119,0,0,0,0,0,0,0,0
0.449521,0,0,0,0,0,0,0,0
0.450925,0,0,0,0,0,0,0,0
0.452329,0,0,0,0,0,0,0,0
0.453869,0,0,0,0,0,0,0,0
0.455271,0,0,0,0,0,0,0,0
0.456740,0,0,0,0,0,0,0,0
0.458141,0,0,0,0,0,0,0,0
0.459584,0,0,0,0,0,0,0,0
0.460992,0,0,0,0,0,0,0,0
0.462399,0,0,0,0,0,0,0,0
0.463810,0,0,0,0,0,0,0,0
0.465348,0,0,0,0,0,0,0,0
0.466853,0,0,0,0,0,0,0,0
0.468273,0,0,0,0,0,0,0,0
0.469684,0,0,0,0,0,0,0,0
0.471092,0,0,0,0,0,0,0,0
0.472505,0,0,0,0,0,0,0,0
0.473913,0,0,0,0,0,0,0,0
0.475452,0,0,0,0,0,0,0,0
0.476907,0,0,0,0,0,0,0,0
0.478440,0,0,0,0,0,0,0,0
0.479880,0,0,0,0,0,0,0,0
0.481421,0,0,0,0,0,0,0,0
0.483034,0,0,0,0,0,0,0,0
0.484545,0,0,0,0,0,0,0,0
0.486085,0,0,0,0,0,0,0,0
0.487547,0,0,0,0,0,0,0,0
0.489090,0,0,0,0,0,0,0,0
0.490741,0,0,0,0,0,0,0,0
0.492314,0,0,0,0,0,0,0,0
0.493885,0,0,0,0,0,0,0,0
0.495459,0,0,0,0,0,0,0,0
0.497031,0,0,0,0,0,0,0,0
0.498657,0,0,0,0,0,0,0,0
0.500229,0,0,0,0,0,0,0,0
0.501801,0,0,0,0,0,0,0,0
0.503374,0,0,0,0,0,0,0,0
0.504946,0,0,0,0,0,0,0,0
0.506559,0,0,0,0,0,0,0,0
0.508134,0,0,0,0,0,0,0,0
0.509719,0,0,0,0,0,0,0,0
0.511290,0,0,0,0,0,0,0,0
0.512723,0,0,0,0,0,0,0,0
0.514136,0,0,0,0,0,0,0,0
0.515718,0,0,0,0,0,0,0,0
0.517291,0,0,0,0,0,0,0,0
0.518862,0,0,0,0,0,0,0,0
0.520447,0,0,0,0,0,0,0,0
0.522019,0,0,0,0,0,0,0,0
0.523676,0,0,0,0,0,0,0,0
0.525085,0,0,0,0,0,0,0,0
0.526498,0,0,0,0,0,0,0,0
0.528038,0,0,0,0,0,0,0,0
0.529611,0,0,0,0,0,0,0,0
0.531194,0,0,0,0,0,0,0,0
0.532768,0,0,0,0,0,0,0,0
0.534336,0,0,0,0,0,0,0,0
0.535788,0,0,0,0,0,0,0,0
0.537209,0,0,0,0,0,0,0,0
0.538657,0,0,0,0,0,0,0,0
0.540061,0,0,0,0,0,0,0,0
0.541472,0,0,0,0,0,0,0,0
0.542872,0,0,0,0,0,0,0,0
0.544274,0,0,0,0,0,0,0,0
0.545675,0,0,0,0,0,0,0,0
0.547127,0,0,0,0,0,0,0,0
0.548493,0,0,0,0,0,0,0,0
0.549866,0,0,0,0,0,0,0,0
