elapsed_s,PC_US_MESH_DRAWS,PC_US_MESH_DEAD_DRAWS,PC_US_MESH_MVIS_EN_DRAWS,PC_US_MESH_DEAD_PRIM,PC_US_MESH_LIVE_PRIM,PC_US_MESH_PA_EN_PRIM,PC_US_STARVE_CYCLES_FOR_MVIS_STREAM,PC_US_STARVE_CYCLES_PREDRAW
0.001106,0,0,0,0,0,0,0,0
0.002932,0,0,0,0,0,0,0,0
0.004463,0,0,0,0,0,0,0,0
0.005982,0,0,0,0,0,0,0,0
0.007577,0,0,0,0,0,0,0,0
0.009252,0,0,0,0,0,0,0,0
0.010765,0,0,0,0,0,0,0,0
0.012246,0,0,0,0,0,0,0,0
0.013724,0,0,0,0,0,0,0,0
0.015266,0,0,0,0,0,0,0,0
0.016829,0,0,0,0,0,0,0,0
0.018418,0,0,0,0,0,0,0,0
0.020017,0,0,0,0,0,0,0,0
0.021608,0,0,0,0,0,0,0,0
0.023247,0,0,0,0,0,0,0,0
0.024967,0,0,0,0,0,0,0,0
0.026500,0,0,0,0,0,0,0,0
0.028084,0,0,0,0,0,0,0,0
0.029619,0,0,0,0,0,0,0,0
0.031193,0,0,0,0,0,0,0,0
0.032805,0,0,0,0,0,0,0,0
0.034187,0,0,0,0,0,0,0,0
0.035617,0,0,0,0,0,0,0,0
0.037000,0,0,0,0,0,0,0,0
0.038383,0,0,0,0,0,0,0,0
0.039803,0,0,0,0,0,0,0,0
0.041163,0,0,0,0,0,0,0,0
0.042534,0,0,0,0,0,0,0,0
0.043941,0,0,0,0,0,0,0,0
0.045309,0,0,0,0,0,0,0,0
0.046678,0,0,0,0,0,0,0,0
0.048061,0,0,0,0,0,0,0,0
0.049428,0,0,0,0,0,0,0,0
0.050798,0,0,0,0,0,0,0,0
0.052212,0,0,0,0,0,0,0,0
0.053596,0,0,0,0,0,0,0,0
0.054958,0,0,0,0,0,0,0,0
0.056327,0,0,0,0,0,0,0,0
0.057710,0,0,0,0,0,0,0,0
0.058947,0,0,0,0,0,0,0,0
0.060362,0,0,0,0,0,0,0,0
0.061730,0,0,0,0,0,0,0,0
0.063139,0,0,0,0,0,0,0,0
0.064519,0,0,0,0,0,0,0,0
0.065888,0,0,0,0,0,0,0,0
0.067252,0,0,0,0,0,0,0,0
0.068692,0,0,0,0,0,0,0,0
0.070056,0,0,0,0,0,0,0,0
0.071440,0,0,0,0,0,0,0,0
0.072900,0,0,0,0,0,0,0,0
0.074319,0,0,0,0,0,0,0,0
0.075748,0,0,0,0,0,0,0,0
0.077157,0,0,0,0,0,0,0,0
0.078603,0,0,0,0,0,0,0,0
0.080009,0,0,0,0,0,0,0,0
0.081423,0,0,0,0,0,0,0,0
0.082847,0,0,0,0,0,0,0,0
0.084251,0,0,0,0,0,0,0,0
0.085650,0,0,0,0,0,0,0,0
0.087108,0,0,0,0,0,0,0,0
0.088508,0,0,0,0,0,0,0,0
0.089911,0,0,0,0,0,0,0,0
0.091313,0,0,0,0,0,0,0,0
0.092783,0,0,0,0,0,0,0,0
0.094188,0,0,0,0,0,0,0,0
0.095636,0,0,0,0,0,0,0,0
0.097066,0,0,0,0,0,0,0,0
0.098477,0,0,0,0,0,0,0,0
0.099876,0,0,0,0,0,0,0,0
0.101278,0,0,0,0,0,0,0,0
0.102717,0,0,0,0,0,0,0,0
0.104451,0,0,0,0,0,0,0,0
0.105946,0,0,0,0,0,0,0,0
0.107407,0,0,0,0,0,0,0,0
0.108875,0,0,0,0,0,0,0,0
0.110292,0,0,0,0,0,0,0,0
0.111775,0,0,0,0,0,0,0,0
0.113177,0,0,0,0,0,0,0,0
0.114576,0,0,0,0,0,0,0,0
0.115980,0,0,0,0,0,0,0,0
0.117389,0,0,0,0,0,0,0,0
0.118840,0,0,0,0,0,0,0,0
0.120249,0,0,0,0,0,0,0,0
0.121654,0,0,0,0,0,0,0,0
0.123082,0,0,0,0,0,0,0,0
0.124494,0,0,0,0,0,0,0,0
0.126031,0,0,0,0,0,0,0,0
0.127608,0,0,0,0,0,0,0,0
0.129196,0,0,0,0,0,0,0,0
0.130767,0,0,0,0,0,0,0,0
0.132343,0,0,0,0,0,0,0,0
0.133908,0,0,0,0,0,0,0,0
0.135471,0,0,0,0,0,0,0,0
0.136948,0,0,0,0,0,0,0,0
0.138399,0,0,0,0,0,0,0,0
0.139948,0,0,0,0,0,0,0,0
0.141517,0,0,0,0,0,0,0,0
0.143008,0,0,0,0,0,0,0,0
0.144557,0,0,0,0,0,0,0,0
0.146131,0,0,0,0,0,0,0,0
0.147705,0,0,0,0,0,0,0,0
0.149280,0,0,0,0,0,0,0,0
0.150907,0,0,0,0,0,0,0,0
0.152482,0,0,0,0,0,0,0,0
0.154055,0,0,0,0,0,0,0,0
0.155631,0,0,0,0,0,0,0,0
0.157229,0,0,0,0,0,0,0,0
0.158842,0,0,0,0,0,0,0,0
0.160416,0,0,0,0,0,0,0,0
0.162003,0,0,0,0,0,0,0,0
0.163577,0,0,0,0,0,0,0,0
0.165149,0,0,0,0,0,0,0,0
0.166763,0,0,0,0,0,0,0,0
0.168338,0,0,0,0,0,0,0,0
0.169911,0,0,0,0,0,0,0,0
0.171481,0,0,0,0,0,0,0,0
0.172946,0,0,0,0,0,0,0,0
0.174531,0,0,0,0,0,0,0,0
0.176106,0,0,0,0,0,0,0,0
0.177679,0,0,0,0,0,0,0,0
