elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.001191,0,0,0,0,0,0,0,4881
0.002753,0,0,0,0,0,0,0,4986
0.004341,0,0,0,0,0,0,0,5814
0.005799,0,0,0,0,0,0,0,5268
0.007342,0,0,0,0,0,0,0,5187
0.008808,0,0,0,0,0,0,0,5064
0.010336,0,0,0,0,0,0,0,5244
0.011810,0,0,0,0,0,0,0,5124
0.013634,0,0,0,0,0,0,0,5271
0.015683,0,0,0,0,0,0,0,5808
0.017141,0,0,0,0,0,0,0,5067
0.018603,0,0,0,0,0,0,0,5886
0.020119,0,0,0,0,0,0,0,5442
0.021547,0,0,0,0,0,0,0,5358
0.023248,0,0,0,0,0,0,0,5298
0.024660,0,0,0,0,0,0,0,5679
0.026164,0,0,0,0,0,0,0,5364
0.027634,0,0,0,0,0,0,0,5145
0.029198,0,0,0,0,0,0,0,5070
0.030761,0,0,0,0,0,0,0,5391
0.032327,0,0,0,0,0,0,0,5505
0.033812,0,0,0,0,0,0,0,5280
0.035273,0,0,0,0,0,0,0,5766
0.036912,0,0,0,0,0,0,0,5475
0.038644,0,0,0,0,0,0,0,5700
0.042014,0,0,0,0,0,0,0,5550
0.043576,0,0,0,0,0,0,0,5640
0.045335,0,0,0,0,0,0,0,5658
0.047041,0,0,0,0,0,0,0,5502
0.048584,0,0,0,0,0,0,0,5745
0.050120,0,0,0,0,0,0,0,5454
0.051660,0,0,0,0,0,0,0,5448
0.053199,0,0,0,0,0,0,0,5808
0.054785,0,0,0,0,0,0,0,4836
0.056171,0,0,0,0,0,0,0,5082
0.057576,0,0,0,0,0,0,0,4578
0.058984,0,0,0,0,0,0,0,5085
0.060402,0,0,0,0,0,0,0,4659
0.061817,0,0,0,0,0,0,0,4668
0.063241,0,0,0,0,0,0,0,4962
0.064718,0,0,0,0,0,0,0,4596
0.066161,0,0,0,0,0,0,0,4602
0.067589,0,0,0,0,0,0,0,4668
0.069010,0,0,0,0,0,0,0,4680
0.070429,0,0,0,0,0,0,0,4422
0.071846,0,0,0,0,0,0,0,4476
0.073299,0,0,0,0,0,0,0,4419
0.074747,0,0,0,0,0,0,0,4710
0.076360,0,0,0,0,0,0,0,4368
0.077750,0,0,0,0,0,0,0,4443
0.079130,0,0,0,0,0,0,0,4449
0.080498,0,0,0,0,0,0,0,4401
0.081863,0,0,0,0,0,0,0,4476
0.083232,0,0,0,0,0,0,0,4377
0.084597,0,0,0,0,0,0,0,4407
0.086155,0,0,0,0,0,0,0,61566
0.087696,0,0,0,0,0,0,0,14640
0.089064,0,0,0,0,0,0,0,17760
0.090437,0,0,0,0,0,0,0,15222
0.091805,0,0,0,0,0,0,0,13686
0.093169,0,0,0,0,0,0,0,14274
0.094535,0,0,0,0,0,0,0,14448
0.095901,0,0,0,0,0,0,0,14292
0.097284,0,0,0,0,0,0,0,14160
0.098649,0,0,0,0,0,0,0,14529
0.100006,0,0,0,0,0,0,0,13953
0.101369,0,0,0,0,0,0,0,14337
0.102728,0,0,0,0,0,0,0,14340
0.104087,0,0,0,0,0,0,0,14370
0.105500,0,0,0,0,0,0,0,13848
0.106858,0,0,0,0,0,0,0,14376
0.108226,0,0,0,0,0,0,0,14376
0.109581,0,0,0,0,0,0,0,13683
0.110993,0,0,0,0,0,0,0,13536
0.112346,0,0,0,0,0,0,0,14691
0.113702,0,0,0,0,0,0,0,13872
0.115063,0,0,0,0,0,0,0,13896
0.116421,0,0,0,0,0,0,0,13899
0.117779,0,0,0,0,0,0,0,13380
0.119188,0,0,0,0,0,0,0,13725
0.120547,0,0,0,0,0,0,0,14625
0.121968,0,0,0,0,0,0,0,14457
0.123337,0,0,0,0,0,0,0,14772
0.124695,0,0,0,0,0,0,0,14277
0.126053,0,0,0,0,0,0,0,14574
0.127411,0,0,0,0,0,0,0,13239
0.128769,0,0,0,0,0,0,0,14298
0.130138,0,0,0,0,0,0,0,14733
0.131494,0,0,0,0,0,0,0,13407
0.132849,0,0,0,0,0,0,0,14838
0.134206,0,0,0,0,0,0,0,13614
0.135563,0,0,0,0,0,0,0,14169
0.137050,0,0,0,0,0,0,0,14556
0.138505,0,0,0,0,0,0,0,13512
0.140048,0,0,0,0,0,0,0,13656
0.141533,0,0,0,0,0,0,0,13656
0.143114,0,0,0,0,0,0,0,14307
0.145104,0,0,0,0,0,0,0,13287
0.146523,0,0,0,0,0,0,0,13335
0.147938,0,0,0,0,0,0,0,13383
0.149345,0,0,0,0,0,0,0,13590
0.150753,0,0,0,0,0,0,0,13314
0.152171,0,0,0,0,0,0,0,14535
0.153709,0,0,0,0,0,0,0,14346
0.155285,0,0,0,0,0,0,0,13962
0.156854,0,0,0,0,0,0,0,13500
0.158428,0,0,0,0,0,0,0,14829
0.159999,0,0,0,0,0,0,0,14628
0.161569,0,0,0,0,0,0,0,13983
0.163091,0,0,0,0,0,0,0,14283
0.164630,0,0,0,0,0,0,0,13950
0.166074,0,0,0,0,0,0,0,14493
0.167617,0,0,0,0,0,0,0,13785
0.169232,0,0,0,0,0,0,0,13872
0.170806,0,0,0,0,0,0,0,14331
0.172378,0,0,0,0,0,0,0,13239
0.173968,0,0,0,0,0,0,0,13872
0.175542,0,0,0,0,0,0,0,14229
0.177114,0,0,0,0,0,0,0,14661
0.178688,0,0,0,0,0,0,0,14178
0.180262,0,0,0,0,0,0,0,14109
0.181833,0,0,0,0,0,0,0,13428
0.183412,0,0,0,0,0,0,0,13887
0.185113,0,0,0,0,0,0,0,14580
0.186687,0,0,0,0,0,0,0,14088
0.188261,0,0,0,0,0,0,0,14091
0.189834,0,0,0,0,0,0,0,13818
0.191413,0,0,0,0,0,0,0,14691
0.192985,0,0,0,0,0,0,0,13743
0.194560,0,0,0,0,0,0,0,13197
0.196016,0,0,0,0,0,0,0,15549
0.197552,0,0,0,0,0,0,0,14682
0.199470,0,0,0,0,0,0,0,13743
0.201052,0,0,0,0,0,0,0,14166
0.202475,0,0,0,0,0,0,0,13674
0.203891,0,0,0,0,0,0,0,13647
0.205294,0,0,0,0,0,0,0,13587
0.206709,0,0,0,0,0,0,0,14244
0.208109,0,0,0,0,0,0,0,13632
0.209507,0,0,0,0,0,0,0,14028
0.210906,0,0,0,0,0,0,0,13860
0.212305,0,0,0,0,0,0,0,13551
0.213704,0,0,0,0,0,0,0,13563
0.215166,0,0,0,0,0,0,0,13476
0.216601,0,0,0,0,0,0,0,13599
0.218104,0,0,0,0,0,0,0,13500
0.219486,0,0,0,0,0,0,0,14805
0.220860,0,0,0,0,0,0,0,13665
0.222234,0,0,0,0,0,0,0,14139
0.223609,0,0,0,0,0,0,0,13980
0.224982,0,0,0,0,0,0,0,13428
0.226355,0,0,0,0,0,0,0,13566
0.227729,0,0,0,0,0,0,0,13515
0.229110,0,0,0,0,0,0,0,13713
0.230483,0,0,0,0,0,0,0,13617
0.231860,0,0,0,0,0,0,0,13848
0.233272,0,0,0,0,0,0,0,14508
0.234702,0,0,0,0,0,0,0,13539
0.236141,0,0,0,0,0,0,0,13653
0.237459,0,0,0,0,0,0,0,13533
0.238777,0,0,0,0,0,0,0,13779
0.240207,0,0,0,0,0,0,0,14238
0.241634,0,0,0,0,0,0,0,14187
0.243062,0,0,0,0,0,0,0,13872
0.244443,0,0,0,0,0,0,0,13689
0.245712,0,0,0,0,0,0,0,13857
0.247088,0,0,0,0,0,0,0,13857
0.248514,0,0,0,0,0,0,0,14043
0.249860,0,0,0,0,0,0,0,13878
0.251300,0,0,0,0,0,0,0,13521
0.252658,0,0,0,0,0,0,0,13464
0.254024,0,0,0,0,0,0,0,13764
0.255392,0,0,0,0,0,0,0,14157
0.256754,0,0,0,0,0,0,0,13650
0.258114,0,0,0,0,0,0,0,13584
0.259475,0,0,0,0,0,0,0,13554
0.260895,0,0,0,0,0,0,0,41676
0.262356,0,0,0,0,0,0,0,13749
0.263742,0,0,0,0,0,0,0,13980
0.265134,0,0,0,0,0,0,0,14367
0.266559,0,0,0,0,0,0,0,13710
0.267969,0,0,0,0,0,0,0,13995
0.270103,0,0,0,0,0,0,0,31749
0.271845,0,0,0,0,0,0,0,20001
0.273273,0,0,0,0,0,0,0,13521
0.274699,0,0,0,0,0,0,0,13281
0.276150,0,0,0,0,0,0,0,14172
0.277756,0,0,0,0,0,0,0,14055
0.279227,0,0,0,0,0,0,0,13209
0.280754,0,0,0,0,0,0,0,14076
0.282567,0,0,0,0,0,0,0,13467
0.284366,0,0,0,0,0,0,0,13836
0.285787,0,0,0,0,0,0,0,13332
0.289737,0,0,0,0,0,0,0,13200
0.291168,0,0,0,0,0,0,0,14418
0.292583,0,0,0,0,0,0,0,14469
0.294054,0,0,0,0,0,0,0,13320
0.295476,0,0,0,0,0,0,0,14244
0.296927,0,0,0,0,0,0,0,13611
0.298352,0,0,0,0,0,0,0,13323
0.299761,0,0,0,0,0,0,0,13998
0.301126,0,0,0,0,0,0,0,14094
0.302487,0,0,0,0,0,0,0,13848
0.303860,0,0,0,0,0,0,0,13290
0.305220,0,0,0,0,0,0,0,15129
0.306580,0,0,0,0,0,0,0,14208
0.307940,0,0,0,0,0,0,0,14058
0.309299,0,0,0,0,0,0,0,14010
0.310658,0,0,0,0,0,0,0,14043
0.312017,0,0,0,0,0,0,0,13452
0.313510,0,0,0,0,0,0,0,13263
0.315108,0,0,0,0,0,0,0,13539
0.316682,0,0,0,0,0,0,0,14664
0.318258,0,0,0,0,0,0,0,14097
0.319832,0,0,0,0,0,0,0,14145
0.321404,0,0,0,0,0,0,0,13599
0.322978,0,0,0,0,0,0,0,13719
0.324552,0,0,0,0,0,0,0,14220
0.326140,0,0,0,0,0,0,0,14196
0.327714,0,0,0,0,0,0,0,13170
0.329328,0,0,0,0,0,0,0,13269
0.330903,0,0,0,0,0,0,0,14025
0.332476,0,0,0,0,0,0,0,14343
0.334051,0,0,0,0,0,0,0,14235
0.335625,0,0,0,0,0,0,0,15483
0.337210,0,0,0,0,0,0,0,14700
0.338785,0,0,0,0,0,0,0,14574
0.340359,0,0,0,0,0,0,0,14814
0.341934,0,0,0,0,0,0,0,13926
0.343499,0,0,0,0,0,0,0,13677
0.345106,0,0,0,0,0,0,0,14490
0.346563,0,0,0,0,0,0,0,13470
0.348120,0,0,0,0,0,0,0,14085
0.349693,0,0,0,0,0,0,0,14283
0.351270,0,0,0,0,0,0,0,13392
0.352843,0,0,0,0,0,0,0,13539
0.354418,0,0,0,0,0,0,0,14934
0.355992,0,0,0,0,0,0,0,13512
0.357564,0,0,0,0,0,0,0,15489
0.359205,0,0,0,0,0,0,0,14403
0.360778,0,0,0,0,0,0,0,13647
0.362398,0,0,0,0,0,0,0,13893
0.363972,0,0,0,0,0,0,0,14079
0.365543,0,0,0,0,0,0,0,13464
0.367179,0,0,0,0,0,0,0,13230
0.368753,0,0,0,0,0,0,0,14328
0.370341,0,0,0,0,0,0,0,14391
0.371915,0,0,0,0,0,0,0,13431
0.373487,0,0,0,0,0,0,0,14277
0.375061,0,0,0,0,0,0,0,14199
0.376634,0,0,0,0,0,0,0,13371
0.378253,0,0,0,0,0,0,0,14622
0.379827,0,0,0,0,0,0,0,15315
0.381412,0,0,0,0,0,0,0,14034
0.382986,0,0,0,0,0,0,0,13248
0.384441,0,0,0,0,0,0,0,14226
0.385861,0,0,0,0,0,0,0,13908
0.387299,0,0,0,0,0,0,0,14826
0.388701,0,0,0,0,0,0,0,14421
0.390100,0,0,0,0,0,0,0,13995
0.391512,0,0,0,0,0,0,0,14235
0.392954,0,0,0,0,0,0,0,14136
0.394355,0,0,0,0,0,0,0,14541
0.395756,0,0,0,0,0,0,0,13980
0.397157,0,0,0,0,0,0,0,13494
0.398557,0,0,0,0,0,0,0,13833
0.399956,0,0,0,0,0,0,0,14418
0.401356,0,0,0,0,0,0,0,14535
0.402765,0,0,0,0,0,0,0,14919
0.404164,0,0,0,0,0,0,0,15015
0.405562,0,0,0,0,0,0,0,13353
0.406963,0,0,0,0,0,0,0,15153
0.408362,0,0,0,0,0,0,0,13623
0.409811,0,0,0,0,0,0,0,13245
0.411212,0,0,0,0,0,0,0,13587
0.412586,0,0,0,0,0,0,0,13677
0.413982,0,0,0,0,0,0,0,14112
