elapsed_s,HLSQ_BV_SP_HCTX_ACTIVE_CNT,HLSQ_VS_SP_HCTX_ACTIVE_CYC,HLSQ_FS_SP_HCTX_ACTIVE_CYC,HLSQ_BV_SP_HCTX_ACTIVE_CYC,HLSQ_VS_SP_CCTX_ACTIVE_CNT,HLSQ_FS_SP_CCTX_ACTIVE_CNT
0.001101,0,0,0,0,0,0
0.002767,0,0,0,0,0,0
0.004285,0,0,0,0,0,0
0.005698,0,0,0,0,0,0
0.007079,0,0,0,0,0,0
0.008528,0,0,0,0,0,0
0.009945,0,0,0,0,0,0
0.011304,0,0,0,0,0,0
0.012665,0,0,0,0,0,0
0.014089,0,0,0,0,0,0
0.015421,0,0,0,0,0,0
0.016852,0,0,0,0,0,0
0.018220,0,0,0,0,0,0
0.019592,0,0,0,0,0,0
0.020986,0,0,0,0,0,0
0.022441,0,0,0,0,0,0
0.023935,0,0,0,0,0,0
0.025375,0,0,0,0,0,0
0.026869,0,0,0,0,0,0
0.028310,0,0,0,0,0,0
0.029813,0,0,0,0,0,0
0.031253,0,0,0,0,0,0
0.032808,0,0,0,0,0,0
0.034236,0,0,0,0,0,0
0.035667,0,0,0,0,0,0
0.037145,0,0,0,0,0,0
0.038725,0,0,0,0,0,0
0.040284,0,0,0,0,0,0
0.041757,0,0,0,0,0,0
0.043187,0,0,0,0,0,0
0.044790,0,0,0,0,0,0
0.046338,0,0,0,0,0,0
0.047848,0,0,0,0,0,0
0.049503,0,0,0,0,0,0
0.050923,0,0,0,0,0,0
0.052348,0,0,0,0,0,0
0.053769,0,0,0,0,0,0
0.055190,0,0,0,0,0,0
0.056660,0,0,0,0,0,0
0.058081,0,0,0,0,0,0
0.059502,0,0,0,0,0,0
0.060922,0,0,0,0,0,0
0.062342,0,0,0,0,0,0
0.063769,0,0,0,0,0,0
0.065164,0,0,0,0,0,0
0.066572,0,0,0,0,0,0
0.067952,0,0,0,0,0,0
0.069316,0,0,0,0,0,0
0.070679,0,0,0,0,0,0
0.072042,0,0,0,0,0,0
0.073442,0,0,0,0,0,0
0.074820,0,0,0,0,0,0
0.076183,0,0,0,0,0,0
0.077555,0,0,0,0,0,0
0.079210,0,0,0,0,0,0
0.080648,0,0,0,0,0,0
0.082050,0,0,0,0,0,0
0.083446,0,0,0,0,0,0
0.084847,0,0,0,0,0,0
0.086257,0,0,0,0,0,0
0.087659,0,0,0,0,0,0
0.089406,0,0,0,0,0,0
0.090728,0,0,0,0,0,0
0.092125,0,0,0,0,0,0
0.093615,0,0,0,0,0,0
0.095070,0,0,0,0,0,0
0.097506,0,0,0,0,0,0
0.098904,0,0,0,0,0,0
0.100302,0,0,0,0,0,0
0.101697,0,0,0,0,0,0
0.103088,0,0,0,0,0,0
0.104802,0,0,0,0,0,0
0.106195,0,0,0,0,0,0
0.107594,0,0,0,0,0,0
0.112305,0,0,0,0,0,0
0.114964,0,0,0,0,0,0
0.116389,0,0,0,0,0,0
0.117887,0,0,0,0,0,0
0.119280,0,0,0,0,0,0
0.120674,0,0,0,0,0,0
0.122065,0,0,0,0,0,0
0.123454,0,0,0,0,0,0
0.124846,0,0,0,0,0,0
0.126297,0,0,0,0,0,0
0.127696,0,0,0,0,0,0
0.129103,0,0,0,0,0,0
0.130498,0,0,0,0,0,0
0.131893,0,0,0,0,0,0
0.133333,0,0,0,0,0,0
0.134727,0,0,0,0,0,0
0.136122,0,0,0,0,0,0
0.137519,0,0,0,0,0,0
0.138913,0,0,0,0,0,0
0.140332,0,0,0,0,0,0
0.141768,0,0,0,0,0,0
0.143163,0,0,0,0,0,0
0.144559,0,0,0,0,0,0
0.145955,0,0,0,0,0,0
0.147318,0,0,0,0,0,0
0.148702,0,0,0,0,0,0
0.150184,0,0,0,0,0,0
0.151592,0,0,0,0,0,0
0.153013,0,0,0,0,0,0
0.154408,0,0,0,0,0,0
0.155803,0,0,0,0,0,0
0.157199,0,0,0,0,0,0
0.158629,0,0,0,0,0,0
0.160223,0,0,0,0,0,0
0.161880,0,0,0,0,0,0
0.163335,0,0,0,0,0,0
0.164769,0,0,0,0,0,0
0.166171,0,0,0,0,0,0
0.167567,0,0,0,0,0,0
0.168965,0,0,0,0,0,0
0.170361,0,0,0,0,0,0
0.171897,0,0,0,0,0,0
0.173370,0,0,0,0,0,0
0.174791,0,0,0,0,0,0
0.176195,0,0,0,0,0,0
0.177592,0,0,0,0,0,0
0.178988,0,0,0,0,0,0
0.180385,0,0,0,0,0,0
0.181792,0,0,0,0,0,0
0.183188,0,0,0,0,0,0
0.184714,0,0,0,0,0,0
0.186273,0,0,0,0,0,0
0.187833,0,0,0,0,0,0
0.189467,0,0,0,0,0,0
0.191084,0,0,0,0,0,0
0.192660,0,0,0,0,0,0
0.194223,0,0,0,0,0,0
0.195784,0,0,0,0,0,0
0.197347,0,0,0,0,0,0
0.198908,0,0,0,0,0,0
0.200472,0,0,0,0,0,0
0.202034,0,0,0,0,0,0
0.203495,0,0,0,0,0,0
0.204931,0,0,0,0,0,0
0.206331,0,0,0,0,0,0
0.207679,0,0,0,0,0,0
0.209027,0,0,0,0,0,0
0.210374,0,0,0,0,0,0
0.211719,0,0,0,0,0,0
0.213113,0,0,0,0,0,0
0.214472,0,0,0,0,0,0
0.215820,0,0,0,0,0,0
0.217166,0,0,0,0,0,0
0.218509,0,0,0,0,0,0
0.219850,0,0,0,0,0,0
0.221284,0,0,0,0,0,0
0.222622,0,0,0,0,0,0
0.223944,0,0,0,0,0,0
0.225274,0,0,0,0,0,0
0.226592,0,0,0,0,0,0
0.227911,0,0,0,0,0,0
0.229238,0,0,0,0,0,0
0.230556,0,0,0,0,0,0
0.231875,0,0,0,0,0,0
0.233264,0,0,0,0,0,0
0.234659,0,0,0,0,0,0
0.236012,0,0,0,0,0,0
0.237476,0,0,0,0,0,0
0.238790,0,0,0,0,0,0
0.240210,0,0,0,0,0,0
0.241580,0,0,0,0,0,0
0.242947,0,0,0,0,0,0
0.244364,0,0,0,0,0,0
0.245784,0,0,0,0,0,0
0.247048,0,0,0,0,0,0
0.248416,0,0,0,0,0,0
0.249790,0,0,0,0,0,0
0.251157,0,0,0,0,0,0
0.252580,0,0,0,0,0,0
0.254011,0,0,0,0,0,0
0.255582,0,0,0,0,0,0
0.257069,0,0,0,0,0,0
0.258510,0,0,0,0,0,0
0.259920,0,0,0,0,0,0
0.261388,0,0,0,0,0,0
0.262792,0,0,0,0,0,0
0.264240,0,0,0,0,0,0
0.265680,0,0,0,0,0,0
0.267077,0,0,0,0,0,0
0.268522,0,0,0,0,0,0
0.269973,0,0,0,0,0,0
0.271369,0,0,0,0,0,0
0.272765,0,0,0,0,0,0
0.274160,0,0,0,0,0,0
0.275569,0,0,0,0,0,0
0.276967,0,0,0,0,0,0
0.278363,0,0,0,0,0,0
0.279759,0,0,0,0,0,0
0.281184,0,0,0,0,0,0
0.283486,0,0,0,0,0,0
0.284887,0,0,0,0,0,0
0.286283,0,0,0,0,0,0
0.287721,0,0,0,0,0,0
0.289383,0,0,0,0,0,0
0.290773,0,0,0,0,0,0
0.292260,0,0,0,0,0,0
0.293656,0,0,0,0,0,0
0.295050,0,0,0,0,0,0
0.298688,0,0,0,0,0,0
0.300186,0,0,0,0,0,0
0.301584,0,0,0,0,0,0
0.303042,0,0,0,0,0,0
0.304657,0,0,0,0,0,0
0.306098,0,0,0,0,0,0
0.307489,0,0,0,0,0,0
0.308882,0,0,0,0,0,0
0.310278,0,0,0,0,0,0
0.311673,0,0,0,0,0,0
0.313078,0,0,0,0,0,0
0.314589,0,0,0,0,0,0
0.316148,0,0,0,0,0,0
0.317825,0,0,0,0,0,0
0.319384,0,0,0,0,0,0
0.320946,0,0,0,0,0,0
0.322378,0,0,0,0,0,0
0.323922,0,0,0,0,0,0
0.325486,0,0,0,0,0,0
0.327037,0,0,0,0,0,0
0.328466,0,0,0,0,0,0
0.330038,0,0,0,0,0,0
0.331598,0,0,0,0,0,0
0.333161,0,0,0,0,0,0
0.334739,0,0,0,0,0,0
0.336303,0,0,0,0,0,0
0.337866,0,0,0,0,0,0
0.339428,0,0,0,0,0,0
0.340992,0,0,0,0,0,0
0.342555,0,0,0,0,0,0
0.344116,0,0,0,0,0,0
0.345538,0,0,0,0,0,0
0.347070,0,0,0,0,0,0
0.348634,0,0,0,0,0,0
0.350241,0,0,0,0,0,0
0.351803,0,0,0,0,0,0
0.353417,0,0,0,0,0,0
0.354978,0,0,0,0,0,0
0.356555,0,0,0,0,0,0
0.358109,0,0,0,0,0,0
0.359661,0,0,0,0,0,0
0.361088,0,0,0,0,0,0
0.362621,0,0,0,0,0,0
0.364185,0,0,0,0,0,0
0.365793,0,0,0,0,0,0
0.367366,0,0,0,0,0,0
0.368931,0,0,0,0,0,0
0.370495,0,0,0,0,0,0
0.372056,0,0,0,0,0,0
0.373623,0,0,0,0,0,0
0.375184,0,0,0,0,0,0
0.376749,0,0,0,0,0,0
0.378200,0,0,0,0,0,0
0.379732,0,0,0,0,0,0
0.381294,0,0,0,0,0,0
0.382856,0,0,0,0,0,0
0.384418,0,0,0,0,0,0
0.385979,0,0,0,0,0,0
0.387539,0,0,0,0,0,0
0.388984,0,0,0,0,0,0
0.390387,0,0,0,0,0,0
0.391781,0,0,0,0,0,0
0.393171,0,0,0,0,0,0
0.394574,0,0,0,0,0,0
0.395962,0,0,0,0,0,0
0.397402,0,0,0,0,0,0
0.398792,0,0,0,0,0,0
0.400213,0,0,0,0,0,0
0.401602,0,0,0,0,0,0
0.402989,0,0,0,0,0,0
0.404400,0,0,0,0,0,0
0.405790,0,0,0,0,0,0
0.407179,0,0,0,0,0,0
0.408567,0,0,0,0,0,0
0.409954,0,0,0,0,0,0
0.411348,0,0,0,0,0,0
0.412736,0,0,0,0,0,0
0.414174,0,0,0,0,0,0
0.415538,0,0,0,0,0,0
0.416902,0,0,0,0,0,0
0.418267,0,0,0,0,0,0
0.419629,0,0,0,0,0,0
0.420992,0,0,0,0,0,0
0.422361,0,0,0,0,0,0
0.423724,0,0,0,0,0,0
0.425088,0,0,0,0,0,0
0.426452,0,0,0,0,0,0
0.427815,0,0,0,0,0,0
0.429179,0,0,0,0,0,0
0.430582,0,0,0,0,0,0
0.431932,0,0,0,0,0,0
0.433318,0,0,0,0,0,0
0.434667,0,0,0,0,0,0
0.436021,0,0,0,0,0,0
0.437389,0,0,0,0,0,0
0.438736,0,0,0,0,0,0
0.440085,0,0,0,0,0,0
0.441445,0,0,0,0,0,0
0.442792,0,0,0,0,0,0
0.444146,0,0,0,0,0,0
0.445501,0,0,0,0,0,0
0.446875,0,0,0,0,0,0
0.448214,0,0,0,0,0,0
0.449597,0,0,0,0,0,0
0.450967,0,0,0,0,0,0
0.452335,0,0,0,0,0,0
0.453703,0,0,0,0,0,0
0.455130,0,0,0,0,0,0
0.456552,0,0,0,0,0,0
0.457973,0,0,0,0,0,0
0.459284,0,0,0,0,0,0
0.460704,0,0,0,0,0,0
0.462124,0,0,0,0,0,0
0.463543,0,0,0,0,0,0
0.464981,0,0,0,0,0,0
0.466380,0,0,0,0,0,0
0.467781,0,0,0,0,0,0
0.469234,0,0,0,0,0,0
0.470600,0,0,0,0,0,0
0.471953,0,0,0,0,0,0
0.473388,0,0,0,0,0,0
0.474738,0,0,0,0,0,0
0.476088,0,0,0,0,0,0
0.477452,0,0,0,0,0,0
0.478888,0,0,0,0,0,0
0.480267,0,0,0,0,0,0
0.481673,0,0,0,0,0,0
0.483071,0,0,0,0,0,0
0.484468,0,0,0,0,0,0
0.485865,0,0,0,0,0,0
0.487260,0,0,0,0,0,0
0.488669,0,0,0,0,0,0
0.490058,0,0,0,0,0,0
0.491454,0,0,0,0,0,0
0.493007,0,0,0,0,0,0
0.494445,0,0,0,0,0,0
0.495842,0,0,0,0,0,0
0.497338,0,0,0,0,0,0
0.498740,0,0,0,0,0,0
0.500130,0,0,0,0,0,0
0.501599,0,0,0,0,0,0
0.502986,0,0,0,0,0,0
0.504371,0,0,0,0,0,0
0.505761,0,0,0,0,0,0
0.507162,0,0,0,0,0,0
0.508554,0,0,0,0,0,0
0.510002,0,0,0,0,0,0
0.511391,0,0,0,0,0,0
0.512832,0,0,0,0,0,0
0.514222,0,0,0,0,0,0
0.515612,0,0,0,0,0,0
0.517003,0,0,0,0,0,0
0.518390,0,0,0,0,0,0
0.519779,0,0,0,0,0,0
0.521180,0,0,0,0,0,0
0.522575,0,0,0,0,0,0
0.524102,0,0,0,0,0,0
0.525668,0,0,0,0,0,0
0.527228,0,0,0,0,0,0
0.528793,0,0,0,0,0,0
0.530355,0,0,0,0,0,0
0.531929,0,0,0,0,0,0
0.533495,0,0,0,0,0,0
0.535055,0,0,0,0,0,0
0.536541,0,0,0,0,0,0
0.538107,0,0,0,0,0,0
0.539667,0,0,0,0,0,0
0.541229,0,0,0,0,0,0
0.542678,0,0,0,0,0,0
0.544214,0,0,0,0,0,0
0.545777,0,0,0,0,0,0
0.547337,0,0,0,0,0,0
0.548900,0,0,0,0,0,0
0.550369,0,0,0,0,0,0
0.551776,0,0,0,0,0,0
0.553316,0,0,0,0,0,0
0.554878,0,0,0,0,0,0
0.556442,0,0,0,0,0,0
0.558047,0,0,0,0,0,0
0.559607,0,0,0,0,0,0
0.561168,0,0,0,0,0,0
0.562729,0,0,0,0,0,0
0.564304,0,0,0,0,0,0
0.565866,0,0,0,0,0,0
0.567426,0,0,0,0,0,0
0.568990,0,0,0,0,0,0
0.570552,0,0,0,0,0,0
0.572111,0,0,0,0,0,0
0.573544,0,0,0,0,0,0
0.575042,0,0,0,0,0,0
0.576573,0,0,0,0,0,0
0.578136,0,0,0,0,0,0
0.579696,0,0,0,0,0,0
0.581258,0,0,0,0,0,0
0.583079,0,0,0,0,0,0
0.584645,0,0,0,0,0,0
0.586218,0,0,0,0,0,0
0.587777,0,0,0,0,0,0
0.589337,0,0,0,0,0,0
0.591545,0,0,0,0,0,0
0.592956,0,0,0,0,0,0
0.594350,0,0,0,0,0,0
0.595740,0,0,0,0,0,0
0.597142,0,0,0,0,0,0
0.598531,0,0,0,0,0,0
0.599919,0,0,0,0,0,0
0.601398,0,0,0,0,0,0
0.602786,0,0,0,0,0,0
0.604211,0,0,0,0,0,0
0.605602,0,0,0,0,0,0
0.607022,0,0,0,0,0,0
0.608425,0,0,0,0,0,0
0.609789,0,0,0,0,0,0
0.611152,0,0,0,0,0,0
0.612515,0,0,0,0,0,0
0.613880,0,0,0,0,0,0
0.615243,0,0,0,0,0,0
0.616608,0,0,0,0,0,0
0.617973,0,0,0,0,0,0
0.619343,0,0,0,0,0,0
0.620705,0,0,0,0,0,0
0.622104,0,0,0,0,0,0
0.623526,0,0,0,0,0,0
0.624836,0,0,0,0,0,0
0.626255,0,0,0,0,0,0
0.627674,0,0,0,0,0,0
0.629092,0,0,0,0,0,0
0.630513,0,0,0,0,0,0
0.631823,0,0,0,0,0,0
0.633263,0,0,0,0,0,0
0.634682,0,0,0,0,0,0
0.636099,0,0,0,0,0,0
0.637530,0,0,0,0,0,0
0.638903,0,0,0,0,0,0
0.640315,0,0,0,0,0,0
0.641883,0,0,0,0,0,0
0.643317,0,0,0,0,0,0
0.644865,0,0,0,0,0,0
0.646518,0,0,0,0,0,0
0.647955,0,0,0,0,0,0
0.649413,0,0,0,0,0,0
0.651004,0,0,0,0,0,0
0.652418,0,0,0,0,0,0
0.656265,0,0,0,0,0,0
0.657696,0,0,0,0,0,0
0.659089,0,0,0,0,0,0
0.660601,0,0,0,0,0,0
0.662001,0,0,0,0,0,0
0.663409,0,0,0,0,0,0
0.664805,0,0,0,0,0,0
0.666202,0,0,0,0,0,0
0.667597,0,0,0,0,0,0
0.668992,0,0,0,0,0,0
0.670427,0,0,0,0,0,0
0.671822,0,0,0,0,0,0
0.673257,0,0,0,0,0,0
0.674662,0,0,0,0,0,0
0.676052,0,0,0,0,0,0
0.677496,0,0,0,0,0,0
0.678883,0,0,0,0,0,0
0.680270,0,0,0,0,0,0
0.681657,0,0,0,0,0,0
0.683047,0,0,0,0,0,0
0.684438,0,0,0,0,0,0
0.685885,0,0,0,0,0,0
0.687300,0,0,0,0,0,0
0.688740,0,0,0,0,0,0
0.690145,0,0,0,0,0,0
0.691542,0,0,0,0,0,0
0.692941,0,0,0,0,0,0
0.694333,0,0,0,0,0,0
0.695724,0,0,0,0,0,0
0.697122,0,0,0,0,0,0
0.698512,0,0,0,0,0,0
0.700030,0,0,0,0,0,0
0.701443,0,0,0,0,0,0
0.703027,0,0,0,0,0,0
0.704591,0,0,0,0,0,0
0.706151,0,0,0,0,0,0
0.707600,0,0,0,0,0,0
0.709133,0,0,0,0,0,0
0.710685,0,0,0,0,0,0
0.712400,0,0,0,0,0,0
0.713959,0,0,0,0,0,0
0.715518,0,0,0,0,0,0
0.717078,0,0,0,0,0,0
0.718527,0,0,0,0,0,0
0.720056,0,0,0,0,0,0
0.721621,0,0,0,0,0,0
0.723180,0,0,0,0,0,0
0.724746,0,0,0,0,0,0
0.726307,0,0,0,0,0,0
0.727867,0,0,0,0,0,0
0.729392,0,0,0,0,0,0
0.730922,0,0,0,0,0,0
0.732485,0,0,0,0,0,0
0.734089,0,0,0,0,0,0
0.735649,0,0,0,0,0,0
0.737210,0,0,0,0,0,0
0.738773,0,0,0,0,0,0
0.740349,0,0,0,0,0,0
0.741911,0,0,0,0,0,0
0.743471,0,0,0,0,0,0
0.744927,0,0,0,0,0,0
0.746492,0,0,0,0,0,0
0.748051,0,0,0,0,0,0
0.749617,0,0,0,0,0,0
0.751239,0,0,0,0,0,0
0.752696,0,0,0,0,0,0
0.754131,0,0,0,0,0,0
0.756234,0,0,0,0,0,0
0.757639,0,0,0,0,0,0
0.759036,0,0,0,0,0,0
0.760435,0,0,0,0,0,0
0.761844,0,0,0,0,0,0
0.763240,0,0,0,0,0,0
0.764768,0,0,0,0,0,0
0.766372,0,0,0,0,0,0
0.767932,0,0,0,0,0,0
0.769495,0,0,0,0,0,0
0.771052,0,0,0,0,0,0
0.772990,0,0,0,0,0,0
0.774466,0,0,0,0,0,0
0.775864,0,0,0,0,0,0
0.777342,0,0,0,0,0,0
0.778730,0,0,0,0,0,0
0.780119,0,0,0,0,0,0
0.781523,0,0,0,0,0,0
0.782967,0,0,0,0,0,0
0.784358,0,0,0,0,0,0
0.785749,0,0,0,0,0,0
0.787139,0,0,0,0,0,0
0.788527,0,0,0,0,0,0
0.789917,0,0,0,0,0,0
0.791304,0,0,0,0,0,0
0.792691,0,0,0,0,0,0
0.794088,0,0,0,0,0,0
0.795475,0,0,0,0,0,0
0.796864,0,0,0,0,0,0
0.798302,0,0,0,0,0,0
0.799667,0,0,0,0,0,0
0.801031,0,0,0,0,0,0
0.802395,0,0,0,0,0,0
0.803757,0,0,0,0,0,0
0.805126,0,0,0,0,0,0
0.806489,0,0,0,0,0,0
0.807851,0,0,0,0,0,0
0.809215,0,0,0,0,0,0
0.810579,0,0,0,0,0,0
0.811944,0,0,0,0,0,0
0.813323,0,0,0,0,0,0
0.814726,0,0,0,0,0,0
0.816081,0,0,0,0,0,0
0.817434,0,0,0,0,0,0
0.818785,0,0,0,0,0,0
0.820135,0,0,0,0,0,0
0.821484,0,0,0,0,0,0
0.822831,0,0,0,0,0,0
0.824215,0,0,0,0,0,0
0.825573,0,0,0,0,0,0
0.826926,0,0,0,0,0,0
0.828274,0,0,0,0,0,0
0.829622,0,0,0,0,0,0
0.830972,0,0,0,0,0,0
0.832390,0,0,0,0,0,0
0.833809,0,0,0,0,0,0
0.835228,0,0,0,0,0,0
0.836645,0,0,0,0,0,0
0.837962,0,0,0,0,0,0
0.839386,0,0,0,0,0,0
0.840818,0,0,0,0,0,0
0.842196,0,0,0,0,0,0
0.843458,0,0,0,0,0,0
0.844828,0,0,0,0,0,0
0.846211,0,0,0,0,0,0
0.847630,0,0,0,0,0,0
0.849074,0,0,0,0,0,0
0.850422,0,0,0,0,0,0
0.851772,0,0,0,0,0,0
0.853119,0,0,0,0,0,0
0.854856,0,0,0,0,0,0
0.856290,0,0,0,0,0,0
0.857690,0,0,0,0,0,0
0.859079,0,0,0,0,0,0
0.860487,0,0,0,0,0,0
0.861862,0,0,0,0,0,0
0.863271,0,0,0,0,0,0
0.864708,0,0,0,0,0,0
0.866868,0,0,0,0,0,0
0.868280,0,0,0,0,0,0
0.869752,0,0,0,0,0,0
0.871151,0,0,0,0,0,0
0.872548,0,0,0,0,0,0
0.873945,0,0,0,0,0,0
0.875341,0,0,0,0,0,0
0.877380,0,0,0,0,0,0
0.878773,0,0,0,0,0,0
0.880249,0,0,0,0,0,0
0.881639,0,0,0,0,0,0
0.883028,0,0,0,0,0,0
0.884418,0,0,0,0,0,0
0.885805,0,0,0,0,0,0
0.887192,0,0,0,0,0,0
0.888580,0,0,0,0,0,0
0.889967,0,0,0,0,0,0
0.891366,0,0,0,0,0,0
0.892760,0,0,0,0,0,0
0.894199,0,0,0,0,0,0
0.895590,0,0,0,0,0,0
