elapsed_s,HLSQ_SPTROC_STCHE_MISS_INC_VS,HLSQ_SPTROC_STCHE_MISS_INC_FS,HLSQ_SPTROC_STCHE_MISS_INC_BV,HLSQ_SPTROC_STCHE_MISS_INC_LPAC,HLSQ_VSBR_S2W_CYCLES_SP,HLSQ_FS_S2W_CYCLES_SP
0.001104,0,0,0,0,0,0
0.002917,0,0,0,0,0,0
0.004468,0,0,0,0,0,0
0.005945,0,0,0,0,0,0
0.007419,0,0,0,0,0,0
0.008954,0,0,0,0,0,0
0.010457,0,0,0,0,0,0
0.011946,0,0,0,0,0,0
0.013506,0,0,0,0,0,0
0.014952,0,0,0,0,0,0
0.016441,0,0,0,0,0,0
0.017892,0,0,0,0,0,0
0.019338,0,0,0,0,0,0
0.020794,0,0,0,0,0,0
0.022238,0,0,0,0,0,0
0.023688,0,0,0,0,0,0
0.025134,0,0,0,0,0,0
0.026580,0,0,0,0,0,0
0.028025,0,0,0,0,0,0
0.029533,0,0,0,0,0,0
0.030973,0,0,0,0,0,0
0.032433,0,0,0,0,0,0
0.033892,0,0,0,0,0,0
0.035322,0,0,0,0,0,0
0.036802,0,0,0,0,0,0
0.038378,0,0,0,0,0,0
0.039937,0,0,0,0,0,0
0.041377,0,0,0,0,0,0
0.042935,0,0,0,0,0,0
0.044520,0,0,0,0,0,0
0.045983,0,0,0,0,0,0
0.047536,0,0,0,0,0,0
0.049050,0,0,0,0,0,0
0.050562,0,0,0,0,0,0
0.052072,0,0,0,0,0,0
0.053582,0,0,0,0,0,0
0.055087,0,0,0,0,0,0
0.056588,0,0,0,0,0,0
0.058115,0,0,0,0,0,0
0.059657,0,0,0,0,0,0
0.061055,0,0,0,0,0,0
0.062430,0,0,0,0,0,0
0.063776,0,0,0,0,0,0
0.065150,0,0,0,0,0,0
0.066525,0,0,0,0,0,0
0.067887,0,0,0,0,0,0
0.069245,0,0,0,0,0,0
0.070602,0,0,0,0,0,0
0.071954,0,0,0,0,0,0
0.073374,0,0,0,0,0,0
0.074743,0,0,0,0,0,0
0.076100,0,0,0,0,0,0
