elapsed_s,VFD_ATTR_INFO_FIFO_FULL,VFD_DECODED_ATTRIBUTE_BYTES,VFD_NUM_ATTRIBUTES,VFD_UPPER_SHADER_FIBERS,VFD_LOWER_SHADER_FIBERS,VFD_MODE_0_FIBERS,VFD_MODE_1_FIBERS,VFD_MODE_2_FIBERS
0.003163,0,0,0,0,0,0,0,0
0.004639,0,0,0,0,0,0,0,0
0.006142,0,0,0,0,0,0,0,0
0.007593,0,0,0,0,0,0,0,0
0.009043,0,0,0,0,0,0,0,0
0.010507,0,0,0,0,0,0,0,0
0.011958,0,0,0,0,0,0,0,0
0.013408,0,0,0,0,0,0,0,0
0.014858,0,0,0,0,0,0,0,0
0.016308,0,0,0,0,0,0,0,0
0.017892,0,0,0,0,0,0,0,0
0.019338,0,0,0,0,0,0,0,0
0.020838,0,0,0,0,0,0,0,0
0.022271,0,0,0,0,0,0,0,0
0.023698,0,0,0,0,0,0,0,0
0.025124,0,0,0,0,0,0,0,0
0.026551,0,0,0,0,0,0,0,0
0.027976,0,0,0,0,0,0,0,0
0.029402,0,0,0,0,0,0,0,0
0.030836,0,0,0,0,0,0,0,0
0.032261,0,0,0,0,0,0,0,0
0.033702,0,0,0,0,0,0,0,0
0.035126,0,0,0,0,0,0,0,0
0.036560,0,0,0,0,0,0,0,0
0.038017,0,0,0,0,0,0,0,0
0.039385,0,0,0,0,0,0,0,0
0.040753,0,0,0,0,0,0,0,0
0.042132,0,0,0,0,0,0,0,0
0.043611,0,0,0,0,0,0,0,0
0.044980,0,0,0,0,0,0,0,0
0.046349,0,0,0,0,0,0,0,0
0.047718,0,0,0,0,0,0,0,0
0.049085,0,0,0,0,0,0,0,0
0.050403,0,0,0,0,0,0,0,0
0.051723,0,0,0,0,0,0,0,0
0.053076,0,0,0,0,0,0,0,0
0.054397,0,0,0,0,0,0,0,0
0.055717,0,0,0,0,0,0,0,0
0.057081,0,0,0,0,0,0,0,0
0.058488,0,0,0,0,0,0,0,0
0.059855,0,0,0,0,0,0,0,0
0.061220,0,0,0,0,0,0,0,0
0.062772,0,0,0,0,0,0,0,0
0.064203,0,0,0,0,0,0,0,0
0.065702,0,0,0,0,0,0,0,0
0.067068,0,0,0,0,0,0,0,0
0.068452,0,0,0,0,0,0,0,0
0.069846,0,0,0,0,0,0,0,0
0.071292,0,0,0,0,0,0,0,0
0.072702,0,0,0,0,0,0,0,0
0.074115,0,0,0,0,0,0,0,0
0.075540,0,0,0,0,0,0,0,0
0.076947,0,0,0,0,0,0,0,0
0.078354,0,0,0,0,0,0,0,0
0.079763,0,0,0,0,0,0,0,0
0.081171,0,0,0,0,0,0,0,0
0.082578,0,0,0,0,0,0,0,0
0.083840,0,0,0,0,0,0,0,0
0.086680,0,0,0,0,0,0,0,0
0.087943,0,0,0,0,0,0,0,0
0.089515,0,0,0,0,0,0,0,0
0.090879,0,0,0,0,0,0,0,0
0.092139,0,0,0,0,0,0,0,0
0.093401,0,0,0,0,0,0,0,0
0.094665,0,0,0,0,0,0,0,0
0.095929,0,0,0,0,0,0,0,0
0.097197,0,0,0,0,0,0,0,0
0.098462,0,0,0,0,0,0,0,0
0.099726,0,0,0,0,0,0,0,0
0.101039,0,0,0,0,0,0,0,0
0.102304,0,0,0,0,0,0,0,0
0.103568,0,0,0,0,0,0,0,0
0.104834,0,0,0,0,0,0,0,0
0.106099,0,0,0,0,0,0,0,0
0.107493,0,0,0,0,0,0,0,0
0.108922,0,0,0,0,0,0,0,0
0.110224,0,0,0,0,0,0,0,0
0.111494,0,0,0,0,0,0,0,0
0.112763,0,0,0,0,0,0,0,0
0.114029,0,0,0,0,0,0,0,0
0.115294,0,0,0,0,0,0,0,0
0.116697,0,0,0,0,0,0,0,0
0.118033,0,0,0,0,0,0,0,0
0.119407,0,0,0,0,0,0,0,0
0.120562,0,0,0,0,0,0,0,0
0.121874,0,0,0,0,0,0,0,0
0.123329,0,0,0,0,0,0,0,0
0.124740,0,0,0,0,0,0,0,0
0.126152,0,0,0,0,0,0,0,0
0.127560,0,0,0,0,0,0,0,0
0.128980,0,0,0,0,0,0,0,0
0.130389,0,0,0,0,0,0,0,0
0.131795,0,0,0,0,0,0,0,0
0.133268,0,0,0,0,0,0,0,0
0.134669,0,0,0,0,0,0,0,0
0.136071,0,0,0,0,0,0,0,0
0.138592,0,0,0,0,0,0,0,0
0.140450,0,0,0,0,0,0,0,0
0.141887,0,0,0,0,0,0,0,0
0.143298,0,0,0,0,0,0,0,0
0.144768,0,0,0,0,0,0,0,0
0.146177,0,0,0,0,0,0,0,0
0.147579,0,0,0,0,0,0,0,0
0.148978,0,0,0,0,0,0,0,0
0.150788,0,0,0,0,0,0,0,0
0.152193,0,0,0,0,0,0,0,0
0.153766,0,0,0,0,0,0,0,0
0.155175,0,0,0,0,0,0,0,0
0.156596,0,0,0,0,0,0,0,0
0.158020,0,0,0,0,0,0,0,0
0.159430,0,0,0,0,0,0,0,0
0.160831,0,0,0,0,0,0,0,0
0.162233,0,0,0,0,0,0,0,0
0.163633,0,0,0,0,0,0,0,0
0.165078,0,0,0,0,0,0,0,0
0.166481,0,0,0,0,0,0,0,0
0.167883,0,0,0,0,0,0,0,0
0.169450,0,0,0,0,0,0,0,0
0.170859,0,0,0,0,0,0,0,0
0.172267,0,0,0,0,0,0,0,0
0.173677,0,0,0,0,0,0,0,0
0.175093,0,0,0,0,0,0,0,0
0.176632,0,0,0,0,0,0,0,0
0.178196,0,0,0,0,0,0,0,0
0.179757,0,0,0,0,0,0,0,0
0.181239,0,0,0,0,0,0,0,0
0.182811,0,0,0,0,0,0,0,0
0.184446,0,0,0,0,0,0,0,0
0.186018,0,0,0,0,0,0,0,0
