elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.001094,0,0,104,0
0.002620,0,0,104,0
0.004039,0,0,104,0
0.005454,0,0,104,0
0.006915,0,0,104,0
0.008352,0,0,104,0
0.009989,0,0,104,0
0.011386,0,0,104,0
0.012761,0,0,104,0
0.014152,0,0,104,0
0.015673,0,0,104,0
0.017101,0,0,104,0
0.018510,0,0,104,0
0.019964,0,0,104,0
0.021467,0,0,104,0
0.022879,0,0,104,0
0.024210,0,0,104,0
0.025543,0,0,104,0
0.026874,0,0,104,0
0.028204,0,0,104,0
0.029535,0,0,104,0
0.030926,0,0,104,0
0.032216,0,0,104,0
0.033554,0,0,104,0
0.034846,0,0,104,0
0.036137,0,0,104,0
0.037424,0,0,104,0
0.038692,0,0,104,0
0.039951,0,0,104,0
0.041347,0,0,104,0
0.042759,0,0,104,0
0.044125,0,0,104,0
0.045485,0,0,104,0
0.046916,0,0,104,0
0.048304,0,0,104,0
0.051203,0,0,104,0
0.052598,0,0,104,0
0.054132,0,0,104,0
0.055532,0,0,104,0
0.056885,0,0,104,0
0.058292,0,0,104,0
0.059691,0,0,104,0
0.061297,0,0,104,0
0.062761,109,1895,1959,0
0.064064,0,0,104,0
0.065471,0,0,104,0
0.066912,0,0,104,0
0.068294,0,0,104,0
0.069718,0,0,104,0
0.071104,0,0,104,0
0.072486,0,0,104,0
0.073885,367,138674,277691,0
0.075130,731,482595,1002845,0
0.076373,759,497599,986102,0
0.077660,759,502780,1032637,0
0.078900,754,494474,981735,0
0.080140,731,485918,997873,0
0.081398,759,499129,1002758,0
0.082636,726,481953,993876,0
0.084001,853,552439,1101790,0
0.085382,797,540462,1093732,0
0.086631,754,497409,986759,0
0.088013,669,413341,828777,0
0.090145,0,0,104,0
0.091689,0,0,104,0
0.093086,0,0,104,0
0.094584,0,0,104,0
0.095970,0,0,104,0
0.097444,0,0,104,0
0.098930,0,0,104,0
0.100327,0,0,104,0
0.101753,0,0,104,0
0.103393,0,0,104,0
0.104772,0,0,104,0
0.106242,0,0,104,0
0.110457,0,0,104,0
0.111835,0,0,104,0
0.113262,0,0,104,0
0.114650,0,0,104,0
0.116038,0,0,104,0
0.117483,0,0,104,0
0.118901,0,0,104,0
0.120279,0,0,104,0
0.121730,0,0,104,0
0.123107,0,0,104,0
0.124486,0,0,104,0
0.125869,0,0,104,0
0.127558,0,0,104,0
0.128937,0,0,104,0
0.130434,0,0,104,0
0.131822,0,0,104,0
0.133298,0,0,104,0
0.134750,0,0,104,0
0.136135,0,0,104,0
0.137523,0,0,104,0
0.138909,0,0,104,0
0.140292,0,0,104,0
0.141715,0,0,104,0
0.143115,0,0,104,0
0.144627,0,0,104,0
0.146047,0,0,104,0
0.147431,0,0,104,0
0.148809,0,0,104,0
0.150243,0,0,104,0
0.151681,0,0,104,0
0.153073,0,0,104,0
0.154508,0,0,104,0
0.155889,0,0,104,0
0.157322,0,0,104,0
0.158739,0,0,104,0
0.160214,0,0,104,0
0.161635,0,0,104,0
0.163153,0,0,104,0
0.164588,0,0,104,0
0.166153,0,0,104,0
0.167702,0,0,104,0
0.169252,0,0,104,0
0.170799,0,0,104,0
0.172345,0,0,104,0
0.173938,0,0,104,0
