elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001094,12681,0,0,0
0.002542,12747,0,0,0
0.003959,12879,0,0,0
0.005423,12981,0,0,0
0.006841,12051,0,0,0
0.008256,13140,0,0,0
0.009671,13326,0,0,0
0.011097,13350,0,0,0
0.012512,13197,0,0,0
0.013927,13095,0,0,0
0.015343,12480,0,0,0
0.016757,11895,0,0,0
0.018265,12462,0,0,0
0.019664,12033,0,0,0
0.021119,13092,0,0,0
0.022546,13239,0,0,0
0.023920,13152,0,0,0
0.025294,13209,0,0,0
0.026668,11640,0,0,0
0.028041,13299,0,0,0
0.029461,13086,0,0,0
0.030834,12495,0,0,0
0.032228,12090,0,0,0
0.033600,12300,0,0,0
0.034968,13194,0,0,0
0.036333,12057,0,0,0
0.037741,12951,0,0,0
0.039084,11805,0,0,0
0.040427,12567,0,0,0
0.041818,11712,0,0,0
0.043171,13428,0,0,0
0.044515,11955,0,0,0
0.045908,11910,0,0,0
0.047260,13077,0,0,0
0.048603,13233,0,0,0
0.050007,12003,0,0,0
0.051355,13227,0,0,0
0.052702,13230,0,0,0
0.054104,11928,0,0,0
0.055400,11715,0,0,0
0.056691,11601,0,0,0
0.058005,12468,0,0,0
0.059296,11964,0,0,0
0.060585,12927,0,0,0
0.061922,10413,0,0,0
0.063287,10971,0,0,0
0.064547,10188,0,0,0
0.065852,10740,0,0,0
0.067116,10494,0,0,0
0.068384,10542,0,0,0
0.069745,10065,0,0,0
0.071024,11478,0,0,0
0.072359,10233,0,0,0
0.073705,10548,0,0,0
0.075216,10434,0,0,0
0.076584,10899,0,0,0
0.078074,10998,0,0,0
0.079518,10959,0,0,0
0.080961,10299,0,0,0
0.082379,14619,0,0,0
0.083969,10161,0,0,0
0.085358,10401,0,0,0
0.086753,10569,0,0,0
0.088138,10410,0,0,0
0.089528,10431,0,0,0
0.090913,10341,0,0,0
0.092299,11352,0,0,0
