elapsed_s,RAS_SLICE_BLOCK_EMPTY,RAS_SAMPLE_MASK_GEN_LANE_0_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_1_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_2_WORKING_CC_L2
0.001093,0,0,0,0
0.002555,0,0,0,0
0.003977,0,0,0,0
0.005394,0,0,0,0
0.006810,0,0,0,0
0.008223,0,0,0,0
0.009637,0,0,0,0
0.011073,0,0,0,0
0.012467,0,0,0,0
0.013859,0,0,0,0
0.015249,0,0,0,0
0.016648,0,0,0,0
0.018041,0,0,0,0
0.019470,0,0,0,0
0.020865,0,0,0,0
0.022266,0,0,0,0
0.023666,0,0,0,0
0.025059,0,0,0,0
0.026478,0,0,0,0
0.027917,0,0,0,0
0.029261,0,0,0,0
0.030612,0,0,0,0
0.031913,0,0,0,0
0.033210,0,0,0,0
0.034558,0,0,0,0
0.035937,0,0,0,0
0.037191,0,0,0,0
0.038459,0,0,0,0
0.039714,0,0,0,0
0.040970,0,0,0,0
0.042225,0,0,0,0
0.043518,0,0,0,0
0.044772,0,0,0,0
0.046027,0,0,0,0
0.047316,0,0,0,0
0.048700,0,0,0,0
0.050086,0,0,0,0
0.051540,0,0,0,0
0.052923,0,0,0,0
0.054236,0,0,0,0
0.055563,0,0,0,0
0.056870,0,0,0,0
0.058285,0,0,0,0
0.059727,0,0,0,0
0.061070,0,0,0,0
0.062420,0,0,0,0
0.063872,0,0,0,0
0.065326,0,0,0,0
0.066995,0,0,0,0
0.068399,0,0,0,0
0.069689,0,0,0,0
0.071028,0,0,0,0
0.072317,0,0,0,0
0.073606,0,0,0,0
0.074957,0,0,0,0
0.076272,0,0,0,0
0.077578,0,0,0,0
0.078906,0,0,0,0
0.080338,0,0,0,0
0.081702,0,0,0,0
0.083284,0,0,0,0
0.084530,0,0,0,0
0.085754,0,0,0,0
0.087636,0,0,0,0
0.088860,0,0,0,0
0.090082,0,0,0,0
0.091313,0,0,0,0
0.092562,0,0,0,0
0.093809,0,0,0,0
0.095054,0,0,0,0
0.096468,0,0,0,0
0.097837,0,0,0,0
0.099428,0,0,0,0
0.100815,0,0,0,0
0.102199,0,0,0,0
0.103685,0,0,0,0
0.105074,0,0,0,0
0.106465,0,0,0,0
0.107878,0,0,0,0
0.109263,0,0,0,0
0.110771,0,0,0,0
0.112211,0,0,0,0
0.113595,0,0,0,0
0.114973,0,0,0,0
0.116602,0,0,0,0
0.117991,0,0,0,0
0.122521,0,0,0,0
0.123934,0,0,0,0
0.125290,0,0,0,0
0.126632,0,0,0,0
0.128014,0,0,0,0
0.129351,0,0,0,0
0.130689,0,0,0,0
0.132092,0,0,0,0
0.133481,0,0,0,0
0.134862,0,0,0,0
0.136242,0,0,0,0
0.137739,0,0,0,0
0.139171,0,0,0,0
