elapsed_s,VFD_ATTR_INFO_FIFO_FULL,VFD_DECODED_ATTRIBUTE_BYTES,VFD_NUM_ATTRIBUTES,VFD_UPPER_SHADER_FIBERS,VFD_LOWER_SHADER_FIBERS,VFD_MODE_0_FIBERS,VFD_MODE_1_FIBERS,VFD_MODE_2_FIBERS
0.001093,0,0,0,0,0,0,0,0
0.002615,0,0,0,0,0,0,0,0
0.004071,0,0,0,0,0,0,0,0
0.005525,0,0,0,0,0,0,0,0
0.007040,0,0,0,0,0,0,0,0
0.008469,0,0,0,0,0,0,0,0
0.009904,0,0,0,0,0,0,0,0
0.011331,0,0,0,0,0,0,0,0
0.012758,0,0,0,0,0,0,0,0
0.014185,0,0,0,0,0,0,0,0
0.015791,0,0,0,0,0,0,0,0
0.017115,0,0,0,0,0,0,0,0
0.018437,0,0,0,0,0,0,0,0
0.019794,0,0,0,0,0,0,0,0
0.021120,0,0,0,0,0,0,0,0
0.022441,0,0,0,0,0,0,0,0
0.023811,0,0,0,0,0,0,0,0
0.025086,0,0,0,0,0,0,0,0
0.026356,0,0,0,0,0,0,0,0
0.027633,0,0,0,0,0,0,0,0
0.028902,0,0,0,0,0,0,0,0
0.030172,0,0,0,0,0,0,0,0
0.031461,0,0,0,0,0,0,0,0
0.032733,0,0,0,0,0,0,0,0
0.034003,0,0,0,0,0,0,0,0
0.035296,0,0,0,0,0,0,0,0
0.036689,0,0,0,0,0,0,0,0
0.038047,0,0,0,0,0,0,0,0
0.039449,0,0,0,0,0,0,0,0
0.040815,0,0,0,0,0,0,0,0
0.042199,0,0,0,0,0,0,0,0
0.043686,0,0,0,0,0,0,0,0
0.045067,0,0,0,0,0,0,0,0
0.046436,0,0,0,0,0,0,0,0
0.047857,0,0,0,0,0,0,0,0
0.049218,0,0,0,0,0,0,0,0
0.050583,0,0,0,0,0,0,0,0
0.052132,0,0,0,0,0,0,0,0
0.053527,0,0,0,0,0,0,0,0
0.055000,0,0,0,0,0,0,0,0
0.056402,0,0,0,0,0,0,0,0
0.057772,0,0,0,0,0,0,0,0
0.059137,0,0,0,0,0,0,0,0
0.060499,0,0,0,0,0,0,0,0
0.061860,0,0,0,0,0,0,0,0
0.063119,0,0,0,0,0,0,0,0
0.065563,0,0,0,0,0,0,0,0
0.067718,0,0,0,0,0,0,0,0
0.068984,0,0,0,0,0,0,0,0
0.070246,0,0,0,0,0,0,0,0
0.071509,0,0,0,0,0,0,0,0
0.072770,0,0,0,0,0,0,0,0
