elapsed_s,RAS_FULLY_COVERED_SUPER_TILES,RAS_FULLY_COVERED_8X4_TILES,RAS_PRIM_KILLED_INVISILBE,RAS_SUPERTILE_GEN_ACTIVE_CYCLES
0.001094,0,0,0,0
0.002560,0,0,0,0
0.003979,0,0,0,0
0.005396,0,0,0,0
0.006811,0,0,0,0
0.008224,0,0,0,0
0.009640,0,0,0,0
0.011068,0,0,0,0
0.012484,0,0,0,0
0.013967,0,0,0,0
0.015360,0,0,0,0
0.016889,0,0,0,0
0.018303,0,0,0,0
0.019664,0,0,0,0
0.021028,0,0,0,0
0.022501,0,0,0,0
0.023867,0,0,0,0
0.025217,0,0,0,0
0.026570,0,0,0,0
0.027919,0,0,0,0
0.029366,0,0,0,0
0.030785,0,0,0,0
0.032126,0,0,0,0
0.033504,0,0,0,0
0.034833,0,0,0,0
0.036161,0,0,0,0
0.037538,0,0,0,0
0.038867,0,0,0,0
0.040196,0,0,0,0
0.041573,0,0,0,0
0.042913,0,0,0,0
0.044242,0,0,0,0
0.045663,0,0,0,0
0.047067,0,0,0,0
0.048356,0,0,0,0
0.049806,0,0,0,0
0.051096,0,0,0,0
0.052497,0,0,0,0
0.053846,0,0,0,0
0.055321,0,0,0,0
0.056675,0,0,0,0
0.058078,0,0,0,0
0.059450,0,0,0,0
0.060803,0,0,0,0
0.062199,0,0,0,0
0.063581,0,0,0,0
0.064926,0,0,0,0
0.066310,0,0,0,0
0.067652,0,0,0,0
0.068992,0,0,0,0
0.070341,0,0,0,0
0.071694,0,0,0,0
0.073037,0,0,0,0
0.074383,0,0,0,0
0.075735,0,0,0,237
0.077176,0,0,0,0
0.078573,0,0,0,0
0.079985,0,0,0,0
0.081375,0,0,0,0
0.082762,0,0,0,0
0.084145,0,0,0,0
0.085550,0,0,0,228
0.087421,0,0,0,2457
0.088663,0,0,0,2376
0.091495,0,0,0,5364
0.092737,0,0,0,2457
0.094588,0,0,0,3483
0.095829,0,0,0,2376
0.097070,0,0,0,2475
0.098360,0,0,0,2376
0.099823,0,0,0,2076
0.101087,0,0,0,0
0.102455,0,0,0,0
0.103820,0,0,0,0
0.105235,0,0,0,0
0.106612,0,0,0,0
0.107980,0,0,0,0
0.109344,0,0,0,0
0.110623,0,0,0,0
0.112059,0,0,0,0
0.113488,0,0,0,0
0.114860,0,0,0,0
0.116319,0,0,0,0
0.117788,0,0,0,0
0.119146,0,0,0,0
0.120617,0,0,0,0
0.122008,0,0,0,0
0.123286,0,0,0,0
0.124638,0,0,0,0
0.126262,0,0,0,0
0.127751,0,0,0,0
0.129284,0,0,0,0
0.130643,0,0,0,0
0.132005,0,0,0,0
0.133369,0,0,0,0
0.134727,0,0,0,0
0.136084,0,0,0,0
0.137443,0,0,0,0
0.138822,0,0,0,0
0.140184,0,0,0,0
0.141546,0,0,0,0
0.142932,0,0,0,0
0.144328,0,0,0,0
0.145714,0,0,0,0
0.147108,0,0,0,0
0.148498,0,0,0,0
0.149887,0,0,0,0
0.151272,0,0,0,0
0.152657,0,0,0,0
0.154044,0,0,0,0
0.156183,0,0,0,0
0.158144,0,0,0,0
0.159546,0,0,0,0
0.161322,0,0,0,0
0.162704,0,0,0,0
0.164086,0,0,0,0
0.165475,0,0,0,0
0.166856,0,0,0,0
0.168235,0,0,0,0
0.169620,0,0,0,0
0.171127,0,0,0,0
0.172668,0,0,0,0
0.174129,0,0,0,0
0.175653,0,0,0,0
0.177328,0,0,0,0
0.178753,0,0,0,0
0.180145,0,0,0,0
0.181533,0,0,0,0
0.182920,0,0,0,0
0.184307,0,0,0,0
0.185709,0,0,0,0
0.187226,0,0,0,0
0.188775,0,0,0,0
0.190369,0,0,0,0
0.191920,0,0,0,0
0.193430,0,0,0,0
0.194958,0,0,0,0
0.196520,0,0,0,0
0.198071,0,0,0,0
0.199622,0,0,0,0
0.201239,0,0,0,0
0.202845,0,0,0,0
0.204386,0,0,0,0
0.205850,0,0,0,0
0.207382,0,0,0,0
0.208930,0,0,0,0
0.210483,0,0,0,0
0.212029,0,0,0,0
0.213579,0,0,0,0
0.215127,0,0,0,0
0.216574,0,0,0,0
0.218436,0,0,0,0
0.219966,0,0,0,0
0.221516,0,0,0,0
0.223110,0,0,0,0
0.224657,0,0,0,0
0.226206,0,0,0,0
0.227755,0,0,0,0
0.229319,0,0,0,0
0.230869,0,0,0,0
0.232415,0,0,0,0
0.233965,0,0,0,0
0.235514,0,0,0,0
0.237060,0,0,0,0
0.238613,0,0,0,0
0.240184,0,0,0,0
0.241631,0,0,0,0
0.243151,0,0,0,0
0.244699,0,0,0,0
0.246247,0,0,0,0
0.247797,0,0,0,0
0.249349,0,0,0,0
0.250910,0,0,0,0
0.252458,0,0,0,0
0.254052,0,0,0,0
0.255602,0,0,0,0
0.257150,0,0,0,0
0.258703,0,0,0,0
0.260095,0,0,0,0
0.261620,0,0,0,0
0.263170,0,0,0,0
0.264717,0,0,0,0
0.266267,0,0,0,0
0.267717,0,0,0,0
0.269245,0,0,0,0
0.270795,0,0,0,0
0.272360,0,0,0,0
0.273911,0,0,0,0
0.275463,0,0,0,0
0.277012,0,0,0,0
0.278586,0,0,0,0
0.280136,0,0,0,0
0.281689,0,0,0,0
0.283245,0,0,0,0
0.284785,0,0,0,0
0.286207,0,0,0,0
0.287727,0,0,0,0
0.289281,0,0,0,0
0.290831,0,0,0,0
0.292380,0,0,0,0
0.293947,0,0,0,0
0.295499,0,0,0,0
0.297049,0,0,0,0
0.298604,0,0,0,0
0.300153,0,0,0,0
0.301749,0,0,0,0
0.303300,0,0,0,0
0.304863,0,0,0,0
0.306363,0,0,0,0
0.307884,0,0,0,0
0.309436,0,0,0,0
0.310987,0,0,0,0
0.312535,0,0,0,0
0.314084,0,0,0,0
0.315645,0,0,0,0
0.317197,0,0,0,0
0.318747,0,0,0,0
0.320295,0,0,0,0
0.321847,0,0,0,0
0.323397,0,0,0,0
0.324945,0,0,0,0
0.326511,0,0,0,0
0.328060,0,0,0,0
0.329612,0,0,0,0
0.331162,0,0,0,0
0.332709,0,0,0,0
0.334301,0,0,0,0
0.335851,0,0,0,0
0.337416,0,0,0,0
0.338966,0,0,0,0
