elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
0.001147,0,0,0,0
0.002599,0,0,0,0
0.004021,0,0,0,0
0.005438,0,0,0,0
0.006853,0,0,0,0
0.008331,0,0,0,0
0.009742,0,0,0,0
0.011133,0,0,0,0
0.012523,0,0,0,0
0.013914,0,0,0,0
0.015333,0,0,0,0
0.016810,0,0,0,0
0.018201,0,0,0,0
0.019534,0,0,0,0
0.020912,0,0,0,0
0.022245,0,0,0,0
0.023576,0,0,0,0
0.025051,0,0,0,0
0.026343,0,0,0,0
0.027633,0,0,0,0
0.028934,0,0,0,0
0.030193,0,0,0,0
0.031455,0,0,0,0
0.032742,0,0,0,0
0.033998,0,0,0,0
0.035256,0,0,0,0
0.036645,0,0,0,0
0.037986,0,0,0,0
0.039328,0,0,0,0
0.040698,0,0,0,0
0.042141,0,0,0,0
0.043532,0,0,0,0
0.044995,0,0,0,0
0.046386,0,0,0,0
0.048040,0,0,0,0
0.049408,0,0,0,0
0.050807,0,0,0,0
0.052205,0,0,0,0
0.053594,0,0,0,0
0.054977,0,0,0,0
0.056572,78,0,0,0
0.057856,0,0,0,0
0.059247,0,0,0,0
0.060629,0,0,0,0
0.062013,0,0,0,0
0.063406,0,0,0,0
0.066288,57,0,0,0
0.068267,609,0,0,0
0.069508,504,0,0,0
0.070747,504,0,0,0
0.071986,564,0,0,0
0.073350,507,0,0,0
0.074564,483,0,0,0
0.075764,483,0,0,0
0.076962,501,0,0,0
0.078157,483,0,0,0
0.079353,486,0,0,0
0.080612,279,0,0,0
0.081998,0,0,0,0
0.083386,0,0,0,0
0.084774,0,0,0,0
0.086163,0,0,0,0
0.087547,0,0,0,0
0.088980,0,0,0,0
0.090373,0,0,0,0
0.092035,0,0,0,0
0.093390,0,0,0,0
0.094772,0,0,0,0
0.096234,0,0,0,0
0.097611,0,0,0,0
0.098987,0,0,0,0
0.100364,0,0,0,0
0.101745,0,0,0,0
0.103134,0,0,0,0
0.104514,0,0,0,0
0.105899,0,0,0,0
0.107279,0,0,0,0
0.108657,0,0,0,0
0.110035,0,0,0,0
0.111411,0,0,0,0
0.112972,0,0,0,0
0.114358,0,0,0,0
0.115874,0,0,0,0
0.117254,0,0,0,0
0.118631,0,0,0,0
0.120040,0,0,0,0
0.121455,0,0,0,0
0.122962,0,0,0,0
0.124392,0,0,0,0
0.125905,0,0,0,0
0.127445,0,0,0,0
0.129085,0,0,0,0
0.130632,0,0,0,0
0.132182,0,0,0,0
0.133730,0,0,0,0
0.135289,0,0,0,0
0.136881,0,0,0,0
0.138431,0,0,0,0
0.139981,0,0,0,0
0.141528,0,0,0,0
0.143082,0,0,0,0
0.144718,0,0,0,0
0.146129,0,0,0,0
