elapsed_s,CP_ICACHE_MISSES,CP_ICACHE_HITS,CP_ICACHE_STALL,CP_DCACHE_MISSES,CP_DCACHE_HITS,CP_DCACHE_STALLS,CP_AQE_SQE_STALL,CP_SQE_AQE_STARVE,CP_ISR_CYCLES,CP_SQE_MD8_STALL_CYCLES,CP_SQE_MESH_EXEC_CYCLES,CP_AQE_NUM_AS_CHUNKS,CP_AQE_NUM_MS_CHUNKS,CP_S_SKEW_BUFFER_FULL
0.001105,17,272,2341,0,0,0,0,0,0,0,0,0,0,0
0.002873,17,362,2601,0,0,0,0,0,0,0,0,0,0,0
0.004710,17,268,2473,0,0,0,0,0,0,0,0,0,0,0
0.006362,17,350,2255,0,0,0,0,0,0,0,0,0,0,0
0.007986,17,268,2162,0,0,0,0,0,0,0,0,0,0,0
0.009586,17,318,2400,0,0,0,0,0,0,0,0,0,0,0
0.011182,17,354,2582,0,0,0,0,0,0,0,0,0,0,0
0.012881,17,270,2245,0,0,0,0,0,0,0,0,0,0,0
0.014440,17,370,2572,0,0,0,0,0,0,0,0,0,0,0
0.016057,17,364,2560,0,0,0,0,0,0,0,0,0,0,0
0.017622,17,364,2608,0,0,0,0,0,0,0,0,0,0,0
0.019194,17,274,2555,0,0,0,0,0,0,0,0,0,0,0
0.020893,17,354,2582,0,0,0,0,0,0,0,0,0,0,0
0.022513,17,354,2284,0,0,0,0,0,0,0,0,0,0,0
0.024082,17,352,2562,0,0,0,0,0,0,0,0,0,0,0
0.025645,17,358,2560,0,0,0,0,0,0,0,0,0,0,0
0.027210,17,272,2538,0,0,0,0,0,0,0,0,0,0,0
0.028887,17,264,2192,0,0,0,0,0,0,0,0,0,0,0
0.030408,17,272,2407,0,0,0,0,0,0,0,0,0,0,0
0.031898,17,358,2423,0,0,0,0,0,0,0,0,0,0,0
0.033437,17,250,2134,0,0,0,0,0,0,0,0,0,0,0
0.034933,17,272,2158,0,0,0,0,0,0,0,0,0,0,0
0.036485,17,242,1418,0,0,0,0,0,0,0,0,0,0,0
0.037892,18,205,1304,0,0,0,0,0,0,0,0,0,0,0
0.039295,18,217,1272,0,0,0,0,0,0,0,0,0,0,0
0.040748,18,309,1353,0,0,0,0,0,0,0,0,0,0,0
0.042090,18,209,1332,0,0,0,0,0,0,0,0,0,0,0
0.043431,18,215,1283,0,0,0,0,0,0,0,0,0,0,0
0.044830,17,238,1730,0,0,0,0,0,0,0,0,0,0,0
0.046307,18,239,1658,0,0,0,0,0,0,0,0,0,0,0
0.047783,17,238,1881,0,0,0,0,0,0,0,0,0,0,0
0.049257,18,245,1722,0,0,0,0,0,0,0,0,0,0,0
0.050722,17,232,1721,0,0,0,0,0,0,0,0,0,0,0
0.052246,17,202,1011,0,0,0,0,0,0,0,0,0,0,0
0.053640,18,205,1095,0,0,0,0,0,0,0,0,0,0,0
0.055041,18,209,971,0,0,0,0,0,0,0,0,0,0,0
0.056450,18,209,970,0,0,0,0,0,0,0,0,0,0,0
0.057856,18,209,1008,0,0,0,0,0,0,0,0,0,0,0
0.059253,18,205,974,0,0,0,0,0,0,0,0,0,0,0
0.060654,18,205,974,0,0,0,0,0,0,0,0,0,0,0
0.062050,18,209,1015,0,0,0,0,0,0,0,0,0,0,0
0.063457,148,3513,9277,0,0,0,0,0,0,0,0,0,0,0
0.065119,19,213,1204,0,0,0,0,0,0,0,0,0,0,0
0.066579,18,209,976,0,0,0,0,0,0,0,0,0,0,0
0.068149,18,209,1022,0,0,0,0,0,0,0,0,0,0,0
0.069597,18,209,1038,0,0,0,0,0,0,0,0,0,0,0
0.071003,18,209,1006,0,0,0,0,0,0,0,0,0,0,0
0.072401,18,205,1020,0,0,0,0,0,0,0,0,0,0,0
0.073864,18,209,1029,0,0,0,0,0,0,0,0,0,0,0
0.075309,160,301314,56640,0,0,0,0,0,0,0,0,0,0,0
0.078993,0,2436878,0,0,0,0,0,0,0,0,0,0,0,0
0.080295,0,857692,0,0,0,0,0,0,0,0,0,0,0,0
0.081591,0,855498,0,0,0,0,0,0,0,0,0,0,0,0
0.082885,0,854846,0,0,0,0,0,0,0,0,0,0,0,0
0.084179,0,854370,0,0,0,0,0,0,0,0,0,0,0,0
0.085473,0,854271,0,0,0,0,0,0,0,0,0,0,0,0
0.086765,0,854208,0,0,0,0,0,0,0,0,0,0,0,0
0.088095,0,903264,0,0,0,0,0,0,0,0,0,0,0,0
0.089398,0,838922,0,0,0,0,0,0,0,0,0,0,0,0
