elapsed_s,CP_LONG_PREEMPTIONS,CP_SQE_I_CACHE_STARVE,CP_SQE_IDLE,CP_SQE_PM4_STARVE_RB,CP_SQE_PM4_STARVE_IB1,CP_SQE_PM4_STARVE_IB2,CP_SQE_PM4_STARVE_IB3,CP_SQE_PM4_STARVE_FSDT,CP_SQE_PM4_STARVE_SDS,CP_SQE_MRB_STARVE,CP_SQE_RRB_STARVE,CP_SQE_VSD_STARVE,CP_VSD_DECODE_STARVE,CP_SQE_PIPE_OUT_STALL
0.001132,0,922,94110,47,0,0,0,0,0,0,52,0,0,0
0.002869,0,877,100528,47,0,0,0,0,0,0,52,0,0,0
0.004758,0,811,102344,47,0,0,0,0,0,0,52,0,0,0
0.006481,0,899,96940,47,0,0,0,0,0,0,51,0,0,0
0.008089,0,1050,112713,47,0,0,0,0,0,0,51,0,0,0
0.009973,0,902,98297,47,0,0,0,0,0,0,52,0,0,0
0.011570,0,946,89135,47,0,0,0,0,0,0,52,0,0,0
0.013141,0,952,86922,47,0,0,0,0,0,0,51,0,0,0
0.014714,0,991,87249,47,0,0,0,0,0,0,52,0,0,0
0.016332,0,991,98145,47,0,0,0,0,0,0,52,0,0,0
0.018043,0,1051,116212,47,0,0,0,0,0,0,52,0,0,0
0.019802,0,993,112002,47,0,0,0,0,0,0,52,0,0,0
0.021602,0,972,114383,48,0,0,0,0,0,0,52,0,0,0
0.023325,0,1070,108851,47,0,0,0,0,0,0,52,0,0,0
0.025044,0,888,101246,47,0,0,0,0,0,0,51,0,0,0
0.026664,0,943,99191,47,0,0,0,0,0,0,52,0,0,0
0.028284,0,1176,106545,47,0,0,0,0,0,0,51,0,0,0
0.030031,0,1064,110885,48,0,0,0,0,0,0,52,0,0,0
0.031686,0,1048,103130,47,0,0,0,0,0,0,51,0,0,0
0.033300,0,614,93876,47,0,0,0,0,0,0,52,0,0,0
0.034716,0,591,73707,47,0,0,0,0,0,0,51,0,0,0
0.036125,0,582,75649,47,0,0,0,0,0,0,52,0,0,0
0.037597,0,652,87921,47,0,0,0,0,0,0,52,0,0,0
