elapsed_s,CP_MEMORY_POOL_BELOW_THRESH,CP_AHB_WR_STALL_PRE_DRAWS,CP_AHB_STALL_SQE_GMU,CP_AHB_STALL_SQE_WR_OTHER,CP_AHB_STALL_SQE_RD_OTHER,CP_CLUSTER_FE_U_EMPTY,CP_CLUSTER_FE_S_EMPTY,CP_CLUSTER_SP_VS_EMPTY,CP_CLUSTER_VPC_US_EMPTY,CP_CLUSTER_VPC_VS_EMPTY,CP_CLUSTER_GRAS_EMPTY,CP_CLUSTER_SP_PS_EMPTY,CP_CLUSTER_VPC_PS_EMPTY,CP_CLUSTER_PS_EMPTY
0.001125,0,0,0,0,0,365656,367429,370549,372762,375685,376233,377267,379346,377079
0.002927,0,0,0,0,0,357933,357277,356402,357821,358746,357848,355852,352651,349562
0.004612,0,0,0,0,0,330491,334291,337181,334863,330683,329035,329035,329061,331602
0.006267,0,0,0,0,0,332561,327666,322556,320963,320963,320989,320961,320933,318360
0.007867,0,0,0,0,0,308918,308698,308479,308287,308094,307876,307681,307462,307300
0.009450,0,0,0,0,0,306352,306350,306349,306348,306348,306346,306372,306397,306369
0.011015,0,0,0,0,0,306350,306378,306378,306376,306375,306347,306345,306346,306398
0.012579,0,0,0,0,0,304574,304545,304543,304542,304541,304595,304568,304594,304537
0.014142,0,0,0,0,0,306444,306470,306469,306443,306469,306412,306439,306409,306411
0.015704,0,0,0,0,0,307001,306863,306752,306613,306474,306364,306227,306116,305979
0.017258,0,0,0,0,0,297757,297755,297728,297757,297727,297726,297752,297698,297749
0.018802,0,0,0,0,0,313907,313880,313880,313904,313933,313961,313958,313984,313958
0.020427,0,0,0,0,0,302401,302426,302479,302450,302449,302419,302419,302390,302362
0.021987,0,0,0,0,0,299712,299685,299628,299627,299599,299653,299653,299680,299731
0.023572,0,0,0,0,0,287220,286917,286643,286343,286066,285737,285436,285106,284778
0.025067,0,0,0,0,0,284287,284286,284286,284257,284230,284203,284172,284171,284199
0.026621,0,0,0,0,0,318703,318838,331678,340080,347027,355030,365014,373109,378984
0.028418,0,0,0,0,0,349335,349226,341743,336592,329644,323851,316355,308285,302435
0.029940,0,0,0,0,0,298084,298084,292721,289495,289494,287333,284871,284844,284842
0.031485,0,0,0,0,0,287977,282408,276842,271289,265759,260170,254613,249076,243485
0.032895,0,0,0,0,0,217373,217383,217387,217381,217375,217379,217395,217388,217389
0.034299,0,0,0,0,0,216731,216723,216718,216706,216697,216678,216642,216643,216635
0.035710,0,0,0,0,0,176962,177162,177359,177564,177771,177983,178213,178414,178612
0.037043,0,0,0,0,0,179298,179309,179309,179314,179313,179312,179285,179284,179308
0.038374,0,0,0,0,0,178943,178942,178965,178958,178956,178949,178956,178959,178939
0.039798,0,0,0,0,0,210881,212764,214867,216844,219946,221906,223802,225697,227593
0.041286,0,0,0,0,0,222904,222916,222783,222771,221599,221550,221655,221654,221642
0.042778,0,0,0,0,0,223189,223292,223315,223314,223362,223478,223430,223524,223606
