elapsed_s,TP_NEVER_COUNT,TP_BUSY_CYCLES,TP_STALL_CYCLES_UCHE,TP_LATENCY_CYCLES,TP_LATENCY_TRANS,TP_FLAG_FIFO_DELAY_SAMPLES,TP_FLAG_FIFO_DELAY_CYCLES,TP_L1_CACHELINE_REQUESTS,TP_L1_CACHELINE_MISSES,TP_SP_TP_TRANS,TP_TP_SP_TRANS,TP_OUTPUT_PIXELS
0.001105,0,0,0,0,0,0,0,0,0,0,0,0
0.002727,0,0,0,0,0,0,0,0,0,0,0,0
0.004351,0,0,0,0,0,0,0,0,0,0,0,0
0.005849,0,0,0,0,0,0,0,0,0,0,0,0
0.007338,0,0,0,0,0,0,0,0,0,0,0,0
0.008825,0,0,0,0,0,0,0,0,0,0,0,0
0.010322,0,0,0,0,0,0,0,0,0,0,0,0
0.011812,0,0,0,0,0,0,0,0,0,0,0,0
0.013299,0,0,0,0,0,0,0,0,0,0,0,0
0.014912,0,0,0,0,0,0,0,0,0,0,0,0
0.016405,0,0,0,0,0,0,0,0,0,0,0,0
0.017861,0,0,0,0,0,0,0,0,0,0,0,0
0.019284,0,0,0,0,0,0,0,0,0,0,0,0
0.020775,0,0,0,0,0,0,0,0,0,0,0,0
0.022253,0,0,0,0,0,0,0,0,0,0,0,0
0.023671,0,0,0,0,0,0,0,0,0,0,0,0
0.025089,0,0,0,0,0,0,0,0,0,0,0,0
0.026509,0,0,0,0,0,0,0,0,0,0,0,0
0.027948,0,0,0,0,0,0,0,0,0,0,0,0
0.029365,0,0,0,0,0,0,0,0,0,0,0,0
0.030880,0,0,0,0,0,0,0,0,0,0,0,0
0.032289,0,0,0,0,0,0,0,0,0,0,0,0
0.033687,0,0,0,0,0,0,0,0,0,0,0,0
0.035084,0,0,0,0,0,0,0,0,0,0,0,0
0.036482,0,0,0,0,0,0,0,0,0,0,0,0
0.037944,0,0,0,0,0,0,0,0,0,0,0,0
0.039371,0,0,0,0,0,0,0,0,0,0,0,0
0.040775,0,0,0,0,0,0,0,0,0,0,0,0
0.042185,0,0,0,0,0,0,0,0,0,0,0,0
0.043587,0,0,0,0,0,0,0,0,0,0,0,0
0.044989,0,0,0,0,0,0,0,0,0,0,0,0
0.046429,0,0,0,0,0,0,0,0,0,0,0,0
0.047894,0,0,0,0,0,0,0,0,0,0,0,0
0.049245,0,0,0,0,0,0,0,0,0,0,0,0
0.050768,0,0,0,0,0,0,0,0,0,0,0,0
0.052240,0,0,0,0,0,0,0,0,0,0,0,0
0.053910,0,0,0,0,0,0,0,0,0,0,0,0
0.055381,0,0,0,0,0,0,0,0,0,0,0,0
0.056850,0,0,0,0,0,0,0,0,0,0,0,0
0.058309,0,0,0,0,0,0,0,0,0,0,0,0
0.059760,0,0,0,0,0,0,0,0,0,0,0,0
0.061155,0,0,0,0,0,0,0,0,0,0,0,0
0.062639,0,0,0,0,0,0,0,0,0,0,0,0
0.063988,0,0,0,0,0,0,0,0,0,0,0,0
0.065343,0,0,0,0,0,0,0,0,0,0,0,0
0.066704,0,0,0,0,0,0,0,0,0,0,0,0
0.068066,0,0,0,0,0,0,0,0,0,0,0,0
0.069423,0,0,0,0,0,0,0,0,0,0,0,0
0.070777,0,0,0,0,0,0,0,0,0,0,0,0
0.072132,0,0,0,0,0,0,0,0,0,0,0,0
0.073494,0,0,0,0,0,0,0,0,0,0,0,0
0.074958,0,576,0,0,0,0,0,0,0,0,0,0
0.076567,0,0,0,0,0,0,0,0,0,0,0,0
0.078049,0,0,0,0,0,0,0,0,0,0,0,0
0.079497,0,0,0,0,0,0,0,0,0,0,0,0
0.080944,0,0,0,0,0,0,0,0,0,0,0,0
0.082394,0,0,0,0,0,0,0,0,0,0,0,0
0.083863,0,0,0,0,0,0,0,0,0,0,0,0
0.085311,0,0,0,0,0,0,0,0,0,0,0,0
0.086785,0,0,0,0,0,0,0,0,0,0,0,0
0.088253,0,238778,0,190423,1662,0,0,28224,28672,7168,114688,237056
0.089492,0,736453,0,561744,6144,0,0,98496,98304,24576,393216,786432
0.090731,0,735041,0,560248,6132,0,0,98112,98240,24576,393216,786432
0.091968,0,735996,0,560984,6132,0,0,98112,98112,24576,393216,783392
0.093205,0,737255,0,561716,6144,0,0,98304,98304,24576,393216,781792
0.094444,0,736898,0,561554,6144,0,0,98304,98304,24576,393216,792576
0.095683,0,736616,0,561634,6144,0,0,98304,98304,24576,393216,784864
0.096923,0,736403,0,561501,6144,0,0,98304,98304,24576,393216,783432
0.098160,0,731157,0,559275,6120,0,0,97920,97920,24512,393216,784856
0.099397,0,735970,0,560545,6132,0,0,98112,98112,24576,393216,786432
0.100636,0,736130,0,561275,6144,0,0,98304,98304,24576,393216,786432
0.101996,0,305573,0,226385,2464,0,0,38080,37696,9280,147456,294912
0.103447,0,0,0,0,0,0,0,0,0,0,0,0
0.104839,0,0,0,0,0,0,0,0,0,0,0,0
0.106232,0,0,0,0,0,0,0,0,0,0,0,0
0.107624,0,0,0,0,0,0,0,0,0,0,0,0
0.109017,0,0,0,0,0,0,0,0,0,0,0,0
0.110428,0,0,0,0,0,0,0,0,0,0,0,0
0.111836,0,0,0,0,0,0,0,0,0,0,0,0
0.113246,0,0,0,0,0,0,0,0,0,0,0,0
0.114704,0,0,0,0,0,0,0,0,0,0,0,0
0.116116,0,0,0,0,0,0,0,0,0,0,0,0
0.117523,0,0,0,0,0,0,0,0,0,0,0,0
0.118928,0,0,0,0,0,0,0,0,0,0,0,0
0.120335,0,0,0,0,0,0,0,0,0,0,0,0
0.121797,0,0,0,0,0,0,0,0,0,0,0,0
0.123211,0,0,0,0,0,0,0,0,0,0,0,0
0.124626,0,0,0,0,0,0,0,0,0,0,0,0
0.126056,0,0,0,0,0,0,0,0,0,0,0,0
0.127389,0,0,0,0,0,0,0,0,0,0,0,0
0.128720,0,0,0,0,0,0,0,0,0,0,0,0
0.130051,0,0,0,0,0,0,0,0,0,0,0,0
0.131381,0,0,0,0,0,0,0,0,0,0,0,0
0.132709,0,0,0,0,0,0,0,0,0,0,0,0
0.134039,0,0,0,0,0,0,0,0,0,0,0,0
0.135378,0,0,0,0,0,0,0,0,0,0,0,0
0.136710,0,0,0,0,0,0,0,0,0,0,0,0
0.138042,0,0,0,0,0,0,0,0,0,0,0,0
0.139374,0,0,0,0,0,0,0,0,0,0,0,0
0.140705,0,0,0,0,0,0,0,0,0,0,0,0
0.142160,0,0,0,0,0,0,0,0,0,0,0,0
0.143767,0,0,0,0,0,0,0,0,0,0,0,0
0.145357,0,0,0,0,0,0,0,0,0,0,0,0
0.146967,0,0,0,0,0,0,0,0,0,0,0,0
0.148557,0,0,0,0,0,0,0,0,0,0,0,0
0.150151,0,0,0,0,0,0,0,0,0,0,0,0
0.151743,0,0,0,0,0,0,0,0,0,0,0,0
0.153334,0,0,0,0,0,0,0,0,0,0,0,0
0.154810,0,0,0,0,0,0,0,0,0,0,0,0
0.156375,0,0,0,0,0,0,0,0,0,0,0,0
0.157859,0,0,0,0,0,0,0,0,0,0,0,0
0.159463,0,0,0,0,0,0,0,0,0,0,0,0
0.161098,0,0,0,0,0,0,0,0,0,0,0,0
0.162691,0,0,0,0,0,0,0,0,0,0,0,0
0.164283,0,0,0,0,0,0,0,0,0,0,0,0
0.165934,0,0,0,0,0,0,0,0,0,0,0,0
0.167527,0,0,0,0,0,0,0,0,0,0,0,0
0.169130,0,0,0,0,0,0,0,0,0,0,0,0
0.170722,0,0,0,0,0,0,0,0,0,0,0,0
0.172315,0,0,0,0,0,0,0,0,0,0,0,0
0.173908,0,0,0,0,0,0,0,0,0,0,0,0
0.175501,0,0,0,0,0,0,0,0,0,0,0,0
0.177092,0,0,0,0,0,0,0,0,0,0,0,0
0.178684,0,0,0,0,0,0,0,0,0,0,0,0
0.180290,0,0,0,0,0,0,0,0,0,0,0,0
0.181883,0,0,0,0,0,0,0,0,0,0,0,0
0.183475,0,0,0,0,0,0,0,0,0,0,0,0
0.185065,0,0,0,0,0,0,0,0,0,0,0,0
0.186656,0,0,0,0,0,0,0,0,0,0,0,0
0.188247,0,0,0,0,0,0,0,0,0,0,0,0
0.189841,0,0,0,0,0,0,0,0,0,0,0,0
0.191491,0,0,0,0,0,0,0,0,0,0,0,0
0.193082,0,0,0,0,0,0,0,0,0,0,0,0
0.194674,0,0,0,0,0,0,0,0,0,0,0,0
0.196265,0,0,0,0,0,0,0,0,0,0,0,0
0.197859,0,0,0,0,0,0,0,0,0,0,0,0
0.199451,0,0,0,0,0,0,0,0,0,0,0,0
0.201042,0,0,0,0,0,0,0,0,0,0,0,0
0.202646,0,0,0,0,0,0,0,0,0,0,0,0
0.204117,0,0,0,0,0,0,0,0,0,0,0,0
0.205689,0,0,0,0,0,0,0,0,0,0,0,0
0.207327,0,0,0,0,0,0,0,0,0,0,0,0
0.208919,0,0,0,0,0,0,0,0,0,0,0,0
0.210514,0,0,0,0,0,0,0,0,0,0,0,0
0.212109,0,0,0,0,0,0,0,0,0,0,0,0
0.213595,0,0,0,0,0,0,0,0,0,0,0,0
0.215282,0,0,0,0,0,0,0,0,0,0,0,0
0.216875,0,0,0,0,0,0,0,0,0,0,0,0
0.218469,0,0,0,0,0,0,0,0,0,0,0,0
0.220064,0,0,0,0,0,0,0,0,0,0,0,0
0.221661,0,0,0,0,0,0,0,0,0,0,0,0
0.223299,0,0,0,0,0,0,0,0,0,0,0,0
0.224903,0,0,0,0,0,0,0,0,0,0,0,0
0.226498,0,0,0,0,0,0,0,0,0,0,0,0
0.228092,0,0,0,0,0,0,0,0,0,0,0,0
0.229686,0,0,0,0,0,0,0,0,0,0,0,0
0.231281,0,0,0,0,0,0,0,0,0,0,0,0
0.232873,0,0,0,0,0,0,0,0,0,0,0,0
0.234467,0,0,0,0,0,0,0,0,0,0,0,0
0.236073,0,0,0,0,0,0,0,0,0,0,0,0
0.237669,0,0,0,0,0,0,0,0,0,0,0,0
0.239308,0,0,0,0,0,0,0,0,0,0,0,0
0.240900,0,0,0,0,0,0,0,0,0,0,0,0
0.242495,0,0,0,0,0,0,0,0,0,0,0,0
0.244090,0,0,0,0,0,0,0,0,0,0,0,0
0.245687,0,0,0,0,0,0,0,0,0,0,0,0
0.247294,0,0,0,0,0,0,0,0,0,0,0,0
0.248887,0,0,0,0,0,0,0,0,0,0,0,0
0.250481,0,0,0,0,0,0,0,0,0,0,0,0
0.252076,0,0,0,0,0,0,0,0,0,0,0,0
0.253672,0,0,0,0,0,0,0,0,0,0,0,0
0.255309,0,0,0,0,0,0,0,0,0,0,0,0
0.256902,0,0,0,0,0,0,0,0,0,0,0,0
0.258510,0,0,0,0,0,0,0,0,0,0,0,0
0.260105,0,0,0,0,0,0,0,0,0,0,0,0
0.261701,0,0,0,0,0,0,0,0,0,0,0,0
0.263295,0,0,0,0,0,0,0,0,0,0,0,0
0.264889,0,0,0,0,0,0,0,0,0,0,0,0
0.266483,0,0,0,0,0,0,0,0,0,0,0,0
0.268067,0,0,0,0,0,0,0,0,0,0,0,0
0.269793,0,0,0,0,0,0,0,0,0,0,0,0
0.271268,0,0,0,0,0,0,0,0,0,0,0,0
0.272704,0,0,0,0,0,0,0,0,0,0,0,0
0.274265,0,0,0,0,0,0,0,0,0,0,0,0
0.275850,0,0,0,0,0,0,0,0,0,0,0,0
0.277435,0,0,0,0,0,0,0,0,0,0,0,0
0.279054,0,0,0,0,0,0,0,0,0,0,0,0
0.280659,0,0,0,0,0,0,0,0,0,0,0,0
0.282253,0,0,0,0,0,0,0,0,0,0,0,0
0.283847,0,0,0,0,0,0,0,0,0,0,0,0
0.285437,0,0,0,0,0,0,0,0,0,0,0,0
0.287035,0,0,0,0,0,0,0,0,0,0,0,0
0.288628,0,0,0,0,0,0,0,0,0,0,0,0
0.290222,0,0,0,0,0,0,0,0,0,0,0,0
0.291829,0,0,0,0,0,0,0,0,0,0,0,0
0.293315,0,0,0,0,0,0,0,0,0,0,0,0
0.294886,0,0,0,0,0,0,0,0,0,0,0,0
0.296477,0,0,0,0,0,0,0,0,0,0,0,0
0.298071,0,0,0,0,0,0,0,0,0,0,0,0
0.299664,0,0,0,0,0,0,0,0,0,0,0,0
0.301256,0,0,0,0,0,0,0,0,0,0,0,0
0.302945,0,0,0,0,0,0,0,0,0,0,0,0
0.304536,0,0,0,0,0,0,0,0,0,0,0,0
0.306129,0,0,0,0,0,0,0,0,0,0,0,0
0.307721,0,0,0,0,0,0,0,0,0,0,0,0
0.309311,0,0,0,0,0,0,0,0,0,0,0,0
0.310906,0,0,0,0,0,0,0,0,0,0,0,0
0.312611,0,0,0,0,0,0,0,0,0,0,0,0
0.314220,0,0,0,0,0,0,0,0,0,0,0,0
0.315815,0,0,0,0,0,0,0,0,0,0,0,0
0.317407,0,0,0,0,0,0,0,0,0,0,0,0
0.319008,0,0,0,0,0,0,0,0,0,0,0,0
0.320601,0,0,0,0,0,0,0,0,0,0,0,0
0.322197,0,0,0,0,0,0,0,0,0,0,0,0
0.323791,0,0,0,0,0,0,0,0,0,0,0,0
0.325397,0,0,0,0,0,0,0,0,0,0,0,0
0.326996,0,0,0,0,0,0,0,0,0,0,0,0
0.328589,0,0,0,0,0,0,0,0,0,0,0,0
0.330184,0,0,0,0,0,0,0,0,0,0,0,0
0.331779,0,0,0,0,0,0,0,0,0,0,0,0
0.333370,0,0,0,0,0,0,0,0,0,0,0,0
0.334968,0,0,0,0,0,0,0,0,0,0,0,0
0.336576,0,0,0,0,0,0,0,0,0,0,0,0
0.338172,0,0,0,0,0,0,0,0,0,0,0,0
0.339767,0,0,0,0,0,0,0,0,0,0,0,0
0.341359,0,0,0,0,0,0,0,0,0,0,0,0
0.342958,0,0,0,0,0,0,0,0,0,0,0,0
0.344551,0,0,0,0,0,0,0,0,0,0,0,0
0.346148,0,0,0,0,0,0,0,0,0,0,0,0
