elapsed_s,TP_PACKED_POINT_SINGLE_VALID_FP32,TP_TOTAL_DECOMP_L1_RESP_CH0,TP_TOTAL_DECOMP_L1_RESP_CH1,TP_L1POINT5_PRE_L1_DECOMP_0_WORKLOAD_R,TP_L1POINT5_PRE_L1_DECOMP_1_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_0_WORKLOAD_R,TP_L1POINT5_ASTC_DECODER_1_WORKLOAD_R,TP_PARTIAL_SURFACE_PGMEM_PIXELS,TP_PARTIAL_SURFACE_SYSMEM_PIXELS,TP_PARTIAL_SURFACE_PGMEM_MISS_REQ,TP_PARTIAL_SURFACE_SYSMEM_MISS_REQ
0.001459,0,0,0,0,0,0,0,0,0,0,0
0.003146,0,0,0,0,0,0,0,0,0,0,0
0.004867,0,0,0,0,0,0,0,0,0,0,0
0.006424,0,0,0,0,0,0,0,0,0,0,0
0.007973,0,0,0,0,0,0,0,0,0,0,0
0.009542,0,0,0,0,0,0,0,0,0,0,0
0.011093,0,0,0,0,0,0,0,0,0,0,0
0.012640,0,0,0,0,0,0,0,0,0,0,0
0.014185,0,0,0,0,0,0,0,0,0,0,0
0.015734,0,0,0,0,0,0,0,0,0,0,0
0.017281,0,0,0,0,0,0,0,0,0,0,0
0.018830,0,0,0,0,0,0,0,0,0,0,0
0.020603,0,0,0,0,0,0,0,0,0,0,0
0.022117,0,0,0,0,0,0,0,0,0,0,0
0.023679,0,0,0,0,0,0,0,0,0,0,0
0.025194,0,0,0,0,0,0,0,0,0,0,0
0.026708,0,0,0,0,0,0,0,0,0,0,0
0.028347,0,0,0,0,0,0,0,0,0,0,0
0.029865,0,0,0,0,0,0,0,0,0,0,0
0.031454,0,0,0,0,0,0,0,0,0,0,0
0.033059,0,0,0,0,0,0,0,0,0,0,0
0.034468,0,0,0,0,0,0,0,0,0,0,0
0.035975,0,0,0,0,0,0,0,0,0,0,0
0.037333,0,0,0,0,0,0,0,0,0,0,0
0.038787,0,0,0,0,0,0,0,0,0,0,0
