elapsed_s,TP_DIVERGENT_QUADS_RECEIVED,TP_PRT_NON_RESIDENT_EVENTS,TP_OUTPUT_PIXELS_POINT,TP_OUTPUT_PIXELS_BILINEAR,TP_OUTPUT_PIXELS_MIP,TP_OUTPUT_PIXELS_ANISO,TP_OUTPUT_PIXELS_ZERO_LOD,TP_FLAG_CACHE_REQUESTS,TP_FLAG_CACHE_MISSES,TP_L1_5_L2_REQUESTS,TP_2D_OUTPUT_PIXELS,TP_2D_OUTPUT_PIXELS_POINT
0.001104,0,0,0,0,0,0,0,0,0,0,0,0
0.002748,0,0,0,0,0,0,0,0,0,0,0,0
0.004358,0,0,0,0,0,0,0,0,0,0,0,0
0.005964,0,0,0,0,0,0,0,0,0,0,0,0
0.007762,0,0,0,0,0,0,0,0,0,0,0,0
0.009330,0,0,0,0,0,0,0,0,0,0,0,0
0.010869,0,0,0,0,0,0,0,0,0,0,0,0
0.012404,0,0,0,0,0,0,0,0,0,0,0,0
0.013937,0,0,0,0,0,0,0,0,0,0,0,0
0.015494,0,0,0,0,0,0,0,0,0,0,0,0
0.017034,0,0,0,0,0,0,0,0,0,0,0,0
0.018613,0,0,0,0,0,0,0,0,0,0,0,0
0.020168,0,0,0,0,0,0,0,0,0,0,0,0
0.021689,0,0,0,0,0,0,0,0,0,0,0,0
0.023396,0,0,0,0,0,0,0,0,0,0,0,0
0.024869,0,0,0,0,0,0,0,0,0,0,0,0
0.026502,0,0,0,0,0,0,0,0,0,0,0,0
0.028095,0,0,0,0,0,0,0,0,0,0,0,0
0.029683,0,0,0,0,0,0,0,0,0,0,0,0
0.031261,0,0,0,0,0,0,0,0,0,0,0,0
0.032658,0,0,0,0,0,0,0,0,0,0,0,0
0.034053,0,0,0,0,0,0,0,0,0,0,0,0
0.035448,0,0,0,0,0,0,0,0,0,0,0,0
0.036849,0,0,0,0,0,0,0,0,0,0,0,0
0.038243,0,0,0,0,0,0,0,0,0,0,0,0
0.039653,0,0,0,0,0,0,0,0,0,0,0,0
0.041048,0,0,0,0,0,0,0,0,0,0,0,0
0.042468,0,0,0,0,0,0,0,0,0,0,0,0
0.043853,0,0,0,0,0,0,0,0,0,0,0,0
0.045244,0,0,0,0,0,0,0,0,0,0,0,0
0.046673,0,0,0,0,0,0,0,0,0,0,0,0
0.048072,0,0,0,0,0,0,0,0,0,0,0,0
0.049471,0,0,0,0,0,0,0,0,0,0,0,0
0.050861,0,0,0,0,0,0,0,0,0,0,0,0
0.052338,0,0,0,0,0,0,0,0,0,0,0,0
0.053835,0,0,0,0,0,0,0,0,0,0,0,0
0.055363,0,0,0,0,0,0,0,0,0,0,0,0
0.056755,0,0,0,0,0,0,0,0,0,0,0,0
0.058142,0,0,0,0,0,0,0,0,0,0,0,0
0.059529,0,0,0,0,0,0,0,0,0,0,0,0
0.061078,0,0,0,0,0,0,0,0,0,0,0,0
0.062467,0,0,0,0,0,0,0,0,0,0,0,0
0.063918,0,0,0,0,0,0,0,0,0,0,0,0
0.065305,0,0,0,0,0,0,0,0,0,0,0,0
0.066738,0,0,0,0,0,0,0,0,0,0,0,0
0.068123,0,0,0,0,0,0,0,0,0,0,0,0
0.069507,0,0,0,0,0,0,0,0,0,0,0,0
0.070933,0,0,127488,0,0,0,137216,0,0,18496,0,0
0.072244,0,0,822272,0,0,0,823808,0,0,102976,0,0
0.073530,0,0,816128,0,0,0,816128,0,0,102016,0,0
0.076245,0,0,1722880,0,0,0,1725440,0,0,214784,0,0
0.077531,0,0,814592,0,0,0,814592,0,0,102400,0,0
0.078944,0,0,1003008,0,0,0,1000448,0,0,125376,0,0
0.080387,0,0,821248,0,0,0,822272,0,0,102784,0,0
0.081649,0,0,786432,0,0,0,792576,0,0,99072,0,0
0.082897,0,0,797184,0,0,0,792576,0,0,98752,0,0
0.084139,0,0,677376,0,0,0,663552,0,0,81920,0,0
0.085470,0,0,0,0,0,0,0,0,0,0,0,0
0.086875,0,0,0,0,0,0,0,0,0,0,0,0
0.088313,0,0,0,0,0,0,0,0,0,0,0,0
0.089738,0,0,0,0,0,0,0,0,0,0,0,0
0.091163,0,0,0,0,0,0,0,0,0,0,0,0
0.092587,0,0,0,0,0,0,0,0,0,0,0,0
0.094011,0,0,0,0,0,0,0,0,0,0,0,0
0.095420,0,0,0,0,0,0,0,0,0,0,0,0
0.096830,0,0,0,0,0,0,0,0,0,0,0,0
0.098230,0,0,0,0,0,0,0,0,0,0,0,0
0.099626,0,0,0,0,0,0,0,0,0,0,0,0
0.101022,0,0,0,0,0,0,0,0,0,0,0,0
0.102424,0,0,0,0,0,0,0,0,0,0,0,0
0.103925,0,0,0,0,0,0,0,0,0,0,0,0
0.105304,0,0,0,0,0,0,0,0,0,0,0,0
0.106691,0,0,0,0,0,0,0,0,0,0,0,0
0.108108,0,0,0,0,0,0,0,0,0,0,0,0
0.109487,0,0,0,0,0,0,0,0,0,0,0,0
0.110896,0,0,0,0,0,0,0,0,0,0,0,0
0.112339,0,0,0,0,0,0,0,0,0,0,0,0
0.113780,0,0,0,0,0,0,0,0,0,0,0,0
0.115283,0,0,0,0,0,0,0,0,0,0,0,0
0.116731,0,0,0,0,0,0,0,0,0,0,0,0
0.118176,0,0,0,0,0,0,0,0,0,0,0,0
0.119638,0,0,0,0,0,0,0,0,0,0,0,0
0.121087,0,0,0,0,0,0,0,0,0,0,0,0
0.122537,0,0,0,0,0,0,0,0,0,0,0,0
0.123986,0,0,0,0,0,0,0,0,0,0,0,0
0.125435,0,0,0,0,0,0,0,0,0,0,0,0
0.126795,0,0,0,0,0,0,0,0,0,0,0,0
0.128236,0,0,0,0,0,0,0,0,0,0,0,0
0.129664,0,0,0,0,0,0,0,0,0,0,0,0
0.131091,0,0,0,0,0,0,0,0,0,0,0,0
0.132516,0,0,0,0,0,0,0,0,0,0,0,0
0.133940,0,0,0,0,0,0,0,0,0,0,0,0
0.135406,0,0,0,0,0,0,0,0,0,0,0,0
0.136833,0,0,0,0,0,0,0,0,0,0,0,0
0.138314,0,0,0,0,0,0,0,0,0,0,0,0
0.139738,0,0,0,0,0,0,0,0,0,0,0,0
0.141161,0,0,0,0,0,0,0,0,0,0,0,0
0.142622,0,0,0,0,0,0,0,0,0,0,0,0
0.144048,0,0,0,0,0,0,0,0,0,0,0,0
0.145471,0,0,0,0,0,0,0,0,0,0,0,0
0.146895,0,0,0,0,0,0,0,0,0,0,0,0
0.148327,0,0,0,0,0,0,0,0,0,0,0,0
0.149751,0,0,0,0,0,0,0,0,0,0,0,0
0.151208,0,0,0,0,0,0,0,0,0,0,0,0
0.152842,0,0,0,0,0,0,0,0,0,0,0,0
0.154308,0,0,0,0,0,0,0,0,0,0,0,0
0.155873,0,0,0,0,0,0,0,0,0,0,0,0
0.157466,0,0,0,0,0,0,0,0,0,0,0,0
0.158995,0,0,0,0,0,0,0,0,0,0,0,0
0.160560,0,0,0,0,0,0,0,0,0,0,0,0
0.162155,0,0,0,0,0,0,0,0,0,0,0,0
0.163758,0,0,0,0,0,0,0,0,0,0,0,0
0.165351,0,0,0,0,0,0,0,0,0,0,0,0
0.166991,0,0,0,0,0,0,0,0,0,0,0,0
0.168586,0,0,0,0,0,0,0,0,0,0,0,0
0.170194,0,0,0,0,0,0,0,0,0,0,0,0
0.171788,0,0,0,0,0,0,0,0,0,0,0,0
0.173381,0,0,0,0,0,0,0,0,0,0,0,0
0.175021,0,0,0,0,0,0,0,0,0,0,0,0
0.176615,0,0,0,0,0,0,0,0,0,0,0,0
0.178256,0,0,0,0,0,0,0,0,0,0,0,0
0.179851,0,0,0,0,0,0,0,0,0,0,0,0
0.181457,0,0,0,0,0,0,0,0,0,0,0,0
0.183411,0,0,0,0,0,0,0,0,0,0,0,0
0.185011,0,0,0,0,0,0,0,0,0,0,0,0
0.186607,0,0,0,0,0,0,0,0,0,0,0,0
0.188204,0,0,0,0,0,0,0,0,0,0,0,0
0.189797,0,0,0,0,0,0,0,0,0,0,0,0
0.191359,0,0,0,0,0,0,0,0,0,0,0,0
0.192924,0,0,0,0,0,0,0,0,0,0,0,0
0.194522,0,0,0,0,0,0,0,0,0,0,0,0
0.196118,0,0,0,0,0,0,0,0,0,0,0,0
0.197713,0,0,0,0,0,0,0,0,0,0,0,0
0.199181,0,0,0,0,0,0,0,0,0,0,0,0
0.200746,0,0,0,0,0,0,0,0,0,0,0,0
0.202358,0,0,0,0,0,0,0,0,0,0,0,0
0.203853,0,0,0,0,0,0,0,0,0,0,0,0
0.205445,0,0,0,0,0,0,0,0,0,0,0,0
0.207084,0,0,0,0,0,0,0,0,0,0,0,0
0.208680,0,0,0,0,0,0,0,0,0,0,0,0
0.210276,0,0,0,0,0,0,0,0,0,0,0,0
0.211873,0,0,0,0,0,0,0,0,0,0,0,0
0.213481,0,0,0,0,0,0,0,0,0,0,0,0
0.215120,0,0,0,0,0,0,0,0,0,0,0,0
0.216714,0,0,0,0,0,0,0,0,0,0,0,0
0.218311,0,0,0,0,0,0,0,0,0,0,0,0
0.219907,0,0,0,0,0,0,0,0,0,0,0,0
0.221500,0,0,0,0,0,0,0,0,0,0,0,0
0.223138,0,0,0,0,0,0,0,0,0,0,0,0
0.224748,0,0,0,0,0,0,0,0,0,0,0,0
0.226345,0,0,0,0,0,0,0,0,0,0,0,0
0.227940,0,0,0,0,0,0,0,0,0,0,0,0
0.229533,0,0,0,0,0,0,0,0,0,0,0,0
0.231172,0,0,0,0,0,0,0,0,0,0,0,0
0.232759,0,0,0,0,0,0,0,0,0,0,0,0
0.234419,0,0,0,0,0,0,0,0,0,0,0,0
0.235857,0,0,0,0,0,0,0,0,0,0,0,0
0.237292,0,0,0,0,0,0,0,0,0,0,0,0
0.238896,0,0,0,0,0,0,0,0,0,0,0,0
0.240490,0,0,0,0,0,0,0,0,0,0,0,0
0.242082,0,0,0,0,0,0,0,0,0,0,0,0
0.243722,0,0,0,0,0,0,0,0,0,0,0,0
0.245314,0,0,0,0,0,0,0,0,0,0,0,0
0.246843,0,0,0,0,0,0,0,0,0,0,0,0
0.248405,0,0,0,0,0,0,0,0,0,0,0,0
0.250048,0,0,0,0,0,0,0,0,0,0,0,0
0.251464,0,0,0,0,0,0,0,0,0,0,0,0
0.252900,0,0,0,0,0,0,0,0,0,0,0,0
0.254329,0,0,0,0,0,0,0,0,0,0,0,0
0.255803,0,0,0,0,0,0,0,0,0,0,0,0
0.257243,0,0,0,0,0,0,0,0,0,0,0,0
0.258672,0,0,0,0,0,0,0,0,0,0,0,0
0.260229,0,0,0,0,0,0,0,0,0,0,0,0
0.261822,0,0,0,0,0,0,0,0,0,0,0,0
0.263514,0,0,0,0,0,0,0,0,0,0,0,0
0.265107,0,0,0,0,0,0,0,0,0,0,0,0
0.266702,0,0,0,0,0,0,0,0,0,0,0,0
0.268310,0,0,0,0,0,0,0,0,0,0,0,0
0.269904,0,0,0,0,0,0,0,0,0,0,0,0
0.271502,0,0,0,0,0,0,0,0,0,0,0,0
0.273095,0,0,0,0,0,0,0,0,0,0,0,0
0.274690,0,0,0,0,0,0,0,0,0,0,0,0
0.276284,0,0,0,0,0,0,0,0,0,0,0,0
0.277876,0,0,0,0,0,0,0,0,0,0,0,0
0.279490,0,0,0,0,0,0,0,0,0,0,0,0
0.281083,0,0,0,0,0,0,0,0,0,0,0,0
0.282680,0,0,0,0,0,0,0,0,0,0,0,0
0.284274,0,0,0,0,0,0,0,0,0,0,0,0
0.285866,0,0,0,0,0,0,0,0,0,0,0,0
0.287467,0,0,0,0,0,0,0,0,0,0,0,0
0.289060,0,0,0,0,0,0,0,0,0,0,0,0
0.290668,0,0,0,0,0,0,0,0,0,0,0,0
0.292263,0,0,0,0,0,0,0,0,0,0,0,0
