elapsed_s,RAS_STARVE_CYCLES_TSE,RAS_SUPER_TILES,RAS_8X4_TILES,RAS_MASKGEN_ACTIVE
0.001518,13371,0,0,0
0.003071,13848,0,0,0
0.004811,13878,0,0,0
0.006229,13611,0,0,0
0.007717,13749,0,0,0
0.009144,13938,0,0,0
0.010558,13944,0,0,0
0.011972,13818,0,0,0
0.013385,13725,0,0,0
0.014801,13647,0,0,0
0.016215,13692,0,0,0
0.018206,13578,0,0,0
0.019638,13707,0,0,0
0.021041,13749,0,0,0
0.022508,14073,0,0,0
0.024015,13734,0,0,0
0.025438,13788,0,0,0
0.026856,13764,0,0,0
0.028277,13821,0,0,0
0.029708,13980,0,0,0
0.031117,13470,0,0,0
0.032510,13470,0,0,0
0.033902,13305,0,0,0
0.035336,13749,0,0,0
0.036728,13671,0,0,0
0.038120,13662,0,0,0
0.039516,13695,0,0,0
0.040943,13650,0,0,0
0.042315,13764,0,0,0
0.043755,13818,0,0,0
0.045147,13425,0,0,0
0.046603,13626,0,0,0
0.047985,13698,0,0,0
0.049362,13707,0,0,0
0.050739,13287,0,0,0
0.052124,14079,0,0,0
0.053500,13236,0,0,0
0.054876,13851,0,0,0
0.056252,13305,0,0,0
0.057627,13560,0,0,0
0.059002,13611,0,0,0
0.060378,13602,0,0,0
0.061753,13752,0,0,0
0.063124,13650,0,0,0
0.064463,13788,0,0,0
0.065802,13725,0,0,0
0.067142,13620,0,0,0
0.068482,13638,0,0,0
0.069822,13518,0,0,0
0.071162,13617,0,0,0
0.072502,13362,0,0,0
0.073858,13791,0,0,0
0.075199,13605,0,0,0
0.076544,13374,0,0,0
0.077905,13866,0,0,0
0.079247,11430,0,0,0
0.080511,11847,0,0,0
0.081768,11895,0,0,0
0.083073,11946,0,0,0
0.084336,11880,0,0,0
0.085592,11850,0,0,0
0.086896,11949,0,0,0
0.088201,11946,0,0,0
0.089507,16851,0,0,0
0.090653,11424,0,0,0
0.092014,11799,0,0,0
0.093267,11796,0,0,0
0.094642,13053,0,0,0
0.096080,14016,0,0,0
0.097512,13728,0,0,0
0.098933,13848,0,0,0
0.100358,13737,0,0,0
0.101779,13866,0,0,0
0.103807,13626,0,0,0
0.105253,34917,0,0,0
0.106647,23679,0,0,0
0.108065,14259,0,0,0
0.109459,14466,0,0,0
0.112090,14646,0,0,0
0.113478,13443,0,0,0
0.114952,14463,0,0,0
0.116373,15108,0,0,0
0.117750,14529,0,0,0
0.119139,14796,0,0,0
0.120518,14997,0,0,0
0.121897,14376,0,0,0
0.126607,14328,0,0,0
0.128020,13647,0,0,0
0.129365,14943,0,0,0
0.130764,14070,0,0,0
0.132150,14898,0,0,0
0.133537,14256,0,0,0
0.134920,14226,0,0,0
0.136299,13596,0,0,0
0.137677,13704,0,0,0
0.139067,14922,0,0,0
0.140446,14382,0,0,0
0.141825,13803,0,0,0
0.143207,15000,0,0,0
0.144594,13479,0,0,0
0.145979,14463,0,0,0
0.147367,13524,0,0,0
0.149062,14709,0,0,0
0.150460,13950,0,0,0
0.151847,13737,0,0,0
0.153232,14307,0,0,0
0.154627,13422,0,0,0
0.156016,13674,0,0,0
0.157402,14868,0,0,0
0.158825,14028,0,0,0
0.160339,14607,0,0,0
0.161776,19716,0,0,0
0.163300,13722,0,0,0
0.164841,13494,0,0,0
0.166380,13644,0,0,0
0.168171,15054,0,0,0
0.169691,14742,0,0,0
0.171242,14334,0,0,0
0.172804,14307,0,0,0
0.174396,14679,0,0,0
0.175946,14139,0,0,0
0.177495,13449,0,0,0
0.179046,14901,0,0,0
0.180595,14250,0,0,0
0.182143,14154,0,0,0
0.183784,14091,0,0,0
0.185332,13947,0,0,0
0.186883,13950,0,0,0
0.188434,14019,0,0,0
0.189982,13404,0,0,0
0.191577,14736,0,0,0
0.193128,13569,0,0,0
0.194693,14205,0,0,0
0.196244,14718,0,0,0
0.197792,14676,0,0,0
0.199342,15354,0,0,0
0.200892,14439,0,0,0
0.202440,14562,0,0,0
0.204013,14475,0,0,0
0.205572,14055,0,0,0
0.207124,14880,0,0,0
0.208674,14289,0,0,0
0.210223,13770,0,0,0
0.211778,14586,0,0,0
0.213326,13737,0,0,0
0.214877,14538,0,0,0
0.216315,17889,0,0,0
0.217834,13662,0,0,0
0.219384,14829,0,0,0
0.220934,14532,0,0,0
0.222528,14727,0,0,0
0.224079,14451,0,0,0
0.225628,15057,0,0,0
0.227194,14709,0,0,0
0.228744,13473,0,0,0
0.230292,14673,0,0,0
0.231777,13710,0,0,0
0.233171,14601,0,0,0
0.234562,13863,0,0,0
0.235945,15018,0,0,0
0.237334,13710,0,0,0
0.238717,14991,0,0,0
0.240232,14049,0,0,0
0.241778,14094,0,0,0
0.243327,14409,0,0,0
0.244876,15111,0,0,0
0.246422,14826,0,0,0
0.248025,13737,0,0,0
0.249571,13764,0,0,0
0.251122,13785,0,0,0
0.252670,14433,0,0,0
0.254259,13563,0,0,0
0.255811,14343,0,0,0
0.257359,14865,0,0,0
0.258924,14748,0,0,0
0.260472,14367,0,0,0
0.262019,14157,0,0,0
0.263566,13761,0,0,0
0.265115,14037,0,0,0
0.266664,14745,0,0,0
0.268213,13782,0,0,0
0.269772,13551,0,0,0
0.271321,14601,0,0,0
0.272868,14124,0,0,0
0.274415,14583,0,0,0
0.275826,14235,0,0,0
0.277215,14247,0,0,0
0.278733,13827,0,0,0
0.280167,13608,0,0,0
0.281685,14061,0,0,0
0.283236,14838,0,0,0
0.284785,14199,0,0,0
0.286374,13509,0,0,0
0.287927,14817,0,0,0
0.289474,14868,0,0,0
0.291036,14085,0,0,0
0.292631,13827,0,0,0
0.294178,15042,0,0,0
0.295730,14745,0,0,0
0.297277,13737,0,0,0
0.298826,15000,0,0,0
0.300375,13866,0,0,0
0.301934,14289,0,0,0
0.303527,14541,0,0,0
