elapsed_s,RAS_SLICE_BLOCK_EMPTY,RAS_SAMPLE_MASK_GEN_LANE_0_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_1_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_2_WORKING_CC_L2
0.001093,0,0,0,0
0.002518,0,0,0,0
0.003933,0,0,0,0
0.005317,0,0,0,0
0.006697,0,0,0,0
0.008088,0,0,0,0
0.009479,0,0,0,0
0.010859,0,0,0,0
0.012241,0,0,0,0
0.013622,0,0,0,0
0.015002,0,0,0,0
0.016382,0,0,0,0
0.017763,0,0,0,0
0.019142,0,0,0,0
0.020531,0,0,0,0
0.021874,0,0,0,0
0.023254,0,0,0,0
0.024634,0,0,0,0
0.026016,0,0,0,0
0.027396,0,0,0,0
0.028823,0,0,0,0
0.030180,0,0,0,0
0.031544,0,0,0,0
0.032900,0,0,0,0
0.034255,0,0,0,0
0.035611,0,0,0,0
0.037021,0,0,0,0
0.038377,0,0,0,0
0.039734,0,0,0,0
0.041092,0,0,0,0
0.042455,0,0,0,0
0.043920,0,0,0,0
0.045233,0,0,0,0
0.046538,0,0,0,0
0.047844,0,0,0,0
0.049160,0,0,0,0
0.050465,0,0,0,0
0.051770,0,0,0,0
0.053093,0,0,0,0
0.054401,0,0,0,0
0.055706,0,0,0,0
0.057017,0,0,0,0
0.058323,0,0,0,0
0.059648,0,0,0,0
0.061047,0,0,0,0
0.062438,0,0,0,0
0.063956,0,0,0,0
0.067211,0,0,0,0
0.068600,0,0,0,0
0.069983,0,0,0,0
0.071399,0,0,0,0
0.074079,0,0,0,0
0.075479,0,0,0,0
0.076906,0,0,0,0
0.078289,0,0,0,0
0.079675,0,0,0,0
0.081054,0,0,0,0
0.082440,0,0,0,0
0.083681,0,0,0,0
0.085085,0,0,0,0
0.086472,0,0,0,0
0.087822,0,0,0,0
0.089216,0,0,0,0
0.090560,0,0,0,0
0.091949,0,0,0,0
0.093336,0,0,0,0
0.094711,0,0,0,0
0.097378,0,0,0,0
0.098774,0,0,0,0
0.103947,0,0,0,0
0.105445,0,0,0,0
0.106832,0,0,0,0
0.108344,0,0,0,0
0.109748,0,0,0,0
0.111093,0,0,0,0
0.112434,0,0,0,0
0.113774,0,0,0,0
0.115111,0,0,0,0
0.116448,0,0,0,0
0.117786,0,0,0,0
0.119123,0,0,0,0
0.120474,0,0,0,0
0.121813,0,0,0,0
0.123147,0,0,0,0
0.124624,0,0,0,0
0.126176,0,0,0,0
0.127713,0,0,0,0
0.129316,0,0,0,0
0.130717,0,0,0,0
0.132236,0,0,0,0
0.133784,0,0,0,0
0.135331,0,0,0,0
0.136878,0,0,0,0
0.138426,0,0,0,0
0.140018,0,0,0,0
0.141580,0,0,0,0
0.143125,0,0,0,0
0.144673,0,0,0,0
0.146220,0,0,0,0
0.147766,0,0,0,0
0.149318,0,0,0,0
0.150864,0,0,0,0
0.152426,0,0,0,0
0.153973,0,0,0,0
0.155522,0,0,0,0
0.157152,0,0,0,0
0.158697,0,0,0,0
0.160245,0,0,0,0
0.161794,0,0,0,0
0.163228,0,0,0,0
0.164749,0,0,0,0
0.166294,0,0,0,0
0.167716,0,0,0,0
0.169112,0,0,0,0
0.170630,0,0,0,0
0.172223,0,0,0,0
0.173786,0,0,0,0
0.175334,0,0,0,0
0.176883,0,0,0,0
0.178432,0,0,0,0
0.179983,0,0,0,0
0.181532,0,0,0,0
0.183080,0,0,0,0
0.184642,0,0,0,0
0.186191,0,0,0,0
0.187782,0,0,0,0
0.189335,0,0,0,0
0.190881,0,0,0,0
0.192430,0,0,0,0
0.193981,0,0,0,0
0.195542,0,0,0,0
0.197153,0,0,0,0
0.198701,0,0,0,0
0.200253,0,0,0,0
0.201802,0,0,0,0
0.203348,0,0,0,0
0.204941,0,0,0,0
0.206503,0,0,0,0
0.208054,0,0,0,0
0.209603,0,0,0,0
0.211151,0,0,0,0
0.212703,0,0,0,0
0.214252,0,0,0,0
0.215800,0,0,0,0
0.217363,0,0,0,0
0.218910,0,0,0,0
0.220463,0,0,0,0
0.222013,0,0,0,0
0.223559,0,0,0,0
0.225070,0,0,0,0
0.226590,0,0,0,0
0.228154,0,0,0,0
0.229693,0,0,0,0
0.231231,0,0,0,0
0.232648,0,0,0,0
0.234166,0,0,0,0
0.235755,0,0,0,0
0.237308,0,0,0,0
0.238741,0,0,0,0
0.240207,0,0,0,0
0.241671,0,0,0,0
0.243089,0,0,0,0
0.244499,0,0,0,0
0.245883,0,0,0,0
0.247265,0,0,0,0
0.248778,0,0,0,0
0.250339,0,0,0,0
0.251932,0,0,0,0
0.253406,0,0,0,0
0.254952,0,0,0,0
0.256501,0,0,0,0
0.258048,0,0,0,0
0.259594,0,0,0,0
0.261160,0,0,0,0
0.262707,0,0,0,0
0.264353,0,0,0,0
0.265910,0,0,0,0
0.267457,0,0,0,0
0.268922,0,0,0,0
0.270441,0,0,0,0
0.272002,0,0,0,0
0.273548,0,0,0,0
0.275092,0,0,0,0
0.276733,0,0,0,0
0.278283,0,0,0,0
0.279829,0,0,0,0
0.281438,0,0,0,0
0.282996,0,0,0,0
0.284547,0,0,0,0
0.286095,0,0,0,0
0.287643,0,0,0,0
0.289196,0,0,0,0
0.290739,0,0,0,0
0.292291,0,0,0,0
0.293851,0,0,0,0
0.295399,0,0,0,0
0.296847,0,0,0,0
0.298270,0,0,0,0
0.299661,0,0,0,0
0.301005,0,0,0,0
0.302342,0,0,0,0
0.303699,0,0,0,0
0.305211,0,0,0,0
0.306570,0,0,0,0
0.307915,0,0,0,0
0.309302,0,0,0,0
0.310663,0,0,0,0
0.312008,0,0,0,0
0.313349,0,0,0,0
0.314706,0,0,0,0
0.316035,0,0,0,0
0.317346,0,0,0,0
0.318657,0,0,0,0
0.319967,0,0,0,0
0.321278,0,0,0,0
0.322589,0,0,0,0
0.323899,0,0,0,0
0.325219,0,0,0,0
0.326530,0,0,0,0
0.327838,0,0,0,0
0.329153,0,0,0,0
0.330463,0,0,0,0
0.331816,0,0,0,0
0.333112,0,0,0,0
0.334406,0,0,0,0
0.335709,0,0,0,0
0.337006,0,0,0,0
0.338301,0,0,0,0
0.339598,0,0,0,0
0.340925,0,0,0,0
0.342220,0,0,0,0
0.343514,0,0,0,0
0.344807,0,0,0,0
0.346115,0,0,0,0
0.347409,0,0,0,0
0.348722,0,0,0,0
0.350085,0,0,0,0
0.351446,0,0,0,0
0.352807,0,0,0,0
0.354168,0,0,0,0
0.355528,0,0,0,0
0.356916,0,0,0,0
0.358325,0,0,0,0
0.359764,0,0,0,0
0.361035,0,0,0,0
0.362399,0,0,0,0
0.363776,0,0,0,0
0.365203,0,0,0,0
0.366607,0,0,0,0
0.368050,0,0,0,0
0.369501,0,0,0,0
0.370892,0,0,0,0
0.372438,0,0,0,0
0.373832,0,0,0,0
0.375216,0,0,0,0
0.376598,0,0,0,0
0.377983,0,0,0,0
0.379378,0,0,0,0
0.380813,0,0,0,0
0.382055,0,0,0,0
0.383441,0,0,0,0
0.385191,0,0,0,0
0.386577,0,0,0,0
0.387972,0,0,0,0
0.389355,0,0,0,0
0.390751,0,0,0,0
0.392135,0,0,0,0
0.393519,0,0,0,0
0.394895,0,0,0,0
0.398785,0,0,0,0
0.403947,0,0,0,0
0.406009,0,0,0,0
0.407435,0,0,0,0
0.408925,0,0,0,0
0.410310,0,0,0,0
0.411742,0,0,0,0
0.413127,0,0,0,0
0.414506,0,0,0,0
0.416026,0,0,0,0
0.417432,0,0,0,0
0.418778,0,0,0,0
0.420119,0,0,0,0
0.421458,0,0,0,0
0.422796,0,0,0,0
0.424137,0,0,0,0
0.425475,0,0,0,0
0.426813,0,0,0,0
0.428294,0,0,0,0
0.429858,0,0,0,0
0.431405,0,0,0,0
0.432833,0,0,0,0
0.434359,0,0,0,0
0.435832,0,0,0,0
0.437537,0,0,0,0
0.438970,0,0,0,0
0.440387,0,0,0,0
0.441932,0,0,0,0
0.443479,0,0,0,0
0.445121,0,0,0,0
0.446669,0,0,0,0
0.448220,0,0,0,0
0.449783,0,0,0,0
0.451331,0,0,0,0
0.452879,0,0,0,0
0.454429,0,0,0,0
0.455979,0,0,0,0
0.457407,0,0,0,0
0.458934,0,0,0,0
0.460376,0,0,0,0
0.461899,0,0,0,0
0.463447,0,0,0,0
0.464995,0,0,0,0
0.466537,0,0,0,0
0.468305,0,0,0,0
0.469848,0,0,0,0
0.471406,0,0,0,0
0.472955,0,0,0,0
0.474503,0,0,0,0
0.476094,0,0,0,0
0.477644,0,0,0,0
0.479191,0,0,0,0
0.480739,0,0,0,0
0.482302,0,0,0,0
0.483916,0,0,0,0
0.485528,0,0,0,0
0.487075,0,0,0,0
0.488625,0,0,0,0
0.490187,0,0,0,0
0.492550,0,0,0,0
0.493984,0,0,0,0
0.495376,0,0,0,0
0.496767,0,0,0,0
0.498148,0,0,0,0
0.499527,0,0,0,0
0.501037,0,0,0,0
0.502621,0,0,0,0
0.504185,0,0,0,0
0.505733,0,0,0,0
0.507279,0,0,0,0
0.508828,0,0,0,0
0.510377,0,0,0,0
0.511927,0,0,0,0
0.513475,0,0,0,0
0.515037,0,0,0,0
0.516587,0,0,0,0
0.518137,0,0,0,0
0.519685,0,0,0,0
0.521200,0,0,0,0
0.522710,0,0,0,0
0.524131,0,0,0,0
0.525664,0,0,0,0
0.527213,0,0,0,0
0.528760,0,0,0,0
0.530308,0,0,0,0
0.531917,0,0,0,0
0.533463,0,0,0,0
0.535011,0,0,0,0
0.536573,0,0,0,0
0.538119,0,0,0,0
0.539728,0,0,0,0
0.541277,0,0,0,0
0.542816,0,0,0,0
0.544231,0,0,0,0
0.545748,0,0,0,0
0.547308,0,0,0,0
0.548856,0,0,0,0
0.550404,0,0,0,0
0.551954,0,0,0,0
0.553502,0,0,0,0
0.555048,0,0,0,0
0.557072,0,0,0,0
0.558601,0,0,0,0
0.560141,0,0,0,0
0.561524,0,0,0,0
0.562910,0,0,0,0
0.564297,0,0,0,0
0.565813,0,0,0,0
0.567358,0,0,0,0
0.568805,0,0,0,0
0.570331,0,0,0,0
0.571922,0,0,0,0
0.573472,0,0,0,0
0.575018,0,0,0,0
0.576569,0,0,0,0
0.578118,0,0,0,0
0.579679,0,0,0,0
0.581251,0,0,0,0
0.582797,0,0,0,0
0.584347,0,0,0,0
0.585895,0,0,0,0
0.587441,0,0,0,0
0.589036,0,0,0,0
0.590598,0,0,0,0
0.592146,0,0,0,0
0.593694,0,0,0,0
0.595137,0,0,0,0
0.596570,0,0,0,0
0.597909,0,0,0,0
0.599242,0,0,0,0
0.600646,0,0,0,0
0.601985,0,0,0,0
0.603324,0,0,0,0
0.604751,0,0,0,0
0.606089,0,0,0,0
0.607419,0,0,0,0
0.608798,0,0,0,0
0.610132,0,0,0,0
0.611473,0,0,0,0
0.612850,0,0,0,0
0.614184,0,0,0,0
0.615512,0,0,0,0
0.616888,0,0,0,0
0.618217,0,0,0,0
0.619545,0,0,0,0
0.620970,0,0,0,0
0.622288,0,0,0,0
0.623599,0,0,0,0
0.624985,0,0,0,0
0.626295,0,0,0,0
0.627604,0,0,0,0
0.628922,0,0,0,0
0.630232,0,0,0,0
0.631541,0,0,0,0
0.632906,0,0,0,0
0.634217,0,0,0,0
0.635528,0,0,0,0
0.636840,0,0,0,0
0.638199,0,0,0,0
0.639559,0,0,0,0
0.640906,0,0,0,0
0.642267,0,0,0,0
0.643631,0,0,0,0
0.645014,0,0,0,0
0.646378,0,0,0,0
0.647739,0,0,0,0
0.649156,0,0,0,0
0.650580,0,0,0,0
0.652484,0,0,0,0
0.653958,0,0,0,0
0.655423,0,0,0,0
0.656854,0,0,0,0
0.658242,0,0,0,0
0.659626,0,0,0,0
0.661094,0,0,0,0
0.662485,0,0,0,0
0.663944,0,0,0,0
0.665338,0,0,0,0
0.666720,0,0,0,0
0.668190,0,0,0,0
0.669573,0,0,0,0
0.671080,0,0,0,0
0.672342,0,0,0,0
0.673728,0,0,0,0
0.675111,0,0,0,0
0.676506,0,0,0,0
0.677893,0,0,0,0
0.679279,0,0,0,0
0.680978,0,0,0,0
0.682365,0,0,0,0
0.683808,0,0,0,0
0.687841,0,0,0,0
0.689317,0,0,0,0
0.690696,0,0,0,0
0.692197,0,0,0,0
0.695772,0,0,0,0
0.697396,0,0,0,0
0.698786,0,0,0,0
0.700411,0,0,0,0
0.701795,0,0,0,0
0.703181,0,0,0,0
0.704569,0,0,0,0
0.705947,0,0,0,0
0.707326,0,0,0,0
0.708705,0,0,0,0
0.710108,0,0,0,0
0.711487,0,0,0,0
0.712868,0,0,0,0
0.714253,0,0,0,0
0.715673,0,0,0,0
0.717059,0,0,0,0
0.718443,0,0,0,0
0.719825,0,0,0,0
0.721253,0,0,0,0
0.722636,0,0,0,0
0.724021,0,0,0,0
0.725533,0,0,0,0
0.727080,0,0,0,0
0.728631,0,0,0,0
0.730220,0,0,0,0
0.731707,0,0,0,0
0.733153,0,0,0,0
0.734541,0,0,0,0
0.735928,0,0,0,0
0.737313,0,0,0,0
0.739083,0,0,0,0
0.741379,0,0,0,0
0.742810,0,0,0,0
0.744192,0,0,0,0
0.745573,0,0,0,0
0.746952,0,0,0,0
0.748403,0,0,0,0
0.749790,0,0,0,0
0.751170,0,0,0,0
0.752549,0,0,0,0
0.754064,0,0,0,0
0.755603,0,0,0,0
0.757221,0,0,0,0
0.758760,0,0,0,0
0.760175,0,0,0,0
0.761685,0,0,0,0
0.763222,0,0,0,0
0.764651,0,0,0,0
0.766170,0,0,0,0
0.767714,0,0,0,0
0.769146,0,0,0,0
0.770671,0,0,0,0
0.772219,0,0,0,0
0.773769,0,0,0,0
0.775329,0,0,0,0
0.776879,0,0,0,0
0.778428,0,0,0,0
0.780022,0,0,0,0
0.781573,0,0,0,0
0.783121,0,0,0,0
0.784671,0,0,0,0
0.786234,0,0,0,0
0.787783,0,0,0,0
0.789331,0,0,0,0
0.790871,0,0,0,0
0.792320,0,0,0,0
0.793843,0,0,0,0
0.795391,0,0,0,0
0.797000,0,0,0,0
0.798550,0,0,0,0
0.800101,0,0,0,0
0.801652,0,0,0,0
0.803199,0,0,0,0
0.804749,0,0,0,0
0.806299,0,0,0,0
0.807936,0,0,0,0
0.809549,0,0,0,0
0.811097,0,0,0,0
0.812650,0,0,0,0
0.814201,0,0,0,0
0.815750,0,0,0,0
0.817304,0,0,0,0
0.818866,0,0,0,0
0.820418,0,0,0,0
0.821968,0,0,0,0
0.823516,0,0,0,0
0.825127,0,0,0,0
0.826676,0,0,0,0
0.828269,0,0,0,0
0.829833,0,0,0,0
0.831381,0,0,0,0
0.832931,0,0,0,0
0.834481,0,0,0,0
0.836034,0,0,0,0
0.837583,0,0,0,0
0.839132,0,0,0,0
0.840693,0,0,0,0
0.842243,0,0,0,0
0.843834,0,0,0,0
0.845411,0,0,0,0
0.846804,0,0,0,0
0.848322,0,0,0,0
0.849872,0,0,0,0
0.851433,0,0,0,0
0.852982,0,0,0,0
0.854523,0,0,0,0
0.856059,0,0,0,0
0.857608,0,0,0,0
0.859154,0,0,0,0
0.860704,0,0,0,0
0.862264,0,0,0,0
0.863809,0,0,0,0
0.865400,0,0,0,0
0.866830,0,0,0,0
0.868353,0,0,0,0
0.869901,0,0,0,0
0.871448,0,0,0,0
0.872882,0,0,0,0
0.874402,0,0,0,0
0.875993,0,0,0,0
0.877542,0,0,0,0
0.879088,0,0,0,0
0.880637,0,0,0,0
0.882185,0,0,0,0
0.883745,0,0,0,0
0.885297,0,0,0,0
0.886843,0,0,0,0
0.888392,0,0,0,0
0.889940,0,0,0,0
0.891485,0,0,0,0
0.893027,0,0,0,0
0.894554,0,0,0,0
0.896103,0,0,0,0
0.897648,0,0,0,0
0.899193,0,0,0,0
0.900660,0,0,0,0
0.902053,0,0,0,0
0.903570,0,0,0,0
0.905136,0,0,0,0
0.906685,0,0,0,0
0.908279,0,0,0,0
0.909829,0,0,0,0
0.911378,0,0,0,0
0.912928,0,0,0,0
0.914468,0,0,0,0
0.916119,0,0,0,0
0.917667,0,0,0,0
0.919216,0,0,0,0
0.920766,0,0,0,0
0.922317,0,0,0,0
0.923912,0,0,0,0
0.925463,0,0,0,0
0.927025,0,0,0,0
0.928577,0,0,0,0
0.930127,0,0,0,0
0.931676,0,0,0,0
0.933228,0,0,0,0
0.934776,0,0,0,0
0.936328,0,0,0,0
0.937892,0,0,0,0
0.939440,0,0,0,0
0.941036,0,0,0,0
0.942586,0,0,0,0
0.944137,0,0,0,0
0.945687,0,0,0,0
0.947236,0,0,0,0
0.948800,0,0,0,0
0.950349,0,0,0,0
0.951901,0,0,0,0
0.953451,0,0,0,0
0.955000,0,0,0,0
0.956554,0,0,0,0
0.958094,0,0,0,0
0.959647,0,0,0,0
0.961236,0,0,0,0
0.962783,0,0,0,0
0.964334,0,0,0,0
0.965883,0,0,0,0
0.967430,0,0,0,0
0.968892,0,0,0,0
0.970432,0,0,0,0
0.972027,0,0,0,0
0.973578,0,0,0,0
0.975126,0,0,0,0
0.976679,0,0,0,0
0.978218,0,0,0,0
0.979757,0,0,0,0
0.981281,0,0,0,0
0.982699,0,0,0,0
0.984222,0,0,0,0
0.985773,0,0,0,0
0.987321,0,0,0,0
0.988918,0,0,0,0
0.990469,0,0,0,0
0.991937,0,0,0,0
0.993488,0,0,0,0
0.995036,0,0,0,0
0.996587,0,0,0,0
0.998139,0,0,0,0
0.999687,0,0,0,0
1.001219,0,0,0,0
1.002623,0,0,0,0
1.004188,0,0,0,0
1.005740,0,0,0,0
1.007289,0,0,0,0
1.008840,0,0,0,0
1.010381,0,0,0,0
1.012001,0,0,0,0
1.013631,0,0,0,0
1.015180,0,0,0,0
1.016731,0,0,0,0
1.018282,0,0,0,0
1.019877,0,0,0,0
1.021430,0,0,0,0
1.022977,0,0,0,0
1.024544,0,0,0,0
1.026096,0,0,0,0
1.027645,0,0,0,0
1.029201,0,0,0,0
1.030749,0,0,0,0
1.032301,0,0,0,0
1.033851,0,0,0,0
1.035413,0,0,0,0
1.036966,0,0,0,0
1.038517,0,0,0,0
1.040069,0,0,0,0
1.041621,0,0,0,0
1.043169,0,0,0,0
1.044719,0,0,0,0
1.046285,0,0,0,0
1.047834,0,0,0,0
1.049322,0,0,0,0
1.050842,0,0,0,0
1.052270,0,0,0,0
1.053791,0,0,0,0
1.055341,0,0,0,0
1.056905,0,0,0,0
1.058456,0,0,0,0
1.060007,0,0,0,0
1.061549,0,0,0,0
1.063087,0,0,0,0
1.064504,0,0,0,0
1.066024,0,0,0,0
1.067585,0,0,0,0
1.069141,0,0,0,0
1.070690,0,0,0,0
1.072242,0,0,0,0
1.073793,0,0,0,0
1.075343,0,0,0,0
1.076893,0,0,0,0
1.078457,0,0,0,0
1.080011,0,0,0,0
1.081562,0,0,0,0
1.083111,0,0,0,0
1.084665,0,0,0,0
1.086216,0,0,0,0
1.087764,0,0,0,0
1.089334,0,0,0,0
1.090883,0,0,0,0
1.092477,0,0,0,0
1.094028,0,0,0,0
1.095578,0,0,0,0
1.097132,0,0,0,0
1.098682,0,0,0,0
1.100288,0,0,0,0
1.101840,0,0,0,0
1.103389,0,0,0,0
1.104939,0,0,0,0
1.106492,0,0,0,0
1.108046,0,0,0,0
1.109597,0,0,0,0
1.111160,0,0,0,0
1.112713,0,0,0,0
1.114264,0,0,0,0
1.115938,0,0,0,0
1.117334,0,0,0,0
1.118725,0,0,0,0
1.120245,0,0,0,0
1.121809,0,0,0,0
1.123358,0,0,0,0
1.124910,0,0,0,0
1.126461,0,0,0,0
1.128014,0,0,0,0
1.129565,0,0,0,0
1.131115,0,0,0,0
1.132554,0,0,0,0
1.134077,0,0,0,0
1.135627,0,0,0,0
1.137182,0,0,0,0
1.138732,0,0,0,0
1.140284,0,0,0,0
1.141835,0,0,0,0
1.143398,0,0,0,0
1.144947,0,0,0,0
1.146498,0,0,0,0
1.148092,0,0,0,0
1.149644,0,0,0,0
1.151192,0,0,0,0
1.152743,0,0,0,0
1.154308,0,0,0,0
1.155939,0,0,0,0
1.157425,0,0,0,0
1.158818,0,0,0,0
1.160336,0,0,0,0
1.161888,0,0,0,0
1.163438,0,0,0,0
1.165040,0,0,0,0
1.166581,0,0,0,0
1.168060,0,0,0,0
1.169487,0,0,0,0
1.171012,0,0,0,0
1.172456,0,0,0,0
1.174003,0,0,0,0
1.175564,0,0,0,0
1.177167,0,0,0,0
1.178716,0,0,0,0
1.180309,0,0,0,0
1.181859,0,0,0,0
1.183409,0,0,0,0
1.184960,0,0,0,0
1.186525,0,0,0,0
1.188077,0,0,0,0
1.189629,0,0,0,0
1.191177,0,0,0,0
1.192728,0,0,0,0
1.194278,0,0,0,0
1.195961,0,0,0,0
1.197394,0,0,0,0
1.198785,0,0,0,0
1.200304,0,0,0,0
1.201855,0,0,0,0
1.203403,0,0,0,0
1.204954,0,0,0,0
1.206504,0,0,0,0
1.208068,0,0,0,0
1.209619,0,0,0,0
1.211168,0,0,0,0
1.212720,0,0,0,0
1.214270,0,0,0,0
1.215820,0,0,0,0
1.217416,0,0,0,0
1.218976,0,0,0,0
1.220529,0,0,0,0
1.222079,0,0,0,0
1.223627,0,0,0,0
1.225181,0,0,0,0
1.226730,0,0,0,0
1.228325,0,0,0,0
1.229890,0,0,0,0
1.231308,0,0,0,0
1.232693,0,0,0,0
1.234076,0,0,0,0
1.235457,0,0,0,0
1.236838,0,0,0,0
1.238218,0,0,0,0
1.239597,0,0,0,0
1.241031,0,0,0,0
1.242416,0,0,0,0
1.243840,0,0,0,0
1.245216,0,0,0,0
1.246596,0,0,0,0
1.247987,0,0,0,0
1.249374,0,0,0,0
1.250758,0,0,0,0
1.252284,0,0,0,0
1.253835,0,0,0,0
1.255384,0,0,0,0
1.256933,0,0,0,0
1.258484,0,0,0,0
1.260079,0,0,0,0
1.261630,0,0,0,0
1.263192,0,0,0,0
1.264743,0,0,0,0
1.266293,0,0,0,0
1.267842,0,0,0,0
1.269402,0,0,0,0
1.270943,0,0,0,0
1.272362,0,0,0,0
1.273891,0,0,0,0
1.275435,0,0,0,0
1.276850,0,0,0,0
1.278243,0,0,0,0
1.279758,0,0,0,0
1.281313,0,0,0,0
1.282860,0,0,0,0
1.284425,0,0,0,0
1.285975,0,0,0,0
1.287522,0,0,0,0
1.289019,0,0,0,0
1.290537,0,0,0,0
1.292132,0,0,0,0
1.293682,0,0,0,0
1.295242,0,0,0,0
1.296791,0,0,0,0
1.298340,0,0,0,0
1.299890,0,0,0,0
1.301439,0,0,0,0
1.302986,0,0,0,0
1.304538,0,0,0,0
1.306099,0,0,0,0
1.307689,0,0,0,0
1.309258,0,0,0,0
1.310806,0,0,0,0
1.312358,0,0,0,0
1.313907,0,0,0,0
1.315455,0,0,0,0
1.317014,0,0,0,0
1.318564,0,0,0,0
1.320113,0,0,0,0
1.322207,0,0,0,0
1.323938,0,0,0,0
1.325482,0,0,0,0
1.326917,0,0,0,0
1.328440,0,0,0,0
1.329989,0,0,0,0
1.331536,0,0,0,0
1.333032,0,0,0,0
1.334549,0,0,0,0
1.336100,0,0,0,0
1.337662,0,0,0,0
