elapsed_s,RAS_STGEN_BOTTLENECK_CYCLES,RAS_MTGEN_BOTTLENECK_CYCLES,RAS_TGEN_BOTTLENECK_CYCLES
0.001149,0,0,0
0.002590,0,0,0
0.003957,0,0,0
0.005320,0,0,0
0.006662,0,0,0
0.008000,0,0,0
0.009349,0,0,0
0.010688,0,0,0
0.012025,0,0,0
0.013361,0,0,0
0.014733,0,0,0
0.016055,0,0,0
0.017427,0,0,0
0.018747,0,0,0
0.020074,0,0,0
0.021433,0,0,0
0.022713,0,0,0
0.023994,0,0,0
0.025324,0,0,0
0.026577,0,0,0
0.027829,0,0,0
0.029136,0,0,0
0.030580,0,0,0
0.031971,0,0,0
0.034186,0,0,0
0.035690,0,0,0
0.037232,0,0,0
0.038647,0,0,0
0.040055,0,0,0
0.041469,0,0,0
0.042867,0,0,0
0.044278,0,0,0
0.045957,0,0,0
0.047502,0,0,0
0.048888,0,0,0
0.050294,0,0,0
0.051682,0,0,0
0.053141,0,0,0
0.054547,66,0,0
0.055923,0,0,0
0.057300,0,0,0
0.058680,0,0,0
0.060057,0,0,0
0.061433,0,0,0
0.062819,0,0,0
0.064196,90,0,0
0.065507,174,0,0
0.066900,0,0,0
0.068280,0,0,0
0.069659,0,0,0
0.071116,0,0,0
0.072785,0,0,0
0.074231,0,0,0
0.075611,0,0,0
0.077152,0,0,0
0.078685,0,0,0
0.080062,0,0,0
0.081434,0,0,0
0.082805,0,0,0
0.084177,0,0,0
0.085563,0,0,0
0.086933,0,0,0
0.088304,0,0,0
0.089678,0,0,0
0.091050,0,0,0
0.092425,0,0,0
0.093825,0,0,0
0.095198,0,0,0
0.096581,0,0,0
0.097955,0,0,0
0.099335,0,0,0
0.100715,0,0,0
0.102308,0,0,0
0.103850,0,0,0
0.105396,0,0,0
0.106828,0,0,0
0.108343,0,0,0
0.109887,0,0,0
0.111431,0,0,0
0.112972,0,0,0
0.114515,0,0,0
0.116048,0,0,0
0.117474,0,0,0
0.118985,0,0,0
0.120523,0,0,0
0.121940,0,0,0
0.123453,0,0,0
0.125358,0,0,0
0.126851,0,0,0
0.128242,0,0,0
0.129755,0,0,0
0.131308,0,0,0
0.132890,0,0,0
0.134439,0,0,0
0.135979,0,0,0
0.137523,0,0,0
0.139082,0,0,0
0.140623,0,0,0
0.142213,0,0,0
0.143757,0,0,0
0.145301,0,0,0
0.146844,0,0,0
0.148386,0,0,0
0.149943,0,0,0
0.151487,0,0,0
0.153096,0,0,0
0.154595,0,0,0
0.156135,0,0,0
0.157681,0,0,0
0.159224,0,0,0
0.160654,0,0,0
0.162169,0,0,0
0.163608,0,0,0
0.165040,0,0,0
0.166550,0,0,0
0.168090,0,0,0
0.169634,0,0,0
0.171191,0,0,0
0.172733,0,0,0
0.174224,0,0,0
0.175737,0,0,0
0.177282,0,0,0
0.178825,0,0,0
0.180366,0,0,0
0.181922,0,0,0
0.183465,0,0,0
0.185006,0,0,0
0.186589,0,0,0
0.188596,0,0,0
0.190145,0,0,0
0.191689,0,0,0
0.193246,0,0,0
0.194790,0,0,0
0.196331,0,0,0
0.197876,0,0,0
0.199419,0,0,0
0.200959,0,0,0
0.202505,0,0,0
0.204060,0,0,0
0.205648,0,0,0
0.207070,0,0,0
0.208586,0,0,0
0.210128,0,0,0
0.211672,0,0,0
0.213257,0,0,0
0.214813,0,0,0
0.216353,0,0,0
0.217895,0,0,0
0.219437,0,0,0
0.221021,0,0,0
0.222633,0,0,0
0.224017,0,0,0
0.225538,0,0,0
0.227080,0,0,0
0.228620,0,0,0
0.230210,0,0,0
0.231753,0,0,0
0.233297,0,0,0
0.234839,0,0,0
0.236393,0,0,0
0.237936,0,0,0
0.239479,0,0,0
0.241019,0,0,0
0.242715,0,0,0
0.244256,0,0,0
0.245800,0,0,0
0.247357,0,0,0
0.248899,0,0,0
0.250446,0,0,0
0.251988,0,0,0
0.253573,0,0,0
0.255116,0,0,0
0.256656,0,0,0
0.258083,0,0,0
0.259597,0,0,0
0.261184,0,0,0
0.262728,0,0,0
0.264269,0,0,0
0.265813,0,0,0
0.267354,0,0,0
0.268817,0,0,0
0.270340,0,0,0
0.271882,0,0,0
0.273426,0,0,0
0.274970,0,0,0
0.276510,0,0,0
0.278098,0,0,0
0.279558,0,0,0
0.280956,0,0,0
0.282321,0,0,0
0.283659,0,0,0
0.285102,0,0,0
0.286437,0,0,0
0.287769,0,0,0
0.289100,0,0,0
0.290462,0,0,0
0.291795,0,0,0
0.293148,0,0,0
0.294452,0,0,0
0.295757,0,0,0
0.297062,0,0,0
0.298367,0,0,0
0.299672,0,0,0
0.301022,0,0,0
0.302312,0,0,0
0.303601,0,0,0
0.304889,0,0,0
0.306184,0,0,0
0.307473,0,0,0
0.308788,0,0,0
0.310161,0,0,0
0.311413,0,0,0
0.312770,0,0,0
0.314148,0,0,0
0.315397,0,0,0
0.316768,0,0,0
0.318312,0,0,0
0.319706,0,0,0
0.321179,0,0,0
0.322950,0,0,0
0.324332,0,0,0
0.325718,0,0,0
0.327156,0,0,0
0.328597,0,0,0
0.329991,0,0,0
0.331373,0,0,0
0.332754,0,0,0
0.334318,0,0,0
0.335718,24,0,0
0.337140,0,0,0
0.338520,0,0,0
0.339896,0,0,0
0.341286,0,0,0
0.342686,0,0,0
0.344064,0,0,0
0.345550,54,0,0
0.346913,210,0,0
0.348414,0,0,0
0.349796,0,0,0
0.351177,0,0,0
0.352557,0,0,0
0.353937,0,0,0
0.355317,0,0,0
0.356707,0,0,0
0.358215,0,0,0
0.359592,0,0,0
0.360969,0,0,0
0.362454,0,0,0
0.363827,0,0,0
0.365302,0,0,0
0.366758,0,0,0
0.368132,0,0,0
0.370506,0,0,0
0.371884,0,0,0
0.375671,0,0,0
0.377362,0,0,0
0.378780,0,0,0
0.380159,0,0,0
0.381534,0,0,0
0.382885,0,0,0
0.384237,0,0,0
0.385589,0,0,0
0.386937,0,0,0
0.388299,0,0,0
0.389658,0,0,0
0.391038,0,0,0
0.392418,0,0,0
0.393800,0,0,0
0.395180,0,0,0
0.397023,0,0,0
0.398563,0,0,0
0.400108,0,0,0
0.401654,0,0,0
0.403243,0,0,0
0.404829,0,0,0
0.406377,0,0,0
0.407919,0,0,0
0.409479,0,0,0
0.411023,0,0,0
0.412566,0,0,0
0.414155,0,0,0
0.415699,0,0,0
0.417244,0,0,0
0.418788,0,0,0
0.420345,0,0,0
0.421893,0,0,0
0.423438,0,0,0
0.424980,0,0,0
0.426526,0,0,0
0.428068,0,0,0
0.429615,0,0,0
0.431049,0,0,0
0.432564,0,0,0
0.434108,0,0,0
0.435642,0,0,0
0.437324,0,0,0
0.438727,0,0,0
0.440113,0,0,0
0.441636,0,0,0
0.443182,0,0,0
0.444723,0,0,0
0.446318,0,0,0
0.447860,0,0,0
0.449406,0,0,0
0.450950,0,0,0
0.452506,0,0,0
0.454095,0,0,0
0.455639,0,0,0
0.457184,0,0,0
0.458730,0,0,0
0.460271,0,0,0
0.461819,0,0,0
0.463376,0,0,0
0.464918,0,0,0
0.466466,0,0,0
0.468008,0,0,0
0.469596,0,0,0
0.471141,0,0,0
0.472683,0,0,0
0.474313,0,0,0
0.475857,0,0,0
0.477445,0,0,0
0.478990,0,0,0
0.480532,0,0,0
0.482075,0,0,0
0.483619,0,0,0
0.485220,0,0,0
0.486765,0,0,0
0.488307,0,0,0
0.489854,0,0,0
0.491256,0,0,0
0.492649,0,0,0
0.494076,0,0,0
0.495471,0,0,0
0.496851,0,0,0
0.498233,0,0,0
0.499606,0,0,0
0.501263,0,0,0
0.502899,0,0,0
0.504286,0,0,0
0.505681,0,0,0
0.507064,0,0,0
0.508445,0,0,0
0.509828,0,0,0
0.511339,0,0,0
0.512881,0,0,0
0.514468,0,0,0
0.516023,0,0,0
0.517611,0,0,0
0.519155,0,0,0
0.520698,0,0,0
0.522300,0,0,0
0.523817,0,0,0
0.525262,0,0,0
0.526661,0,0,0
0.528044,0,0,0
0.529427,0,0,0
0.530803,0,0,0
0.532304,0,0,0
0.533720,0,0,0
0.535237,0,0,0
0.536778,0,0,0
0.538338,0,0,0
0.539879,0,0,0
0.541382,0,0,0
0.542761,0,0,0
0.544273,0,0,0
0.545817,0,0,0
0.547360,0,0,0
0.548957,0,0,0
0.550502,0,0,0
0.551916,0,0,0
0.553431,0,0,0
0.554974,0,0,0
0.556516,0,0,0
0.558103,0,0,0
0.559661,0,0,0
0.561207,0,0,0
0.562654,0,0,0
0.564074,0,0,0
0.565460,0,0,0
0.566795,0,0,0
0.568127,0,0,0
0.569459,0,0,0
0.570812,0,0,0
0.572143,0,0,0
0.573514,0,0,0
0.574816,0,0,0
0.576117,0,0,0
0.577467,0,0,0
0.578767,0,0,0
0.580068,0,0,0
0.581423,0,0,0
0.582713,0,0,0
0.584001,0,0,0
0.585289,0,0,0
0.586578,0,0,0
0.587866,0,0,0
0.589154,0,0,0
0.590525,0,0,0
0.591890,0,0,0
0.593248,0,0,0
0.594604,0,0,0
0.595959,0,0,0
0.597430,0,0,0
0.599223,0,0,0
0.600937,0,0,0
0.602404,0,0,0
0.603784,0,0,0
0.605315,0,0,0
0.606701,0,0,0
0.608097,0,0,0
0.609509,0,0,0
0.610903,0,0,0
0.612282,0,0,0
0.613672,0,0,0
0.615051,0,0,0
0.616461,66,0,0
0.617882,0,0,0
0.619261,0,0,0
0.620638,0,0,0
0.622192,0,0,0
0.623570,0,0,0
0.624954,0,0,0
0.626336,72,0,0
0.627974,192,0,0
0.629352,0,0,0
0.630748,0,0,0
0.632128,0,0,0
0.633508,0,0,0
0.634887,0,0,0
0.636280,0,0,0
0.637660,0,0,0
0.639040,0,0,0
0.640419,0,0,0
0.641796,0,0,0
0.643780,0,0,0
0.645227,0,0,0
0.650239,0,0,0
0.651617,0,0,0
0.653132,0,0,0
0.654482,0,0,0
0.655826,0,0,0
0.657160,0,0,0
0.658497,0,0,0
0.659831,0,0,0
0.661208,0,0,0
0.662587,0,0,0
0.663960,0,0,0
0.665335,0,0,0
0.666709,0,0,0
0.668082,0,0,0
0.669456,0,0,0
0.670830,0,0,0
0.672211,0,0,0
0.673586,0,0,0
0.674965,0,0,0
0.676342,0,0,0
0.677855,0,0,0
0.679399,0,0,0
0.680941,0,0,0
0.682502,0,0,0
0.684043,0,0,0
0.685628,0,0,0
0.687171,0,0,0
0.688713,0,0,0
0.690317,0,0,0
0.691859,0,0,0
0.693458,0,0,0
0.695001,0,0,0
0.696543,0,0,0
0.698084,0,0,0
0.699627,0,0,0
0.701215,0,0,0
0.702759,0,0,0
0.704188,0,0,0
0.705706,0,0,0
0.707248,0,0,0
0.708831,0,0,0
0.710378,0,0,0
0.711920,0,0,0
0.713465,0,0,0
0.715021,0,0,0
0.716562,0,0,0
0.718150,0,0,0
0.719692,0,0,0
0.721237,0,0,0
0.722778,0,0,0
0.724174,0,0,0
0.725629,0,0,0
0.727016,0,0,0
0.728397,0,0,0
0.729780,0,0,0
0.731161,0,0,0
0.732540,0,0,0
0.734086,0,0,0
0.735629,0,0,0
0.737189,0,0,0
0.738734,0,0,0
0.740277,0,0,0
0.741823,0,0,0
0.743369,0,0,0
0.744911,0,0,0
0.746461,0,0,0
0.748018,0,0,0
0.749605,0,0,0
0.751150,0,0,0
0.752691,0,0,0
0.754106,0,0,0
0.755621,0,0,0
0.757209,0,0,0
0.758768,0,0,0
0.760311,0,0,0
0.761857,0,0,0
0.763401,0,0,0
0.764987,0,0,0
0.766574,0,0,0
0.768117,0,0,0
0.769676,0,0,0
0.771220,0,0,0
0.772764,0,0,0
0.774313,0,0,0
0.775856,0,0,0
0.777401,0,0,0
0.778947,0,0,0
0.780504,0,0,0
0.782093,0,0,0
0.783638,0,0,0
0.785185,0,0,0
0.786730,0,0,0
0.788273,0,0,0
0.789820,0,0,0
0.791379,0,0,0
0.792921,0,0,0
0.794470,0,0,0
0.796013,0,0,0
0.797600,0,0,0
0.799145,0,0,0
0.800688,0,0,0
0.802180,0,0,0
0.803694,0,0,0
0.805284,0,0,0
0.806829,0,0,0
0.808371,0,0,0
0.809915,0,0,0
0.811459,0,0,0
0.813100,0,0,0
0.814645,0,0,0
0.816187,0,0,0
0.817734,0,0,0
0.819279,0,0,0
0.820862,0,0,0
0.822433,0,0,0
0.823987,0,0,0
0.825534,0,0,0
0.827078,0,0,0
0.828619,0,0,0
0.830207,0,0,0
0.831751,0,0,0
0.833297,0,0,0
0.834855,0,0,0
0.836400,0,0,0
0.837945,0,0,0
0.839490,0,0,0
0.841118,0,0,0
0.842608,0,0,0
0.843993,0,0,0
0.845559,0,0,0
0.847102,0,0,0
0.848644,0,0,0
0.850187,0,0,0
0.851730,0,0,0
0.853317,0,0,0
0.854859,0,0,0
0.856413,0,0,0
0.857956,0,0,0
0.859499,0,0,0
0.861086,0,0,0
0.862630,0,0,0
0.864171,0,0,0
0.865715,0,0,0
0.867272,0,0,0
0.868855,0,0,0
0.870401,0,0,0
0.871941,0,0,0
0.873485,0,0,0
0.875029,0,0,0
0.876570,0,0,0
0.878172,0,0,0
0.879715,0,0,0
0.881259,0,0,0
0.882802,0,0,0
0.884342,0,0,0
0.885886,0,0,0
0.887429,0,0,0
0.888982,0,0,0
0.890526,0,0,0
0.892068,0,0,0
0.893612,0,0,0
0.895155,0,0,0
0.896697,0,0,0
0.898316,0,0,0
0.899746,0,0,0
0.901306,0,0,0
0.902847,0,0,0
0.904388,0,0,0
0.905931,0,0,0
0.907473,0,0,0
0.909060,0,0,0
0.910617,0,0,0
0.912158,0,0,0
0.913703,0,0,0
0.915246,0,0,0
0.916829,0,0,0
0.918376,0,0,0
0.919919,0,0,0
0.925152,0,0,0
0.926542,0,0,0
0.927893,0,0,0
0.929280,0,0,0
0.930611,0,0,0
0.931952,0,0,0
0.933293,0,0,0
0.934686,0,0,0
0.936064,0,0,0
0.937445,0,0,0
0.938826,0,0,0
0.940204,0,0,0
0.941715,0,0,0
0.943147,0,0,0
0.944533,0,0,0
0.945916,0,0,0
0.947293,0,0,0
0.949219,0,0,0
0.950669,0,0,0
0.952047,0,0,0
0.953439,0,0,0
0.954817,0,0,0
0.956195,0,0,0
0.957612,0,0,0
0.958992,0,0,0
0.960370,0,0,0
0.961750,0,0,0
0.963133,0,0,0
0.964523,0,0,0
