elapsed_s,PC_S_TESS_SETUP_ACTIVE,PC_S_TESS_PID_ACTIVE,PC_S_TESS_PRIM_GEN_ACTIVE,PC_S_TESS_FACTOR_TRANS,PC_S_TESS_PC_UV_TRANS,PC_S_TESS_PC_UV_PATCHES,PC_S_MESH_VS_WAVES
0.001618,0,0,0,0,0,0,0
0.003337,0,0,0,0,0,0,0
0.004913,0,0,0,0,0,0,0
0.006470,0,0,0,0,0,0,0
0.008005,0,0,0,0,0,0,0
0.009530,0,0,0,0,0,0,0
0.011071,0,0,0,0,0,0,0
0.012560,0,0,0,0,0,0,0
0.014069,0,0,0,0,0,0,0
0.015557,0,0,0,0,0,0,0
0.017107,0,0,0,0,0,0,0
0.018597,0,0,0,0,0,0,0
0.020114,0,0,0,0,0,0,0
0.021736,0,0,0,0,0,0,0
0.023367,0,0,0,0,0,0,0
0.024901,0,0,0,0,0,0,0
0.026523,0,0,0,0,0,0,0
0.028055,0,0,0,0,0,0,0
0.029581,0,0,0,0,0,0,0
0.031221,0,0,0,0,0,0,0
0.032749,0,0,0,0,0,0,0
0.034275,0,0,0,0,0,0,0
0.035804,0,0,0,0,0,0,0
0.037330,0,0,0,0,0,0,0
0.038855,0,0,0,0,0,0,0
0.040380,0,0,0,0,0,0,0
0.041914,0,0,0,0,0,0,0
0.043523,0,0,0,0,0,0,0
0.045024,0,0,0,0,0,0,0
0.046527,0,0,0,0,0,0,0
0.048033,0,0,0,0,0,0,0
0.049541,0,0,0,0,0,0,0
0.051046,0,0,0,0,0,0,0
0.052559,0,0,0,0,0,0,0
0.054415,0,0,0,0,0,0,0
0.055919,0,0,0,0,0,0,0
0.057424,0,0,0,0,0,0,0
0.058991,0,0,0,0,0,0,0
0.060481,0,0,0,0,0,0,0
0.061967,0,0,0,0,0,0,0
0.063575,0,0,0,0,0,0,0
0.064978,0,0,0,0,0,0,0
0.066378,0,0,0,0,0,0,0
0.067780,0,0,0,0,0,0,0
0.069231,0,0,0,0,0,0,0
0.070635,0,0,0,0,0,0,0
0.072038,0,0,0,0,0,0,0
0.073440,0,0,0,0,0,0,0
0.074896,0,0,0,0,0,0,0
0.076372,0,0,0,0,0,0,0
0.077845,0,0,0,0,0,0,0
0.079283,0,0,0,0,0,0,0
0.080600,0,0,0,0,0,0,0
0.082024,0,0,0,0,0,0,0
0.083444,0,0,0,0,0,0,0
0.084759,0,0,0,0,0,0,0
0.086134,0,0,0,0,0,0,0
0.087461,0,0,0,0,0,0,0
0.088840,0,0,0,0,0,0,0
0.090210,0,0,0,0,0,0,0
0.091548,0,0,0,0,0,0,0
0.092972,0,0,0,0,0,0,0
0.094448,0,0,0,0,0,0,0
0.095925,0,0,0,0,0,0,0
0.097356,0,0,0,0,0,0,0
0.098839,0,0,0,0,0,0,0
0.100223,0,0,0,0,0,0,0
0.101544,0,0,0,0,0,0,0
0.103035,0,0,0,0,0,0,0
0.104509,0,0,0,0,0,0,0
0.106015,0,0,0,0,0,0,0
0.107369,0,0,0,0,0,0,0
0.108815,0,0,0,0,0,0,0
0.110260,0,0,0,0,0,0,0
0.111636,0,0,0,0,0,0,0
0.113009,0,0,0,0,0,0,0
0.114382,0,0,0,0,0,0,0
0.115756,0,0,0,0,0,0,0
0.117134,0,0,0,0,0,0,0
0.118558,0,0,0,0,0,0,0
0.119751,0,0,0,0,0,0,0
0.120944,0,0,0,0,0,0,0
0.122137,0,0,0,0,0,0,0
0.123383,0,0,0,0,0,0,0
0.124595,0,0,0,0,0,0,0
0.125811,0,0,0,0,0,0,0
0.127082,0,0,0,0,0,0,0
0.128295,0,0,0,0,0,0,0
0.129508,0,0,0,0,0,0,0
0.130721,0,0,0,0,0,0,0
0.131989,0,0,0,0,0,0,0
0.133364,0,0,0,0,0,0,0
0.134789,0,0,0,0,0,0,0
0.136165,0,0,0,0,0,0,0
0.137540,0,0,0,0,0,0,0
0.138984,0,0,0,0,0,0,0
0.140265,0,0,0,0,0,0,0
0.141547,0,0,0,0,0,0,0
0.142834,0,0,0,0,0,0,0
0.144115,0,0,0,0,0,0,0
0.145414,0,0,0,0,0,0,0
0.146865,0,0,0,0,0,0,0
0.148157,0,0,0,0,0,0,0
0.149550,0,0,0,0,0,0,0
0.150943,0,0,0,0,0,0,0
0.152335,0,0,0,0,0,0,0
0.153733,0,0,0,0,0,0,0
0.155135,0,0,0,0,0,0,0
0.156425,0,0,0,0,0,0,0
0.157718,0,0,0,0,0,0,0
0.159048,0,0,0,0,0,0,0
0.160339,0,0,0,0,0,0,0
0.161631,0,0,0,0,0,0,0
0.162922,0,0,0,0,0,0,0
0.164219,0,0,0,0,0,0,0
0.165625,0,0,0,0,0,0,0
0.166917,0,0,0,0,0,0,0
0.168208,0,0,0,0,0,0,0
0.169499,0,0,0,0,0,0,0
0.170806,0,0,0,0,0,0,0
0.172235,0,0,0,0,0,0,0
0.173637,0,0,0,0,0,0,0
0.175054,0,0,0,0,0,0,0
0.176461,0,0,0,0,0,0,0
0.177864,0,0,0,0,0,0,0
0.179273,0,0,0,0,0,0,0
0.180676,0,0,0,0,0,0,0
0.182081,0,0,0,0,0,0,0
0.183612,0,0,0,0,0,0,0
0.185067,0,0,0,0,0,0,0
0.186525,0,0,0,0,0,0,0
0.187933,0,0,0,0,0,0,0
0.189336,0,0,0,0,0,0,0
0.190742,0,0,0,0,0,0,0
0.192147,0,0,0,0,0,0,0
0.193676,0,0,0,0,0,0,0
0.195332,0,0,0,0,0,0,0
0.196898,0,0,0,0,0,0,0
0.198466,0,0,0,0,0,0,0
0.200033,0,0,0,0,0,0,0
0.201598,0,0,0,0,0,0,0
0.203210,0,0,0,0,0,0,0
0.204777,0,0,0,0,0,0,0
0.206360,0,0,0,0,0,0,0
0.207928,0,0,0,0,0,0,0
0.209494,0,0,0,0,0,0,0
0.211060,0,0,0,0,0,0,0
0.212630,0,0,0,0,0,0,0
0.214200,0,0,0,0,0,0,0
0.215768,0,0,0,0,0,0,0
0.217223,0,0,0,0,0,0,0
0.218807,0,0,0,0,0,0,0
0.220873,0,0,0,0,0,0,0
0.222346,0,0,0,0,0,0,0
0.223749,0,0,0,0,0,0,0
0.225147,0,0,0,0,0,0,0
0.226547,0,0,0,0,0,0,0
0.227992,0,0,0,0,0,0,0
0.229519,0,0,0,0,0,0,0
0.231086,0,0,0,0,0,0,0
0.232653,0,0,0,0,0,0,0
0.234222,0,0,0,0,0,0,0
0.235832,0,0,0,0,0,0,0
0.237396,0,0,0,0,0,0,0
0.238976,0,0,0,0,0,0,0
0.240543,0,0,0,0,0,0,0
0.242112,0,0,0,0,0,0,0
0.243678,0,0,0,0,0,0,0
0.245242,0,0,0,0,0,0,0
0.246809,0,0,0,0,0,0,0
0.248293,0,0,0,0,0,0,0
0.249737,0,0,0,0,0,0,0
0.251306,0,0,0,0,0,0,0
0.252705,0,0,0,0,0,0,0
0.254105,0,0,0,0,0,0,0
0.255510,0,0,0,0,0,0,0
0.256913,0,0,0,0,0,0,0
0.258446,0,0,0,0,0,0,0
0.260028,0,0,0,0,0,0,0
0.261642,0,0,0,0,0,0,0
0.263150,0,0,0,0,0,0,0
0.264686,0,0,0,0,0,0,0
0.266256,0,0,0,0,0,0,0
0.267860,0,0,0,0,0,0,0
0.269418,0,0,0,0,0,0,0
0.270867,0,0,0,0,0,0,0
0.272402,0,0,0,0,0,0,0
0.273968,0,0,0,0,0,0,0
0.275515,0,0,0,0,0,0,0
0.276923,0,0,0,0,0,0,0
0.278329,0,0,0,0,0,0,0
0.279744,0,0,0,0,0,0,0
0.281188,0,0,0,0,0,0,0
0.282810,0,0,0,0,0,0,0
0.284222,0,0,0,0,0,0,0
0.285625,0,0,0,0,0,0,0
0.287031,0,0,0,0,0,0,0
0.288424,0,0,0,0,0,0,0
0.289954,0,0,0,0,0,0,0
0.291578,0,0,0,0,0,0,0
0.293144,0,0,0,0,0,0,0
0.294714,0,0,0,0,0,0,0
0.296283,0,0,0,0,0,0,0
0.297850,0,0,0,0,0,0,0
0.299424,0,0,0,0,0,0,0
0.300990,0,0,0,0,0,0,0
0.302574,0,0,0,0,0,0,0
0.304143,0,0,0,0,0,0,0
0.305710,0,0,0,0,0,0,0
0.307281,0,0,0,0,0,0,0
0.308846,0,0,0,0,0,0,0
0.310416,0,0,0,0,0,0,0
0.311984,0,0,0,0,0,0,0
0.313438,0,0,0,0,0,0,0
0.315020,0,0,0,0,0,0,0
0.316589,0,0,0,0,0,0,0
0.318159,0,0,0,0,0,0,0
