elapsed_s,PC_NEVER_COUNT,PC_US_BUSY_CYCLES,PC_US_WORKING_CYCLES,PC_US_UCHE_OUTSTANDING_TRANS,PC_US_PASS1_TF_STALL_CYCLES,PC_US_STARVE_CYCLES_FOR_INDEX,PC_US_STARVE_CYCLES_FOR_TF,PC_US_STARVE_CYCLES_FOR_VIZ_STREAM
0.001095,0,0,0,0,0,0,0,0
0.002619,0,0,0,0,0,0,0,0
0.004076,0,0,0,0,0,0,0,0
0.005529,0,0,0,0,0,0,0,0
0.006980,0,0,0,0,0,0,0,0
0.008432,0,0,0,0,0,0,0,0
0.009912,0,0,0,0,0,0,0,0
0.011462,0,0,0,0,0,0,0,0
0.012896,0,0,0,0,0,0,0,0
0.014397,0,0,0,0,0,0,0,0
0.015858,0,0,0,0,0,0,0,0
0.017283,0,0,0,0,0,0,0,0
0.018745,0,0,0,0,0,0,0,0
0.020187,0,0,0,0,0,0,0,0
0.021612,0,0,0,0,0,0,0,0
0.023039,0,0,0,0,0,0,0,0
0.024466,0,0,0,0,0,0,0,0
0.025892,0,0,0,0,0,0,0,0
0.027434,0,0,0,0,0,0,0,0
0.028807,0,0,0,0,0,0,0,0
0.030196,0,0,0,0,0,0,0,0
0.031611,0,0,0,0,0,0,0,0
0.032983,0,0,0,0,0,0,0,0
0.034354,0,0,0,0,0,0,0,0
0.035743,0,0,0,0,0,0,0,0
0.037111,0,0,0,0,0,0,0,0
0.038477,0,0,0,0,0,0,0,0
0.039908,0,0,0,0,0,0,0,0
0.041232,0,0,0,0,0,0,0,0
0.042672,0,0,0,0,0,0,0,0
0.043991,0,0,0,0,0,0,0,0
0.045419,0,0,0,0,0,0,0,0
0.046890,0,0,0,0,0,0,0,0
0.048292,0,0,0,0,0,0,0,0
0.049657,0,0,0,0,0,0,0,0
0.051066,0,0,0,0,0,0,0,0
0.052467,0,0,0,0,0,0,0,0
0.053903,0,0,0,0,0,0,0,0
0.055305,0,0,0,0,0,0,0,0
0.056685,0,0,0,0,0,0,0,0
0.058065,0,0,0,0,0,0,0,0
0.059444,0,0,0,0,0,0,0,0
0.060835,0,0,0,0,0,0,0,0
0.062277,0,0,0,0,0,0,0,0
0.063633,0,0,0,0,0,0,0,0
0.065070,0,0,0,0,0,0,0,0
0.066585,0,103,152,0,0,0,0,0
0.068030,0,0,0,0,0,0,0,0
0.069464,0,0,0,0,0,0,0,0
0.070943,0,0,0,0,0,0,0,0
0.072330,0,0,0,0,0,0,0,0
0.073717,0,0,0,0,0,0,0,0
0.075164,0,0,0,0,0,0,0,0
0.076547,0,0,0,0,0,0,0,0
0.077929,0,0,0,0,0,0,0,0
