elapsed_s,TSE_MVC_STALL_VPC,TSE_VPC_STARVE_TSE,TSE_WORKING_CYCLE_L0
0.001092,0,0,0
0.002532,0,0,0
0.004034,0,0,0
0.005443,0,0,0
0.006869,0,0,0
0.008246,0,0,0
0.009651,0,0,0
0.011023,0,0,0
0.012436,0,0,0
0.013826,0,0,0
0.015210,0,0,0
0.016614,0,0,0
0.017988,0,0,0
0.019418,0,0,0
0.020777,0,0,0
0.022111,0,0,0
0.023495,0,0,0
0.024831,0,0,0
0.026166,0,0,0
0.027595,0,0,0
0.028881,0,0,0
0.030162,0,0,0
0.031496,0,0,0
0.032858,0,0,0
0.034110,0,0,0
0.035534,0,0,0
0.036786,0,0,0
0.038037,0,0,0
0.039338,0,0,0
0.040696,0,0,0
0.041997,0,0,0
0.043309,0,0,0
0.044667,0,0,0
0.046025,0,0,0
0.047360,0,0,0
0.048828,0,0,0
0.050221,0,0,0
0.051585,0,0,0
0.052984,0,0,0
0.054351,0,0,0
0.055762,0,0,0
0.057156,0,0,0
0.058551,0,0,0
0.059936,0,0,0
0.061333,0,0,0
0.062731,0,0,0
0.064144,0,0,0
0.065538,1221,1818,0
0.066988,0,0,0
0.068302,0,0,0
0.069698,0,0,0
0.071091,0,0,0
0.072449,0,0,0
0.073807,0,0,0
0.075220,0,0,0
0.076629,0,0,0
0.077988,0,0,0
0.079372,0,0,0
0.080736,0,0,0
0.082117,3117,4584,0
0.083410,9669,10764,0
0.084657,9237,10764,0
0.085894,9258,10296,0
0.087860,14796,16848,0
0.089094,9042,10296,0
0.090327,9237,10575,0
0.091565,9258,10485,0
0.092803,9042,10296,0
0.094041,9453,10764,0
0.095285,9042,10296,0
0.096525,5100,6255,0
0.097925,0,0,0
0.099321,0,0,0
0.100699,0,0,0
0.102073,0,0,0
0.103446,0,0,0
0.104820,0,0,0
0.106193,0,0,0
0.107623,0,0,0
0.108976,0,0,0
0.110326,0,0,0
0.111677,0,0,0
0.113028,0,0,0
0.114379,0,0,0
0.115764,0,0,0
0.117101,0,0,0
0.118443,0,0,0
0.119779,0,0,0
0.121115,0,0,0
0.122450,0,0,0
0.123777,0,0,0
0.125182,0,0,0
0.126589,0,0,0
0.127946,0,0,0
0.129361,0,0,0
0.130801,0,0,0
0.132156,0,0,0
0.133618,0,0,0
0.135041,0,0,0
0.136408,0,0,0
0.137862,0,0,0
0.139305,0,0,0
0.140717,0,0,0
0.142101,0,0,0
0.143481,0,0,0
0.144857,0,0,0
0.146231,0,0,0
0.147606,0,0,0
0.149107,0,0,0
0.150642,0,0,0
0.152056,0,0,0
0.153444,0,0,0
0.154956,0,0,0
0.156545,0,0,0
0.158089,0,0,0
0.159636,0,0,0
0.161180,0,0,0
0.162612,0,0,0
0.164132,0,0,0
0.165676,0,0,0
0.167223,0,0,0
0.168767,0,0,0
0.170310,0,0,0
0.171897,0,0,0
0.173457,0,0,0
0.175004,0,0,0
0.176547,0,0,0
0.178091,0,0,0
0.179532,0,0,0
0.181073,0,0,0
0.182616,0,0,0
0.184113,0,0,0
0.185628,0,0,0
0.187174,0,0,0
0.188718,0,0,0
0.190262,0,0,0
0.191807,0,0,0
0.193352,0,0,0
0.194912,0,0,0
0.196500,0,0,0
0.198044,0,0,0
0.199590,0,0,0
0.201135,0,0,0
0.202677,0,0,0
0.204228,0,0,0
0.205785,0,0,0
0.207332,0,0,0
0.208876,0,0,0
0.210420,0,0,0
0.212008,0,0,0
0.213553,0,0,0
0.215099,0,0,0
0.216658,0,0,0
0.218202,0,0,0
0.219790,0,0,0
0.221335,0,0,0
0.222881,0,0,0
0.224427,0,0,0
0.225971,0,0,0
0.227575,0,0,0
0.229120,0,0,0
0.230663,0,0,0
0.232213,0,0,0
0.233756,0,0,0
0.235347,0,0,0
