elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001146,0,0,0,0
0.002668,0,0,0,0
0.004212,0,0,0,0
0.005697,0,0,0,0
0.007177,0,0,0,0
0.008750,0,0,0,0
0.010258,0,0,0,0
0.011735,0,0,0,0
0.013281,0,0,0,0
0.014736,0,0,0,0
0.016221,0,0,0,0
0.017719,0,0,0,0
0.019131,0,0,0,0
0.020747,0,0,0,0
0.022195,0,0,0,0
0.023611,0,0,0,0
0.025022,0,0,0,0
0.026434,0,0,0,0
0.027845,0,0,0,0
0.029218,0,0,0,0
0.030574,0,0,0,0
0.031982,0,0,0,0
0.033337,0,0,0,0
0.034693,0,0,0,0
0.036103,0,0,0,0
0.037465,0,0,0,0
0.038826,0,0,0,0
0.040255,0,0,0,0
0.041569,0,0,0,0
0.042900,0,0,0,0
0.044232,0,0,0,0
0.045658,0,0,0,0
0.047052,0,0,0,0
0.049186,0,0,0,0
0.050734,0,0,0,0
0.052185,0,0,0,0
0.053729,0,0,0,0
0.055131,0,0,0,0
0.056480,0,0,0,0
0.057822,0,0,0,0
0.059163,0,0,0,0
0.060597,0,0,0,0
0.062007,0,0,0,0
0.063397,0,0,0,0
0.064853,0,0,0,0
0.066233,0,0,0,0
0.067633,0,0,0,0
0.069060,0,0,0,0
0.070444,0,0,0,0
0.075548,0,0,0,0
0.076791,0,0,0,0
0.078031,0,0,0,0
0.079271,0,0,0,0
0.080509,0,0,0,0
0.081746,0,0,0,0
0.083023,0,0,0,0
0.084373,0,0,0,0
0.085617,0,0,0,0
0.086859,0,0,0,0
0.088517,0,0,0,0
0.090012,0,0,0,0
0.091632,0,0,0,0
0.093188,0,0,0,0
0.094612,0,0,0,0
0.096013,0,0,0,0
0.097414,0,0,0,0
0.098836,0,0,0,0
0.100238,0,0,0,0
0.101619,0,0,0,0
0.102997,0,0,0,0
0.104393,0,0,0,0
0.105775,0,0,0,0
0.107155,0,0,0,0
0.108618,0,0,0,0
0.109998,0,0,0,0
0.111379,0,0,0,0
0.112922,0,0,0,0
0.114299,0,0,0,0
0.115907,0,0,0,0
0.117287,0,0,0,0
0.119003,0,0,0,0
0.120394,0,0,0,0
0.121771,0,0,0,0
0.123151,0,0,0,0
0.124532,0,0,0,0
0.125911,0,0,0,0
0.127291,0,0,0,0
0.128682,0,0,0,0
0.130061,0,0,0,0
0.131440,0,0,0,0
0.132846,0,0,0,0
0.134226,0,0,0,0
0.135605,0,0,0,0
0.136985,0,0,0,0
0.138491,0,0,0,0
0.139970,0,0,0,0
0.141493,0,0,0,0
0.143043,0,0,0,0
0.144594,0,0,0,0
0.146019,0,0,0,0
0.147416,0,0,0,0
0.148812,0,0,0,0
0.150216,0,0,0,0
0.151716,0,0,0,0
0.153139,0,0,0,0
0.155752,0,0,0,0
0.157261,0,0,0,0
0.158646,0,0,0,0
0.160030,0,0,0,0
0.161423,0,0,0,0
0.162804,0,0,0,0
0.164227,0,0,0,0
0.165736,0,0,0,0
0.167218,0,0,0,0
0.168760,0,0,0,0
0.170178,0,0,0,0
0.171707,0,0,0,0
0.173420,0,0,0,0
0.174897,0,0,0,0
0.176625,0,0,0,0
0.178143,0,0,0,0
0.179589,0,0,0,0
0.182066,0,0,0,0
0.183673,0,0,0,0
0.185264,0,0,0,0
0.186699,0,0,0,0
0.188049,0,0,0,0
0.189332,0,0,0,0
0.190611,0,0,0,0
0.191891,0,0,0,0
0.193170,0,0,0,0
0.194453,0,0,0,0
0.195732,0,0,0,0
0.197250,0,0,0,0
0.198795,0,0,0,0
0.200213,0,0,0,0
0.201731,0,0,0,0
0.203279,0,0,0,0
0.204765,0,0,0,0
0.206155,0,0,0,0
0.207544,0,0,0,0
0.208929,0,0,0,0
0.210315,0,0,0,0
0.211701,0,0,0,0
0.213088,0,0,0,0
0.214600,0,0,0,0
0.216043,0,0,0,0
0.217564,0,0,0,0
0.219112,0,0,0,0
0.220576,0,0,0,0
0.222094,0,0,0,0
0.223646,0,0,0,0
0.225196,0,0,0,0
0.226760,0,0,0,0
0.228354,0,0,0,0
0.229758,0,0,0,0
