elapsed_s,TSE_SETUP_FMUL_WORKING_CYCLE_L2,TSE_SETUP_FMUL_0_WORKING_CYCLE_L3,TSE_SETUP_FMUL_1_WORKING_CYCLE_L3,TSE_SETUP_FMUL_2_WORKING_CYCLE_L3
0.001107,0,0,0,0
0.002628,0,0,0,0
0.004182,0,0,0,0
0.005666,0,0,0,0
0.007146,0,0,0,0
0.008625,0,0,0,0
0.010139,0,0,0,0
0.011695,0,0,0,0
0.013162,0,0,0,0
0.014665,0,0,0,0
0.016149,0,0,0,0
0.017682,0,0,0,0
0.019165,0,0,0,0
0.020774,0,0,0,0
0.022184,0,0,0,0
0.023594,0,0,0,0
0.025140,0,0,0,0
0.026572,0,0,0,0
0.028030,0,0,0,0
0.029439,0,0,0,0
0.030860,0,0,0,0
0.032333,0,0,0,0
0.033740,0,0,0,0
0.035149,0,0,0,0
0.036663,0,0,0,0
0.038058,0,0,0,0
0.039450,0,0,0,0
0.040988,0,0,0,0
0.042389,0,0,0,0
0.043830,0,0,0,0
0.045225,0,0,0,0
0.046620,0,0,0,0
0.048060,0,0,0,0
0.049464,0,0,0,0
0.050859,0,0,0,0
0.052303,0,0,0,0
0.053658,0,0,0,0
0.055011,0,0,0,0
0.056415,0,0,0,0
0.057770,0,0,0,0
0.059135,0,0,0,0
0.060492,0,0,0,0
0.061870,0,0,0,0
0.063233,0,0,0,0
0.064628,0,0,0,0
0.065991,0,0,0,0
0.067354,0,0,0,0
0.068670,0,0,0,0
0.070114,0,0,0,0
0.071637,0,0,0,0
0.073217,0,0,0,0
0.074620,0,0,0,0
0.075973,0,0,0,0
0.077316,0,0,0,0
0.078661,0,0,0,0
0.080007,0,0,0,0
0.081386,273,273,273,273
0.082625,0,0,0,0
0.084002,0,0,0,0
0.086785,0,0,0,0
0.088214,0,0,0,0
0.089636,0,0,0,0
0.091055,0,0,0,0
0.092476,0,0,0,0
0.093903,441,441,441,441
0.095272,1386,1386,1386,1449
0.099065,4347,4347,4347,4284
0.100365,1512,1512,1512,1512
0.101605,1386,1386,1386,1386
0.102844,1449,1449,1449,1449
0.104085,1386,1386,1386,1386
0.105326,1449,1449,1449,1449
0.106566,1386,1386,1386,1386
0.107938,1638,1638,1638,1638
0.109211,231,231,231,231
0.110584,0,0,0,0
0.111995,0,0,0,0
0.113356,0,0,0,0
0.114717,0,0,0,0
0.116019,0,0,0,0
0.117300,0,0,0,0
0.118677,0,0,0,0
0.120058,0,0,0,0
0.121433,0,0,0,0
0.122811,0,0,0,0
0.124243,0,0,0,0
0.125670,0,0,0,0
0.127098,0,0,0,0
0.128526,0,0,0,0
0.129951,0,0,0,0
0.131380,0,0,0,0
0.132815,0,0,0,0
0.134159,0,0,0,0
0.135505,0,0,0,0
0.136853,0,0,0,0
0.138195,0,0,0,0
0.139536,0,0,0,0
0.141065,0,0,0,0
0.142412,0,0,0,0
0.143758,0,0,0,0
0.145166,0,0,0,0
0.146539,0,0,0,0
0.147882,0,0,0,0
0.149276,0,0,0,0
0.150656,0,0,0,0
0.152040,0,0,0,0
0.153436,0,0,0,0
0.154821,0,0,0,0
0.156433,0,0,0,0
0.157984,0,0,0,0
0.160293,0,0,0,0
0.161699,0,0,0,0
0.163089,0,0,0,0
0.164532,0,0,0,0
0.165922,0,0,0,0
0.167309,0,0,0,0
0.168699,0,0,0,0
0.170311,0,0,0,0
0.171863,0,0,0,0
0.173412,0,0,0,0
0.174974,0,0,0,0
0.176527,0,0,0,0
0.178069,0,0,0,0
0.179609,0,0,0,0
0.181183,0,0,0,0
0.182577,0,0,0,0
0.183969,0,0,0,0
0.185366,0,0,0,0
0.186753,0,0,0,0
0.188139,0,0,0,0
0.189525,0,0,0,0
0.191037,0,0,0,0
0.192588,0,0,0,0
0.194139,0,0,0,0
0.195768,0,0,0,0
0.197425,0,0,0,0
0.198974,0,0,0,0
0.200526,0,0,0,0
0.202067,0,0,0,0
0.203608,0,0,0,0
0.205380,0,0,0,0
0.206786,0,0,0,0
0.208306,0,0,0,0
0.209857,0,0,0,0
0.211406,0,0,0,0
0.213045,0,0,0,0
0.214593,0,0,0,0
0.216146,0,0,0,0
0.217712,0,0,0,0
0.219260,0,0,0,0
0.220811,0,0,0,0
0.222361,0,0,0,0
0.223914,0,0,0,0
0.225463,0,0,0,0
0.227013,0,0,0,0
0.228450,0,0,0,0
0.229971,0,0,0,0
0.231520,0,0,0,0
0.233074,0,0,0,0
0.234623,0,0,0,0
0.236175,0,0,0,0
0.237725,0,0,0,0
0.239289,0,0,0,0
0.240839,0,0,0,0
0.242389,0,0,0,0
0.243942,0,0,0,0
0.245536,0,0,0,0
0.247085,0,0,0,0
0.248636,0,0,0,0
0.250202,0,0,0,0
0.251755,0,0,0,0
0.253306,0,0,0,0
0.254854,0,0,0,0
0.256407,0,0,0,0
0.257958,0,0,0,0
0.259507,0,0,0,0
0.261075,0,0,0,0
0.262624,0,0,0,0
0.264175,0,0,0,0
0.265716,0,0,0,0
0.267257,0,0,0,0
0.268679,0,0,0,0
0.270199,0,0,0,0
0.271765,0,0,0,0
0.273316,0,0,0,0
0.274865,0,0,0,0
0.276461,0,0,0,0
0.278012,0,0,0,0
0.279561,0,0,0,0
0.281109,0,0,0,0
