elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001095,0,0,0,0
0.002528,0,0,0,0
0.003946,0,0,0,0
0.005362,0,0,0,0
0.006778,0,0,0,0
0.008192,0,0,0,0
0.009618,0,0,0,0
0.011034,0,0,0,0
0.012448,0,0,0,0
0.013930,0,0,0,0
0.015326,0,0,0,0
0.016746,0,0,0,0
0.018173,0,0,0,0
0.019521,0,0,0,0
0.020890,0,0,0,0
0.022337,0,0,0,0
0.023702,0,0,0,0
0.025050,0,0,0,0
0.026405,0,0,0,0
0.027753,0,0,0,0
0.029100,0,0,0,0
0.030533,0,0,0,0
0.031886,0,0,0,0
0.033220,0,0,0,0
0.034550,0,0,0,0
0.035882,0,0,0,0
0.037217,0,0,0,0
0.038575,0,0,0,0
0.039909,0,0,0,0
0.041243,0,0,0,0
0.042585,0,0,0,0
0.043919,0,0,0,0
0.045254,0,0,0,0
0.046577,0,0,0,0
0.047868,0,0,0,0
0.049156,0,0,0,0
0.050448,0,0,0,0
0.051738,0,0,0,0
0.053032,0,0,0,0
0.054324,0,0,0,0
0.055614,0,0,0,0
0.056904,0,0,0,0
0.058208,0,0,0,0
0.059547,0,0,0,0
0.060909,0,0,0,0
0.062337,0,0,0,0
0.063701,0,0,0,0
0.065050,0,0,0,0
0.066403,0,0,0,0
0.067797,0,0,0,0
0.069179,0,0,0,0
0.070533,0,0,0,0
0.071904,0,0,0,0
0.073254,0,0,0,0
0.074657,0,0,0,0
0.076035,0,0,0,0
0.077408,0,0,0,0
0.078843,0,0,0,0
0.080235,0,0,0,0
0.081619,0,0,0,0
0.083041,0,0,0,0
0.084572,0,0,0,0
0.085971,0,0,0,0
0.087360,0,0,0,0
0.088600,0,0,0,0
0.089840,0,0,0,0
0.091079,0,0,0,0
0.092318,0,0,0,0
0.094289,0,0,0,0
0.095528,0,0,0,0
0.096768,0,0,0,0
0.098500,0,0,0,0
0.099740,0,0,0,0
