elapsed_s,TSE_BE_FACENESS_CULLED_PRIM,TSE_BE_ZERO_PIXEL_PRIM,TSE_BE_OUTPUT_NULL_PRIM,TSE_BE_OUTPUT_VISIBLE_PRIM
0.001093,0,0,0,0
0.002588,0,0,0,0
0.004009,0,0,0,0
0.005427,0,0,0,0
0.006844,0,0,0,0
0.008368,0,0,0,0
0.009818,0,0,0,0
0.011233,0,0,0,0
0.012648,0,0,0,0
0.014082,0,0,0,0
0.015499,0,0,0,0
0.017061,0,0,0,0
0.018613,0,0,0,0
0.019988,0,0,0,0
0.021344,0,0,0,0
0.022738,0,0,0,0
0.024082,0,0,0,0
0.025426,0,0,0,0
0.026819,0,0,0,0
0.028170,0,0,0,0
0.029514,0,0,0,0
0.030916,0,0,0,0
0.032263,0,0,0,0
0.033605,0,0,0,0
0.035049,0,0,0,0
0.036342,0,0,0,0
0.037632,0,0,0,0
0.038996,0,0,0,0
0.040337,0,0,0,0
0.041631,0,0,0,0
0.042950,0,0,0,0
0.044239,0,0,0,0
0.045528,0,0,0,0
0.046865,0,0,0,0
0.048119,0,0,0,0
0.049374,0,0,0,0
0.050643,0,0,0,0
0.051950,0,0,0,0
0.053215,0,0,0,0
0.054507,0,0,0,0
0.055845,0,0,0,0
0.057203,0,0,0,0
0.058543,0,0,0,0
0.060091,0,0,0,0
0.061464,0,0,0,0
0.062837,0,0,0,0
0.064184,0,0,0,0
0.065529,0,0,0,0
0.066889,0,0,0,0
0.068682,0,0,0,0
0.070076,0,0,0,0
0.071465,0,0,0,0
0.072850,0,0,0,0
0.074248,0,0,0,0
0.075638,0,0,0,0
0.077024,0,0,0,0
0.078497,0,0,0,0
0.079772,0,0,0,0
0.081011,0,0,0,0
0.083565,0,0,0,0
0.084806,0,0,0,0
0.087665,0,0,0,0
0.089548,0,0,0,0
0.090793,0,0,0,0
0.092032,0,0,0,0
0.093428,0,0,0,0
0.095320,0,0,0,0
0.096717,0,0,0,0
0.098226,0,0,0,0
0.099698,0,0,0,0
0.101056,0,0,0,0
0.102447,0,0,0,0
0.103784,0,0,0,0
0.105133,0,0,0,0
0.106470,0,0,0,0
0.107812,0,0,0,0
0.109151,0,0,0,0
0.110492,0,0,0,0
0.111831,0,0,0,0
0.113168,0,0,0,0
0.114580,0,0,0,0
0.115990,0,0,0,0
0.117371,0,0,0,0
0.118770,0,0,0,0
0.120671,0,0,0,0
0.122095,0,0,0,0
0.123478,0,0,0,0
0.124858,0,0,0,0
0.126378,0,0,0,0
0.128097,0,0,0,0
0.129477,0,0,0,0
0.130901,0,0,0,0
0.132281,0,0,0,0
0.133660,0,0,0,0
0.135107,0,0,0,0
0.136550,0,0,0,0
0.137989,0,0,0,0
0.139369,0,0,0,0
0.140747,0,0,0,0
0.142127,0,0,0,0
0.143506,0,0,0,0
0.144884,0,0,0,0
0.146264,0,0,0,0
0.147788,0,0,0,0
0.149336,0,0,0,0
0.150885,0,0,0,0
0.152435,0,0,0,0
0.153986,0,0,0,0
0.155528,0,0,0,0
0.157068,0,0,0,0
0.158512,0,0,0,0
0.160034,0,0,0,0
0.161580,0,0,0,0
0.163182,0,0,0,0
0.164729,0,0,0,0
0.166278,0,0,0,0
0.167827,0,0,0,0
0.169388,0,0,0,0
0.170936,0,0,0,0
0.172484,0,0,0,0
0.174035,0,0,0,0
0.175583,0,0,0,0
0.177131,0,0,0,0
0.178724,0,0,0,0
0.180288,0,0,0,0
0.181834,0,0,0,0
0.183380,0,0,0,0
0.184922,0,0,0,0
0.186470,0,0,0,0
0.188017,0,0,0,0
0.189563,0,0,0,0
0.191178,0,0,0,0
0.192723,0,0,0,0
0.194273,0,0,0,0
0.195822,0,0,0,0
0.197368,0,0,0,0
0.198793,0,0,0,0
0.200312,0,0,0,0
0.201873,0,0,0,0
0.203489,0,0,0,0
0.205036,0,0,0,0
0.206584,0,0,0,0
0.208129,0,0,0,0
0.209551,0,0,0,0
0.210952,0,0,0,0
0.212480,0,0,0,0
0.214031,0,0,0,0
0.215581,0,0,0,0
0.217130,0,0,0,0
0.218681,0,0,0,0
0.220231,0,0,0,0
0.221780,0,0,0,0
0.223350,0,0,0,0
0.224900,0,0,0,0
0.226494,0,0,0,0
0.228044,0,0,0,0
0.229592,0,0,0,0
0.231232,0,0,0,0
0.232781,0,0,0,0
0.234345,0,0,0,0
0.235895,0,0,0,0
0.237443,0,0,0,0
0.238993,0,0,0,0
0.240543,0,0,0,0
0.242095,0,0,0,0
0.243690,0,0,0,0
0.245253,0,0,0,0
0.246803,0,0,0,0
0.248353,0,0,0,0
0.249984,0,0,0,0
0.251517,0,0,0,0
0.252909,0,0,0,0
0.254427,0,0,0,0
0.255991,0,0,0,0
0.257539,0,0,0,0
0.259083,0,0,0,0
0.260623,0,0,0,0
0.262097,0,0,0,0
0.263648,0,0,0,0
0.265196,0,0,0,0
0.266760,0,0,0,0
0.268310,0,0,0,0
0.269858,0,0,0,0
0.271452,0,0,0,0
0.273001,0,0,0,0
0.274595,0,0,0,0
0.276144,0,0,0,0
0.277708,0,0,0,0
0.279261,0,0,0,0
0.280809,0,0,0,0
0.282361,0,0,0,0
0.283910,0,0,0,0
0.285459,0,0,0,0
0.287009,0,0,0,0
0.288572,0,0,0,0
0.290125,0,0,0,0
0.291720,0,0,0,0
0.293269,0,0,0,0
0.294818,0,0,0,0
0.296368,0,0,0,0
0.297920,0,0,0,0
0.299484,0,0,0,0
0.301034,0,0,0,0
0.302585,0,0,0,0
0.304136,0,0,0,0
0.305684,0,0,0,0
0.307240,0,0,0,0
0.308788,0,0,0,0
0.310354,0,0,0,0
0.311906,0,0,0,0
0.313455,0,0,0,0
0.315004,0,0,0,0
0.316554,0,0,0,0
0.318106,0,0,0,0
0.319655,0,0,0,0
0.321216,0,0,0,0
0.322809,0,0,0,0
0.324359,0,0,0,0
0.326003,0,0,0,0
0.327427,0,0,0,0
0.328946,0,0,0,0
0.330497,0,0,0,0
0.332061,0,0,0,0
0.333609,0,0,0,0
0.335162,0,0,0,0
0.336710,0,0,0,0
0.338262,0,0,0,0
0.339812,0,0,0,0
0.341360,0,0,0,0
0.342924,0,0,0,0
0.344475,0,0,0,0
0.346026,0,0,0,0
0.347583,0,0,0,0
0.349132,0,0,0,0
0.350683,0,0,0,0
0.352234,0,0,0,0
0.353671,0,0,0,0
0.355197,0,0,0,0
0.356746,0,0,0,0
0.358296,0,0,0,0
0.359846,0,0,0,0
0.361441,0,0,0,0
0.362991,0,0,0,0
0.364547,0,0,0,0
0.366194,0,0,0,0
0.367738,0,0,0,0
0.369286,0,0,0,0
0.370878,0,0,0,0
0.372427,0,0,0,0
0.373977,0,0,0,0
0.375540,0,0,0,0
0.377088,0,0,0,0
0.378638,0,0,0,0
0.380187,0,0,0,0
0.381734,0,0,0,0
0.383324,0,0,0,0
0.384871,0,0,0,0
0.386479,0,0,0,0
0.388029,0,0,0,0
0.389576,0,0,0,0
0.391171,0,0,0,0
0.392719,0,0,0,0
0.394269,0,0,0,0
0.395818,0,0,0,0
0.397380,0,0,0,0
0.398928,0,0,0,0
0.400477,0,0,0,0
0.402027,0,0,0,0
0.403619,0,0,0,0
0.405166,0,0,0,0
0.406716,0,0,0,0
0.408271,0,0,0,0
0.409745,0,0,0,0
0.411227,0,0,0,0
0.412742,0,0,0,0
0.414290,0,0,0,0
0.415837,0,0,0,0
0.417382,0,0,0,0
0.418986,0,0,0,0
0.420534,0,0,0,0
0.422083,0,0,0,0
0.423630,0,0,0,0
0.425175,0,0,0,0
0.426725,0,0,0,0
0.428272,0,0,0,0
0.429832,0,0,0,0
0.431383,0,0,0,0
0.432931,0,0,0,0
0.434524,0,0,0,0
0.436072,0,0,0,0
0.437618,0,0,0,0
0.439170,0,0,0,0
0.440730,0,0,0,0
0.442280,0,0,0,0
0.443827,0,0,0,0
0.445373,0,0,0,0
0.446921,0,0,0,0
0.448470,0,0,0,0
0.450019,0,0,0,0
0.451626,0,0,0,0
0.453172,0,0,0,0
0.454722,0,0,0,0
0.456269,0,0,0,0
0.457815,0,0,0,0
0.460326,0,0,0,0
0.461781,0,0,0,0
0.463151,0,0,0,0
0.464534,0,0,0,0
0.466127,0,0,0,0
0.467711,0,0,0,0
0.469251,0,0,0,0
0.470669,0,0,0,0
0.472202,0,0,0,0
0.473749,0,0,0,0
0.475302,0,0,0,0
0.476849,0,0,0,0
0.478398,0,0,0,0
0.480291,0,0,0,0
0.481728,0,0,0,0
0.483200,0,0,0,0
0.484717,0,0,0,0
0.486265,0,0,0,0
0.487813,0,0,0,0
0.489360,0,0,0,0
0.490907,0,0,0,0
0.492480,0,0,0,0
0.494047,0,0,0,0
0.495597,0,0,0,0
0.497145,0,0,0,0
0.498740,0,0,0,0
0.500289,0,0,0,0
0.501837,0,0,0,0
0.503381,0,0,0,0
0.504935,0,0,0,0
0.506354,0,0,0,0
0.507936,0,0,0,0
0.509482,0,0,0,0
0.511030,0,0,0,0
0.512577,0,0,0,0
0.514100,0,0,0,0
0.515674,0,0,0,0
0.517214,0,0,0,0
0.518631,0,0,0,0
0.520142,0,0,0,0
0.521681,0,0,0,0
0.523297,0,0,0,0
0.524845,0,0,0,0
0.526409,0,0,0,0
0.527959,0,0,0,0
0.529507,0,0,0,0
