elapsed_s,RB_C_WRITE,RB_TOTAL_PASS,RB_Z_PASS,RB_Z_FAIL,RB_S_FAIL,RB_BLENDED_FXP_COMPONENTS,RB_BLENDED_FP16_COMPONENTS,RB_PS_INVOCATIONS
0.001103,0,0,0,0,0,0,0,0
0.002577,0,0,0,0,0,0,0,0
0.004024,0,0,0,0,0,0,0,0
0.005479,0,0,0,0,0,0,0,0
0.006931,0,0,0,0,0,0,0,0
0.008382,0,0,0,0,0,0,0,0
0.010079,0,0,0,0,0,0,0,0
0.011718,0,0,0,0,0,0,0,0
0.013223,0,0,0,0,0,0,0,0
0.014677,0,0,0,0,0,0,0,0
0.016126,0,0,0,0,0,0,0,0
0.017605,0,0,0,0,0,0,0,0
0.019065,0,0,0,0,0,0,0,0
0.020604,0,0,0,0,0,0,0,0
0.022017,0,0,0,0,0,0,0,0
0.023425,0,0,0,0,0,0,0,0
0.024897,0,0,0,0,0,0,0,0
0.026329,0,0,0,0,0,0,0,0
0.027743,0,0,0,0,0,0,0,0
0.029205,0,0,0,0,0,0,0,0
0.030683,0,0,0,0,0,0,0,0
0.032097,0,0,0,0,0,0,0,0
0.033508,0,0,0,0,0,0,0,0
0.034918,0,0,0,0,0,0,0,0
0.036328,0,0,0,0,0,0,0,0
0.037739,0,0,0,0,0,0,0,0
0.039147,0,0,0,0,0,0,0,0
0.040656,0,0,0,0,0,0,0,0
0.042098,0,0,0,0,0,0,0,0
0.043508,0,0,0,0,0,0,0,0
0.044908,0,0,0,0,0,0,0,0
0.046286,0,0,0,0,0,0,0,0
0.047713,0,0,0,0,0,0,0,0
0.049092,0,0,0,0,0,0,0,0
0.050473,0,0,0,0,0,0,0,0
0.051901,0,0,0,0,0,0,0,0
0.053342,0,0,0,0,0,0,0,0
0.054823,0,0,0,0,0,0,0,0
0.056342,0,0,0,0,0,0,0,0
0.057832,0,0,0,0,0,0,0,0
0.059301,0,0,0,0,0,0,0,0
0.060827,0,0,0,0,0,0,0,0
0.062243,0,0,0,0,0,0,0,0
0.063723,0,0,0,0,0,0,0,0
0.065141,0,0,0,0,0,0,0,0
0.066576,0,0,0,0,0,0,0,0
0.068036,0,0,0,0,0,0,0,0
0.069447,0,0,0,0,0,0,0,0
0.070857,0,0,0,0,0,0,0,0
0.072317,0,0,0,0,0,0,0,0
0.073736,0,0,0,0,0,0,0,0
0.075155,0,0,0,0,0,0,0,0
0.076658,0,0,0,0,0,0,0,0
0.078072,0,0,0,0,0,0,0,0
0.079496,0,0,0,0,0,0,0,0
0.080846,0,0,0,0,0,0,0,0
0.082236,0,0,0,0,0,0,0,0
0.083567,0,0,0,0,0,0,0,0
0.084956,0,0,0,0,0,0,0,0
0.086337,0,0,0,0,0,0,0,0
0.087768,0,0,0,0,0,0,0,0
0.089151,0,0,0,0,0,0,0,0
0.090430,0,0,0,0,0,0,0,0
0.091875,0,0,0,0,0,0,0,0
0.093257,0,0,0,0,0,0,0,0
0.094644,0,0,0,0,0,0,0,0
0.096063,0,0,0,0,0,0,0,0
0.097641,0,0,0,0,0,0,0,0
0.099052,0,0,0,0,0,0,0,0
0.100510,0,0,0,0,0,0,0,0
0.101919,0,0,0,0,0,0,0,0
0.103331,0,0,0,0,0,0,0,0
0.104965,0,0,0,0,0,0,0,0
0.106394,0,0,0,0,0,0,0,0
0.107961,0,0,0,0,0,0,0,0
0.109374,0,0,0,0,0,0,0,0
0.110785,0,0,0,0,0,0,0,0
0.112189,0,0,0,0,0,0,0,0
0.113571,0,0,0,0,0,0,0,0
0.115153,0,0,0,0,0,0,0,0
0.116304,0,0,0,0,0,0,0,0
0.117454,0,0,0,0,0,0,0,0
0.118604,0,0,0,0,0,0,0,0
0.119754,0,0,0,0,0,0,0,0
0.120906,0,0,0,0,0,0,0,0
0.122062,0,0,0,0,0,0,0,0
0.123213,0,0,0,0,0,0,0,0
0.124383,0,0,0,0,0,0,0,0
0.125547,0,0,0,0,0,0,0,0
0.126710,0,0,0,0,0,0,0,0
0.127874,0,0,0,0,0,0,0,0
0.129037,0,0,0,0,0,0,0,0
0.130200,0,0,0,0,0,0,0,0
0.131363,0,0,0,0,0,0,0,0
0.132533,0,0,0,0,0,0,0,0
0.133696,0,0,0,0,0,0,0,0
0.134859,0,0,0,0,0,0,0,0
0.136023,0,0,0,0,0,0,0,0
0.137186,0,0,0,0,0,0,0,0
0.138351,0,0,0,0,0,0,0,0
0.139516,0,0,0,0,0,0,0,0
0.140759,0,0,0,0,0,0,0,0
0.141978,0,0,0,0,0,0,0,0
0.143194,0,0,0,0,0,0,0,0
0.144412,0,0,0,0,0,0,0,0
0.145630,0,0,0,0,0,0,0,0
0.146847,0,0,0,0,0,0,0,0
0.148065,0,0,0,0,0,0,0,0
0.149282,0,0,0,0,0,0,0,0
0.150499,0,0,0,0,0,0,0,0
0.151717,0,0,0,0,0,0,0,0
0.152934,0,0,0,0,0,0,0,0
0.154163,0,0,0,0,0,0,0,0
0.155526,0,0,0,0,0,0,0,0
0.156886,0,0,0,0,0,0,0,0
0.158245,0,0,0,0,0,0,0,0
0.159750,0,0,0,0,0,0,0,0
0.161173,0,0,0,0,0,0,0,0
0.162539,0,0,0,0,0,0,0,0
0.163922,0,0,0,0,0,0,0,0
0.165288,0,0,0,0,0,0,0,0
0.166648,0,0,0,0,0,0,0,0
0.168009,0,0,0,0,0,0,0,0
0.169368,0,0,0,0,0,0,0,0
0.170727,0,0,0,0,0,0,0,0
0.172085,0,0,0,0,0,0,0,0
0.173415,0,0,0,0,0,0,0,0
0.174757,0,0,0,0,0,0,0,0
0.176087,0,0,0,0,0,0,0,0
0.177418,0,0,0,0,0,0,0,0
0.178749,0,0,0,0,0,0,0,0
0.180079,0,0,0,0,0,0,0,0
0.181410,0,0,0,0,0,0,0,0
0.182740,0,0,0,0,0,0,0,0
0.184070,0,0,0,0,0,0,0,0
0.185410,0,0,0,0,0,0,0,0
0.186740,0,0,0,0,0,0,0,0
0.188089,0,0,0,0,0,0,0,0
0.189450,0,0,0,0,0,0,0,0
0.190795,0,0,0,0,0,0,0,0
0.192139,0,0,0,0,0,0,0,0
0.193482,0,0,0,0,0,0,0,0
0.194824,0,0,0,0,0,0,0,0
0.196169,0,0,0,0,0,0,0,0
0.197511,0,0,0,0,0,0,0,0
0.198853,0,0,0,0,0,0,0,0
0.200780,0,0,0,0,0,0,0,0
0.202123,0,0,0,0,0,0,0,0
0.203505,0,0,0,0,0,0,0,0
0.204855,0,0,0,0,0,0,0,0
0.206224,0,0,0,0,0,0,0,0
0.207662,0,0,0,0,0,0,0,0
0.209022,0,0,0,0,0,0,0,0
0.210382,0,0,0,0,0,0,0,0
0.211741,0,0,0,0,0,0,0,0
0.213101,0,0,0,0,0,0,0,0
0.214460,0,0,0,0,0,0,0,0
0.215820,0,0,0,0,0,0,0,0
0.217187,0,0,0,0,0,0,0,0
0.218546,0,0,0,0,0,0,0,0
0.219942,0,0,0,0,0,0,0,0
0.221351,0,0,0,0,0,0,0,0
0.222759,0,0,0,0,0,0,0,0
0.224170,0,0,0,0,0,0,0,0
0.225750,0,0,0,0,0,0,0,0
0.227324,0,0,0,0,0,0,0,0
0.228916,0,0,0,0,0,0,0,0
0.230489,0,0,0,0,0,0,0,0
0.232064,0,0,0,0,0,0,0,0
0.233638,0,0,0,0,0,0,0,0
0.235210,0,0,0,0,0,0,0,0
0.236790,0,0,0,0,0,0,0,0
0.238362,0,0,0,0,0,0,0,0
0.239951,0,0,0,0,0,0,0,0
0.241524,0,0,0,0,0,0,0,0
0.243095,0,0,0,0,0,0,0,0
0.244737,0,0,0,0,0,0,0,0
0.246309,0,0,0,0,0,0,0,0
0.247882,0,0,0,0,0,0,0,0
0.249454,0,0,0,0,0,0,0,0
0.251036,0,0,0,0,0,0,0,0
0.252651,0,0,0,0,0,0,0,0
0.254224,0,0,0,0,0,0,0,0
0.255799,0,0,0,0,0,0,0,0
