elapsed_s,TP_DIVERGENT_QUADS_RECEIVED,TP_PRT_NON_RESIDENT_EVENTS,TP_OUTPUT_PIXELS_POINT,TP_OUTPUT_PIXELS_BILINEAR,TP_OUTPUT_PIXELS_MIP,TP_OUTPUT_PIXELS_ANISO,TP_OUTPUT_PIXELS_ZERO_LOD,TP_FLAG_CACHE_REQUESTS,TP_FLAG_CACHE_MISSES,TP_L1_5_L2_REQUESTS,TP_2D_OUTPUT_PIXELS,TP_2D_OUTPUT_PIXELS_POINT
0.001103,0,0,0,0,0,0,0,0,0,0,0,0
0.002944,0,0,0,0,0,0,0,0,0,0,0,0
0.004578,0,0,0,0,0,0,0,0,0,0,0,0
0.006152,0,0,0,0,0,0,0,0,0,0,0,0
0.007866,0,0,0,0,0,0,0,0,0,0,0,0
0.009428,0,0,0,0,0,0,0,0,0,0,0,0
0.011031,0,0,0,0,0,0,0,0,0,0,0,0
0.012589,0,0,0,0,0,0,0,0,0,0,0,0
0.014144,0,0,0,0,0,0,0,0,0,0,0,0
0.015864,0,0,0,0,0,0,0,0,0,0,0,0
0.017476,0,0,0,0,0,0,0,0,0,0,0,0
0.019097,0,0,0,0,0,0,0,0,0,0,0,0
0.020680,0,0,0,0,0,0,0,0,0,0,0,0
0.022260,0,0,0,0,0,0,0,0,0,0,0,0
0.023964,0,0,0,0,0,0,0,0,0,0,0,0
0.025547,0,0,0,0,0,0,0,0,0,0,0,0
0.027126,0,0,0,0,0,0,0,0,0,0,0,0
0.028704,0,0,0,0,0,0,0,0,0,0,0,0
0.030291,0,0,0,0,0,0,0,0,0,0,0,0
0.031974,0,0,0,0,0,0,0,0,0,0,0,0
0.033502,0,0,0,0,0,0,0,0,0,0,0,0
0.035019,0,0,0,0,0,0,0,0,0,0,0,0
0.036535,0,0,0,0,0,0,0,0,0,0,0,0
0.038051,0,0,0,0,0,0,0,0,0,0,0,0
0.039699,0,0,0,0,0,0,0,0,0,0,0,0
0.041226,0,0,0,0,0,0,0,0,0,0,0,0
