elapsed_s,TP_FILTER_POINT_FP32,TP_LATENCY_FIFO_FULL,TP_RESERVED_62,TP_RESERVED_63,TP_RESERVED_64,TP_RESERVED_65,TP_RESERVED_66,TP_RESERVED_67,TP_RESERVED_68,TP_RESERVED_69,TP_RESERVED_70,TP_RESERVED_71
0.001083,0,0,0,0,0,0,0,0,0,0,0,0
0.002791,0,0,0,0,0,0,0,0,0,0,0,0
0.004677,0,0,0,0,0,0,0,0,0,0,0,0
0.006310,0,0,0,0,0,0,0,0,0,0,0,0
0.007973,0,0,0,0,0,0,0,0,0,0,0,0
0.009632,0,0,0,0,0,0,0,0,0,0,0,0
0.011213,0,0,0,0,0,0,0,0,0,0,0,0
0.012848,0,0,0,0,0,0,0,0,0,0,0,0
0.014410,0,0,0,0,0,0,0,0,0,0,0,0
0.015975,0,0,0,0,0,0,0,0,0,0,0,0
0.017664,0,0,0,0,0,0,0,0,0,0,0,0
0.019460,0,0,0,0,0,0,0,0,0,0,0,0
0.021119,0,0,0,0,0,0,0,0,0,0,0,0
0.022691,0,0,0,0,0,0,0,0,0,0,0,0
0.024312,0,0,0,0,0,0,0,0,0,0,0,0
0.025923,0,0,0,0,0,0,0,0,0,0,0,0
0.027485,0,0,0,0,0,0,0,0,0,0,0,0
0.029048,0,0,0,0,0,0,0,0,0,0,0,0
0.030609,0,0,0,0,0,0,0,0,0,0,0,0
0.032314,0,0,0,0,0,0,0,0,0,0,0,0
0.033877,0,0,0,0,0,0,0,0,0,0,0,0
0.035440,0,0,0,0,0,0,0,0,0,0,0,0
0.037011,0,0,0,0,0,0,0,0,0,0,0,0
0.038571,0,0,0,0,0,0,0,0,0,0,0,0
0.040314,0,0,0,0,0,0,0,0,0,0,0,0
0.042261,0,0,0,0,0,0,0,0,0,0,0,0
0.043955,0,0,0,0,0,0,0,0,0,0,0,0
0.045510,0,0,0,0,0,0,0,0,0,0,0,0
0.047049,0,0,0,0,0,0,0,0,0,0,0,0
0.048662,0,0,0,0,0,0,0,0,0,0,0,0
0.050196,0,0,0,0,0,0,0,0,0,0,0,0
0.051733,0,0,0,0,0,0,0,0,0,0,0,0
0.053269,0,0,0,0,0,0,0,0,0,0,0,0
0.054859,0,0,0,0,0,0,0,0,0,0,0,0
0.056290,0,0,0,0,0,0,0,0,0,0,0,0
0.057711,0,0,0,0,0,0,0,0,0,0,0,0
0.059131,0,0,0,0,0,0,0,0,0,0,0,0
0.060584,0,0,0,0,0,0,0,0,0,0,0,0
0.061983,0,0,0,0,0,0,0,0,0,0,0,0
0.063381,0,0,0,0,0,0,0,0,0,0,0,0
0.064780,0,0,0,0,0,0,0,0,0,0,0,0
0.066187,0,0,0,0,0,0,0,0,0,0,0,0
0.067584,0,0,0,0,0,0,0,0,0,0,0,0
0.068982,0,0,0,0,0,0,0,0,0,0,0,0
0.070381,0,0,0,0,0,0,0,0,0,0,0,0
0.071780,0,0,0,0,0,0,0,0,0,0,0,0
0.073180,0,0,0,0,0,0,0,0,0,0,0,0
0.074579,0,0,0,0,0,0,0,0,0,0,0,0
0.076016,0,0,0,0,0,0,0,0,0,0,0,0
0.077484,0,0,0,0,0,0,0,0,0,0,0,0
0.078948,0,0,0,0,0,0,0,0,0,0,0,0
0.080413,0,0,0,0,0,0,0,0,0,0,0,0
0.081874,0,0,0,0,0,0,0,0,0,0,0,0
0.083386,0,0,0,0,0,0,0,0,0,0,0,0
0.084849,0,0,0,0,0,0,0,0,0,0,0,0
0.086259,0,0,0,0,0,0,0,0,0,0,0,0
0.087802,0,0,0,0,0,0,0,0,0,0,0,0
0.089340,0,0,0,0,0,0,0,0,0,0,0,0
0.090698,0,0,0,0,0,0,0,0,0,0,0,0
0.092178,0,0,0,0,0,0,0,0,0,0,0,0
0.093652,0,0,0,0,0,0,0,0,0,0,0,0
0.095166,0,0,0,0,0,0,0,0,0,0,0,0
0.096571,0,0,0,0,0,0,0,0,0,0,0,0
0.097975,0,0,0,0,0,0,0,0,0,0,0,0
0.099376,0,0,0,0,0,0,0,0,0,0,0,0
0.100836,0,0,0,0,0,0,0,0,0,0,0,0
0.102349,0,0,0,0,0,0,0,0,0,0,0,0
0.103801,0,0,0,0,0,0,0,0,0,0,0,0
0.105204,0,0,0,0,0,0,0,0,0,0,0,0
0.106603,0,0,0,0,0,0,0,0,0,0,0,0
0.108031,0,0,0,0,0,0,0,0,0,0,0,0
0.109430,0,0,0,0,0,0,0,0,0,0,0,0
0.110830,0,0,0,0,0,0,0,0,0,0,0,0
0.112275,0,0,0,0,0,0,0,0,0,0,0,0
0.113770,0,0,0,0,0,0,0,0,0,0,0,0
0.115235,0,0,0,0,0,0,0,0,0,0,0,0
0.116700,782336,0,0,0,0,0,0,0,0,0,0,0
0.117868,2253824,0,0,0,0,0,0,0,0,0,0,0
0.119034,2283520,0,0,0,0,0,0,0,0,0,0,0
0.120205,2278400,0,0,0,0,0,0,0,0,0,0,0
0.121372,2259968,0,0,0,0,0,0,0,0,0,0,0
0.122539,2277376,0,0,0,0,0,0,0,0,0,0,0
0.123725,2304000,0,0,0,0,0,0,0,0,0,0,0
0.124899,2291232,0,0,0,0,0,0,0,0,0,0,0
0.126073,2274784,0,0,0,0,0,0,0,0,0,0,0
0.127246,2286592,0,0,0,0,0,0,0,0,0,0,0
0.128419,2289664,0,0,0,0,0,0,0,0,0,0,0
0.129591,2267136,0,0,0,0,0,0,0,0,0,0,0
0.130764,2295808,0,0,0,0,0,0,0,0,0,0,0
0.131936,2264064,0,0,0,0,0,0,0,0,0,0,0
0.133110,2298880,0,0,0,0,0,0,0,0,0,0,0
0.134284,846848,0,0,0,0,0,0,0,0,0,0,0
0.135693,0,0,0,0,0,0,0,0,0,0,0,0
0.136986,0,0,0,0,0,0,0,0,0,0,0,0
0.138390,0,0,0,0,0,0,0,0,0,0,0,0
0.139813,0,0,0,0,0,0,0,0,0,0,0,0
0.141136,0,0,0,0,0,0,0,0,0,0,0,0
0.142458,0,0,0,0,0,0,0,0,0,0,0,0
0.143779,0,0,0,0,0,0,0,0,0,0,0,0
0.145110,0,0,0,0,0,0,0,0,0,0,0,0
0.146432,0,0,0,0,0,0,0,0,0,0,0,0
0.147752,0,0,0,0,0,0,0,0,0,0,0,0
0.149077,0,0,0,0,0,0,0,0,0,0,0,0
0.150398,0,0,0,0,0,0,0,0,0,0,0,0
0.151720,0,0,0,0,0,0,0,0,0,0,0,0
0.153041,0,0,0,0,0,0,0,0,0,0,0,0
0.154362,0,0,0,0,0,0,0,0,0,0,0,0
0.155716,0,0,0,0,0,0,0,0,0,0,0,0
0.157025,0,0,0,0,0,0,0,0,0,0,0,0
0.158337,0,0,0,0,0,0,0,0,0,0,0,0
0.159644,0,0,0,0,0,0,0,0,0,0,0,0
0.160952,0,0,0,0,0,0,0,0,0,0,0,0
0.162259,0,0,0,0,0,0,0,0,0,0,0,0
0.163567,0,0,0,0,0,0,0,0,0,0,0,0
0.164875,0,0,0,0,0,0,0,0,0,0,0,0
