elapsed_s,VPC_NEVER_COUNT,VPC_FE_BUSY_CYCLES,VPC_FE_WORKING_CYCLES,VPC_FE_STALL_CYCLES_VFD_WACK,VPC_FE_STARVE_CYCLES_SP,VPC_FE_PC_PRIMITIVES
0.001095,0,0,0,0,0,0
0.002565,0,0,0,0,0,0
0.004054,0,0,0,0,0,0
0.005491,0,0,0,0,0,0
0.006924,0,0,0,0,0,0
0.008533,0,0,0,0,0,0
0.010002,0,0,0,0,0,0
0.011465,0,0,0,0,0,0
0.012860,0,0,0,0,0,0
0.014245,0,0,0,0,0,0
0.015680,0,0,0,0,0,0
0.017261,0,0,0,0,0,0
0.018777,0,0,0,0,0,0
0.020312,0,0,0,0,0,0
0.021726,0,0,0,0,0,0
0.023136,0,0,0,0,0,0
0.024603,0,0,0,0,0,0
0.026556,0,0,0,0,0,0
0.027991,0,0,0,0,0,0
0.029426,0,0,0,0,0,0
0.030847,0,0,0,0,0,0
0.032257,0,0,0,0,0,0
0.033666,0,0,0,0,0,0
0.035072,0,0,0,0,0,0
0.036498,0,0,0,0,0,0
0.037895,0,0,0,0,0,0
0.039300,0,0,0,0,0,0
0.040739,0,0,0,0,0,0
0.042140,0,0,0,0,0,0
0.043534,0,0,0,0,0,0
0.044928,0,0,0,0,0,0
0.046321,0,0,0,0,0,0
0.047824,0,0,0,0,0,0
0.049221,0,0,0,0,0,0
0.050614,0,0,0,0,0,0
0.052046,0,0,0,0,0,0
0.053523,0,0,0,0,0,0
0.054874,0,0,0,0,0,0
0.056228,0,0,0,0,0,0
0.057595,0,0,0,0,0,0
0.058950,0,0,0,0,0,0
0.060302,0,0,0,0,0,0
0.061618,0,0,0,0,0,0
0.062934,0,0,0,0,0,0
0.064252,0,0,0,0,0,0
0.065573,0,0,0,0,0,0
0.066860,0,0,0,0,0,0
0.068179,0,0,0,0,0,0
0.069448,0,0,0,0,0,0
0.070725,0,0,0,0,0,0
0.072101,0,0,0,0,0,0
0.073478,0,0,0,0,0,0
0.074862,0,0,0,0,0,0
0.076292,0,0,0,0,0,0
0.077602,0,0,0,0,0,0
0.078908,0,0,0,0,0,0
0.080268,0,2322,513,0,0,0
0.081511,0,0,0,0,0,0
0.082977,0,0,0,0,0,0
0.084364,0,0,0,0,0,0
0.085723,0,0,0,0,0,0
0.087078,0,0,0,0,0,0
0.088524,0,0,0,0,0,0
0.089963,0,0,0,0,0,0
0.091520,0,0,0,0,0,0
0.092945,0,0,0,0,0,0
0.094306,0,0,0,0,0,0
0.095660,0,0,0,0,0,0
0.097052,0,8808,5251,0,0,0
0.098261,0,9504,8282,0,0,0
0.099468,0,9768,8511,0,0,0
0.100687,0,9656,8413,0,0,0
0.101939,0,9918,8871,0,0,0
0.103189,0,10332,8769,0,0,0
0.104469,0,9918,8871,0,0,0
0.105719,0,10182,8769,0,0,0
0.106970,0,10071,8640,0,0,0
0.108221,0,9920,8644,0,0,0
0.109482,0,10184,8875,0,0,0
0.110713,0,2535,2010,0,0,0
0.112135,0,0,0,0,0,0
0.113554,0,0,0,0,0,0
0.114973,0,0,0,0,0,0
0.116403,0,0,0,0,0,0
0.117732,0,0,0,0,0,0
0.119060,0,0,0,0,0,0
0.120423,0,0,0,0,0,0
0.121761,0,0,0,0,0,0
0.123089,0,0,0,0,0,0
0.124581,0,0,0,0,0,0
0.125916,0,0,0,0,0,0
0.127246,0,0,0,0,0,0
0.128686,0,0,0,0,0,0
0.130014,0,0,0,0,0,0
0.131343,0,0,0,0,0,0
0.132681,0,0,0,0,0,0
0.134128,0,0,0,0,0,0
0.135461,0,0,0,0,0,0
0.136794,0,0,0,0,0,0
0.138128,0,0,0,0,0,0
0.139461,0,0,0,0,0,0
0.140795,0,0,0,0,0,0
0.142129,0,0,0,0,0,0
0.143467,0,0,0,0,0,0
0.144802,0,0,0,0,0,0
0.146135,0,0,0,0,0,0
0.147468,0,0,0,0,0,0
0.148860,0,0,0,0,0,0
0.150250,0,0,0,0,0,0
0.151722,0,0,0,0,0,0
0.153249,0,0,0,0,0,0
0.154823,0,0,0,0,0,0
0.156384,0,0,0,0,0,0
0.157945,0,0,0,0,0,0
0.159509,0,0,0,0,0,0
0.161070,0,0,0,0,0,0
0.162630,0,0,0,0,0,0
0.164234,0,0,0,0,0,0
0.165687,0,0,0,0,0,0
0.167220,0,0,0,0,0,0
0.168783,0,0,0,0,0,0
0.170343,0,0,0,0,0,0
0.171906,0,0,0,0,0,0
0.173468,0,0,0,0,0,0
0.175028,0,0,0,0,0,0
0.176606,0,0,0,0,0,0
0.178166,0,0,0,0,0,0
0.179772,0,0,0,0,0,0
0.181334,0,0,0,0,0,0
0.182893,0,0,0,0,0,0
0.184455,0,0,0,0,0,0
0.186017,0,0,0,0,0,0
0.187594,0,0,0,0,0,0
0.189156,0,0,0,0,0,0
0.190716,0,0,0,0,0,0
0.192278,0,0,0,0,0,0
0.193831,0,0,0,0,0,0
0.195446,0,0,0,0,0,0
0.196874,0,0,0,0,0,0
0.198281,0,0,0,0,0,0
0.199677,0,0,0,0,0,0
0.201202,0,0,0,0,0,0
0.202761,0,0,0,0,0,0
0.204321,0,0,0,0,0,0
0.205883,0,0,0,0,0,0
0.207444,0,0,0,0,0,0
0.209017,0,0,0,0,0,0
0.210576,0,0,0,0,0,0
0.212179,0,0,0,0,0,0
0.213741,0,0,0,0,0,0
0.215302,0,0,0,0,0,0
0.216861,0,0,0,0,0,0
0.219250,0,0,0,0,0,0
0.220734,0,0,0,0,0,0
0.222131,0,0,0,0,0,0
0.223523,0,0,0,0,0,0
0.225041,0,0,0,0,0,0
0.226591,0,0,0,0,0,0
0.228065,0,0,0,0,0,0
0.229597,0,0,0,0,0,0
0.231171,0,0,0,0,0,0
0.232736,0,0,0,0,0,0
0.234296,0,0,0,0,0,0
0.235858,0,0,0,0,0,0
0.237419,0,0,0,0,0,0
0.238980,0,0,0,0,0,0
0.240502,0,0,0,0,0,0
0.242041,0,0,0,0,0,0
0.243604,0,0,0,0,0,0
0.245209,0,0,0,0,0,0
0.246769,0,0,0,0,0,0
0.248330,0,0,0,0,0,0
0.249891,0,0,0,0,0,0
0.251454,0,0,0,0,0,0
0.253029,0,0,0,0,0,0
0.254589,0,0,0,0,0,0
0.256150,0,0,0,0,0,0
0.257712,0,0,0,0,0,0
0.259337,0,0,0,0,0,0
0.261008,0,0,0,0,0,0
0.262561,0,0,0,0,0,0
0.263980,0,0,0,0,0,0
0.265509,0,0,0,0,0,0
0.267070,0,0,0,0,0,0
0.268636,0,0,0,0,0,0
0.270196,0,0,0,0,0,0
0.271759,0,0,0,0,0,0
0.273320,0,0,0,0,0,0
0.274893,0,0,0,0,0,0
0.276498,0,0,0,0,0,0
0.278061,0,0,0,0,0,0
0.279625,0,0,0,0,0,0
0.281231,0,0,0,0,0,0
0.282792,0,0,0,0,0,0
0.284352,0,0,0,0,0,0
0.285927,0,0,0,0,0,0
0.287490,0,0,0,0,0,0
0.289051,0,0,0,0,0,0
0.290612,0,0,0,0,0,0
0.292217,0,0,0,0,0,0
0.293780,0,0,0,0,0,0
0.295343,0,0,0,0,0,0
0.296919,0,0,0,0,0,0
0.298478,0,0,0,0,0,0
0.300041,0,0,0,0,0,0
0.301594,0,0,0,0,0,0
0.303145,0,0,0,0,0,0
