elapsed_s,VPC_BE_PS_BUSY_CYCLES,VPC_BE_PS_WORKING_CYCLES,VPC_BE_STALL_CYCLES_CCHE,VPC_BE_STARVE_CYCLES_CCHE,VPC_BE_LM_FULL_WAIT_FOR_INTP_END,VPC_BE_CCHE_REQBUF_FULL
0.001102,0,0,0,8512836,0,0
0.002306,0,0,0,4757928,0,0
0.003483,0,0,0,4653378,0,0
0.004656,0,0,0,4644072,0,0
0.005824,0,0,0,4625910,0,0
0.006993,0,0,0,4630128,0,0
0.008163,0,0,0,4632246,0,0
0.009331,0,0,0,4626126,0,0
0.010510,0,0,0,4668156,0,0
0.011681,0,0,0,4638906,0,0
0.012851,0,0,0,4631298,0,0
0.014019,0,0,0,4623690,0,0
0.015188,0,0,0,4629516,0,0
0.016355,0,0,0,4624020,0,0
0.017561,0,0,0,4821576,0,0
0.018769,0,0,0,4767102,0,0
0.019970,0,0,0,4727922,0,0
0.021138,0,0,0,4623708,0,0
0.022263,0,0,0,4452084,0,0
0.023386,0,0,0,4449144,0,0
0.024509,0,0,0,4445136,0,0
0.025631,0,0,0,4445430,0,0
0.026755,0,0,0,4463400,0,0
0.027934,0,0,0,4699320,0,0
0.029075,0,0,0,4473522,0,0
0.030197,0,0,0,4443954,0,0
0.031382,0,0,0,4694556,0,0
0.032506,0,0,0,4447668,0,0
0.033628,0,0,0,4445556,0,0
0.034751,0,0,0,4453260,0,0
0.035875,0,0,0,4444482,0,0
0.036996,0,0,0,4437954,0,0
0.038116,0,0,0,4434342,0,0
0.039234,0,0,0,4441434,0,0
0.040358,0,0,0,4437528,0,0
0.041491,0,0,0,4494642,0,0
0.042620,0,0,0,4464456,0,0
0.043793,0,0,0,4636170,0,0
0.044904,0,0,0,4397502,0,0
0.046013,0,0,0,4392744,0,0
0.047124,0,0,0,4398768,0,0
0.048232,0,0,0,4390632,0,0
0.049341,0,0,0,4391700,0,0
0.050451,0,0,0,4393896,0,0
0.051620,0,0,0,4785816,0,0
0.052860,0,0,0,4055148,0,0
0.053974,0,0,0,4049028,0,0
0.055136,0,0,0,4233462,0,0
0.056253,0,0,0,4534548,0,0
0.057494,0,0,0,4051152,0,0
0.058604,0,0,0,4041834,0,0
0.059762,0,0,0,4220058,0,0
0.060859,0,0,0,4380804,0,0
0.062060,0,0,0,4373508,0,0
0.063302,0,0,0,4524618,0,0
0.064495,0,0,0,4369242,0,0
0.065694,0,0,0,4344660,0,0
0.066937,0,0,0,4528026,0,0
0.068130,0,0,0,4345056,0,0
0.069324,0,0,0,4347378,0,0
0.070517,0,0,0,4346304,0,0
0.071760,0,0,0,4520358,0,0
0.072956,0,0,0,4360500,0,0
0.074149,0,0,0,4343586,0,0
0.075392,0,0,0,4562208,0,0
0.076655,0,0,0,4221606,0,0
0.077795,0,0,0,4128192,0,0
0.078927,0,0,0,4135596,0,0
0.080043,0,0,0,4469280,0,0
0.081269,0,0,0,4468302,0,0
0.082495,0,0,0,4465704,0,0
0.083804,0,0,0,4806084,0,0
0.085099,0,0,0,4674180,0,0
0.086378,0,0,0,4659090,0,0
0.087649,0,0,0,4619706,0,0
0.089059,282,351,0,5297856,0,0
0.090348,0,0,0,4558032,0,0
0.091599,0,0,0,4548510,0,0
0.092873,0,0,0,4617384,0,0
0.094151,0,0,0,4657152,0,0
0.095417,0,0,0,4608966,0,0
0.096684,0,0,0,4616304,0,0
0.097952,0,0,0,4615230,0,0
0.101639,4059,5238,0,21334890,0,0
0.103638,2925,3744,0,13210824,0,0
0.104897,1800,2304,0,8289060,0,0
0.106152,1800,2304,0,8281314,0,0
0.107461,1950,2496,0,8628684,0,0
0.108711,1800,2304,0,8253690,0,0
0.109964,1800,2304,0,8263458,0,0
0.111214,1800,2304,0,8254752,0,0
0.112615,1626,2061,0,9241782,0,0
0.113867,0,0,0,8093388,0,0
0.115024,0,0,0,7637910,0,0
0.116180,0,0,0,7632360,0,0
0.117336,0,0,0,7630974,0,0
0.118492,0,0,0,7626288,0,0
0.119697,0,0,0,7953252,0,0
0.120853,0,0,0,7626528,0,0
0.122008,0,0,0,7623948,0,0
0.123182,0,0,0,7757478,0,0
0.124344,0,0,0,7668672,0,0
0.125503,0,0,0,7652574,0,0
0.126711,0,0,0,7974900,0,0
0.127878,0,0,0,7699992,0,0
0.129087,0,0,0,7977276,0,0
0.130295,0,0,0,7972710,0,0
0.131503,0,0,0,7967766,0,0
0.132710,0,0,0,7975722,0,0
0.133919,0,0,0,7976496,0,0
0.135080,0,0,0,7667178,0,0
0.136327,0,0,0,8265996,0,0
0.137582,0,0,0,8271846,0,0
0.138800,0,0,0,8066508,0,0
0.140166,0,0,0,9359760,0,0
0.141683,0,0,0,10035684,0,0
0.143068,0,0,0,9374922,0,0
0.144840,0,0,0,11276400,0,0
0.146144,0,0,0,13281840,0,0
0.148345,0,0,0,10049094,0,0
0.149880,0,0,0,9926652,0,0
0.151159,0,0,0,8368710,0,0
0.152424,0,0,0,8353740,0,0
0.153687,0,0,0,8338446,0,0
0.154953,0,0,0,8362026,0,0
0.156335,0,0,0,9146868,0,0
0.157608,0,0,0,8377776,0,0
0.158877,0,0,0,8380770,0,0
0.160145,0,0,0,8364222,0,0
0.161412,0,0,0,8363622,0,0
0.162679,0,0,0,8375652,0,0
0.163948,0,0,0,8354286,0,0
0.165213,0,0,0,8355486,0,0
0.166491,0,0,0,8431998,0,0
0.167760,0,0,0,8379366,0,0
0.169028,0,0,0,8365110,0,0
0.170295,0,0,0,8363934,0,0
0.171601,0,0,0,8624868,0,0
0.172869,0,0,0,8365638,0,0
0.174135,0,0,0,8352108,0,0
0.175403,0,0,0,8367546,0,0
0.176679,0,0,0,8424078,0,0
0.177945,0,0,0,8348304,0,0
0.179212,0,0,0,8351274,0,0
0.180473,0,0,0,8339580,0,0
0.181743,0,0,0,8369880,0,0
0.183076,0,0,0,8813880,0,0
0.184343,0,0,0,8360514,0,0
0.185609,0,0,0,8355762,0,0
0.186887,0,0,0,8429508,0,0
0.188200,0,0,0,8672520,0,0
0.189467,0,0,0,8352324,0,0
0.190732,0,0,0,8630634,0,0
0.192042,0,0,0,8365164,0,0
0.193307,0,0,0,8350056,0,0
0.194729,0,0,0,9508944,0,0
0.196019,0,0,0,8408712,0,0
0.197297,0,0,0,8419242,0,0
0.198563,0,0,0,8352612,0,0
0.199864,0,0,0,8593650,0,0
0.201130,0,0,0,8353644,0,0
0.202396,0,0,0,8353692,0,0
0.203698,0,0,0,8590542,0,0
0.204964,0,0,0,8354430,0,0
0.206229,0,0,0,8347788,0,0
0.207505,0,0,0,8425356,0,0
0.208770,0,0,0,8351118,0,0
0.210035,0,0,0,8349468,0,0
0.211303,0,0,0,8360796,0,0
0.212568,0,0,0,8354532,0,0
0.213833,0,0,0,8352420,0,0
0.215100,0,0,0,8358420,0,0
0.216366,0,0,0,8357442,0,0
0.217639,0,0,0,8403900,0,0
0.218907,0,0,0,8365308,0,0
0.220206,0,0,0,8574342,0,0
0.221471,0,0,0,8350320,0,0
0.222790,0,0,0,9197082,0,0
0.224260,0,0,0,9364404,0,0
0.225690,0,0,0,9438366,0,0
0.227121,0,0,0,9451080,0,0
0.228441,0,0,0,8570172,0,0
0.229714,0,0,0,8390460,0,0
0.230986,0,0,0,8394312,0,0
0.232255,0,0,0,8365356,0,0
0.233521,0,0,0,8359986,0,0
0.234790,0,0,0,8370900,0,0
0.236099,0,0,0,8640564,0,0
0.237365,0,0,0,8354544,0,0
0.238641,0,0,0,8438634,0,0
0.239910,0,0,0,8365488,0,0
0.241177,0,0,0,8359980,0,0
0.242443,0,0,0,8352954,0,0
0.243711,0,0,0,8368548,0,0
0.244978,0,0,0,8359122,0,0
0.246243,0,0,0,8349942,0,0
0.247510,0,0,0,8350686,0,0
0.248781,0,0,0,8387184,0,0
0.250042,0,0,0,8321646,0,0
0.251345,0,0,0,8634216,0,0
0.252615,0,0,0,8365950,0,0
0.253881,0,0,0,8352186,0,0
0.255148,0,0,0,8375922,0,0
0.256415,0,0,0,8343006,0,0
0.257679,0,0,0,8348922,0,0
0.258955,0,0,0,8418162,0,0
0.260220,0,0,0,8348412,0,0
0.261485,0,0,0,8349600,0,0
0.262752,0,0,0,8367468,0,0
0.264018,0,0,0,8353410,0,0
0.265283,0,0,0,8341680,0,0
0.266547,0,0,0,8352966,0,0
0.267914,0,0,0,9014472,0,0
0.269188,0,0,0,8409780,0,0
0.270453,0,0,0,8342334,0,0
0.271720,0,0,0,8368182,0,0
0.272986,0,0,0,8354694,0,0
0.274251,0,0,0,8346354,0,0
0.275517,0,0,0,8363256,0,0
0.276783,0,0,0,8354916,0,0
0.278048,0,0,0,8350056,0,0
0.279324,0,0,0,8417460,0,0
0.280590,0,0,0,8354538,0,0
0.281855,0,0,0,8357448,0,0
0.283157,0,0,0,8578860,0,0
0.284419,0,0,0,8326716,0,0
0.285680,0,0,0,8321910,0,0
0.286944,0,0,0,8359020,0,0
0.288339,0,0,0,9366456,0,0
0.289783,0,0,0,9525558,0,0
0.291091,0,0,0,8497638,0,0
0.292492,0,0,0,9379488,0,0
0.293796,0,0,0,8477394,0,0
0.295073,0,0,0,8411214,0,0
0.296343,0,0,0,8376816,0,0
0.297610,0,0,0,8359356,0,0
0.298879,0,0,0,8375226,0,0
0.300161,0,0,0,8466648,0,0
0.301428,0,0,0,8356230,0,0
0.302693,0,0,0,8362560,0,0
0.303962,0,0,0,8357868,0,0
0.305227,0,0,0,8349894,0,0
0.306493,0,0,0,8354880,0,0
0.307760,0,0,0,8366154,0,0
0.309026,0,0,0,8356674,0,0
0.310302,0,0,0,8419470,0,0
0.311570,0,0,0,8354490,0,0
0.312832,0,0,0,8330556,0,0
0.314094,0,0,0,8323494,0,0
0.315393,0,0,0,8591352,0,0
0.316658,0,0,0,8347776,0,0
0.318052,0,0,0,9357108,0,0
0.319360,0,0,0,8493048,0,0
0.320648,0,0,0,8491038,0,0
0.321917,0,0,0,8369592,0,0
0.323185,0,0,0,8367840,0,0
0.324451,0,0,0,8354718,0,0
0.325715,0,0,0,8346552,0,0
0.326983,0,0,0,8367012,0,0
0.328248,0,0,0,8343810,0,0
0.329512,0,0,0,8349162,0,0
0.330788,0,0,0,8420634,0,0
0.332096,0,0,0,8630268,0,0
0.333361,0,0,0,8345904,0,0
0.334626,0,0,0,8363172,0,0
0.335893,0,0,0,8351442,0,0
0.337158,0,0,0,8348568,0,0
0.338422,0,0,0,8344152,0,0
0.339689,0,0,0,8358786,0,0
0.340966,0,0,0,8427216,0,0
0.342230,0,0,0,8344356,0,0
0.343497,0,0,0,8363052,0,0
0.344763,0,0,0,8353494,0,0
0.346028,0,0,0,8350056,0,0
0.347329,0,0,0,8585802,0,0
0.348594,0,0,0,8350254,0,0
0.349858,0,0,0,8344962,0,0
0.351134,0,0,0,8416662,0,0
0.352399,0,0,0,8351970,0,0
0.353664,0,0,0,8347344,0,0
0.354930,0,0,0,8353224,0,0
0.356194,0,0,0,8342472,0,0
0.357480,0,0,0,8513826,0,0
0.358752,0,0,0,8377494,0,0
0.360019,0,0,0,8355504,0,0
0.361294,0,0,0,8416254,0,0
0.362559,0,0,0,8351178,0,0
0.363930,0,0,0,9054402,0,0
0.365196,0,0,0,8349636,0,0
0.366462,0,0,0,8357016,0,0
0.367730,0,0,0,8371878,0,0
0.368997,0,0,0,8353854,0,0
0.370262,0,0,0,8352756,0,0
0.371537,0,0,0,8418090,0,0
0.372804,0,0,0,8358768,0,0
0.374069,0,0,0,8349252,0,0
0.375336,0,0,0,8362536,0,0
0.376602,0,0,0,8355696,0,0
0.377868,0,0,0,8351274,0,0
0.379168,0,0,0,8588664,0,0
0.380435,0,0,0,8356116,0,0
0.381708,0,0,0,8406462,0,0
0.383012,0,0,0,8605752,0,0
0.384278,0,0,0,8357184,0,0
0.385544,0,0,0,8352966,0,0
0.386811,0,0,0,8355000,0,0
0.388074,0,0,0,8328480,0,0
0.389335,0,0,0,8324376,0,0
0.390597,0,0,0,9169524,0,0
0.391993,0,0,0,8386890,0,0
0.393258,0,0,0,8341356,0,0
0.394522,0,0,0,8345190,0,0
0.395822,0,0,0,8582058,0,0
0.397087,0,0,0,8351178,0,0
0.398352,0,0,0,8346192,0,0
0.399619,0,0,0,8359044,0,0
0.400883,0,0,0,8348982,0,0
0.402157,0,0,0,8402334,0,0
0.403424,0,0,0,8364426,0,0
0.404689,0,0,0,8347458,0,0
0.405954,0,0,0,8345046,0,0
0.407220,0,0,0,8357526,0,0
0.408484,0,0,0,8342850,0,0
0.409748,0,0,0,8348142,0,0
0.411015,0,0,0,8569866,0,0
0.412321,0,0,0,8413242,0,0
0.413586,0,0,0,8340276,0,0
0.414977,0,0,0,9413352,0,0
0.416409,0,0,0,9398574,0,0
0.417715,0,0,0,8470380,0,0
0.418992,0,0,0,8413818,0,0
0.420262,0,0,0,8370024,0,0
0.421527,0,0,0,8351892,0,0
0.422809,0,0,0,8464476,0,0
0.424076,0,0,0,8361774,0,0
0.425342,0,0,0,8350386,0,0
0.426607,0,0,0,8363898,0,0
0.427918,0,0,0,8632260,0,0
0.429189,0,0,0,8406432,0,0
0.430457,0,0,0,8356416,0,0
0.431724,0,0,0,8363772,0,0
0.433000,0,0,0,8416584,0,0
0.434271,0,0,0,8404428,0,0
0.435541,0,0,0,8370330,0,0
0.436807,0,0,0,8351112,0,0
0.438071,0,0,0,8340870,0,0
0.439337,0,0,0,8360358,0,0
0.440602,0,0,0,8346288,0,0
0.441866,0,0,0,8344848,0,0
0.443176,0,0,0,8648562,0,0
0.444441,0,0,0,8349810,0,0
0.445707,0,0,0,8350206,0,0
0.446973,0,0,0,8353116,0,0
0.448238,0,0,0,8347524,0,0
0.449502,0,0,0,8345970,0,0
0.450768,0,0,0,8357202,0,0
0.452032,0,0,0,8344356,0,0
0.453305,0,0,0,8404086,0,0
0.454570,0,0,0,8342574,0,0
0.455902,0,0,0,8788890,0,0
0.457165,0,0,0,8337054,0,0
0.458434,0,0,0,8396322,0,0
0.459740,0,0,0,8605962,0,0
0.461007,0,0,0,8361294,0,0
0.462273,0,0,0,8351580,0,0
0.463548,0,0,0,8421078,0,0
0.464814,0,0,0,8352498,0,0
0.466079,0,0,0,8351898,0,0
0.467346,0,0,0,8361516,0,0
0.468612,0,0,0,8353212,0,0
0.469877,0,0,0,8350488,0,0
0.471144,0,0,0,8358348,0,0
0.472409,0,0,0,8349342,0,0
0.473682,0,0,0,8404614,0,0
0.474949,0,0,0,8362812,0,0
0.476215,0,0,0,8355924,0,0
0.477480,0,0,0,8350254,0,0
0.478748,0,0,0,8365170,0,0
0.480013,0,0,0,8353248,0,0
0.481279,0,0,0,8348916,0,0
0.482543,0,0,0,8352330,0,0
0.483878,0,0,0,8810316,0,0
0.485145,0,0,0,8354418,0,0
0.486410,0,0,0,8355186,0,0
0.487678,0,0,0,8369232,0,0
0.488945,0,0,0,8354964,0,0
0.490210,0,0,0,8350164,0,0
0.491511,0,0,0,8579838,0,0
0.492773,0,0,0,8329206,0,0
0.494044,0,0,0,8384946,0,0
0.495307,0,0,0,8351652,0,0
0.496572,0,0,0,8346306,0,0
0.497965,0,0,0,9349548,0,0
0.499272,0,0,0,8488716,0,0
0.500545,0,0,0,8391762,0,0
0.501813,0,0,0,8358174,0,0
0.503080,0,0,0,8357256,0,0
0.504358,0,0,0,8433150,0,0
0.505621,0,0,0,8401866,0,0
0.506907,0,0,0,8672490,0,0
0.508217,0,0,0,8404008,0,0
0.509482,0,0,0,8348262,0,0
0.510749,0,0,0,8365992,0,0
0.512015,0,0,0,8351118,0,0
0.513280,0,0,0,8348916,0,0
0.514555,0,0,0,8414298,0,0
0.515864,0,0,0,8639562,0,0
0.517129,0,0,0,8349264,0,0
0.518394,0,0,0,8346624,0,0
0.519661,0,0,0,8364042,0,0
0.520926,0,0,0,8346882,0,0
0.522190,0,0,0,8347878,0,0
0.523493,0,0,0,8592210,0,0
0.524767,0,0,0,8414310,0,0
0.526032,0,0,0,8349084,0,0
0.527300,0,0,0,8364312,0,0
0.528565,0,0,0,8354334,0,0
0.529830,0,0,0,8343732,0,0
0.531097,0,0,0,8365470,0,0
0.532362,0,0,0,8347938,0,0
0.533627,0,0,0,8346732,0,0
0.534901,0,0,0,8411190,0,0
0.536166,0,0,0,8351802,0,0
0.537431,0,0,0,8343978,0,0
0.538696,0,0,0,8362044,0,0
0.539997,0,0,0,8579358,0,0
0.541262,0,0,0,8345142,0,0
0.542527,0,0,0,8345034,0,0
0.543793,0,0,0,8359032,0,0
0.545067,0,0,0,8409036,0,0
0.546331,0,0,0,8342190,0,0
0.547598,0,0,0,8361666,0,0
0.548863,0,0,0,8347692,0,0
0.550127,0,0,0,8347242,0,0
0.551395,0,0,0,8362050,0,0
0.552660,0,0,0,8349594,0,0
0.553924,0,0,0,8345562,0,0
0.555233,0,0,0,8634996,0,0
0.556497,0,0,0,8339664,0,0
0.557766,0,0,0,8406666,0,0
0.559039,0,0,0,8377404,0,0
0.560432,0,0,0,9357666,0,0
0.561736,0,0,0,8465232,0,0
0.563013,0,0,0,8420766,0,0
0.564283,0,0,0,8373702,0,0
0.565564,0,0,0,8453640,0,0
0.566833,0,0,0,8364048,0,0
0.568096,0,0,0,8333856,0,0
0.569358,0,0,0,8333394,0,0
0.570839,0,0,0,9976734,0,0
0.572325,0,0,0,9756066,0,0
0.573747,0,0,0,9388020,0,0
0.575050,0,0,0,8474802,0,0
0.576373,0,0,0,8716056,0,0
0.577642,0,0,0,8369586,0,0
0.578911,0,0,0,8375304,0,0
0.580177,0,0,0,8355690,0,0
0.581443,0,0,0,8349174,0,0
0.582708,0,0,0,8436570,0,0
0.583996,0,0,0,8437248,0,0
0.585266,0,0,0,8365374,0,0
0.586542,0,0,0,8421330,0,0
0.587851,0,0,0,8642316,0,0
0.589118,0,0,0,8362644,0,0
0.590384,0,0,0,8351196,0,0
0.591652,0,0,0,8373648,0,0
0.592919,0,0,0,8353998,0,0
0.594184,0,0,0,8355336,0,0
0.595452,0,0,0,8353746,0,0
0.596724,0,0,0,8391234,0,0
0.597985,0,0,0,8324628,0,0
0.599249,0,0,0,8357898,0,0
0.600516,0,0,0,8356722,0,0
0.601781,0,0,0,8354010,0,0
0.603049,0,0,0,8594520,0,0
0.604350,0,0,0,8356488,0,0
0.605615,0,0,0,8359128,0,0
0.606892,0,0,0,8426886,0,0
0.608159,0,0,0,8359104,0,0
