elapsed_s,VPC_BE_STALL_CYCLES_HLSQ_PRIM_ALLOC,VPC_BE_STALL_CYCLES_SP_LM,VPC_BE_NUM_PA_REQ,VPC_BE_NUM_LM_REQ_HIT,VPC_BE_NUM_ATTR_REQ_LM,VPC_BE_LM_TRANSACTION
0.001305,0,0,0,0,0,0
0.002999,0,0,0,0,0,0
0.004478,0,0,0,0,0,0
0.005984,0,0,0,0,0,0
0.007455,0,0,0,0,0,0
0.008926,0,0,0,0,0,0
0.010491,0,0,0,0,0,0
0.011987,0,0,0,0,0,0
0.013476,0,0,0,0,0,0
0.014966,0,0,0,0,0,0
0.016476,0,0,0,0,0,0
0.018078,0,0,0,0,0,0
0.019506,0,0,0,0,0,0
0.020993,0,0,0,0,0,0
0.022417,0,0,0,0,0,0
0.023841,0,0,0,0,0,0
0.025365,0,0,0,0,0,0
0.026746,0,0,0,0,0,0
0.028128,0,0,0,0,0,0
0.029560,0,0,0,0,0,0
0.031087,0,0,0,0,0,0
0.032590,0,0,0,0,0,0
0.034008,0,0,0,0,0,0
0.035380,0,0,0,0,0,0
0.036765,0,0,0,0,0,0
0.038091,0,0,0,0,0,0
0.039433,0,0,0,0,0,0
0.040760,0,0,0,0,0,0
0.042160,0,0,0,0,0,0
0.043525,0,0,0,0,0,0
0.044883,0,0,0,0,0,0
0.046237,0,0,0,0,0,0
0.047592,0,0,0,0,0,0
0.048964,0,0,0,0,0,0
0.050534,0,0,0,0,0,0
0.051954,0,0,0,0,0,0
0.053400,0,0,0,0,0,0
0.054787,0,0,0,0,0,0
0.056141,0,0,0,0,0,0
0.057548,0,0,0,0,0,0
0.058901,0,0,0,0,0,0
0.060444,0,0,0,0,0,0
0.061802,0,0,0,0,0,0
0.063155,0,0,0,0,0,0
0.064526,0,0,0,0,0,0
0.068031,0,0,0,0,0,0
0.069461,0,0,0,0,0,0
0.070716,0,0,0,0,0,0
0.071968,0,0,0,0,0,0
0.073276,0,0,0,0,0,0
0.074527,0,0,0,0,0,0
0.075735,0,0,0,0,0,0
0.077003,0,0,0,0,0,0
0.078255,0,0,0,0,0,0
0.079652,0,0,0,0,0,0
0.080917,0,0,0,0,0,0
0.082252,0,0,0,0,0,0
0.084245,0,0,0,0,0,0
0.085642,0,0,0,0,0,0
0.087060,0,0,0,0,0,0
0.088461,0,0,0,0,0,0
0.089860,0,0,0,0,0,0
0.091259,0,0,0,0,0,0
0.092752,0,0,0,0,0,0
0.094463,0,0,0,0,0,0
0.095972,0,0,0,0,0,0
0.097376,0,0,0,0,0,0
0.098768,0,0,0,0,0,0
0.100178,0,0,0,0,0,0
0.104725,0,0,0,0,0,0
0.106239,0,0,0,0,0,0
0.107635,0,0,0,0,0,0
0.109221,0,0,0,0,0,0
0.110622,0,0,0,0,0,0
0.111973,0,0,0,0,0,0
0.113435,0,0,0,0,0,0
0.114828,0,0,0,0,0,0
0.116228,0,0,0,0,0,0
0.117619,0,0,0,0,0,0
0.119010,0,0,0,0,0,0
0.120401,0,0,0,0,0,0
0.121902,0,0,0,0,0,0
0.123361,0,0,0,0,0,0
0.124753,0,0,0,0,0,0
0.126143,0,0,0,0,0,0
0.127542,0,0,0,0,0,0
0.128934,0,0,0,0,0,0
0.130365,0,0,0,0,0,0
0.131761,0,0,0,0,0,0
0.133159,0,0,0,0,0,0
0.134555,0,0,0,0,0,0
0.135949,0,0,0,0,0,0
0.137519,0,0,0,0,0,0
0.138968,0,0,0,0,0,0
0.140496,0,0,0,0,0,0
0.142061,0,0,0,0,0,0
0.143619,0,0,0,0,0,0
0.145223,0,0,0,0,0,0
0.146783,0,0,0,0,0,0
0.148342,0,0,0,0,0,0
0.149868,0,0,0,0,0,0
0.151397,0,0,0,0,0,0
0.152959,0,0,0,0,0,0
0.154564,0,0,0,0,0,0
0.156121,0,0,0,0,0,0
0.157682,0,0,0,0,0,0
0.159241,0,0,0,0,0,0
0.160692,0,0,0,0,0,0
0.162349,0,0,0,0,0,0
0.163921,0,0,0,0,0,0
0.165349,0,0,0,0,0,0
0.166752,0,0,0,0,0,0
0.168149,0,0,0,0,0,0
0.169589,0,0,0,0,0,0
0.171001,0,0,0,0,0,0
0.172512,0,0,0,0,0,0
0.174076,0,0,0,0,0,0
0.175634,0,0,0,0,0,0
0.177238,0,0,0,0,0,0
0.178798,0,0,0,0,0,0
0.180357,0,0,0,0,0,0
0.181934,0,0,0,0,0,0
0.183490,0,0,0,0,0,0
0.185095,0,0,0,0,0,0
0.186656,0,0,0,0,0,0
0.188215,0,0,0,0,0,0
0.189774,0,0,0,0,0,0
0.191335,0,0,0,0,0,0
0.192909,0,0,0,0,0,0
0.194514,0,0,0,0,0,0
0.196072,0,0,0,0,0,0
0.197631,0,0,0,0,0,0
0.199190,0,0,0,0,0,0
0.200750,0,0,0,0,0,0
0.202354,0,0,0,0,0,0
0.203926,0,0,0,0,0,0
0.205498,0,0,0,0,0,0
0.207076,0,0,0,0,0,0
0.208482,0,0,0,0,0,0
0.209891,0,0,0,0,0,0
0.211409,0,0,0,0,0,0
0.212842,0,0,0,0,0,0
0.214387,0,0,0,0,0,0
0.215947,0,0,0,0,0,0
0.217551,0,0,0,0,0,0
0.219113,0,0,0,0,0,0
0.220676,0,0,0,0,0,0
0.222238,0,0,0,0,0,0
0.223799,0,0,0,0,0,0
0.225419,0,0,0,0,0,0
0.226974,0,0,0,0,0,0
0.228525,0,0,0,0,0,0
0.230146,0,0,0,0,0,0
0.231705,0,0,0,0,0,0
0.233313,0,0,0,0,0,0
0.234875,0,0,0,0,0,0
0.236450,0,0,0,0,0,0
0.238017,0,0,0,0,0,0
0.239577,0,0,0,0,0,0
0.241184,0,0,0,0,0,0
0.242747,0,0,0,0,0,0
0.244307,0,0,0,0,0,0
0.245929,0,0,0,0,0,0
0.247502,0,0,0,0,0,0
0.249107,0,0,0,0,0,0
0.250670,0,0,0,0,0,0
0.252231,0,0,0,0,0,0
0.253793,0,0,0,0,0,0
0.255345,0,0,0,0,0,0
0.256972,0,0,0,0,0,0
0.258429,0,0,0,0,0,0
0.259830,0,0,0,0,0,0
0.261357,0,0,0,0,0,0
0.262918,0,0,0,0,0,0
0.264477,0,0,0,0,0,0
0.266055,0,0,0,0,0,0
0.267614,0,0,0,0,0,0
0.269190,0,0,0,0,0,0
0.270749,0,0,0,0,0,0
0.272308,0,0,0,0,0,0
0.273927,0,0,0,0,0,0
0.275486,0,0,0,0,0,0
0.277047,0,0,0,0,0,0
0.278607,0,0,0,0,0,0
0.280179,0,0,0,0,0,0
0.281782,0,0,0,0,0,0
0.284067,0,0,0,0,0,0
0.285516,0,0,0,0,0,0
0.286923,0,0,0,0,0,0
0.288317,0,0,0,0,0,0
0.289749,0,0,0,0,0,0
0.291153,0,0,0,0,0,0
0.292545,0,0,0,0,0,0
0.293918,0,0,0,0,0,0
0.295433,0,0,0,0,0,0
0.296982,0,0,0,0,0,0
0.298424,0,0,0,0,0,0
0.299823,0,0,0,0,0,0
0.301361,0,0,0,0,0,0
0.302922,0,0,0,0,0,0
0.304483,0,0,0,0,0,0
0.306089,0,0,0,0,0,0
0.307650,0,0,0,0,0,0
0.309214,0,0,0,0,0,0
0.310776,0,0,0,0,0,0
0.312349,0,0,0,0,0,0
0.313998,0,0,0,0,0,0
0.315559,0,0,0,0,0,0
0.317122,0,0,0,0,0,0
0.318683,0,0,0,0,0,0
0.320244,0,0,0,0,0,0
0.321849,0,0,0,0,0,0
0.323302,0,0,0,0,0,0
0.324711,0,0,0,0,0,0
0.326114,0,0,0,0,0,0
0.327511,0,0,0,0,0,0
0.328911,0,0,0,0,0,0
0.330345,0,0,0,0,0,0
0.331736,0,0,0,0,0,0
0.333128,0,0,0,0,0,0
0.334664,0,0,0,0,0,0
0.336222,0,0,0,0,0,0
0.337825,0,0,0,0,0,0
0.339262,0,0,0,0,0,0
0.340748,0,0,0,0,0,0
0.342346,0,0,0,0,0,0
0.343897,0,0,0,0,0,0
0.345383,0,0,0,0,0,0
0.346914,0,0,0,0,0,0
0.348473,0,0,0,0,0,0
0.350060,0,0,0,0,0,0
0.351618,0,0,0,0,0,0
0.353223,0,0,0,0,0,0
0.354784,0,0,0,0,0,0
0.356356,0,0,0,0,0,0
0.357920,0,0,0,0,0,0
0.359477,0,0,0,0,0,0
0.361038,0,0,0,0,0,0
0.362598,0,0,0,0,0,0
0.364157,0,0,0,0,0,0
0.365716,0,0,0,0,0,0
0.367291,0,0,0,0,0,0
0.368852,0,0,0,0,0,0
0.370456,0,0,0,0,0,0
0.372013,0,0,0,0,0,0
0.373572,0,0,0,0,0,0
0.375132,0,0,0,0,0,0
0.376693,0,0,0,0,0,0
0.378308,0,0,0,0,0,0
0.379868,0,0,0,0,0,0
0.381429,0,0,0,0,0,0
0.382989,0,0,0,0,0,0
0.384547,0,0,0,0,0,0
0.386111,0,0,0,0,0,0
0.387668,0,0,0,0,0,0
0.389242,0,0,0,0,0,0
0.390803,0,0,0,0,0,0
0.392361,0,0,0,0,0,0
0.393925,0,0,0,0,0,0
0.395485,0,0,0,0,0,0
0.397047,0,0,0,0,0,0
0.398606,0,0,0,0,0,0
0.400178,0,0,0,0,0,0
0.401782,0,0,0,0,0,0
0.403342,0,0,0,0,0,0
0.404903,0,0,0,0,0,0
0.406407,0,0,0,0,0,0
0.407949,0,0,0,0,0,0
0.409554,0,0,0,0,0,0
0.411006,0,0,0,0,0,0
0.412537,0,0,0,0,0,0
0.414103,0,0,0,0,0,0
0.415663,0,0,0,0,0,0
0.417270,0,0,0,0,0,0
0.418831,0,0,0,0,0,0
0.420391,0,0,0,0,0,0
0.421972,0,0,0,0,0,0
0.423532,0,0,0,0,0,0
0.425136,0,0,0,0,0,0
0.426696,0,0,0,0,0,0
0.428254,0,0,0,0,0,0
0.429815,0,0,0,0,0,0
0.431377,0,0,0,0,0,0
0.432953,0,0,0,0,0,0
0.434550,0,0,0,0,0,0
0.436102,0,0,0,0,0,0
0.437532,0,0,0,0,0,0
0.439060,0,0,0,0,0,0
0.440617,0,0,0,0,0,0
0.442230,0,0,0,0,0,0
0.443803,0,0,0,0,0,0
0.445364,0,0,0,0,0,0
0.446924,0,0,0,0,0,0
0.448482,0,0,0,0,0,0
0.450064,0,0,0,0,0,0
0.451623,0,0,0,0,0,0
0.453185,0,0,0,0,0,0
0.454758,0,0,0,0,0,0
0.456316,0,0,0,0,0,0
0.457939,0,0,0,0,0,0
0.459498,0,0,0,0,0,0
0.461060,0,0,0,0,0,0
0.462622,0,0,0,0,0,0
0.464181,0,0,0,0,0,0
0.465798,0,0,0,0,0,0
0.467358,0,0,0,0,0,0
0.468920,0,0,0,0,0,0
0.470481,0,0,0,0,0,0
0.472040,0,0,0,0,0,0
0.473643,0,0,0,0,0,0
0.475204,0,0,0,0,0,0
0.476780,0,0,0,0,0,0
0.478341,0,0,0,0,0,0
0.479899,0,0,0,0,0,0
0.481503,0,0,0,0,0,0
0.482942,0,0,0,0,0,0
0.484473,0,0,0,0,0,0
0.486003,0,0,0,0,0,0
0.487414,0,0,0,0,0,0
0.488945,0,0,0,0,0,0
0.490551,0,0,0,0,0,0
0.492110,0,0,0,0,0,0
0.493671,0,0,0,0,0,0
0.495111,0,0,0,0,0,0
0.496710,0,0,0,0,0,0
0.498391,0,0,0,0,0,0
0.499950,0,0,0,0,0,0
0.501511,0,0,0,0,0,0
0.503073,0,0,0,0,0,0
0.504632,0,0,0,0,0,0
0.506383,0,0,0,0,0,0
0.508380,0,0,0,0,0,0
0.509808,0,0,0,0,0,0
0.511208,0,0,0,0,0,0
0.512605,0,0,0,0,0,0
0.514059,0,0,0,0,0,0
0.515495,0,0,0,0,0,0
0.516849,0,0,0,0,0,0
0.518375,0,0,0,0,0,0
0.519948,0,0,0,0,0,0
0.521553,0,0,0,0,0,0
0.523115,0,0,0,0,0,0
0.524679,0,0,0,0,0,0
0.526242,0,0,0,0,0,0
0.527802,0,0,0,0,0,0
0.529408,0,0,0,0,0,0
0.530984,0,0,0,0,0,0
0.532544,0,0,0,0,0,0
0.534110,0,0,0,0,0,0
0.535670,0,0,0,0,0,0
0.537276,0,0,0,0,0,0
0.538830,0,0,0,0,0,0
0.540382,0,0,0,0,0,0
0.541942,0,0,0,0,0,0
0.543350,0,0,0,0,0,0
0.544752,0,0,0,0,0,0
0.546151,0,0,0,0,0,0
0.547546,0,0,0,0,0,0
0.548944,0,0,0,0,0,0
0.550339,0,0,0,0,0,0
0.551735,0,0,0,0,0,0
0.553317,0,0,0,0,0,0
0.554878,0,0,0,0,0,0
0.556437,0,0,0,0,0,0
0.558001,0,0,0,0,0,0
0.559559,0,0,0,0,0,0
0.561164,0,0,0,0,0,0
0.562725,0,0,0,0,0,0
0.564298,0,0,0,0,0,0
0.565917,0,0,0,0,0,0
0.567479,0,0,0,0,0,0
0.569040,0,0,0,0,0,0
0.570600,0,0,0,0,0,0
0.572158,0,0,0,0,0,0
0.573718,0,0,0,0,0,0
0.575292,0,0,0,0,0,0
0.576852,0,0,0,0,0,0
0.578454,0,0,0,0,0,0
0.580012,0,0,0,0,0,0
0.581571,0,0,0,0,0,0
0.583132,0,0,0,0,0,0
0.584693,0,0,0,0,0,0
0.586307,0,0,0,0,0,0
0.587864,0,0,0,0,0,0
0.589426,0,0,0,0,0,0
0.590987,0,0,0,0,0,0
0.592545,0,0,0,0,0,0
0.594109,0,0,0,0,0,0
0.595667,0,0,0,0,0,0
0.597242,0,0,0,0,0,0
0.598803,0,0,0,0,0,0
0.600398,0,0,0,0,0,0
0.601963,0,0,0,0,0,0
0.603521,0,0,0,0,0,0
0.605082,0,0,0,0,0,0
0.606738,0,0,0,0,0,0
0.608235,0,0,0,0,0,0
0.609689,0,0,0,0,0,0
0.611217,0,0,0,0,0,0
0.612781,0,0,0,0,0,0
0.614342,0,0,0,0,0,0
0.615902,0,0,0,0,0,0
0.617509,0,0,0,0,0,0
0.619084,0,0,0,0,0,0
0.620733,0,0,0,0,0,0
0.622279,0,0,0,0,0,0
0.623683,0,0,0,0,0,0
0.625256,0,0,0,0,0,0
0.626818,0,0,0,0,0,0
0.628378,0,0,0,0,0,0
0.629957,0,0,0,0,0,0
0.631518,0,0,0,0,0,0
0.633126,0,0,0,0,0,0
0.634688,0,0,0,0,0,0
0.636248,0,0,0,0,0,0
0.637810,0,0,0,0,0,0
0.639363,0,0,0,0,0,0
0.640805,0,0,0,0,0,0
0.642371,0,0,0,0,0,0
0.643922,0,0,0,0,0,0
0.645353,0,0,0,0,0,0
0.646882,0,0,0,0,0,0
0.648440,0,0,0,0,0,0
0.650005,0,0,0,0,0,0
0.651577,0,0,0,0,0,0
0.653138,0,0,0,0,0,0
0.654697,0,0,0,0,0,0
0.656255,0,0,0,0,0,0
0.657859,0,0,0,0,0,0
0.659419,0,0,0,0,0,0
0.660980,0,0,0,0,0,0
0.662554,0,0,0,0,0,0
0.664112,0,0,0,0,0,0
0.665716,0,0,0,0,0,0
0.667277,0,0,0,0,0,0
0.668838,0,0,0,0,0,0
0.670398,0,0,0,0,0,0
0.671955,0,0,0,0,0,0
0.673586,0,0,0,0,0,0
0.675147,0,0,0,0,0,0
0.676708,0,0,0,0,0,0
0.678268,0,0,0,0,0,0
0.679826,0,0,0,0,0,0
0.681432,0,0,0,0,0,0
0.682989,0,0,0,0,0,0
0.684442,0,0,0,0,0,0
0.685850,0,0,0,0,0,0
0.687248,0,0,0,0,0,0
0.688647,0,0,0,0,0,0
0.690087,0,0,0,0,0,0
0.691763,0,0,0,0,0,0
0.693179,0,0,0,0,0,0
0.694600,0,0,0,0,0,0
0.696284,0,0,0,0,0,0
0.697684,0,0,0,0,0,0
0.699077,0,0,0,0,0,0
0.700467,0,0,0,0,0,0
0.701913,0,0,0,0,0,0
0.703305,0,0,0,0,0,0
0.704985,0,0,0,0,0,0
0.706402,0,0,0,0,0,0
0.707796,0,0,0,0,0,0
0.709185,0,0,0,0,0,0
0.710577,0,0,0,0,0,0
0.711968,0,0,0,0,0,0
0.713359,0,0,0,0,0,0
0.714750,0,0,0,0,0,0
0.716281,0,0,0,0,0,0
0.717710,0,0,0,0,0,0
0.719233,0,0,0,0,0,0
0.720849,0,0,0,0,0,0
0.722447,0,0,0,0,0,0
0.723998,0,0,0,0,0,0
0.725430,0,0,0,0,0,0
0.726847,0,0,0,0,0,0
0.728374,0,0,0,0,0,0
0.729936,0,0,0,0,0,0
0.731495,0,0,0,0,0,0
0.733056,0,0,0,0,0,0
0.734617,0,0,0,0,0,0
0.736175,0,0,0,0,0,0
0.737790,0,0,0,0,0,0
0.739349,0,0,0,0,0,0
0.740933,0,0,0,0,0,0
0.742467,0,0,0,0,0,0
0.743875,0,0,0,0,0,0
0.745402,0,0,0,0,0,0
0.746830,0,0,0,0,0,0
0.748365,0,0,0,0,0,0
0.750003,0,0,0,0,0,0
0.751563,0,0,0,0,0,0
0.753168,0,0,0,0,0,0
0.754730,0,0,0,0,0,0
0.756290,0,0,0,0,0,0
0.757913,0,0,0,0,0,0
0.759487,0,0,0,0,0,0
0.761050,0,0,0,0,0,0
0.762611,0,0,0,0,0,0
0.764171,0,0,0,0,0,0
0.765732,0,0,0,0,0,0
0.767292,0,0,0,0,0,0
0.768855,0,0,0,0,0,0
0.770431,0,0,0,0,0,0
0.771990,0,0,0,0,0,0
0.773552,0,0,0,0,0,0
0.775113,0,0,0,0,0,0
0.776676,0,0,0,0,0,0
0.778238,0,0,0,0,0,0
0.779798,0,0,0,0,0,0
0.781374,0,0,0,0,0,0
0.782936,0,0,0,0,0,0
0.784499,0,0,0,0,0,0
0.786065,0,0,0,0,0,0
0.787624,0,0,0,0,0,0
0.789186,0,0,0,0,0,0
0.790746,0,0,0,0,0,0
0.792318,0,0,0,0,0,0
0.793827,0,0,0,0,0,0
0.795357,0,0,0,0,0,0
0.796920,0,0,0,0,0,0
0.798481,0,0,0,0,0,0
0.800041,0,0,0,0,0,0
0.801645,0,0,0,0,0,0
0.803219,0,0,0,0,0,0
0.804781,0,0,0,0,0,0
0.806339,0,0,0,0,0,0
0.807776,0,0,0,0,0,0
0.809315,0,0,0,0,0,0
0.810878,0,0,0,0,0,0
0.812439,0,0,0,0,0,0
0.814018,0,0,0,0,0,0
0.815579,0,0,0,0,0,0
0.817186,0,0,0,0,0,0
0.818748,0,0,0,0,0,0
0.820309,0,0,0,0,0,0
0.821943,0,0,0,0,0,0
0.823504,0,0,0,0,0,0
0.825080,0,0,0,0,0,0
0.826642,0,0,0,0,0,0
0.828204,0,0,0,0,0,0
0.829766,0,0,0,0,0,0
0.831319,0,0,0,0,0,0
0.833015,0,0,0,0,0,0
0.834531,0,0,0,0,0,0
0.835950,0,0,0,0,0,0
0.837354,0,0,0,0,0,0
0.838755,0,0,0,0,0,0
0.840153,0,0,0,0,0,0
0.841553,0,0,0,0,0,0
0.842949,0,0,0,0,0,0
0.844461,0,0,0,0,0,0
0.845901,0,0,0,0,0,0
0.847442,0,0,0,0,0,0
0.849006,0,0,0,0,0,0
0.850561,0,0,0,0,0,0
0.852110,0,0,0,0,0,0
0.853540,0,0,0,0,0,0
0.855067,0,0,0,0,0,0
0.856567,0,0,0,0,0,0
0.858049,0,0,0,0,0,0
0.859508,0,0,0,0,0,0
0.860910,0,0,0,0,0,0
0.862309,0,0,0,0,0,0
0.863706,0,0,0,0,0,0
0.865145,0,0,0,0,0,0
0.866539,0,0,0,0,0,0
0.867930,0,0,0,0,0,0
0.869339,0,0,0,0,0,0
0.870744,0,0,0,0,0,0
0.872268,0,0,0,0,0,0
0.873827,0,0,0,0,0,0
0.875387,0,0,0,0,0,0
0.876949,0,0,0,0,0,0
0.878508,0,0,0,0,0,0
0.880078,0,0,0,0,0,0
0.881683,0,0,0,0,0,0
0.883244,0,0,0,0,0,0
0.884807,0,0,0,0,0,0
0.886368,0,0,0,0,0,0
0.887928,0,0,0,0,0,0
0.889492,0,0,0,0,0,0
0.891066,0,0,0,0,0,0
0.892626,0,0,0,0,0,0
0.894212,0,0,0,0,0,0
0.895616,0,0,0,0,0,0
0.897188,0,0,0,0,0,0
0.898787,0,0,0,0,0,0
0.900346,0,0,0,0,0,0
0.901975,0,0,0,0,0,0
0.903533,0,0,0,0,0,0
0.905093,0,0,0,0,0,0
0.906653,0,0,0,0,0,0
0.908214,0,0,0,0,0,0
0.909776,0,0,0,0,0,0
0.911338,0,0,0,0,0,0
0.912913,0,0,0,0,0,0
0.914519,0,0,0,0,0,0
0.916079,0,0,0,0,0,0
0.917640,0,0,0,0,0,0
0.919202,0,0,0,0,0,0
0.920766,0,0,0,0,0,0
0.922328,0,0,0,0,0,0
0.923901,0,0,0,0,0,0
0.925465,0,0,0,0,0,0
0.927027,0,0,0,0,0,0
0.928587,0,0,0,0,0,0
0.930151,0,0,0,0,0,0
0.931711,0,0,0,0,0,0
0.933274,0,0,0,0,0,0
0.934850,0,0,0,0,0,0
0.936409,0,0,0,0,0,0
0.937974,0,0,0,0,0,0
0.939534,0,0,0,0,0,0
0.941097,0,0,0,0,0,0
0.942658,0,0,0,0,0,0
0.944219,0,0,0,0,0,0
0.945838,0,0,0,0,0,0
0.947400,0,0,0,0,0,0
0.948963,0,0,0,0,0,0
0.950525,0,0,0,0,0,0
0.952084,0,0,0,0,0,0
0.953646,0,0,0,0,0,0
0.955200,0,0,0,0,0,0
0.956869,0,0,0,0,0,0
0.958275,0,0,0,0,0,0
0.959677,0,0,0,0,0,0
0.961248,0,0,0,0,0,0
0.962761,0,0,0,0,0,0
0.964319,0,0,0,0,0,0
0.965934,0,0,0,0,0,0
0.967506,0,0,0,0,0,0
0.969067,0,0,0,0,0,0
0.970627,0,0,0,0,0,0
0.972185,0,0,0,0,0,0
0.973746,0,0,0,0,0,0
0.975306,0,0,0,0,0,0
0.976868,0,0,0,0,0,0
0.978444,0,0,0,0,0,0
0.980003,0,0,0,0,0,0
0.981562,0,0,0,0,0,0
0.983122,0,0,0,0,0,0
0.984685,0,0,0,0,0,0
0.986245,0,0,0,0,0,0
0.987803,0,0,0,0,0,0
0.989376,0,0,0,0,0,0
0.990937,0,0,0,0,0,0
0.992495,0,0,0,0,0,0
0.994059,0,0,0,0,0,0
0.995617,0,0,0,0,0,0
0.997179,0,0,0,0,0,0
0.998738,0,0,0,0,0,0
1.000310,0,0,0,0,0,0
1.001943,0,0,0,0,0,0
1.003501,0,0,0,0,0,0
1.005063,0,0,0,0,0,0
1.006622,0,0,0,0,0,0
1.008060,0,0,0,0,0,0
1.009640,0,0,0,0,0,0
1.011216,0,0,0,0,0,0
1.012780,0,0,0,0,0,0
1.014343,0,0,0,0,0,0
1.015905,0,0,0,0,0,0
1.017468,0,0,0,0,0,0
1.019031,0,0,0,0,0,0
1.020592,0,0,0,0,0,0
1.022200,0,0,0,0,0,0
1.023752,0,0,0,0,0,0
1.025228,0,0,0,0,0,0
1.026792,0,0,0,0,0,0
1.028352,0,0,0,0,0,0
1.029968,0,0,0,0,0,0
1.031529,0,0,0,0,0,0
1.032984,0,0,0,0,0,0
1.034518,0,0,0,0,0,0
1.036079,0,0,0,0,0,0
1.037642,0,0,0,0,0,0
1.039205,0,0,0,0,0,0
1.040770,0,0,0,0,0,0
