elapsed_s,VPC_US_STREAMOUT_TRANSACTION,VPC_US_NUM_GMEM_READ_SO,VPC_US_STARVE_CYCLES_UCHE_RD,VPC_US_STALL_CYCLES_PRG_END_VPCUS,VPC_US_STARVE_CYCLES_REORDER,VPC_US_BOTTLENECK
0.001275,0,0,0,0,821037,0
0.002761,0,0,0,0,806232,0
0.004186,0,0,0,0,738858,0
0.005552,0,0,0,0,726066,0
0.006920,0,0,0,0,724200,0
0.008332,0,0,0,0,716349,0
0.009790,0,0,0,0,735717,0
0.011199,0,0,0,0,704196,0
0.012576,0,0,0,0,681849,0
0.013948,0,0,0,0,715746,0
0.015431,0,0,0,0,745086,0
0.016967,0,0,0,0,741573,0
0.018345,0,0,0,0,712287,0
0.019696,0,0,0,0,715152,0
0.021059,0,0,0,0,716910,0
0.022408,0,0,0,0,718074,0
0.023850,0,0,0,0,890310,0
0.025283,0,0,0,0,676488,0
0.026587,0,0,0,0,672225,0
0.027939,0,0,0,0,641388,0
0.029205,0,0,0,0,821313,0
0.030579,0,0,0,0,629868,0
0.031901,0,0,0,0,821292,0
0.033273,0,0,0,0,627390,0
0.034538,0,0,0,0,823170,0
0.035961,0,0,0,0,625320,0
0.037223,0,0,0,0,624165,0
0.038485,0,0,0,0,626241,0
0.039763,0,0,0,0,622737,0
0.041027,0,0,0,0,623670,0
0.042293,0,0,0,0,622344,0
0.043598,0,0,0,0,734499,0
0.045031,0,0,0,0,732660,0
0.046475,0,0,0,0,1679217,0
0.048553,0,0,0,0,857232,0
0.049878,0,0,0,0,639087,0
0.051144,0,0,0,0,655608,0
0.052455,0,0,0,0,671877,0
0.053761,0,0,0,0,872586,0
0.055228,0,0,0,0,715935,0
0.056560,0,0,0,0,674469,0
0.057921,0,0,0,0,874848,0
0.059340,0,0,0,0,674124,0
0.060694,0,0,0,0,865089,0
0.062160,0,0,0,0,1244382,0
0.063697,0,0,0,0,602640,0
0.065055,0,0,0,0,581538,0
0.066410,0,0,0,0,579297,0
0.067762,0,0,0,0,723366,0
0.069186,0,0,0,0,708294,0
0.070609,0,0,0,0,709776,0
0.072048,0,0,0,0,704892,0
0.073473,0,0,0,0,707331,0
0.074895,0,0,0,0,656121,0
0.076340,0,0,0,0,679947,0
0.077779,0,0,0,0,672402,0
0.079185,0,0,0,0,726555,0
0.080853,0,0,0,0,4043478,0
0.082061,0,0,0,0,3986142,0
0.083268,0,0,0,0,3980880,0
0.084475,0,0,0,0,3980475,0
0.085681,0,0,0,0,3980370,0
0.086888,0,0,0,0,3998169,0
0.088152,0,0,0,0,4156740,0
0.089359,0,0,0,0,3982575,0
0.090566,0,0,0,0,3980097,0
0.091844,0,0,0,0,4321257,0
0.093099,0,0,0,0,4074324,0
0.094355,0,0,0,0,1263069,0
0.095726,0,0,0,0,1260342,0
0.097126,0,0,0,0,1208247,0
0.098519,0,0,0,0,1280070,0
0.099911,0,0,0,0,1244358,0
0.101301,0,0,0,0,1245288,0
0.102691,0,0,0,0,1250403,0
0.104207,0,0,0,0,1491504,0
0.105587,0,0,0,0,1195323,0
0.107183,0,0,0,0,1249779,0
0.108580,0,0,0,0,1230960,0
0.109946,0,0,0,0,1198794,0
0.111312,0,0,0,0,1295301,0
0.112704,0,0,0,0,1200180,0
0.114053,0,0,0,0,1168008,0
0.115402,0,0,0,0,1167327,0
0.116759,0,0,0,0,1168911,0
0.118109,0,0,0,0,1200516,0
0.119488,0,0,0,0,1484457,0
0.120938,0,0,0,0,1137819,0
0.122272,0,0,0,0,1136391,0
0.123606,0,0,0,0,1138821,0
0.124941,0,0,0,0,1135572,0
0.126274,0,0,0,0,1136001,0
0.127642,0,0,0,0,1133817,0
0.128934,0,0,0,0,1490691,0
0.130325,0,0,0,0,1486584,0
0.131764,0,0,0,0,1152438,0
0.133091,0,0,0,0,1492698,0
0.134578,0,0,0,0,1135443,0
0.135988,0,0,0,0,1154016,0
0.137336,0,0,0,0,1150479,0
0.138686,0,0,0,0,1145193,0
0.140028,0,0,0,0,1149225,0
0.141370,0,0,0,0,1149798,0
0.142711,0,0,0,0,1148094,0
0.144133,0,0,0,0,1259763,0
0.145537,0,0,0,0,1224087,0
0.146934,0,0,0,0,1268814,0
0.148331,0,0,0,0,1247544,0
0.149732,0,0,0,0,1215141,0
0.151197,0,0,0,0,1532775,0
0.152819,0,0,0,0,1296648,0
0.154380,0,0,0,0,1292721,0
0.155817,0,0,0,0,1248129,0
0.157381,0,0,0,0,1278255,0
0.158788,0,0,0,0,1511478,0
0.160282,0,0,0,0,1292379,0
0.161683,0,0,0,0,1223916,0
0.163085,0,0,0,0,1217253,0
0.164484,0,0,0,0,1263348,0
0.165882,0,0,0,0,1266327,0
0.167281,0,0,0,0,1335897,0
0.168715,0,0,0,0,1289760,0
0.170240,0,0,0,0,1300500,0
0.171825,0,0,0,0,1294479,0
0.173388,0,0,0,0,1304403,0
0.174951,0,0,0,0,1481091,0
0.176561,0,0,0,0,1302678,0
0.178124,0,0,0,0,1303116,0
0.179690,0,0,0,0,1300995,0
0.181254,0,0,0,0,1302195,0
0.182830,0,0,0,0,1446111,0
0.184440,0,0,0,0,1298460,0
0.186003,0,0,0,0,1305600,0
0.187568,0,0,0,0,1299615,0
0.189132,0,0,0,0,1297782,0
0.190695,0,0,0,0,1529757,0
0.192216,0,0,0,0,1263915,0
0.193757,0,0,0,0,1305486,0
0.195322,0,0,0,0,1303773,0
0.196887,0,0,0,0,1303866,0
0.198451,0,0,0,0,1301376,0
0.200058,0,0,0,0,1304181,0
0.201623,0,0,0,0,1295880,0
0.203188,0,0,0,0,1303947,0
0.204766,0,0,0,0,1302948,0
0.206329,0,0,0,0,1301634,0
0.207936,0,0,0,0,1305876,0
0.209502,0,0,0,0,1300974,0
0.211067,0,0,0,0,1300074,0
0.212630,0,0,0,0,1301505,0
0.214193,0,0,0,0,1304550,0
0.215814,0,0,0,0,1289733,0
0.217371,0,0,0,0,1286814,0
0.218924,0,0,0,0,1384812,0
0.220547,0,0,0,0,1296768,0
0.222108,0,0,0,0,1284846,0
0.223714,0,0,0,0,1301052,0
0.225276,0,0,0,0,1296807,0
0.226851,0,0,0,0,1312551,0
0.228419,0,0,0,0,1296402,0
0.229980,0,0,0,0,1297257,0
0.231587,0,0,0,0,1292751,0
0.233149,0,0,0,0,1297965,0
0.234710,0,0,0,0,1310028,0
0.236276,0,0,0,0,1298961,0
0.237850,0,0,0,0,1294080,0
0.239457,0,0,0,0,1297413,0
0.241019,0,0,0,0,1295613,0
0.242580,0,0,0,0,1300971,0
0.244143,0,0,0,0,1297665,0
0.245705,0,0,0,0,1299594,0
0.247269,0,0,0,0,1447479,0
0.248891,0,0,0,0,1296150,0
0.250451,0,0,0,0,1295760,0
0.252012,0,0,0,0,1290291,0
0.253599,0,0,0,0,1329468,0
0.255166,0,0,0,0,1455033,0
0.256772,0,0,0,0,1294977,0
0.258333,0,0,0,0,1297923,0
0.259909,0,0,0,0,1302288,0
0.261471,0,0,0,0,1296726,0
0.263034,0,0,0,0,1294809,0
0.264597,0,0,0,0,1297833,0
0.266158,0,0,0,0,1329852,0
0.267721,0,0,0,0,1295409,0
0.269281,0,0,0,0,1485849,0
0.270793,0,0,0,0,1283991,0
0.272248,0,0,0,0,1252323,0
0.273776,0,0,0,0,1301217,0
0.275342,0,0,0,0,1292223,0
0.276897,0,0,0,0,1287597,0
0.278451,0,0,0,0,1287210,0
0.279888,0,0,0,0,1277142,0
0.281437,0,0,0,0,1298865,0
0.283056,0,0,0,0,1286889,0
0.284617,0,0,0,0,1299057,0
0.286179,0,0,0,0,1305495,0
0.287789,0,0,0,0,1305768,0
0.289355,0,0,0,0,1297503,0
0.290918,0,0,0,0,1321416,0
0.292502,0,0,0,0,1297782,0
0.294065,0,0,0,0,1329321,0
0.295675,0,0,0,0,1307064,0
0.297240,0,0,0,0,1301997,0
0.298802,0,0,0,0,1315056,0
0.300370,0,0,0,0,1305138,0
0.301934,0,0,0,0,1299984,0
0.303556,0,0,0,0,1284393,0
0.305120,0,0,0,0,1306149,0
0.306684,0,0,0,0,1487883,0
0.308335,0,0,0,0,1259484,0
0.309899,0,0,0,0,1302945,0
0.311508,0,0,0,0,1304985,0
0.313073,0,0,0,0,1297944,0
0.314648,0,0,0,0,1300092,0
0.316273,0,0,0,0,1301475,0
0.317835,0,0,0,0,1304028,0
0.319443,0,0,0,0,1289961,0
0.320999,0,0,0,0,1283166,0
0.322551,0,0,0,0,1288371,0
0.323983,0,0,0,0,1263423,0
0.325522,0,0,0,0,1292937,0
0.327086,0,0,0,0,1447977,0
0.328692,0,0,0,0,1324881,0
0.330254,0,0,0,0,1298940,0
0.331818,0,0,0,0,1300368,0
0.333380,0,0,0,0,1296792,0
0.334941,0,0,0,0,1446396,0
0.336559,0,0,0,0,1298487,0
0.338121,0,0,0,0,1300365,0
0.339685,0,0,0,0,1300779,0
0.341248,0,0,0,0,1297707,0
0.342809,0,0,0,0,1342557,0
0.344377,0,0,0,0,1274874,0
0.345813,0,0,0,0,1261437,0
0.347232,0,0,0,0,1183302,0
0.348634,0,0,0,0,1166562,0
0.350034,0,0,0,0,1160574,0
0.351478,0,0,0,0,1198038,0
0.352878,0,0,0,0,1235469,0
0.354274,0,0,0,0,1208037,0
0.355674,0,0,0,0,1142685,0
0.357069,0,0,0,0,1199994,0
0.358479,0,0,0,0,1217004,0
0.360057,0,0,0,0,1222230,0
0.361622,0,0,0,0,1243824,0
0.363386,0,0,0,0,1259856,0
0.364953,0,0,0,0,1245897,0
0.366515,0,0,0,0,1243935,0
0.368124,0,0,0,0,1279146,0
0.369703,0,0,0,0,1244076,0
0.371270,0,0,0,0,1246518,0
0.372834,0,0,0,0,1241265,0
0.374395,0,0,0,0,1245936,0
0.375874,0,0,0,0,1207413,0
0.377407,0,0,0,0,1245171,0
0.378970,0,0,0,0,1241721,0
0.380621,0,0,0,0,1245552,0
0.382184,0,0,0,0,1246323,0
0.383794,0,0,0,0,1245534,0
0.385359,0,0,0,0,1245321,0
0.386922,0,0,0,0,1263255,0
0.388390,0,0,0,0,1297968,0
0.389804,0,0,0,0,1217703,0
0.391211,0,0,0,0,1332594,0
0.392667,0,0,0,0,1179918,0
0.394196,0,0,0,0,1339611,0
0.395654,0,0,0,0,1181547,0
0.397055,0,0,0,0,1214022,0
0.398453,0,0,0,0,1217736,0
0.399852,0,0,0,0,1143807,0
0.401267,0,0,0,0,1206981,0
0.402664,0,0,0,0,1372893,0
0.404263,0,0,0,0,1247253,0
0.405826,0,0,0,0,1240095,0
0.407390,0,0,0,0,1247427,0
0.408955,0,0,0,0,1249530,0
0.410517,0,0,0,0,1246044,0
0.411967,0,0,0,0,1207794,0
0.413500,0,0,0,0,1245153,0
0.415065,0,0,0,0,1245435,0
0.416630,0,0,0,0,1243386,0
0.418192,0,0,0,0,1242336,0
0.419758,0,0,0,0,1247010,0
0.421323,0,0,0,0,1243152,0
0.422899,0,0,0,0,1255569,0
0.424462,0,0,0,0,1227603,0
0.426015,0,0,0,0,1229907,0
0.427447,0,0,0,0,1209450,0
0.428979,0,0,0,0,1243323,0
0.430542,0,0,0,0,1245234,0
0.432150,0,0,0,0,1252281,0
0.433729,0,0,0,0,1246287,0
0.435294,0,0,0,0,1246197,0
0.436858,0,0,0,0,1243170,0
0.438420,0,0,0,0,1247919,0
0.440027,0,0,0,0,1239093,0
0.441583,0,0,0,0,1226892,0
0.443178,0,0,0,0,1449411,0
0.444824,0,0,0,0,1248273,0
0.446387,0,0,0,0,1246860,0
0.447995,0,0,0,0,1249338,0
0.449559,0,0,0,0,1245309,0
0.451125,0,0,0,0,1243188,0
0.452689,0,0,0,0,1241343,0
0.454251,0,0,0,0,1248228,0
0.455909,0,0,0,0,1276461,0
0.457475,0,0,0,0,1246893,0
0.459040,0,0,0,0,1243056,0
0.460604,0,0,0,0,1239273,0
0.462166,0,0,0,0,1242360,0
0.463776,0,0,0,0,1246257,0
0.465340,0,0,0,0,1243812,0
0.466916,0,0,0,0,1263531,0
0.468486,0,0,0,0,1248180,0
0.470048,0,0,0,0,1272768,0
0.471655,0,0,0,0,1249377,0
0.473217,0,0,0,0,1278177,0
0.474777,0,0,0,0,1255653,0
0.476344,0,0,0,0,1245531,0
0.477918,0,0,0,0,1247451,0
0.479526,0,0,0,0,1245678,0
