elapsed_s,VPC_BE_TSE_BE_PRIMITIVES,VPC_BE_TSE_BE_TRANSACTIONS,VPC_BE_STARVE_CYCLES_LRZ,VPC_BE_LRZ_ASSIGN_PRIMITIVES,VPC_BE_RB_VISIBLE_PRIMITIVES,VPC_BE_STARVE_CYCLES_RB
0.001104,0,0,0,0,0,0
0.002713,0,0,0,0,0,0
0.004231,0,0,0,0,0,0
0.005944,0,0,0,0,0,0
0.007477,0,0,0,0,0,0
0.008954,0,0,0,0,0,0
0.010473,0,0,0,0,0,0
0.011976,0,0,0,0,0,0
0.013464,0,0,0,0,0,0
0.015148,0,0,0,0,0,0
0.016661,0,0,0,0,0,0
0.018196,0,0,0,0,0,0
0.019643,0,0,0,0,0,0
0.021114,0,0,0,0,0,0
0.022605,0,0,0,0,0,0
0.024064,0,0,0,0,0,0
0.025505,0,0,0,0,0,0
0.027001,0,0,0,0,0,0
0.028387,0,0,0,0,0,0
0.029835,0,0,0,0,0,0
0.031203,0,0,0,0,0,0
0.032620,0,0,0,0,0,0
0.034108,0,0,0,0,0,0
0.035524,0,0,0,0,0,0
0.036940,0,0,0,0,0,0
0.038403,0,0,0,0,0,0
0.039775,0,0,0,0,0,0
0.041145,0,0,0,0,0,0
0.042581,0,0,0,0,0,0
0.043951,0,0,0,0,0,0
0.045320,0,0,0,0,0,0
0.046728,0,0,0,0,0,0
0.048079,0,0,0,0,0,0
0.049430,0,0,0,0,0,0
0.050770,0,0,0,0,0,0
0.052171,0,0,0,0,0,0
0.053641,0,0,0,0,0,0
0.055073,0,0,0,0,0,0
0.056540,0,0,0,0,0,0
0.058031,0,0,0,0,0,0
0.059499,0,0,0,0,0,0
0.060969,0,0,0,0,0,0
0.062439,0,0,0,0,0,0
0.063906,0,0,0,0,0,0
0.065353,0,0,0,0,0,0
0.066808,0,0,693,0,0,0
0.068233,0,0,0,0,0,0
0.069699,0,0,0,0,0,0
0.071116,0,0,0,0,0,0
0.072535,0,0,0,0,0,0
0.074034,0,0,0,0,0,0
0.075449,0,0,0,0,0,0
0.076866,0,0,0,0,0,0
0.078352,0,0,0,0,0,0
0.079741,0,0,0,0,0,0
0.081126,0,0,0,0,0,0
0.082568,0,0,0,0,0,0
0.083982,0,0,4467,0,0,0
0.085190,0,0,10041,0,0,0
0.086396,0,0,9873,0,0,0
0.087603,0,0,10122,0,0,0
0.088808,0,0,10047,0,0,0
0.090061,0,0,11583,0,0,0
0.091452,0,0,10302,0,0,0
0.092679,0,0,10296,0,0,0
0.093890,0,0,9867,0,0,0
0.095103,0,0,10296,0,0,0
0.096311,0,0,9867,0,0,0
0.097566,0,0,5280,0,0,0
0.099008,0,0,0,0,0,0
0.100407,0,0,0,0,0,0
0.101923,0,0,0,0,0,0
0.103324,0,0,0,0,0,0
0.104683,0,0,0,0,0,0
0.106050,0,0,0,0,0,0
0.107420,0,0,0,0,0,0
0.108796,0,0,0,0,0,0
0.110163,0,0,0,0,0,0
0.111530,0,0,0,0,0,0
0.112897,0,0,0,0,0,0
0.114299,0,0,0,0,0,0
0.115721,0,0,0,0,0,0
0.117139,0,0,0,0,0,0
0.118557,0,0,0,0,0,0
0.119978,0,0,0,0,0,0
0.121398,0,0,0,0,0,0
0.122818,0,0,0,0,0,0
0.124237,0,0,0,0,0,0
0.125624,0,0,0,0,0,0
0.127041,0,0,0,0,0,0
0.128458,0,0,0,0,0,0
0.129876,0,0,0,0,0,0
0.131277,0,0,0,0,0,0
0.132673,0,0,0,0,0,0
0.134067,0,0,0,0,0,0
0.135458,0,0,0,0,0,0
0.136847,0,0,0,0,0,0
0.138274,0,0,0,0,0,0
0.139668,0,0,0,0,0,0
0.141058,0,0,0,0,0,0
0.142457,0,0,0,0,0,0
0.143848,0,0,0,0,0,0
0.145238,0,0,0,0,0,0
0.146663,0,0,0,0,0,0
0.148054,0,0,0,0,0,0
0.149486,0,0,0,0,0,0
0.150870,0,0,0,0,0,0
0.152287,0,0,0,0,0,0
0.153731,0,0,0,0,0,0
0.155164,0,0,0,0,0,0
0.156560,0,0,0,0,0,0
0.157958,0,0,0,0,0,0
0.159485,0,0,0,0,0,0
0.161043,0,0,0,0,0,0
0.162648,0,0,0,0,0,0
0.164241,0,0,0,0,0,0
0.165780,0,0,0,0,0,0
0.167341,0,0,0,0,0,0
0.168902,0,0,0,0,0,0
0.170510,0,0,0,0,0,0
0.172073,0,0,0,0,0,0
0.173637,0,0,0,0,0,0
0.175215,0,0,0,0,0,0
0.176776,0,0,0,0,0,0
0.178384,0,0,0,0,0,0
0.179946,0,0,0,0,0,0
0.181506,0,0,0,0,0,0
0.183073,0,0,0,0,0,0
0.184634,0,0,0,0,0,0
0.186254,0,0,0,0,0,0
0.187816,0,0,0,0,0,0
0.189376,0,0,0,0,0,0
0.190942,0,0,0,0,0,0
0.192458,0,0,0,0,0,0
0.193971,0,0,0,0,0,0
0.195446,0,0,0,0,0,0
0.196857,0,0,0,0,0,0
0.198259,0,0,0,0,0,0
0.199657,0,0,0,0,0,0
0.201053,0,0,0,0,0,0
0.202623,0,0,0,0,0,0
0.204186,0,0,0,0,0,0
0.205751,0,0,0,0,0,0
0.207328,0,0,0,0,0,0
0.208889,0,0,0,0,0,0
0.210497,0,0,0,0,0,0
0.212060,0,0,0,0,0,0
0.213687,0,0,0,0,0,0
0.215318,0,0,0,0,0,0
0.216880,0,0,0,0,0,0
0.218498,0,0,0,0,0,0
0.220061,0,0,0,0,0,0
0.221690,0,0,0,0,0,0
0.223317,0,0,0,0,0,0
0.224878,0,0,0,0,0,0
0.226485,0,0,0,0,0,0
0.228048,0,0,0,0,0,0
0.229690,0,0,0,0,0,0
0.231314,0,0,0,0,0,0
0.232872,0,0,0,0,0,0
0.234479,0,0,0,0,0,0
0.236042,0,0,0,0,0,0
0.237685,0,0,0,0,0,0
0.239185,0,0,0,0,0,0
0.240598,0,0,0,0,0,0
0.242171,0,0,0,0,0,0
0.243734,0,0,0,0,0,0
0.245294,0,0,0,0,0,0
0.246917,0,0,0,0,0,0
0.248477,0,0,0,0,0,0
0.250085,0,0,0,0,0,0
0.251652,0,0,0,0,0,0
0.253203,0,0,0,0,0,0
0.254634,0,0,0,0,0,0
0.256164,0,0,0,0,0,0
0.257729,0,0,0,0,0,0
0.259241,0,0,0,0,0,0
0.260651,0,0,0,0,0,0
0.262193,0,0,0,0,0,0
0.263747,0,0,0,0,0,0
0.265298,0,0,0,0,0,0
0.267061,0,0,0,0,0,0
0.268613,0,0,0,0,0,0
0.270044,0,0,0,0,0,0
0.271449,0,0,0,0,0,0
0.272861,0,0,0,0,0,0
0.274302,0,0,0,0,0,0
0.275700,0,0,0,0,0,0
0.277099,0,0,0,0,0,0
0.278496,0,0,0,0,0,0
0.280020,0,0,0,0,0,0
0.281579,0,0,0,0,0,0
0.283085,0,0,0,0,0,0
0.284534,0,0,0,0,0,0
0.286063,0,0,0,0,0,0
0.287625,0,0,0,0,0,0
0.289187,0,0,0,0,0,0
0.290749,0,0,0,0,0,0
0.292311,0,0,0,0,0,0
0.293887,0,0,0,0,0,0
0.295450,0,0,0,0,0,0
0.297010,0,0,0,0,0,0
0.298615,0,0,0,0,0,0
0.300177,0,0,0,0,0,0
0.301741,0,0,0,0,0,0
0.303304,0,0,0,0,0,0
0.304878,0,0,0,0,0,0
0.306485,0,0,0,0,0,0
0.308047,0,0,0,0,0,0
0.309674,0,0,0,0,0,0
0.311304,0,0,0,0,0,0
0.312866,0,0,0,0,0,0
0.314473,0,0,0,0,0,0
0.316050,0,0,0,0,0,0
0.317676,0,0,0,0,0,0
0.319302,0,0,0,0,0,0
0.320862,0,0,0,0,0,0
0.322471,0,0,0,0,0,0
0.324034,0,0,0,0,0,0
0.325595,0,0,0,0,0,0
0.327188,0,0,0,0,0,0
0.328593,0,0,0,0,0,0
