elapsed_s,RBBM_NEVER_COUNT,RBBM_US_ALWAYS_COUNT,RBBM_US_ALWAYS_ON,RBBM_US_STATUS_MASKED
0.001105,0,68322,4106,1805
0.002699,0,68136,4082,1547
0.004187,0,76681,4602,1780
0.005731,0,66205,3972,1826
0.007214,0,66280,3977,1815
0.008696,0,66300,3977,1561
0.010191,0,66370,3982,1829
0.011674,0,66802,4009,1730
0.013155,0,70460,4230,1538
0.014672,0,66341,3981,1765
0.016151,0,66590,3996,1552
0.017824,0,73966,4439,1815
0.019370,0,67300,4037,1525
0.020953,0,65146,3905,1823
0.022416,0,64408,3864,1810
0.023875,0,64087,3846,1837
0.025333,0,86064,5165,1617
0.026929,0,63945,3837,1650
0.028387,0,64296,3857,1590
0.029845,0,64229,3853,1658
0.031313,0,64154,3849,1830
0.032770,0,63844,3830,1656
0.034227,0,64073,3844,1598
0.035684,0,63786,3829,1720
0.037198,0,79830,4789,1631
0.038746,0,83384,5005,1662
0.040318,0,63205,3793,1606
0.041769,0,83212,4993,1748
0.043343,0,83347,5002,1694
0.044917,0,62949,3777,1661
0.046361,0,83253,4995,1574
0.047933,0,63244,3796,1685
0.049378,0,85997,5160,1601
0.050965,0,63134,3789,1651
0.052467,0,78648,4714,1544
0.053994,0,78538,4712,1531
0.055516,0,78388,4704,1546
0.057041,0,85866,5220,1493
0.058699,0,85470,5062,1509
0.060224,0,84608,5124,1557
0.061778,0,83564,4967,1653
0.063268,0,78653,4719,1469
0.064743,0,78731,4724,1506
0.066209,0,72594,4283,1203
0.067590,0,69466,4145,1213
0.069001,0,58929,3548,1291
0.070361,0,59175,3550,1195
0.071768,0,59521,3572,1200
0.073126,0,72958,4378,1220
0.074670,0,60267,3619,1180
0.076038,0,58696,3521,1169
0.077381,0,59544,3573,1197
0.078815,0,59366,3563,1186
0.080175,0,58856,3531,1312
0.081527,0,98629,5952,10171
0.083115,0,61637,3700,1429
0.084517,0,61613,3696,1373
0.085960,0,61100,3665,1301
0.087381,0,60894,3656,1327
0.088799,0,60810,3648,1362
0.090216,0,60647,3640,1530
0.091635,0,61145,3669,1304
0.093052,0,60921,3655,1402
0.094590,0,446169,6620,167979
0.095932,0,430642,3654,2619
0.097310,0,527651,4532,2747
0.098799,0,426415,3614,2749
0.100184,0,466152,3998,2478
0.101965,0,425043,3639,2466
0.103359,0,409750,3505,2472
0.104752,0,407438,3486,2555
0.106159,0,418602,3582,2495
0.107544,0,414816,3548,2509
0.108921,0,412360,3528,2482
0.110299,0,414055,3542,2473
0.111679,0,414392,3545,2468
0.113059,0,410257,3508,2541
0.114455,0,386926,3309,2503
0.116205,0,469517,4024,2479
0.117649,0,410370,3511,2474
0.119026,0,412865,3531,2472
0.120402,0,412353,3528,2533
0.121778,0,413639,3539,2480
0.123154,0,412624,3529,2466
0.124532,0,413621,3540,2475
0.125911,0,413812,3541,2464
0.127291,0,414610,3547,2474
0.128678,0,399538,3417,2471
0.130058,0,413626,3539,2476
0.131438,0,414626,3547,2477
0.132860,0,467519,4008,2472
0.134292,0,413555,3539,2477
0.135673,0,413320,3535,2469
0.137051,0,412604,3529,2470
0.138560,0,432427,3703,2470
0.140124,0,430867,3690,2487
0.141677,0,430241,3685,2477
0.143227,0,429758,3678,2648
0.144776,0,431372,3694,2466
0.146327,0,432067,3700,2469
0.147879,0,430039,3683,2490
0.149431,0,432185,3700,2484
0.150995,0,440549,3773,2462
0.152544,0,430650,3688,2466
0.154096,0,433111,3710,2597
0.155649,0,430625,3687,2472
0.157198,0,435919,3734,2471
0.158756,0,444173,3806,2476
0.160304,0,431141,3691,2474
0.161868,0,432144,3700,2466
0.163419,0,432187,3700,2471
0.165010,0,430788,3689,2468
0.166561,0,426172,3648,2476
0.168112,0,432251,3700,2471
0.169664,0,432242,3701,2479
0.171216,0,430960,3690,2462
0.172778,0,427246,3657,2467
0.174329,0,432282,3701,2475
0.175879,0,429570,3678,2480
0.177430,0,429542,3678,2465
0.178980,0,429329,3677,2466
0.180571,0,429327,3676,2655
0.182123,0,430442,3685,2479
0.183685,0,430017,3681,2477
0.185234,0,382284,3266,2470
0.186627,0,419454,3589,2469
0.188017,0,418298,3581,2470
0.189535,0,430385,3683,2472
0.191085,0,429254,3675,2471
0.192633,0,428808,3670,2480
0.194195,0,430555,3686,2519
0.195743,0,429498,3677,2486
0.197292,0,435368,3729,2480
0.198848,0,430094,3683,2469
0.200395,0,430538,3687,2480
0.201946,0,430315,3683,2482
0.203494,0,428741,3671,2474
0.205054,0,429629,3678,2476
0.206675,0,429716,3678,2466
0.208223,0,430028,3682,2473
0.209773,0,433436,3712,2464
0.211226,0,437936,3752,2471
0.212654,0,419063,3587,2491
0.213998,0,427166,3656,2523
0.215361,0,415376,3553,2475
0.216697,0,413352,3537,2475
0.218032,0,416128,3560,2487
0.219371,0,416531,3563,2654
0.220706,0,418836,3584,2473
0.222127,0,419399,3591,2471
0.223464,0,414824,3549,2466
0.224801,0,414419,3546,2472
0.226147,0,416017,3560,2477
0.227480,0,412449,3530,2584
0.228855,0,400119,3415,2601
0.230213,0,400151,3422,2468
0.231523,0,398362,3406,2591
0.232832,0,400520,3426,2463
0.234142,0,396488,3389,2568
0.235447,0,396163,3386,2607
0.236761,0,407033,3481,2481
0.238116,0,399797,3417,2520
0.239425,0,410512,3511,2479
0.240733,0,400633,3426,2474
0.242043,0,408044,3490,2468
0.243349,0,397803,3401,2477
0.244687,0,398775,3407,2476
0.246027,0,390175,3333,2478
0.247377,0,368082,3365,2461
0.248680,0,379814,3392,2406
0.249975,0,372071,3326,2393
0.251265,0,380939,3409,2466
0.252557,0,382617,3424,2459
0.253901,0,377913,3381,2470
0.255199,0,374024,3345,2395
0.256492,0,373984,3346,2393
0.257793,0,380498,3405,2455
0.259083,0,369992,3308,2490
0.260401,0,460571,4131,2819
0.261812,0,461745,4148,2514
0.263173,0,462083,4150,2400
0.264534,0,358311,3200,2384
0.265787,0,462005,4150,2461
0.267147,0,461747,4147,2527
0.268511,0,357645,3194,2429
0.269819,0,462812,4158,2452
0.271188,0,445314,4026,2409
0.272596,0,367990,3262,2478
0.273909,0,466479,4191,2441
0.275279,0,461175,4142,2473
0.276654,0,461891,4149,2389
0.278051,0,415435,3735,2537
0.279485,0,407127,3648,2459
0.280887,0,586039,5283,2400
0.282428,0,402616,3608,2389
0.283821,0,961296,8717,17375
0.285645,0,388404,3477,2522
0.288414,0,404739,3623,2389
0.289817,0,410526,3680,2499
0.291204,0,376132,3364,2709
0.292633,0,397688,3565,2675
0.294125,0,853450,7515,153130
0.295418,0,424833,3604,2776
0.296813,0,403656,3450,2487
0.298200,0,419051,3587,2541
0.299588,0,403269,3448,2472
0.300989,0,417423,3572,2494
0.302375,0,418208,3578,2475
0.303762,0,429948,3679,2478
0.305146,0,469747,4028,2589
0.306566,0,412022,3526,2476
0.307945,0,424451,3632,2467
0.309609,0,1133143,9818,2469
0.311652,0,401894,3437,2475
0.313032,0,412986,3533,2471
0.317461,0,519287,4460,2472
0.318937,0,414813,3549,2478
0.320322,0,403670,3452,2467
0.321727,0,429244,3676,2480
0.323112,0,401771,3435,2467
0.324549,0,415924,3560,2463
0.325937,0,398414,3406,2492
0.327318,0,414605,3546,2479
0.328697,0,413302,3536,2480
0.330077,0,413471,3537,2473
0.331457,0,410468,3512,2479
0.332852,0,412101,3526,2478
0.334233,0,428280,3666,2476
0.335664,0,401088,3429,2476
0.337050,0,417836,3575,2483
0.338437,0,419496,3589,2705
0.339822,0,418075,3578,2466
0.341243,0,418367,3580,2472
0.342630,0,429261,3675,2659
0.344030,0,428917,3672,2504
0.345417,0,429154,3673,2490
0.346803,0,417509,3573,2465
0.348188,0,419097,3586,2473
0.349575,0,417138,3570,2480
0.351088,0,430778,3688,2471
0.352638,0,430382,3686,2465
0.354203,0,430291,3685,2480
0.355754,0,431904,3698,2474
0.357305,0,435759,3731,2469
0.358862,0,430832,3689,2478
0.360411,0,430632,3688,2474
0.361964,0,431898,3698,2470
0.363517,0,430108,3682,2505
0.365079,0,428801,3671,2759
0.366695,0,501990,4309,2491
0.368245,0,430524,3685,2480
0.369797,0,431350,3693,2615
0.371348,0,431365,3694,2476
0.372940,0,431247,3693,2472
0.374492,0,432042,3699,2470
0.376056,0,440728,3776,2485
0.377610,0,429332,3676,2469
0.379161,0,440979,3778,2478
0.380709,0,430257,3685,2477
0.382261,0,431135,3692,2500
0.383812,0,429641,3677,2472
0.385361,0,417681,3575,2472
0.386775,0,421221,3606,2475
0.388168,0,446708,3827,2559
0.389729,0,431416,3693,2471
0.391280,0,430760,3688,2621
0.392830,0,432401,3702,2471
0.394382,0,439843,3767,2478
0.395932,0,441235,3781,2473
0.397498,0,432266,3700,2476
0.399049,0,430125,3683,2473
0.400598,0,431247,3693,2477
0.402151,0,430193,3684,2474
0.403701,0,431725,3696,2475
0.405253,0,439120,3762,2472
0.406807,0,439846,3772,2477
0.408248,0,420849,3597,2580
0.409688,0,414708,3547,2468
0.411071,0,411562,3520,2474
0.412450,0,412423,3528,2480
0.413828,0,413787,3541,2506
0.415207,0,412197,3527,2476
0.416584,0,413134,3535,2479
0.417964,0,414737,3549,2656
0.419354,0,402178,3439,2471
0.420786,0,398302,3401,2475
0.422141,0,397297,3399,2465
0.423496,0,396028,3384,2468
0.424849,0,395256,3378,2612
0.426203,0,406650,3477,2480
0.427558,0,397914,3401,2562
0.428912,0,398054,3404,2472
0.430273,0,397657,3400,2489
0.431634,0,474566,4071,2478
0.433049,0,398455,3407,2472
0.434432,0,385323,3293,2477
0.435786,0,397877,3401,2468
0.437179,0,413525,3535,2514
0.438541,0,385801,3296,2466
0.439877,0,388716,3322,2474
0.441224,0,488590,4193,2612
0.442656,0,388982,3323,2569
0.443996,0,389496,3330,2637
0.445335,0,487026,4179,2470
0.446769,0,683383,5893,2497
0.449589,0,503420,4322,2502
0.451040,0,393619,3364,2472
0.452428,0,481520,4125,2528
0.453840,0,481968,4139,2498
0.455287,0,515859,4426,2636
0.456697,0,481646,4133,2589
0.458107,0,484244,4156,2475
0.459523,0,487380,4182,2603
0.460934,0,487850,4194,2528
0.462365,0,489806,4197,2530
0.463760,0,384329,3282,2608
0.465079,0,488046,4194,2479
0.466498,0,483598,4142,2474
0.467911,0,481478,4132,2471
0.469342,0,522080,4498,2503
0.470827,0,433817,3714,2503
0.472183,0,420761,3600,2639
0.473528,0,428303,3667,2475
0.474907,0,843305,7253,18057
0.476250,0,417479,3571,2625
0.477587,0,413019,3534,2488
0.478923,0,454558,3897,2650
0.480336,0,425417,3644,2465
0.481709,0,437157,3743,2482
0.483061,0,437140,3745,2605
0.484431,0,844812,7266,185143
0.485866,0,642765,5504,2510
0.487469,0,406064,3473,2554
0.488857,0,420116,3597,2467
0.490244,0,418581,3583,2472
0.491631,0,419072,3585,2489
0.493016,0,418165,3580,2478
0.495275,0,484237,4130,2474
0.496770,0,413648,3564,2475
0.498390,0,408656,3496,2524
0.499771,0,414949,3549,2544
0.501200,0,468867,4021,2473
0.505468,0,446660,3826,2470
0.506889,0,407437,3485,2479
0.508275,0,421172,3605,2479
0.510140,0,480328,4121,2477
0.511597,0,405442,3469,2471
0.512983,0,418960,3585,2472
0.514368,0,413514,3538,2465
0.515748,0,413959,3543,2473
0.517182,0,557875,4804,2477
0.518681,0,428309,3661,2480
0.520037,0,418688,3584,2463
0.521377,0,419296,3594,2494
0.522724,0,423011,3613,2472
0.524061,0,418368,3581,2623
0.525402,0,418017,3578,2467
0.526740,0,416867,3566,2774
0.528093,0,416807,3567,2473
0.529432,0,395542,3382,2472
0.530770,0,417602,3573,2481
0.532108,0,565462,4864,2469
0.533773,0,431802,3697,2477
0.535193,0,416347,3563,2473
0.536711,0,431811,3698,2481
0.538261,0,430523,3685,2582
0.539697,0,422066,3578,2473
0.541089,0,429807,3679,2476
0.542541,0,417113,3570,2477
0.543926,0,416518,3564,2480
0.545309,0,422032,3612,2464
0.546697,0,417098,3569,2480
0.548081,0,462034,3961,2473
0.549639,0,429891,3681,2469
0.551076,0,400062,3665,2430
0.552596,0,412533,3697,2533
0.554146,0,421577,3780,2429
0.555696,0,412066,3693,2391
0.557245,0,415833,3727,2389
0.558798,0,411202,3686,2433
0.560345,0,422387,3787,2393
0.561907,0,411824,3691,2438
0.563458,0,411465,3688,2396
0.565048,0,410167,3675,2400
0.566545,0,399316,3577,2437
0.568065,0,411193,3686,2432
0.569616,0,411269,3686,2427
0.571165,0,411273,3685,2399
0.572725,0,410148,3676,2395
0.574171,0,404957,3629,2438
0.575716,0,410822,3681,2438
0.577264,0,416234,3731,2428
0.578818,0,412000,3694,2427
0.580408,0,411266,3685,2395
0.581960,0,411342,3686,2402
0.583523,0,412282,3695,2436
0.585072,0,410792,3681,2392
0.586732,0,412008,3692,2471
0.588280,0,419610,3762,2427
0.589829,0,419739,3764,2464
0.591377,0,411452,3687,2399
