elapsed_s,RBBM_US_PC_BUSY,RBBM_US_COM_BUSY,RBBM_US_DCOM_BUSY,RBBM_US_VBIF_BUSY
0.001104,0,0,0,1356
0.002836,0,0,0,1217
0.004322,0,0,0,1157
0.005805,0,0,0,1188
0.007320,0,0,0,1359
0.008802,0,0,0,1450
0.010295,0,0,0,1296
0.011780,0,0,0,1204
0.013396,0,0,0,1282
0.014877,0,0,0,1331
0.016368,0,0,0,1320
0.017851,0,0,0,1445
0.019334,0,0,0,1317
0.020847,0,0,0,1222
0.022326,0,0,0,1349
0.023808,0,0,0,1390
0.025289,0,0,0,1279
0.026833,0,0,0,1191
0.028421,0,0,0,1155
0.029881,0,0,0,1172
0.031350,0,0,0,1126
0.032808,0,0,0,1329
0.034267,0,0,0,1192
0.035727,0,0,0,1129
0.037184,0,0,0,1170
0.038733,0,0,0,1119
0.040191,0,0,0,1324
0.041656,0,0,0,1410
0.043116,0,0,0,1414
0.044634,0,0,0,1222
0.046163,0,0,0,1246
0.047738,0,0,0,1208
0.049264,0,0,0,1181
0.050663,0,0,0,879
0.052126,0,0,0,1102
0.053578,0,0,0,967
0.055031,0,0,0,1026
0.056486,0,0,0,1048
0.057941,0,0,0,920
0.059395,0,0,0,857
0.060869,0,0,0,847
0.062347,0,0,0,1105
0.063765,0,0,0,879
0.065181,0,0,0,891
0.066833,0,0,0,946
0.068240,0,0,0,709
0.069592,0,0,0,750
0.070948,0,0,0,713
0.072295,0,0,0,888
0.073657,0,0,0,699
0.075051,0,0,0,694
0.076704,301,281,0,7337
0.078543,0,0,0,730
0.079940,0,0,0,664
0.081351,0,0,0,543
0.082803,0,0,0,540
0.084196,0,0,0,544
0.085938,0,0,0,541
0.087324,22625,207,0,29478
0.088911,41175,127,0,7284
0.090298,0,0,0,1997
0.091684,0,0,0,1993
0.093109,0,0,0,2050
0.095086,0,0,0,2014
0.096473,0,0,0,2135
0.097859,0,0,0,2122
0.099241,0,0,0,2094
0.100620,0,0,0,2161
0.103091,0,0,0,1994
0.104471,0,0,0,2007
0.105859,0,0,0,1997
0.107237,0,0,0,2004
0.108660,0,0,0,2005
0.110038,0,0,0,2000
0.111414,0,0,0,1998
0.112794,0,0,0,1999
0.114173,0,0,0,2163
0.115557,0,0,0,2004
0.116947,0,0,0,2018
0.118327,0,0,0,2001
0.119707,0,0,0,1997
0.121087,0,0,0,2006
0.122521,0,0,0,2001
0.124037,0,0,0,2004
0.125660,0,0,0,2007
0.127228,0,0,0,2012
0.128778,0,0,0,1999
0.130329,0,0,0,2006
0.131881,0,0,0,2005
0.133433,0,0,0,1998
0.134985,0,0,0,1997
0.136535,0,0,0,2025
0.138099,0,0,0,1992
0.139652,0,0,0,1998
0.141203,0,0,0,1998
0.142760,0,0,0,1993
0.144309,0,0,0,1998
0.145862,0,0,0,1997
0.147409,0,0,0,1999
0.148970,0,0,0,2004
0.150393,0,0,0,2044
0.151914,0,0,0,2038
0.153467,0,0,0,2088
0.155017,0,0,0,2060
0.156609,0,0,0,2011
0.158162,0,0,0,2004
0.159726,0,0,0,2005
0.161276,0,0,0,2000
0.162896,0,0,0,2031
0.164446,0,0,0,2005
0.166000,0,0,0,2001
0.167551,0,0,0,1998
0.169102,0,0,0,2073
0.170671,0,0,0,2002
0.172221,0,0,0,1994
0.173774,0,0,0,2112
0.175326,0,0,0,2003
0.176875,0,0,0,2002
0.178427,0,0,0,2117
0.179978,0,0,0,2008
0.181544,0,0,0,2003
0.183096,0,0,0,2005
0.184645,0,0,0,2071
0.186196,0,0,0,1994
0.187748,0,0,0,2145
0.189299,0,0,0,1999
0.190695,0,0,0,2004
0.192097,0,0,0,1999
0.193616,0,0,0,2077
0.195167,0,0,0,1996
