elapsed_s,RBBM_S_RAS_BUSY
0.001095,0
0.002526,0
0.003918,0
0.005310,0
0.006699,0
0.008086,0
0.009472,0
0.010872,0
0.012261,0
0.013648,0
0.015034,0
0.016420,0
0.017906,0
0.019293,0
0.020647,0
0.022020,0
0.023339,0
0.024712,0
0.026083,0
0.027420,0
0.028745,0
0.030071,0
0.031404,0
0.032741,0
0.034063,0
0.035384,0
0.036707,0
0.037987,0
0.039260,0
0.040535,0
0.041828,0
0.043106,0
0.044379,0
0.045697,0
0.046972,0
0.048246,0
0.049568,0
0.050821,0
0.052072,0
0.053377,0
0.054630,0
0.055952,0
0.057214,0
0.058467,0
0.059719,0
0.060979,0
0.062230,0
0.063559,0
0.064878,0
0.066184,0
0.067450,0
0.068755,0
0.070009,0
0.071260,0
0.072512,0
0.073774,0
0.075027,0
0.076279,0
0.077532,0
0.078784,0
0.080035,0
0.081337,0
0.082633,0
0.083901,0
0.085337,0
0.086611,0
0.087884,0
0.089206,0
0.090479,0
0.091752,0
0.093077,0
0.094355,0
0.095627,0
0.096948,0
0.098200,0
0.099508,0
0.100811,0
0.102066,0
0.103375,0
0.104578,0
0.105946,0
0.107305,0
0.108721,0
0.109981,0
0.111343,0
0.112703,0
0.114062,0
0.115427,0
0.116834,0
0.118194,0
0.119643,0
0.121066,0
0.122523,0
0.123870,0
0.125291,0
0.126640,0
0.128098,0
0.129516,0
0.130968,0
0.132426,0
0.134032,0
0.135573,0
0.137049,0
0.138427,0
0.139797,0
0.141171,0
0.142536,0
0.143899,0
0.145262,0
0.146625,0
0.148126,0
0.149529,0
0.151037,0
0.152573,0
0.154180,0
0.155714,0
0.157252,0
0.158674,0
0.160181,0
0.161718,0
0.163254,0
0.164833,0
0.166369,0
0.167903,0
0.169327,0
0.170836,0
0.172372,0
0.173913,0
0.175447,0
0.176985,0
0.178522,0
0.180069,0
0.181604,0
0.183140,0
0.184678,0
0.186216,0
0.187751,0
0.189289,0
0.190838,0
0.192373,0
0.193914,0
0.195448,0
0.197031,0
0.198568,0
0.200102,0
0.201651,0
0.203188,0
0.204725,0
0.206261,0
0.207796,0
0.209334,0
0.210872,0
0.212418,0
0.213877,0
0.215385,0
0.216923,0
0.218460,0
0.219992,0
0.221526,0
0.223073,0
0.224698,0
0.226248,0
0.227781,0
0.229361,0
0.230906,0
0.232440,0
0.234001,0
0.235535,0
0.237072,0
0.238607,0
0.240141,0
0.241675,0
0.243210,0
0.244803,0
0.246339,0
0.247872,0
0.249408,0
0.250943,0
0.252477,0
0.254016,0
0.255561,0
0.257097,0
0.258632,0
0.260166,0
0.261702,0
0.263237,0
0.264774,0
0.266322,0
0.267854,0
0.269389,0
0.270924,0
0.272457,0
0.274118,0
0.275493,0
0.277048,0
0.278583,0
0.280117,0
0.281652,0
0.283186,0
0.284722,0
0.286257,0
0.287803,0
0.289339,0
0.290873,0
0.292407,0
0.293989,0
0.295519,0
0.296946,0
0.298471,0
0.299882,0
0.301286,0
0.302818,0
0.304351,0
0.305890,0
0.307422,0
0.309015,0
0.310551,0
0.312084,0
0.313632,0
0.315066,0
0.316440,0
0.317944,0
0.319491,0
0.321027,0
0.322562,0
0.324095,0
0.325631,0
0.327166,0
0.328702,0
0.330251,0
0.331784,0
0.333321,0
0.334857,0
0.336389,0
0.337928,0
0.339462,0
0.341054,0
0.342590,0
0.344122,0
0.345658,0
0.347193,0
0.348728,0
0.350354,0
0.351903,0
0.353441,0
0.354978,0
0.356512,0
0.358098,0
0.359633,0
0.361171,0
0.362721,0
0.364256,0
0.365790,0
0.367327,0
0.368865,0
0.370402,0
0.371937,0
0.373487,0
0.375039,0
0.376570,0
0.378049,0
0.379427,0
0.380932,0
0.382469,0
0.384015,0
0.385552,0
