elapsed_s,RAS_SAMPLE_MASK_GEN_LANE_11_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_12_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_13_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_14_WORKING_CC_L2
0.001089,0,0,0,0
0.002502,0,0,0,0
0.003887,0,0,0,0
0.005271,0,0,0,0
0.006653,0,0,0,0
0.008034,0,0,0,0
0.009424,0,0,0,0
0.010804,0,0,0,0
0.012187,0,0,0,0
0.013567,0,0,0,0
0.014948,0,0,0,0
0.016328,0,0,0,0
0.017719,0,0,0,0
0.019100,0,0,0,0
0.020590,0,0,0,0
0.021972,0,0,0,0
0.023352,0,0,0,0
0.024828,0,0,0,0
0.026209,0,0,0,0
0.027708,0,0,0,0
0.029088,0,0,0,0
0.030469,0,0,0,0
0.031859,0,0,0,0
0.033241,0,0,0,0
0.034620,0,0,0,0
0.036000,0,0,0,0
0.037380,0,0,0,0
0.038759,0,0,0,0
0.040138,0,0,0,0
0.041520,0,0,0,0
0.042911,0,0,0,0
0.044313,0,0,0,0
0.047163,0,0,0,0
0.048602,0,0,0,0
0.049996,0,0,0,0
0.051469,0,0,0,0
0.052928,0,0,0,0
0.054321,0,0,0,0
0.055912,0,0,0,0
0.057306,0,0,0,0
0.058699,0,0,0,0
0.060078,0,0,0,0
0.061422,0,0,0,0
0.062768,0,0,0,0
0.064123,0,0,0,0
0.065469,0,0,0,0
0.066815,0,0,0,0
0.068159,0,0,0,0
0.069506,0,0,0,0
0.070851,0,0,0,0
0.072196,0,0,0,0
0.073541,0,0,0,0
0.074898,0,0,0,0
0.076243,0,0,0,0
0.077587,0,0,0,0
0.078942,0,0,0,0
0.080297,0,0,0,0
0.081605,0,0,0,0
0.082954,0,0,0,0
0.084310,0,0,0,0
0.085598,0,0,0,0
0.086866,0,0,0,0
0.088180,0,0,0,0
0.089446,0,0,0,0
0.090712,0,0,0,0
0.092090,0,0,0,0
0.093377,0,0,0,0
0.094644,0,0,0,0
0.095963,0,0,0,0
0.097230,0,0,0,0
0.098496,0,0,0,0
0.099814,0,0,0,0
0.101238,0,0,0,0
0.102709,0,0,0,0
0.104056,0,0,0,0
0.105410,0,0,0,0
0.106764,0,0,0,0
0.108113,0,0,0,0
0.109493,0,0,0,0
0.110867,0,0,0,0
0.112242,0,0,0,0
0.113620,0,0,0,0
0.114992,0,0,0,0
0.116399,0,0,0,0
0.117738,0,0,0,0
0.119053,0,0,0,0
0.120437,0,0,0,0
0.121969,0,0,0,0
0.123309,0,0,0,0
0.124550,0,0,0,0
0.125941,0,0,0,0
0.127331,0,0,0,0
0.128600,0,0,0,0
0.129996,0,0,0,0
0.131385,0,0,0,0
0.132768,0,0,0,0
0.134053,0,0,0,0
0.135441,0,0,0,0
0.136826,0,0,0,0
0.138212,0,0,0,0
0.139648,0,0,0,0
0.141035,0,0,0,0
0.142421,0,0,0,0
0.143809,0,0,0,0
0.145194,0,0,0,0
0.146580,0,0,0,0
0.148015,0,0,0,0
0.149400,0,0,0,0
0.150785,0,0,0,0
0.152220,0,0,0,0
