elapsed_s,RAS_FULLY_COVERED_SUPER_TILES,RAS_FULLY_COVERED_8X4_TILES,RAS_PRIM_KILLED_INVISILBE,RAS_SUPERTILE_GEN_ACTIVE_CYCLES
0.612290,0,0,0,0
0.613854,0,0,0,0
0.615404,0,0,0,0
0.616956,0,0,0,0
0.618508,0,0,0,0
0.620056,0,0,0,0
0.621658,0,0,0,0
0.623207,0,0,0,0
0.624771,0,0,0,0
0.626212,0,0,0,0
0.627738,0,0,0,0
0.629291,0,0,0,0
0.630844,0,0,0,0
0.632397,0,0,0,0
0.633949,0,0,0,0
0.635512,0,0,0,0
0.637066,0,0,0,0
0.638618,0,0,0,0
0.640168,0,0,0,0
0.641589,0,0,0,0
0.642982,0,0,0,0
0.644502,0,0,0,0
0.646067,0,0,0,0
0.647617,0,0,0,0
0.649169,0,0,0,0
0.650722,0,0,0,0
0.652319,0,0,0,0
0.653873,0,0,0,0
0.655424,0,0,0,0
0.656991,0,0,0,0
0.658543,0,0,0,0
0.660094,0,0,0,0
0.661651,0,0,0,0
0.663201,0,0,0,0
0.664756,0,0,0,0
0.666309,0,0,0,0
0.667745,0,0,0,0
0.669271,0,0,0,0
0.670824,0,0,0,0
0.672378,0,0,0,0
0.673931,0,0,0,0
0.675481,0,0,0,0
0.677036,0,0,0,0
0.678600,0,0,0,0
0.680150,0,0,0,0
0.681516,0,0,0,0
0.682902,0,0,0,0
0.684451,0,0,0,0
0.686005,0,0,0,0
0.687555,0,0,0,0
0.689120,0,0,0,0
0.690672,0,0,0,0
0.692227,0,0,0,0
0.693780,0,0,0,0
0.695330,0,0,0,0
0.696884,0,0,0,0
0.698435,0,0,0,0
0.699996,0,0,0,0
0.701595,0,0,0,0
0.703143,0,0,0,0
0.704695,0,0,0,0
0.706246,0,0,0,0
0.707794,0,0,0,0
0.709344,0,0,0,0
0.710907,0,0,0,0
0.712459,0,0,0,0
0.714012,0,0,0,0
0.715558,0,0,0,0
0.717110,0,0,0,0
0.718662,0,0,0,0
0.720295,0,0,0,0
0.721723,0,0,0,0
0.723163,0,0,0,0
0.724682,0,0,0,0
0.726233,0,0,0,0
0.727782,0,0,0,0
0.729332,0,0,0,0
0.730883,0,0,0,0
0.732489,0,0,0,0
0.734040,0,0,0,0
0.735589,0,0,0,0
0.737139,0,0,0,0
0.738689,0,0,0,0
0.740241,0,0,0,0
0.741793,0,0,0,0
0.743355,0,0,0,0
0.744908,0,0,0,0
0.746459,0,0,0,0
0.748347,0,0,0,0
0.749798,0,0,0,0
0.751263,0,0,0,0
0.752847,0,0,0,0
0.754247,0,0,0,0
0.755632,0,0,0,0
0.757020,0,0,0,0
0.758405,0,0,0,0
0.759824,0,0,0,0
0.761211,0,0,0,0
0.762595,0,0,0,0
0.763979,0,0,0,0
0.765414,0,0,0,0
0.766798,0,0,0,0
0.768182,0,0,0,0
0.769525,0,0,0,0
0.770907,0,0,0,0
0.772423,0,0,0,0
0.773971,0,0,0,0
0.775408,0,0,0,0
0.776813,0,0,0,0
0.778333,0,0,0,0
0.779884,0,0,0,0
0.781527,0,0,0,0
0.783077,0,0,0,0
0.784631,0,0,0,0
0.786175,0,0,0,0
0.787728,0,0,0,0
0.789146,0,0,0,0
0.790669,0,0,0,0
0.792225,0,0,0,0
0.793777,0,0,0,0
0.795327,0,0,0,0
0.796925,0,0,0,0
0.798482,0,0,0,0
0.800023,0,0,0,0
0.801574,0,0,0,0
0.803123,0,0,0,0
0.804675,0,0,0,0
0.806226,0,0,0,0
0.807776,0,0,0,0
0.809339,0,0,0,0
0.810890,0,0,0,0
0.812486,0,0,0,0
0.814038,0,0,0,0
0.815587,0,0,0,0
0.817139,0,0,0,0
0.818690,0,0,0,0
0.820255,0,0,0,0
0.821804,0,0,0,0
0.823351,0,0,0,0
0.824900,0,0,0,0
0.826326,0,0,0,0
0.827848,0,0,0,0
0.829268,0,0,0,0
0.830672,0,0,0,0
0.832251,0,0,0,0
0.833800,0,0,0,0
0.835349,0,0,0,0
0.836902,0,0,0,0
0.838452,0,0,0,0
0.840002,0,0,0,0
0.841570,0,0,0,0
0.843119,0,0,0,0
0.844717,0,0,0,0
0.846269,0,0,0,0
0.847824,0,0,0,0
0.849374,0,0,0,0
0.850925,0,0,0,0
0.852490,0,0,0,0
0.854042,0,0,0,0
0.855591,0,0,0,0
0.857142,0,0,0,0
0.858692,0,0,0,0
0.860286,0,0,0,0
0.861872,0,0,0,0
0.863324,0,0,0,0
0.864747,0,0,0,0
0.866145,0,0,0,0
0.867534,0,0,0,0
0.868924,0,0,0,0
0.870311,0,0,0,0
0.871884,0,0,0,0
0.873398,0,0,0,0
0.874920,0,0,0,0
0.876518,0,0,0,0
0.878072,0,0,0,0
0.879622,0,0,0,0
0.881174,0,0,0,0
0.882717,0,0,0,0
0.884371,0,0,0,0
0.885923,0,0,0,0
0.887475,0,0,0,0
0.889029,0,0,0,0
0.890572,0,0,0,0
0.892114,0,0,0,0
0.893503,0,0,0,0
0.894908,0,0,0,0
0.896427,0,0,0,0
0.897978,0,0,0,0
0.899526,0,0,0,0
0.901078,0,0,0,0
0.902629,0,0,0,0
0.904179,0,0,0,0
0.905795,0,0,0,0
0.907345,0,0,0,0
0.908941,0,0,0,0
0.910494,0,0,0,0
0.912042,0,0,0,0
0.913424,0,0,0,0
0.914814,0,0,0,0
0.916341,0,0,0,0
0.917891,0,0,0,0
0.919441,0,0,0,0
0.920994,0,0,0,0
0.922545,0,0,0,0
0.924095,0,0,0,0
0.925697,0,0,0,0
0.927259,0,0,0,0
0.928810,0,0,0,0
0.930361,0,0,0,0
0.931910,0,0,0,0
0.933549,0,0,0,0
0.935099,0,0,0,0
0.936651,0,0,0,0
0.938213,0,0,0,0
0.939763,0,0,0,0
0.941315,0,0,0,0
0.942866,0,0,0,0
0.944418,0,0,0,0
0.945969,0,0,0,0
0.947518,0,0,0,0
0.949082,0,0,0,0
0.950634,0,0,0,0
0.952182,0,0,0,0
0.953689,0,0,0,0
0.955078,0,0,0,0
0.956640,0,0,0,0
0.958193,0,0,0,0
0.959756,0,0,0,0
0.961306,0,0,0,0
0.962858,0,0,0,0
0.964411,0,0,0,0
0.965962,0,0,0,0
0.967511,0,0,0,0
0.969061,0,0,0,0
0.970623,0,0,0,0
0.972051,0,0,0,0
0.973627,0,0,0,0
0.975176,0,0,0,0
0.976729,0,0,0,0
0.978281,0,0,0,0
0.979830,0,0,0,0
0.981265,0,0,0,0
0.982787,0,0,0,0
0.984340,0,0,0,0
0.985892,0,0,0,0
0.987442,0,0,0,0
0.989038,0,0,0,0
0.990588,0,0,0,0
0.992022,0,0,0,0
0.993480,0,0,0,0
0.995021,0,0,0,0
0.996450,0,0,0,0
0.997973,0,0,0,0
0.999524,0,0,0,0
1.001077,0,0,0,0
1.002644,0,0,0,0
1.004290,0,0,0,0
1.005840,0,0,0,0
1.007391,0,0,0,0
1.008946,0,0,0,0
1.010491,0,0,0,0
1.012032,0,0,0,0
1.013488,0,0,0,0
1.014911,0,0,0,0
1.016432,0,0,0,0
1.017985,0,0,0,0
1.019536,0,0,0,0
1.021090,0,0,0,0
1.022644,0,0,0,0
1.024087,0,0,0,0
1.025633,0,0,0,0
1.027003,0,0,0,0
1.028534,0,0,0,0
1.030089,0,0,0,0
1.031641,0,0,0,0
1.033195,0,0,0,0
1.034762,0,0,0,0
1.036362,0,0,0,0
1.037917,0,0,0,0
1.039470,0,0,0,0
1.041026,0,0,0,0
1.042579,0,0,0,0
1.044132,0,0,0,0
1.045712,0,0,0,0
1.047265,0,0,0,0
1.048821,0,0,0,0
1.050376,0,0,0,0
1.051928,0,0,0,0
1.053531,0,0,0,0
1.055082,0,0,0,0
1.056658,0,0,0,0
1.058212,0,0,0,0
1.059766,0,0,0,0
1.061320,0,0,0,0
1.062875,0,0,0,0
1.064431,0,0,0,0
1.065986,0,0,0,0
1.067550,0,0,0,0
1.069105,0,0,0,0
1.070660,0,0,0,0
1.072282,0,0,0,0
1.073903,0,0,0,0
1.075456,0,0,0,0
1.077013,0,0,0,0
1.078453,0,0,0,0
1.079981,0,0,0,0
1.081542,0,0,0,0
1.083098,0,0,0,0
1.084700,0,0,0,0
1.086259,0,0,0,0
1.087815,0,0,0,0
1.089256,0,0,0,0
1.090784,0,0,0,0
1.092383,0,0,0,0
1.093942,0,0,0,0
1.095497,0,0,0,0
1.097055,0,0,0,0
1.098603,0,0,0,0
1.100161,0,0,0,0
1.101620,0,0,0,0
1.103013,0,0,0,0
1.104536,0,0,0,0
1.106104,0,0,0,0
1.107658,0,0,0,0
1.109213,0,0,0,0
1.110784,0,0,0,0
1.112341,0,0,0,0
1.113897,0,0,0,0
1.115693,0,0,0,0
1.117566,0,0,0,0
1.119570,0,0,0,0
1.121272,0,0,0,0
1.122683,0,0,0,0
1.124077,0,0,0,0
1.125435,0,0,0,0
1.126820,0,0,0,0
1.128386,0,0,0,0
1.129820,0,0,0,0
1.131213,0,0,0,0
1.132596,0,0,0,0
1.134116,0,0,0,0
1.135669,0,0,0,0
1.137223,0,0,0,0
1.138779,0,0,0,0
1.140336,0,0,0,0
1.141904,0,0,0,0
1.143458,0,0,0,0
1.145015,0,0,0,0
1.146570,0,0,0,0
1.147996,0,0,0,0
1.149475,0,0,0,0
1.150861,0,0,0,0
1.152315,0,0,0,0
1.153704,0,0,0,0
1.155087,0,0,0,0
1.156472,0,0,0,0
1.157994,0,0,0,0
1.159549,0,0,0,0
1.161106,0,0,0,0
1.162674,0,0,0,0
1.164277,0,0,0,0
1.165832,0,0,0,0
1.167386,0,0,0,0
1.168945,0,0,0,0
1.170500,0,0,0,0
1.172054,0,0,0,0
1.173627,0,0,0,0
1.175180,0,0,0,0
1.176738,0,0,0,0
1.178295,0,0,0,0
1.179849,0,0,0,0
1.181421,0,0,0,0
1.182948,0,0,0,0
1.184519,0,0,0,0
1.186076,0,0,0,0
1.187628,0,0,0,0
1.189185,0,0,0,0
1.190741,0,0,0,0
1.192300,0,0,0,0
1.193856,0,0,0,0
1.195423,0,0,0,0
1.197024,0,0,0,0
1.198582,0,0,0,0
1.200136,0,0,0,0
1.201690,0,0,0,0
1.203234,0,0,0,0
1.204653,0,0,0,0
1.206188,0,0,0,0
1.207741,0,0,0,0
1.209295,0,0,0,0
1.210850,0,0,0,0
1.212448,0,0,0,0
1.214003,0,0,0,0
1.215555,0,0,0,0
1.217122,0,0,0,0
1.218676,0,0,0,0
1.220232,0,0,0,0
1.221786,0,0,0,0
1.223217,0,0,0,0
1.224748,0,0,0,0
1.226455,0,0,0,0
1.227950,0,0,0,0
1.229399,0,0,0,0
1.230922,0,0,0,0
1.232479,0,0,0,0
1.234036,0,0,0,0
1.235590,0,0,0,0
1.237146,0,0,0,0
1.238715,0,0,0,0
1.240282,0,0,0,0
1.241839,0,0,0,0
1.243392,0,0,0,0
1.244996,0,0,0,0
1.246552,0,0,0,0
1.248106,0,0,0,0
1.249681,0,0,0,0
1.251233,0,0,0,0
1.252791,0,0,0,0
1.254347,0,0,0,0
1.255901,0,0,0,0
1.257416,0,0,0,0
1.258943,0,0,0,0
1.260556,0,0,0,0
1.262114,0,0,0,0
1.263669,0,0,0,0
1.265224,0,0,0,0
1.266780,0,0,0,0
1.268339,0,0,0,0
1.269896,0,0,0,0
1.271335,0,0,0,0
1.272862,0,0,0,0
1.274414,0,0,0,0
1.275965,0,0,0,0
1.277565,0,0,0,0
1.279115,0,0,0,0
1.280669,0,0,0,0
1.282241,0,0,0,0
1.283791,0,0,0,0
1.285344,0,0,0,0
1.286897,0,0,0,0
1.288452,0,0,0,0
1.290004,0,0,0,0
1.291555,0,0,0,0
1.293040,0,0,0,0
1.294565,0,0,0,0
1.296117,0,0,0,0
1.297667,0,0,0,0
1.299209,0,0,0,0
1.300660,0,0,0,0
1.302190,0,0,0,0
1.303752,0,0,0,0
1.305306,0,0,0,0
1.306848,0,0,0,0
1.308451,0,0,0,0
1.310004,0,0,0,0
1.311553,0,0,0,0
1.313106,0,0,0,0
1.314671,0,0,0,0
1.316224,0,0,0,0
1.317776,0,0,0,0
1.319325,0,0,0,0
1.320878,0,0,0,0
1.322429,0,0,0,0
1.323978,0,0,0,0
1.325592,0,0,0,0
1.327143,0,0,0,0
1.328697,0,0,0,0
1.330248,0,0,0,0
1.331798,0,0,0,0
1.333217,0,0,0,0
1.334738,0,0,0,0
1.336303,0,0,0,0
1.337855,0,0,0,0
1.339405,0,0,0,0
1.341000,0,0,0,0
1.342551,0,0,0,0
1.344101,0,0,0,0
1.345657,0,0,0,0
1.347094,0,0,0,0
1.348622,0,0,0,0
1.350176,0,0,0,0
1.351729,0,0,0,0
1.353283,0,0,0,0
1.354837,0,0,0,0
1.356554,0,0,0,0
1.358113,0,0,0,0
1.359685,0,0,0,0
1.361078,0,0,0,0
1.362468,0,0,0,0
1.363856,0,0,0,0
1.365245,0,0,0,0
1.366765,0,0,0,0
1.368332,0,0,0,0
1.369887,0,0,0,0
1.371333,0,0,0,0
1.372928,0,0,0,0
1.374492,0,0,0,0
1.376044,0,0,0,0
1.377603,0,0,0,0
1.379168,0,0,0,0
1.380703,0,0,0,0
1.383117,0,0,0,0
1.384505,0,0,0,0
1.385899,0,0,0,0
1.387289,0,0,0,0
1.388726,0,0,0,0
1.390259,0,0,0,0
1.391814,0,0,0,0
1.393370,0,0,0,0
1.394917,0,0,0,0
1.396583,0,0,0,0
1.398053,0,0,0,0
1.399578,0,0,0,0
1.401019,0,0,0,0
1.402545,0,0,0,0
1.404100,0,0,0,0
1.405708,0,0,0,0
1.407262,0,0,0,0
1.408819,0,0,0,0
1.410367,0,0,0,0
1.411925,0,0,0,0
1.413588,0,0,0,0
1.415142,0,0,0,0
1.416698,0,0,0,0
1.418253,0,0,0,0
1.419806,0,0,0,0
1.421361,0,0,0,0
1.422927,0,0,0,0
1.424483,0,0,0,0
1.426038,0,0,0,0
1.427464,0,0,0,0
1.428996,0,0,0,0
1.430550,0,0,0,0
1.432102,0,0,0,0
1.433672,0,0,0,0
1.435224,0,0,0,0
1.436791,0,0,0,0
1.438337,0,0,0,0
1.439889,0,0,0,0
1.441497,0,0,0,0
1.443050,0,0,0,0
1.444619,0,0,0,0
1.446173,0,0,0,0
1.447725,0,0,0,0
1.449279,0,0,0,0
1.450833,0,0,0,0
1.452431,0,0,0,0
1.453986,0,0,0,0
1.455551,0,0,0,0
1.457104,0,0,0,0
1.458659,0,0,0,0
1.460274,0,0,0,0
1.461779,0,0,0,0
1.463332,0,0,0,0
1.464944,0,0,0,0
1.466509,0,0,0,0
1.468059,0,0,0,0
1.469662,0,0,0,0
1.471214,0,0,0,0
1.472653,0,0,0,0
1.474161,0,0,0,0
1.475786,0,0,0,0
1.477228,0,0,0,0
1.478758,0,0,0,0
1.480317,0,0,0,0
1.482062,0,0,0,0
1.484767,0,0,0,0
1.486193,0,0,0,0
1.487594,0,0,0,0
1.488981,0,0,0,0
1.490367,0,0,0,0
1.491752,0,0,0,0
1.493135,0,0,0,0
1.494531,0,0,0,0
1.496105,0,0,0,0
1.497710,0,0,0,0
1.499266,0,0,0,0
1.500687,0,0,0,0
1.502203,0,0,0,0
1.503748,0,0,0,0
1.505170,0,0,0,0
1.506696,0,0,0,0
1.508256,0,0,0,0
1.509825,0,0,0,0
1.511379,0,0,0,0
1.512937,0,0,0,0
1.514483,0,0,0,0
1.516027,0,0,0,0
1.517477,0,0,0,0
1.518873,0,0,0,0
1.520407,0,0,0,0
1.521953,0,0,0,0
1.523498,0,0,0,0
1.524919,0,0,0,0
1.526480,0,0,0,0
1.528034,0,0,0,0
1.529639,0,0,0,0
1.531196,0,0,0,0
1.532617,0,0,0,0
1.534143,0,0,0,0
1.535698,0,0,0,0
1.537253,0,0,0,0
1.538809,0,0,0,0
1.540367,0,0,0,0
1.541807,0,0,0,0
1.543334,0,0,0,0
1.544892,0,0,0,0
1.546323,0,0,0,0
1.547845,0,0,0,0
1.549268,0,0,0,0
1.550795,0,0,0,0
1.552363,0,0,0,0
1.553918,0,0,0,0
1.555471,0,0,0,0
1.557028,0,0,0,0
1.558583,0,0,0,0
1.560135,0,0,0,0
1.561695,0,0,0,0
1.563131,0,0,0,0
1.564702,0,0,0,0
1.566258,0,0,0,0
1.567809,0,0,0,0
1.569363,0,0,0,0
1.570918,0,0,0,0
1.572474,0,0,0,0
1.574042,0,0,0,0
1.575596,0,0,0,0
