elapsed_s,RAS_LRZ_INTF_WORKING_CYCLES,RAS_BLOCKS,RAS_FALSE_PARTIAL_STILE,RAS_SLICE_BLOCK_NONEMTPY
0.001434,0,0,0,0
0.002877,0,0,0,0
0.004297,0,0,0,0
0.005713,0,0,0,0
0.007129,0,0,0,0
0.008543,0,0,0,0
0.009971,0,0,0,0
0.011389,0,0,0,0
0.012803,0,0,0,0
0.014218,0,0,0,0
0.015633,0,0,0,0
0.017217,0,0,0,0
0.018652,0,0,0,0
0.020050,0,0,0,0
0.021425,0,0,0,0
0.022800,0,0,0,0
0.024174,0,0,0,0
0.025547,0,0,0,0
0.026919,0,0,0,0
0.028292,0,0,0,0
0.029713,0,0,0,0
0.031097,0,0,0,0
0.032469,0,0,0,0
0.033888,0,0,0,0
0.035265,0,0,0,0
0.036630,0,0,0,0
0.038204,0,0,0,0
0.039552,0,0,0,0
0.040898,0,0,0,0
0.042278,0,0,0,0
0.043624,0,0,0,0
0.044975,0,0,0,0
0.046333,0,0,0,0
0.047740,0,0,0,0
0.049142,0,0,0,0
0.050534,0,0,0,0
0.051927,0,0,0,0
0.053318,0,0,0,0
0.054681,0,0,0,0
0.056040,0,0,0,0
0.057399,0,0,0,0
0.058759,0,0,0,0
0.060119,0,0,0,0
0.061479,0,0,0,0
0.063024,0,0,0,0
0.064391,0,0,0,0
0.065752,0,0,0,0
0.067115,0,0,0,0
0.068476,0,0,0,0
0.069834,0,0,0,0
0.071181,0,0,0,0
0.072527,0,0,0,0
0.073874,0,0,0,0
0.075231,0,0,0,0
0.076577,0,0,0,0
0.077924,0,0,0,0
0.079270,0,0,0,0
0.080635,0,0,0,0
0.081941,0,0,0,0
0.083210,0,0,0,0
0.084548,0,0,0,0
0.085872,0,0,0,0
0.087186,0,0,0,0
0.088502,0,0,0,0
0.089817,0,0,0,0
0.091134,0,0,0,0
0.092447,0,0,0,0
0.093763,0,0,0,0
0.095078,0,0,0,0
0.096408,0,0,0,0
0.097738,0,0,0,0
0.099040,0,0,0,0
0.100347,0,0,0,0
0.101704,24,0,0,0
0.103128,0,0,0,0
0.104429,0,0,0,0
0.105777,0,0,0,0
0.107087,0,0,0,0
0.108384,0,0,0,0
0.109681,0,0,0,0
0.110979,0,0,0,0
0.112275,0,0,0,0
0.113618,0,0,0,0
0.114884,0,0,0,0
0.116149,0,0,0,0
0.117419,0,0,0,0
0.118683,0,0,0,0
0.119948,0,0,0,0
0.121212,117,0,0,0
0.122402,135,0,0,0
0.123774,0,0,0,0
0.125084,0,0,0,0
0.126455,0,0,0,0
0.127830,0,0,0,0
0.129201,0,0,0,0
0.130571,0,0,0,0
