elapsed_s,HLSQ_VSDP_BR_QUERY_BUSY,HLSQ_VSDP_BV_QUERY_BUSY,HLSQ_VSDP_BR_QUERY_FAIL,HLSQ_VSDP_BV_QUERY_FAIL,HLSQ_VS_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI
0.001091,0,0,0,0,0,0
0.002634,0,0,0,0,0,0
0.004072,0,0,0,0,0,0
0.005515,0,0,0,0,0,0
0.007111,0,0,0,0,0,0
0.008771,0,0,0,0,0,0
0.010211,0,0,0,0,0,0
0.011648,0,0,0,0,0,0
0.013082,0,0,0,0,0,0
0.014581,0,0,0,0,0,0
0.015991,0,0,0,0,0,0
0.017574,0,0,0,0,0,0
0.019018,0,0,0,0,0,0
0.020400,0,0,0,0,0,0
0.021798,0,0,0,0,0,0
0.023221,0,0,0,0,0,0
0.024584,0,0,0,0,0,0
0.025996,0,0,0,0,0,0
0.027359,0,0,0,0,0,0
0.028722,0,0,0,0,0,0
0.030191,0,0,0,0,0,0
0.031536,0,0,0,0,0,0
0.032881,0,0,0,0,0,0
0.034275,0,0,0,0,0,0
0.035619,0,0,0,0,0,0
0.037014,0,0,0,0,0,0
0.038411,0,0,0,0,0,0
0.039759,0,0,0,0,0,0
0.041112,0,0,0,0,0,0
0.042505,0,0,0,0,0,0
0.043849,0,0,0,0,0,0
0.045194,0,0,0,0,0,0
0.046589,0,0,0,0,0,0
0.047893,0,0,0,0,0,0
0.049198,0,0,0,0,0,0
0.050560,0,0,0,0,0,0
0.051918,0,0,0,0,0,0
0.053334,0,0,0,0,0,0
0.054644,0,0,0,0,0,0
0.055948,0,0,0,0,0,0
0.057254,0,0,0,0,0,0
0.058594,0,0,0,0,0,0
0.059858,0,0,0,0,0,0
0.061120,0,0,0,0,0,0
0.062409,0,0,0,0,0,0
0.063761,0,0,0,0,0,0
0.065108,0,0,0,0,0,0
0.066593,0,0,0,0,0,0
0.068143,0,0,0,0,0,0
0.069531,0,0,0,0,0,0
0.070896,0,0,0,0,0,0
0.072253,0,0,0,0,0,0
0.073693,0,0,0,0,0,0
0.075088,0,0,0,0,0,0
0.076509,0,0,0,0,0,0
0.078101,0,0,0,0,0,0
0.079716,0,0,0,0,0,0
0.081517,0,0,0,0,0,0
0.082966,0,0,0,0,0,0
0.084422,0,0,0,0,0,0
0.085864,0,0,0,0,0,0
0.087303,0,0,0,0,0,0
0.088741,0,0,0,0,0,0
0.090188,0,0,0,0,0,0
0.091569,0,0,0,0,0,0
0.092819,0,0,0,0,0,0
0.094120,0,0,0,0,0,0
0.095368,0,0,0,0,0,0
0.096621,0,0,0,0,0,0
0.097872,0,0,0,0,0,0
0.099122,0,0,0,0,0,0
0.100371,0,0,0,0,0,0
0.101623,0,0,0,0,0,0
0.102878,0,0,0,0,0,0
0.104133,0,0,0,0,0,0
0.105387,0,0,0,0,0,0
0.106767,0,0,0,0,0,0
0.108053,0,0,0,0,0,0
0.109309,0,0,0,0,0,0
0.110731,0,0,0,0,0,0
0.111988,0,0,0,0,0,0
0.113239,0,0,0,0,0,0
0.114546,0,0,0,0,0,0
0.115861,0,0,0,0,0,0
0.117348,0,0,0,0,0,0
