elapsed_s,HLSQ_BV_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_VS_CONST_BUF_FULL_BLOCK_CPI,HLSQ_FS_CONST_BUF_FULL_BLOCK_CPI,HLSQ_BV_CONST_BUF_FULL_BLOCK_CPI,HLSQ_VS_INS_BUF_FULL_BLOCK_CPI,HLSQ_FS_INS_BUF_FULL_BLOCK_CPI
0.001094,0,0,0,0,0,0
0.002577,0,0,0,0,0,0
0.004012,0,0,0,0,0,0
0.005447,0,0,0,0,0,0
0.006882,0,0,0,0,0,0
0.008313,0,0,0,0,0,0
0.009838,0,0,0,0,0,0
0.011272,0,0,0,0,0,0
0.012704,0,0,0,0,0,0
0.014137,0,0,0,0,0,0
0.015571,0,0,0,0,0,0
0.017173,0,0,0,0,0,0
0.018673,0,0,0,0,0,0
0.020108,0,0,0,0,0,0
0.021635,0,0,0,0,0,0
0.023030,0,0,0,0,0,0
0.024423,0,0,0,0,0,0
0.025819,0,0,0,0,0,0
0.027211,0,0,0,0,0,0
0.028606,0,0,0,0,0,0
0.030012,0,0,0,0,0,0
0.031414,0,0,0,0,0,0
0.032814,0,0,0,0,0,0
0.034205,0,0,0,0,0,0
0.035594,0,0,0,0,0,0
0.037031,0,0,0,0,0,0
0.038421,0,0,0,0,0,0
0.039809,0,0,0,0,0,0
0.041193,0,0,0,0,0,0
0.042604,0,0,0,0,0,0
0.044035,0,0,0,0,0,0
0.045445,0,0,0,0,0,0
0.046808,0,0,0,0,0,0
0.048173,0,0,0,0,0,0
0.049546,0,0,0,0,0,0
0.050916,0,0,0,0,0,0
0.052280,0,0,0,0,0,0
0.053692,0,0,0,0,0,0
0.055067,0,0,0,0,0,0
0.056435,0,0,0,0,0,0
0.057787,0,0,0,0,0,0
0.059093,0,0,0,0,0,0
0.060400,0,0,0,0,0,0
0.061733,0,0,0,0,0,0
0.063037,0,0,0,0,0,0
0.064396,0,0,0,0,0,0
0.065719,0,0,0,0,0,0
0.067094,0,0,0,0,0,0
0.068468,0,0,0,0,0,0
0.069891,0,0,0,0,0,0
0.071264,0,0,0,0,0,0
0.072687,0,0,0,0,0,0
0.074046,0,0,0,0,0,0
0.075424,0,0,0,0,0,0
0.076777,0,0,0,0,0,0
0.078219,0,0,0,0,0,0
0.079674,0,0,0,0,0,0
0.081091,0,0,0,0,0,0
0.082495,0,0,0,0,0,0
0.083900,0,0,0,0,0,0
0.085321,0,0,0,0,0,0
0.086787,0,0,0,0,0,0
0.088376,0,0,0,0,0,0
0.089770,0,0,0,0,0,0
0.091297,0,0,0,0,0,0
0.092692,0,0,0,0,0,0
0.094101,0,0,0,0,0,0
0.095503,0,0,0,0,0,0
0.096918,0,0,0,0,0,0
0.098317,0,0,0,0,0,2
0.099569,0,0,42,0,0,0
0.100819,0,0,39,0,0,0
0.102068,0,0,42,0,0,0
0.103318,0,0,39,0,0,0
0.105326,0,0,66,0,0,0
0.106577,0,0,39,0,0,0
0.107826,0,0,39,0,0,0
0.109078,0,0,42,0,0,0
0.110326,0,0,39,0,0,0
0.111576,0,0,39,0,0,0
0.112828,0,0,42,0,0,0
0.114080,0,0,39,0,0,0
0.115335,0,0,42,0,0,0
0.116590,0,0,39,0,0,0
0.117845,0,0,39,0,0,0
0.119098,0,0,42,0,0,0
0.120351,0,0,39,0,0,0
0.121610,0,0,42,0,0,0
0.122873,0,0,18,0,0,0
0.124651,0,0,0,0,0,0
0.126128,0,0,0,0,0,0
0.127521,0,0,0,0,0,0
0.128912,0,0,0,0,0,0
0.130302,0,0,0,0,0,0
0.131691,0,0,0,0,0,0
0.133080,0,0,0,0,0,0
0.134482,0,0,0,0,0,0
0.135874,0,0,0,0,0,0
0.137259,0,0,0,0,0,0
0.138625,0,0,0,0,0,0
0.139990,0,0,0,0,0,0
0.141356,0,0,0,0,0,0
0.142721,0,0,0,0,0,0
0.144085,0,0,0,0,0,0
0.145458,0,0,0,0,0,0
0.146823,0,0,0,0,0,0
0.148188,0,0,0,0,0,0
0.149591,0,0,0,0,0,0
0.150956,0,0,0,0,0,0
0.152320,0,0,0,0,0,0
0.153779,0,0,0,0,0,0
0.155078,0,0,0,0,0,0
0.156379,0,0,0,0,0,0
0.157667,0,0,0,0,0,0
0.158952,0,0,0,0,0,0
0.160236,0,0,0,0,0,0
0.161614,0,0,0,0,0,0
0.162910,0,0,0,0,0,0
0.164252,0,0,0,0,0,0
0.165633,0,0,0,0,0,0
0.166975,0,0,0,0,0,0
0.168310,0,0,0,0,0,0
0.170004,0,0,0,0,0,0
0.171346,0,0,0,0,0,0
0.172789,0,0,0,0,0,0
0.174130,0,0,0,0,0,0
0.175472,0,0,0,0,0,0
0.176812,0,0,0,0,0,0
0.178158,0,0,0,0,0,0
0.179500,0,0,0,0,0,0
0.180842,0,0,0,0,0,0
0.182183,0,0,0,0,0,0
0.183590,0,0,0,0,0,0
0.184987,0,0,0,0,0,0
0.186510,0,0,0,0,0,0
0.188062,0,0,0,0,0,0
0.189655,0,0,0,0,0,0
0.191059,0,0,0,0,0,0
0.192461,0,0,0,0,0,0
0.193860,0,0,0,0,0,0
0.195258,0,0,0,0,0,0
0.196657,0,0,0,0,0,0
0.198053,0,0,0,0,0,0
0.199578,0,0,0,0,0,0
0.201073,0,0,0,0,0,0
0.202607,0,0,0,0,0,0
0.204168,0,0,0,0,0,0
0.205734,0,0,0,0,0,0
0.207294,0,0,0,0,0,0
0.208858,0,0,0,0,0,0
0.210421,0,0,0,0,0,0
0.211996,0,0,0,0,0,0
0.213557,0,0,0,0,0,0
0.215120,0,0,0,0,0,0
0.216682,0,0,0,0,0,0
0.218288,0,0,0,0,0,0
0.219847,0,0,0,0,0,0
0.221408,0,0,0,0,0,0
0.222984,0,0,0,0,0,0
0.224546,0,0,0,0,0,0
0.226107,0,0,0,0,0,0
0.227667,0,0,0,0,0,0
0.229230,0,0,0,0,0,0
0.230792,0,0,0,0,0,0
0.232352,0,0,0,0,0,0
0.233807,0,0,0,0,0,0
0.235336,0,0,0,0,0,0
0.236900,0,0,0,0,0,0
0.238461,0,0,0,0,0,0
0.240020,0,0,0,0,0,0
0.241454,0,0,0,0,0,0
0.242984,0,0,0,0,0,0
0.244559,0,0,0,0,0,0
0.246121,0,0,0,0,0,0
0.247681,0,0,0,0,0,0
0.249287,0,0,0,0,0,0
0.250847,0,0,0,0,0,0
0.252479,0,0,0,0,0,0
0.253913,0,0,0,0,0,0
0.255327,0,0,0,0,0,0
0.256729,0,0,0,0,0,0
0.258127,0,0,0,0,0,0
0.259523,0,0,0,0,0,0
0.260922,0,0,0,0,0,0
0.262428,0,0,0,0,0,0
0.263988,0,0,0,0,0,0
0.265605,0,0,0,0,0,0
0.267168,0,0,0,0,0,0
0.268730,0,0,0,0,0,0
0.270291,0,0,0,0,0,0
0.271850,0,0,0,0,0,0
0.273411,0,0,0,0,0,0
0.274972,0,0,0,0,0,0
0.276548,0,0,0,0,0,0
0.278109,0,0,0,0,0,0
0.279712,0,0,0,0,0,0
0.281317,0,0,0,0,0,0
0.282878,0,0,0,0,0,0
0.284440,0,0,0,0,0,0
0.285999,0,0,0,0,0,0
0.287847,0,0,0,0,0,0
0.289409,0,0,0,0,0,0
0.290968,0,0,0,0,0,0
0.292529,0,0,0,0,0,0
0.294271,0,0,0,0,0,0
0.295836,0,0,0,0,0,0
0.297442,0,0,0,0,0,0
0.299018,0,0,0,0,0,0
0.300580,0,0,0,0,0,0
0.302141,0,0,0,0,0,0
0.303700,0,0,0,0,0,0
0.305263,0,0,0,0,0,0
0.306823,0,0,0,0,0,0
0.308381,0,0,0,0,0,0
0.309812,0,0,0,0,0,0
0.311215,0,0,0,0,0,0
0.312743,0,0,0,0,0,0
0.314348,0,0,0,0,0,0
0.315907,0,0,0,0,0,0
0.317467,0,0,0,0,0,0
0.319027,0,0,0,0,0,0
0.320603,0,0,0,0,0,0
0.322164,0,0,0,0,0,0
0.323722,0,0,0,0,0,0
0.325283,0,0,0,0,0,0
0.326842,0,0,0,0,0,0
0.328400,0,0,0,0,0,0
0.330156,0,0,0,0,0,0
0.331728,0,0,0,0,0,0
0.333289,0,0,0,0,0,0
0.334849,0,0,0,0,0,0
0.336459,0,0,0,0,0,0
0.338019,0,0,0,0,0,0
0.339577,0,0,0,0,0,0
0.341139,0,0,0,0,0,0
0.342712,0,0,0,0,0,0
0.344271,0,0,0,0,0,0
0.345837,0,0,0,0,0,0
0.347396,0,0,0,0,0,0
0.348959,0,0,0,0,0,0
0.350520,0,0,0,0,0,0
0.352079,0,0,0,0,0,0
0.353591,0,0,0,0,0,0
0.355120,0,0,0,0,0,0
0.356682,0,0,0,0,0,0
0.358243,0,0,0,0,0,0
0.359802,0,0,0,0,0,0
0.361405,0,0,0,0,0,0
0.362966,0,0,0,0,0,0
0.364418,0,0,0,0,0,0
0.365950,0,0,0,0,0,0
0.367507,0,0,0,0,0,0
0.369069,0,0,0,0,0,0
0.370630,0,0,0,0,0,0
0.372189,0,0,0,0,0,0
0.373765,0,0,0,0,0,0
0.375234,0,0,0,0,0,0
0.376640,0,0,0,0,0,0
0.378451,0,0,0,0,0,0
0.379849,0,0,0,0,0,0
0.381245,0,0,0,0,0,0
0.382637,0,0,0,0,0,0
0.384029,0,0,0,0,0,0
0.385430,0,0,0,0,0,0
0.386955,0,0,0,0,0,0
0.388519,0,0,0,0,0,0
0.390079,0,0,0,0,0,0
0.391637,0,0,0,0,0,0
0.393245,0,0,0,0,0,0
0.394806,0,0,0,0,0,0
0.396745,0,0,0,0,0,0
0.400470,0,0,0,0,0,0
0.401899,0,0,0,0,0,0
0.403306,0,0,0,0,0,0
0.404710,0,0,0,0,0,0
0.406104,0,0,0,0,0,0
0.408295,0,0,0,0,0,0
0.409809,0,0,0,0,0,0
0.411207,0,0,0,0,0,0
0.412606,0,0,0,0,0,0
0.414003,0,0,0,0,0,0
0.415400,0,0,0,0,0,0
0.416798,0,0,0,0,0,0
0.418195,0,0,0,0,0,0
0.419607,0,0,0,0,0,0
0.421003,0,0,0,0,0,0
0.422399,0,0,0,0,0,0
0.423793,0,0,0,0,0,0
0.425225,0,0,0,0,0,0
0.426621,0,0,0,0,0,0
0.428016,0,0,0,0,0,0
