elapsed_s,HLSQ_STPROC_L0_INS_LATENCY_CYCLE,HLSQ_STPROC_DPS_RUN_COUNT,HLSQ_STPROC_DPS_RUN_CYCLE,HLSQ_VSDP_BR_QUERY_REQ,HLSQ_VSDP_BV_QUERY_REQ,HLSQ_VSDP_BR_QUERY_REQ_WHEN_BV_PENDING
0.001094,0,0,0,0,0,0
0.002637,0,0,0,0,0,0
0.004073,0,0,0,0,0,0
0.005644,0,0,0,0,0,0
0.007055,0,0,0,0,0,0
0.008494,0,0,0,0,0,0
0.009919,0,0,0,0,0,0
0.011305,0,0,0,0,0,0
0.012801,0,0,0,0,0,0
0.014162,0,0,0,0,0,0
0.015524,0,0,0,0,0,0
0.016951,0,0,0,0,0,0
0.018380,0,0,0,0,0,0
0.019794,0,0,0,0,0,0
0.021262,0,0,0,0,0,0
0.022673,0,0,0,0,0,0
0.024082,0,0,0,0,0,0
0.025547,0,0,0,0,0,0
0.026957,0,0,0,0,0,0
0.028375,0,0,0,0,0,0
0.029818,0,0,0,0,0,0
0.031171,0,0,0,0,0,0
0.032530,0,0,0,0,0,0
0.033844,0,0,0,0,0,0
0.035157,0,0,0,0,0,0
0.036593,0,0,0,0,0,0
0.037907,0,0,0,0,0,0
0.039220,0,0,0,0,0,0
0.040553,0,0,0,0,0,0
0.041945,0,0,0,0,0,0
0.043362,0,0,0,0,0,0
0.044804,0,0,0,0,0,0
0.046203,0,0,0,0,0,0
0.047594,0,0,0,0,0,0
0.048985,0,0,0,0,0,0
0.050400,0,0,0,0,0,0
0.052023,0,0,0,0,0,0
0.053518,0,0,0,0,0,0
0.054924,0,0,0,0,0,0
0.056352,0,0,0,0,0,0
0.057752,0,0,0,0,0,0
0.059145,0,0,0,0,0,0
0.060763,0,0,0,0,0,0
0.062099,0,0,0,0,0,0
0.063516,0,0,0,0,0,0
0.064914,0,0,0,0,0,0
0.066305,0,0,0,0,0,0
0.067702,0,0,0,0,0,0
0.069135,0,0,0,0,0,0
0.070527,0,0,0,0,0,0
0.071941,16,0,0,0,0,0
0.073323,0,0,0,0,0,0
0.075689,0,0,0,0,0,0
0.079378,0,0,0,0,0,0
0.080628,0,0,0,0,0,0
0.081882,0,0,0,0,0,0
0.083133,0,0,0,0,0,0
0.084474,0,0,0,0,0,0
0.085757,0,0,0,0,0,0
0.086970,0,0,0,0,0,0
0.088178,0,0,0,0,0,0
0.089391,0,0,0,0,0,0
0.090599,0,0,0,0,0,0
0.091806,0,0,0,0,0,0
0.093039,0,0,0,0,0,0
0.094426,0,0,0,0,0,0
0.095857,0,0,0,0,0,0
0.097370,0,0,0,0,0,0
0.098781,0,0,0,0,0,0
0.100183,0,0,0,0,0,0
0.101627,0,0,0,0,0,0
0.103024,0,0,0,0,0,0
0.104422,0,0,0,0,0,0
0.105816,0,0,0,0,0,0
0.107221,0,0,0,0,0,0
0.108668,0,0,0,0,0,0
0.110065,0,0,0,0,0,0
0.111462,0,0,0,0,0,0
0.112869,0,0,0,0,0,0
0.114259,0,0,0,0,0,0
0.115789,0,0,0,0,0,0
0.117278,0,0,0,0,0,0
0.118674,0,0,0,0,0,0
0.120065,0,0,0,0,0,0
0.121470,0,0,0,0,0,0
0.122861,0,0,0,0,0,0
0.124300,0,0,0,0,0,0
0.129456,0,0,0,0,0,0
0.130849,0,0,0,0,0,0
0.132243,0,0,0,0,0,0
0.133626,0,0,0,0,0,0
0.134993,0,0,0,0,0,0
0.136440,0,0,0,0,0,0
0.137803,0,0,0,0,0,0
0.139130,0,0,0,0,0,0
0.140465,0,0,0,0,0,0
0.141885,0,0,0,0,0,0
0.143280,0,0,0,0,0,0
0.144671,0,0,0,0,0,0
0.146062,0,0,0,0,0,0
0.147453,0,0,0,0,0,0
0.148878,0,0,0,0,0,0
0.150305,0,0,0,0,0,0
0.151704,0,0,0,0,0,0
0.153097,0,0,0,0,0,0
0.154492,0,0,0,0,0,0
0.155887,0,0,0,0,0,0
0.157351,0,0,0,0,0,0
0.158961,0,0,0,0,0,0
0.160521,0,0,0,0,0,0
0.161972,0,0,0,0,0,0
0.163501,0,0,0,0,0,0
0.165103,0,0,0,0,0,0
0.166662,0,0,0,0,0,0
0.168302,0,0,0,0,0,0
0.169693,0,0,0,0,0,0
0.171092,0,0,0,0,0,0
0.172671,0,0,0,0,0,0
0.174231,0,0,0,0,0,0
0.175788,0,0,0,0,0,0
0.177346,0,0,0,0,0,0
0.178905,0,0,0,0,0,0
0.180465,0,0,0,0,0,0
0.182069,0,0,0,0,0,0
0.183640,0,0,0,0,0,0
0.185200,0,0,0,0,0,0
0.186759,0,0,0,0,0,0
0.188319,0,0,0,0,0,0
0.189920,0,0,0,0,0,0
0.191476,0,0,0,0,0,0
0.192911,0,0,0,0,0,0
0.194459,0,0,0,0,0,0
0.196018,0,0,0,0,0,0
0.197584,0,0,0,0,0,0
0.199143,0,0,0,0,0,0
0.200704,0,0,0,0,0,0
0.202265,0,0,0,0,0,0
0.203823,0,0,0,0,0,0
0.205312,0,0,0,0,0,0
0.206844,0,0,0,0,0,0
0.208406,0,0,0,0,0,0
0.209967,0,0,0,0,0,0
0.211526,0,0,0,0,0,0
0.213131,0,0,0,0,0,0
0.214693,0,0,0,0,0,0
0.216269,0,0,0,0,0,0
0.217830,0,0,0,0,0,0
0.219390,0,0,0,0,0,0
0.220996,0,0,0,0,0,0
0.222556,0,0,0,0,0,0
0.224115,0,0,0,0,0,0
0.225680,0,0,0,0,0,0
0.227253,0,0,0,0,0,0
0.228859,0,0,0,0,0,0
0.230420,0,0,0,0,0,0
0.231980,0,0,0,0,0,0
0.233545,0,0,0,0,0,0
0.235104,0,0,0,0,0,0
0.236709,0,0,0,0,0,0
0.238284,0,0,0,0,0,0
0.239843,0,0,0,0,0,0
0.241277,0,0,0,0,0,0
0.242806,0,0,0,0,0,0
0.244369,0,0,0,0,0,0
0.245975,0,0,0,0,0,0
0.247534,0,0,0,0,0,0
0.249109,0,0,0,0,0,0
0.250670,0,0,0,0,0,0
0.252233,0,0,0,0,0,0
0.253794,0,0,0,0,0,0
0.255353,0,0,0,0,0,0
0.256915,0,0,0,0,0,0
0.258473,0,0,0,0,0,0
0.260044,0,0,0,0,0,0
0.261624,0,0,0,0,0,0
0.263184,0,0,0,0,0,0
0.264744,0,0,0,0,0,0
0.266304,0,0,0,0,0,0
0.267862,0,0,0,0,0,0
0.269480,0,0,0,0,0,0
0.271054,0,0,0,0,0,0
0.272615,0,0,0,0,0,0
0.274175,0,0,0,0,0,0
0.275733,0,0,0,0,0,0
0.277338,0,0,0,0,0,0
0.278899,0,0,0,0,0,0
0.280461,0,0,0,0,0,0
0.282036,0,0,0,0,0,0
0.283595,0,0,0,0,0,0
0.285197,0,0,0,0,0,0
0.286758,0,0,0,0,0,0
0.288320,0,0,0,0,0,0
0.289881,0,0,0,0,0,0
0.291438,0,0,0,0,0,0
0.293055,0,0,0,0,0,0
0.294615,0,0,0,0,0,0
0.296303,0,0,0,0,0,0
0.297768,0,0,0,0,0,0
0.299171,0,0,0,0,0,0
0.300743,0,0,0,0,0,0
0.302306,0,0,0,0,0,0
0.303878,0,0,0,0,0,0
0.305500,0,0,0,0,0,0
0.307059,0,0,0,0,0,0
0.308663,0,0,0,0,0,0
0.310230,0,0,0,0,0,0
0.311789,0,0,0,0,0,0
0.313350,0,0,0,0,0,0
0.314925,0,0,0,0,0,0
0.316487,0,0,0,0,0,0
0.318096,0,0,0,0,0,0
0.319653,0,0,0,0,0,0
0.321211,0,0,0,0,0,0
0.322773,0,0,0,0,0,0
0.324332,0,0,0,0,0,0
0.325951,0,0,0,0,0,0
0.327507,0,0,0,0,0,0
0.329065,0,0,0,0,0,0
0.330626,0,0,0,0,0,0
0.332183,0,0,0,0,0,0
0.333784,0,0,0,0,0,0
0.335341,0,0,0,0,0,0
0.336915,0,0,0,0,0,0
0.338473,0,0,0,0,0,0
0.340032,0,0,0,0,0,0
0.341503,0,0,0,0,0,0
0.342905,0,0,0,0,0,0
0.344305,0,0,0,0,0,0
0.345702,0,0,0,0,0,0
0.347109,0,0,0,0,0,0
0.348507,0,0,0,0,0,0
0.350065,0,0,0,0,0,0
0.351621,0,0,0,0,0,0
0.353180,0,0,0,0,0,0
0.354740,0,0,0,0,0,0
0.356300,0,0,0,0,0,0
0.357794,0,0,0,0,0,0
