elapsed_s,HLSQ_BV_SP_HCTX_ACTIVE_CNT,HLSQ_VS_SP_HCTX_ACTIVE_CYC,HLSQ_FS_SP_HCTX_ACTIVE_CYC,HLSQ_BV_SP_HCTX_ACTIVE_CYC,HLSQ_VS_SP_CCTX_ACTIVE_CNT,HLSQ_FS_SP_CCTX_ACTIVE_CNT
0.001093,0,0,0,0,0,0
0.002560,0,0,0,0,0,0
0.003998,0,0,0,0,0,0
0.005433,0,0,0,0,0,0
0.006922,0,0,0,0,0,0
0.009060,0,0,0,0,0,0
0.010859,0,0,0,0,0,0
0.012303,0,0,0,0,0,0
0.013744,0,0,0,0,0,0
0.015218,0,0,0,0,0,0
0.016651,0,0,0,0,0,0
0.018084,0,0,0,0,0,0
0.019518,0,0,0,0,0,0
0.020959,0,0,0,0,0,0
0.022437,0,0,0,0,0,0
0.023870,0,0,0,0,0,0
0.025301,0,0,0,0,0,0
0.026809,0,0,0,0,0,0
0.028243,0,0,0,0,0,0
0.029736,0,0,0,0,0,0
0.031179,0,0,0,0,0,0
0.032612,0,0,0,0,0,0
0.034045,0,0,0,0,0,0
0.035484,0,0,0,0,0,0
0.036998,0,0,0,0,0,0
0.038497,0,0,0,0,0,0
0.039904,0,0,0,0,0,0
0.041321,0,0,0,0,0,0
0.042787,0,0,0,0,0,0
0.044196,0,0,0,0,0,0
0.045603,0,0,0,0,0,0
0.047133,0,0,0,0,0,0
0.048546,0,0,0,0,0,0
0.049955,0,0,0,0,0,0
0.051378,0,0,0,0,0,0
0.052868,0,0,0,0,0,0
0.054353,0,0,0,0,0,0
0.055834,0,0,0,0,0,0
0.057306,0,0,0,0,0,0
0.058849,0,0,0,0,0,0
0.060320,0,0,0,0,0,0
0.061940,0,0,0,0,0,0
0.063413,0,0,0,0,0,0
0.064883,0,0,0,0,0,0
0.066355,0,0,0,0,0,0
0.067826,0,0,0,0,0,0
0.069297,0,0,0,0,0,0
0.070827,0,0,0,0,0,0
0.072276,0,0,0,0,0,0
0.073721,0,0,0,0,0,0
0.075212,0,0,0,0,0,0
0.076645,0,0,0,0,0,0
0.078070,0,0,0,0,0,0
0.079492,0,0,0,0,0,0
0.080914,0,0,0,0,0,0
0.082349,0,0,0,0,0,0
0.083780,0,0,0,0,0,0
0.085168,0,0,0,0,0,0
0.086641,0,0,0,0,0,0
0.088002,0,0,0,0,0,0
0.089359,0,0,0,0,0,0
0.090787,0,0,0,0,0,0
0.092202,0,0,0,0,0,0
0.093599,0,0,0,0,0,0
0.095017,0,0,0,0,0,0
0.096407,0,0,0,0,0,0
0.097994,0,0,0,0,0,0
0.099444,0,0,0,0,0,0
0.100888,0,0,0,0,0,0
0.102312,0,0,0,0,0,0
0.103784,0,0,0,0,0,0
0.105226,0,0,0,0,0,0
0.106662,0,0,0,0,0,0
0.108101,0,0,0,0,0,0
0.109538,0,0,0,0,0,0
0.111020,0,0,0,0,0,0
0.112270,0,0,0,0,0,0
0.113518,0,0,0,0,0,0
0.114860,0,0,0,0,0,0
0.116108,0,0,0,0,0,0
0.117355,0,0,0,0,0,0
0.118723,0,0,0,0,0,0
0.120316,0,0,0,0,0,0
0.121566,0,0,0,0,0,0
0.122838,0,0,0,0,0,0
0.124089,0,0,0,0,0,0
0.125339,0,0,0,0,0,0
0.126601,0,0,0,0,0,0
0.127871,0,0,0,0,0,0
0.129128,0,0,0,0,0,0
0.130382,0,0,0,0,0,0
0.131635,0,0,0,0,0,0
0.132887,0,0,0,0,0,0
0.134191,0,0,0,0,0,0
0.135808,0,0,0,0,0,0
0.137204,0,0,0,0,0,0
0.138598,0,0,0,0,0,0
0.139991,0,0,0,0,0,0
0.141381,0,0,0,0,0,0
0.142826,0,0,0,0,0,0
0.144215,0,0,0,0,0,0
0.145617,0,0,0,0,0,0
0.147042,0,0,0,0,0,0
0.148434,0,0,0,0,0,0
0.149825,0,0,0,0,0,0
0.151252,0,0,0,0,0,0
0.152616,0,0,0,0,0,0
0.154175,0,0,0,0,0,0
0.155541,0,0,0,0,0,0
0.156906,0,0,0,0,0,0
0.158294,0,0,0,0,0,0
0.159648,0,0,0,0,0,0
0.160976,0,0,0,0,0,0
0.162347,0,0,0,0,0,0
0.163667,0,0,0,0,0,0
0.164984,0,0,0,0,0,0
0.166392,0,0,0,0,0,0
0.167679,0,0,0,0,0,0
0.168974,0,0,0,0,0,0
0.170306,0,0,0,0,0,0
0.171591,0,0,0,0,0,0
0.172874,0,0,0,0,0,0
0.174208,0,0,0,0,0,0
0.175502,0,0,0,0,0,0
0.176860,0,0,0,0,0,0
0.178195,0,0,0,0,0,0
0.179538,0,0,0,0,0,0
0.180873,0,0,0,0,0,0
0.182536,0,0,0,0,0,0
0.183878,0,0,0,0,0,0
0.185286,0,0,0,0,0,0
0.186645,0,0,0,0,0,0
0.188056,0,0,0,0,0,0
0.189480,0,0,0,0,0,0
0.190884,0,0,0,0,0,0
0.192239,0,0,0,0,0,0
0.193584,0,0,0,0,0,0
0.194929,0,0,0,0,0,0
0.196271,0,0,0,0,0,0
0.197612,0,0,0,0,0,0
0.198967,0,0,0,0,0,0
0.200483,0,0,0,0,0,0
0.201993,0,0,0,0,0,0
0.203602,0,0,0,0,0,0
0.205161,0,0,0,0,0,0
0.206721,0,0,0,0,0,0
0.208281,0,0,0,0,0,0
0.209843,0,0,0,0,0,0
0.211403,0,0,0,0,0,0
0.212980,0,0,0,0,0,0
0.214558,0,0,0,0,0,0
0.216118,0,0,0,0,0,0
0.217679,0,0,0,0,0,0
0.219239,0,0,0,0,0,0
0.220797,0,0,0,0,0,0
0.222358,0,0,0,0,0,0
0.223931,0,0,0,0,0,0
0.225489,0,0,0,0,0,0
0.227052,0,0,0,0,0,0
0.228610,0,0,0,0,0,0
0.230215,0,0,0,0,0,0
0.231775,0,0,0,0,0,0
0.233332,0,0,0,0,0,0
0.234983,0,0,0,0,0,0
0.236420,0,0,0,0,0,0
0.237954,0,0,0,0,0,0
0.239515,0,0,0,0,0,0
0.241074,0,0,0,0,0,0
0.242633,0,0,0,0,0,0
0.244191,0,0,0,0,0,0
0.245763,0,0,0,0,0,0
0.247364,0,0,0,0,0,0
0.248920,0,0,0,0,0,0
0.250480,0,0,0,0,0,0
0.251947,0,0,0,0,0,0
0.254837,0,0,0,0,0,0
0.256258,0,0,0,0,0,0
0.257668,0,0,0,0,0,0
0.259060,0,0,0,0,0,0
0.260577,0,0,0,0,0,0
0.261970,0,0,0,0,0,0
0.263405,0,0,0,0,0,0
0.264796,0,0,0,0,0,0
0.266189,0,0,0,0,0,0
0.267594,0,0,0,0,0,0
0.268989,0,0,0,0,0,0
0.270386,0,0,0,0,0,0
0.271781,0,0,0,0,0,0
0.273176,0,0,0,0,0,0
0.274572,0,0,0,0,0,0
0.275966,0,0,0,0,0,0
0.277488,0,0,0,0,0,0
0.278982,0,0,0,0,0,0
0.280404,0,0,0,0,0,0
0.281805,0,0,0,0,0,0
0.283202,0,0,0,0,0,0
0.284642,0,0,0,0,0,0
0.286039,0,0,0,0,0,0
0.287562,0,0,0,0,0,0
0.289133,0,0,0,0,0,0
0.290691,0,0,0,0,0,0
0.292253,0,0,0,0,0,0
0.293813,0,0,0,0,0,0
0.295417,0,0,0,0,0,0
0.296974,0,0,0,0,0,0
0.298533,0,0,0,0,0,0
0.300107,0,0,0,0,0,0
0.301667,0,0,0,0,0,0
0.303226,0,0,0,0,0,0
0.304784,0,0,0,0,0,0
0.306344,0,0,0,0,0,0
0.307902,0,0,0,0,0,0
0.309460,0,0,0,0,0,0
0.311034,0,0,0,0,0,0
0.312591,0,0,0,0,0,0
0.314151,0,0,0,0,0,0
0.315709,0,0,0,0,0,0
0.317267,0,0,0,0,0,0
0.318698,0,0,0,0,0,0
0.320227,0,0,0,0,0,0
0.321800,0,0,0,0,0,0
0.323359,0,0,0,0,0,0
0.324917,0,0,0,0,0,0
0.326520,0,0,0,0,0,0
0.328080,0,0,0,0,0,0
0.329692,0,0,0,0,0,0
0.331249,0,0,0,0,0,0
0.332819,0,0,0,0,0,0
0.334380,0,0,0,0,0,0
0.335939,0,0,0,0,0,0
0.337497,0,0,0,0,0,0
0.339060,0,0,0,0,0,0
0.340618,0,0,0,0,0,0
0.342221,0,0,0,0,0,0
0.343791,0,0,0,0,0,0
0.345295,0,0,0,0,0,0
0.346703,0,0,0,0,0,0
0.348230,0,0,0,0,0,0
0.349794,0,0,0,0,0,0
0.351355,0,0,0,0,0,0
0.352914,0,0,0,0,0,0
0.354488,0,0,0,0,0,0
0.356050,0,0,0,0,0,0
0.357609,0,0,0,0,0,0
0.359037,0,0,0,0,0,0
0.360568,0,0,0,0,0,0
0.362130,0,0,0,0,0,0
0.363693,0,0,0,0,0,0
0.365265,0,0,0,0,0,0
0.366699,0,0,0,0,0,0
0.368229,0,0,0,0,0,0
0.369792,0,0,0,0,0,0
0.371351,0,0,0,0,0,0
0.372910,0,0,0,0,0,0
0.374514,0,0,0,0,0,0
0.376087,0,0,0,0,0,0
0.377701,0,0,0,0,0,0
0.379259,0,0,0,0,0,0
0.380818,0,0,0,0,0,0
0.382379,0,0,0,0,0,0
0.383939,0,0,0,0,0,0
0.385498,0,0,0,0,0,0
0.387074,0,0,0,0,0,0
0.388632,0,0,0,0,0,0
0.390237,0,0,0,0,0,0
0.391679,0,0,0,0,0,0
0.393213,0,0,0,0,0,0
0.394771,0,0,0,0,0,0
0.396331,0,0,0,0,0,0
0.397907,0,0,0,0,0,0
0.399467,0,0,0,0,0,0
0.401024,0,0,0,0,0,0
0.402584,0,0,0,0,0,0
0.404145,0,0,0,0,0,0
0.405705,0,0,0,0,0,0
0.407265,0,0,0,0,0,0
0.408837,0,0,0,0,0,0
0.410398,0,0,0,0,0,0
0.411958,0,0,0,0,0,0
0.413516,0,0,0,0,0,0
0.415080,0,0,0,0,0,0
0.416638,0,0,0,0,0,0
0.418199,0,0,0,0,0,0
0.419771,0,0,0,0,0,0
0.421330,0,0,0,0,0,0
0.422853,0,0,0,0,0,0
0.424382,0,0,0,0,0,0
0.425943,0,0,0,0,0,0
0.427505,0,0,0,0,0,0
0.429063,0,0,0,0,0,0
0.430635,0,0,0,0,0,0
0.432195,0,0,0,0,0,0
0.433756,0,0,0,0,0,0
0.435316,0,0,0,0,0,0
0.436873,0,0,0,0,0,0
0.438479,0,0,0,0,0,0
0.440041,0,0,0,0,0,0
0.441612,0,0,0,0,0,0
0.443211,0,0,0,0,0,0
0.444767,0,0,0,0,0,0
0.446200,0,0,0,0,0,0
0.447729,0,0,0,0,0,0
0.449287,0,0,0,0,0,0
0.450892,0,0,0,0,0,0
0.452465,0,0,0,0,0,0
0.454026,0,0,0,0,0,0
0.455585,0,0,0,0,0,0
0.457143,0,0,0,0,0,0
0.458701,0,0,0,0,0,0
0.460261,0,0,0,0,0,0
0.461821,0,0,0,0,0,0
0.463394,0,0,0,0,0,0
0.464951,0,0,0,0,0,0
0.466511,0,0,0,0,0,0
0.468069,0,0,0,0,0,0
0.469628,0,0,0,0,0,0
0.471256,0,0,0,0,0,0
0.472658,0,0,0,0,0,0
0.474193,0,0,0,0,0,0
0.475753,0,0,0,0,0,0
0.477310,0,0,0,0,0,0
0.478923,0,0,0,0,0,0
0.480482,0,0,0,0,0,0
0.482042,0,0,0,0,0,0
0.483600,0,0,0,0,0,0
0.485171,0,0,0,0,0,0
0.486773,0,0,0,0,0,0
0.488332,0,0,0,0,0,0
0.489894,0,0,0,0,0,0
0.491454,0,0,0,0,0,0
0.493011,0,0,0,0,0,0
0.494569,0,0,0,0,0,0
0.496143,0,0,0,0,0,0
0.497703,0,0,0,0,0,0
0.499263,0,0,0,0,0,0
0.500820,0,0,0,0,0,0
0.502424,0,0,0,0,0,0
0.503983,0,0,0,0,0,0
0.505542,0,0,0,0,0,0
0.507119,0,0,0,0,0,0
0.508676,0,0,0,0,0,0
0.510236,0,0,0,0,0,0
0.511795,0,0,0,0,0,0
0.513352,0,0,0,0,0,0
0.515060,0,0,0,0,0,0
0.516463,0,0,0,0,0,0
0.518000,0,0,0,0,0,0
0.519561,0,0,0,0,0,0
0.521119,0,0,0,0,0,0
0.522679,0,0,0,0,0,0
0.524239,0,0,0,0,0,0
0.525801,0,0,0,0,0,0
0.527362,0,0,0,0,0,0
0.528935,0,0,0,0,0,0
0.530496,0,0,0,0,0,0
0.532055,0,0,0,0,0,0
0.533614,0,0,0,0,0,0
0.535216,0,0,0,0,0,0
0.536775,0,0,0,0,0,0
0.538337,0,0,0,0,0,0
0.539912,0,0,0,0,0,0
0.541471,0,0,0,0,0,0
0.543031,0,0,0,0,0,0
0.544588,0,0,0,0,0,0
0.546023,0,0,0,0,0,0
0.547557,0,0,0,0,0,0
0.549115,0,0,0,0,0,0
0.550730,0,0,0,0,0,0
0.552290,0,0,0,0,0,0
0.553850,0,0,0,0,0,0
0.555410,0,0,0,0,0,0
0.556968,0,0,0,0,0,0
0.558527,0,0,0,0,0,0
0.560087,0,0,0,0,0,0
0.561661,0,0,0,0,0,0
0.563220,0,0,0,0,0,0
0.564777,0,0,0,0,0,0
0.566383,0,0,0,0,0,0
0.567943,0,0,0,0,0,0
0.569500,0,0,0,0,0,0
0.571064,0,0,0,0,0,0
0.572511,0,0,0,0,0,0
0.574044,0,0,0,0,0,0
0.575603,0,0,0,0,0,0
0.577162,0,0,0,0,0,0
0.578670,0,0,0,0,0,0
0.580157,0,0,0,0,0,0
0.581586,0,0,0,0,0,0
0.583018,0,0,0,0,0,0
0.584414,0,0,0,0,0,0
0.585812,0,0,0,0,0,0
0.587422,0,0,0,0,0,0
0.588980,0,0,0,0,0,0
0.590540,0,0,0,0,0,0
0.592100,0,0,0,0,0,0
0.593673,0,0,0,0,0,0
0.595246,0,0,0,0,0,0
0.596832,0,0,0,0,0,0
0.598339,0,0,0,0,0,0
0.599783,0,0,0,0,0,0
0.601226,0,0,0,0,0,0
0.602689,0,0,0,0,0,0
0.604099,0,0,0,0,0,0
0.606138,0,0,0,0,0,0
0.607539,0,0,0,0,0,0
0.608933,0,0,0,0,0,0
0.610325,0,0,0,0,0,0
0.611717,0,0,0,0,0,0
0.613107,0,0,0,0,0,0
0.614546,0,0,0,0,0,0
0.616042,0,0,0,0,0,0
0.617600,0,0,0,0,0,0
0.618978,0,0,0,0,0,0
0.620514,0,0,0,0,0,0
0.622075,0,0,0,0,0,0
0.623637,0,0,0,0,0,0
0.625209,0,0,0,0,0,0
0.626768,0,0,0,0,0,0
0.628329,0,0,0,0,0,0
0.629961,0,0,0,0,0,0
0.631691,0,0,0,0,0,0
0.633250,0,0,0,0,0,0
0.634810,0,0,0,0,0,0
0.636382,0,0,0,0,0,0
0.637944,0,0,0,0,0,0
0.639505,0,0,0,0,0,0
0.641062,0,0,0,0,0,0
