elapsed_s,HLSQ_LPAC_S2W_CYCLES_SP,HLSQ_BV_S2W_CYCLES_SP,HLSQ_L2STC_REQ_HLSQ,HLSQ_L2STC_REQ_HLSQ_HIT,HLSQ_L2STC_REQ_SP,HLSQ_L2STC_REQ_SP_HIT
0.001552,0,0,0,0,0,0
0.003023,0,0,0,0,0,0
0.004459,0,0,0,0,0,0
0.005940,0,0,0,0,0,0
0.007375,0,0,0,0,0,0
0.008807,0,0,0,0,0,0
0.010287,0,0,0,0,0,0
0.011728,0,0,0,0,0,0
0.013164,0,0,0,0,0,0
0.014659,0,0,0,0,0,0
0.016071,0,0,0,0,0,0
0.017486,0,0,0,0,0,0
0.018866,0,0,0,0,0,0
0.020242,0,0,0,0,0,0
0.021693,0,0,0,0,0,0
0.023057,0,0,0,0,0,0
0.024419,0,0,0,0,0,0
0.025829,0,0,0,0,0,0
0.027191,0,0,0,0,0,0
0.028551,0,0,0,0,0,0
0.030003,0,0,0,0,0,0
0.031315,0,0,0,0,0,0
0.032618,0,0,0,0,0,0
0.033971,0,0,0,0,0,0
0.035291,0,0,0,0,0,0
0.036596,0,0,0,0,0,0
0.038065,0,0,0,0,0,0
0.039369,0,0,0,0,0,0
0.040673,0,0,0,0,0,0
0.042028,0,0,0,0,0,0
0.043289,0,0,0,0,0,0
0.044551,0,0,0,0,0,0
0.045875,0,0,0,0,0,0
0.047137,0,0,0,0,0,0
0.048397,0,0,0,0,0,0
0.049729,0,0,0,0,0,0
0.051074,0,0,0,0,0,0
0.052428,0,0,0,0,0,0
0.053806,0,0,0,0,0,0
0.055122,0,0,0,0,0,0
0.056439,0,0,0,0,0,0
0.057769,0,0,0,0,0,0
0.059125,0,0,0,0,0,0
0.060480,0,0,0,0,0,0
0.061861,0,0,0,0,0,0
0.063203,0,0,0,0,0,0
0.064515,0,0,0,0,0,0
0.065823,0,0,0,0,0,0
0.067246,0,0,0,0,0,0
0.068551,0,0,0,0,0,0
0.070024,0,0,0,0,0,0
0.071445,0,0,0,0,0,0
0.072863,0,0,0,0,0,0
0.074196,0,0,0,0,0,0
0.075505,0,0,0,0,0,0
0.076809,0,0,0,0,0,0
0.078180,0,0,0,0,0,0
0.079487,0,0,0,0,0,0
0.080792,0,0,0,0,0,0
0.082185,0,0,0,0,0,0
0.083580,0,0,0,0,0,0
0.084985,0,0,0,0,0,0
0.086385,0,0,0,0,0,0
0.087792,0,0,80,40,198,210
0.089000,0,0,0,0,450,432
0.090205,0,0,0,0,468,468
0.091424,0,0,0,0,432,432
0.092632,0,0,0,0,468,468
0.093838,0,0,0,0,432,432
0.095045,0,0,0,0,468,468
0.096251,0,0,0,0,432,450
0.097456,0,0,0,0,468,450
0.098662,0,0,0,0,468,468
0.099869,0,0,0,0,432,432
0.101082,0,0,0,0,468,468
0.102328,0,0,0,0,468,468
0.103534,0,0,0,0,432,432
0.104741,0,0,0,0,468,468
0.105948,0,0,0,0,432,432
0.107155,0,0,0,0,468,468
0.108361,0,0,0,0,450,468
0.109701,0,0,0,0,522,504
0.111130,0,0,0,0,540,540
0.112509,0,0,0,0,252,252
0.114012,0,0,0,0,0,0
0.115422,0,0,0,0,0,0
0.116818,0,0,0,0,0,0
0.118283,0,0,0,0,0,0
0.119687,0,0,0,0,0,0
0.121095,0,0,0,0,0,0
0.122690,0,0,0,0,0,0
0.124092,0,0,0,0,0,0
0.125503,0,0,0,0,0,0
0.126869,0,0,0,0,0,0
0.128234,0,0,0,0,0,0
0.129599,0,0,0,0,0,0
0.131072,0,0,0,0,0,0
0.132441,0,0,0,0,0,0
0.133803,0,0,0,0,0,0
0.135176,0,0,0,0,0,0
0.136545,0,0,0,0,0,0
