elapsed_s,HLSQ_BV_WAIT_FS_S2W,HLSQ_RESERVED_37,HLSQ_FS_WAIT_SAME_VS_S2W,HLSQ_FS_STARVING_SP,HLSQ_VS_DATA_WAIT_PROGRAMMING,HLSQ_BV_DATA_WAIT_PROGRAMMING
0.001093,0,0,0,0,0,0
0.002559,0,0,0,0,0,0
0.004091,0,0,0,0,0,0
0.005526,0,0,0,0,0,0
0.007015,0,0,0,0,0,0
0.008449,0,0,0,0,0,0
0.009892,0,0,0,0,0,0
0.011369,0,0,0,0,0,0
0.012802,0,0,0,0,0,0
0.014237,0,0,0,0,0,0
0.015671,0,0,0,0,0,0
0.017141,0,0,0,0,0,0
0.018582,0,0,0,0,0,0
0.020066,0,0,0,0,0,0
0.021458,0,0,0,0,0,0
0.022849,0,0,0,0,0,0
0.024355,0,0,0,0,0,0
0.025772,0,0,0,0,0,0
0.027169,0,0,0,0,0,0
0.028613,0,0,0,0,0,0
0.030005,0,0,0,0,0,0
0.031458,0,0,0,0,0,0
0.032850,0,0,0,0,0,0
0.034240,0,0,0,0,0,0
0.035630,0,0,0,0,0,0
0.037015,0,0,0,0,0,0
0.038396,0,0,0,0,0,0
0.039829,0,0,0,0,0,0
0.041227,0,0,0,0,0,0
0.042631,0,0,0,0,0,0
0.044092,0,0,0,0,0,0
0.045463,0,0,0,0,0,0
0.046824,0,0,0,0,0,0
0.048218,0,0,0,0,0,0
0.049585,0,0,0,0,0,0
0.050951,0,0,0,0,0,0
0.052316,0,0,0,0,0,0
0.053692,0,0,0,0,0,0
0.055059,0,0,0,0,0,0
0.056425,0,0,0,0,0,0
0.057792,0,0,0,0,0,0
0.059159,0,0,0,0,0,0
0.060552,0,0,0,0,0,0
0.061898,0,0,0,0,0,0
0.063244,0,0,0,0,0,0
0.064600,0,0,0,0,0,0
0.065948,0,0,0,0,0,0
0.067297,0,0,0,0,0,0
0.068644,0,0,0,0,0,0
0.069990,0,0,0,0,0,0
0.071337,0,0,0,0,0,0
0.072684,0,0,0,0,0,0
0.074030,0,0,0,0,0,0
0.075422,0,0,0,0,0,0
0.076729,0,0,0,0,0,0
0.078034,0,0,0,0,0,0
0.079388,0,0,0,0,0,0
0.080694,0,0,0,0,0,0
0.081998,0,0,0,0,0,0
0.083302,0,0,0,0,0,0
0.084607,0,0,0,0,0,0
0.085923,0,0,0,0,0,0
0.087246,0,0,0,0,0,0
0.088602,0,0,0,0,0,0
0.089910,0,0,0,0,0,0
0.091215,0,0,0,0,0,0
0.092542,0,0,0,0,0,0
0.093849,0,0,0,0,0,0
0.095267,0,0,0,0,0,0
0.096646,0,0,0,0,0,0
0.098022,0,0,0,0,0,0
0.099446,0,0,0,0,0,0
0.100818,0,0,444,0,1788,768
0.101974,0,0,0,0,0,0
0.103398,0,0,0,0,0,0
0.104772,0,0,0,0,0,0
0.106037,0,0,0,0,0,0
0.107314,0,0,0,0,0,0
0.108690,0,0,0,0,0,0
0.110063,0,0,0,0,0,0
0.111532,0,0,0,0,0,0
0.112926,0,0,0,0,0,0
0.114289,0,0,0,0,0,0
0.115648,0,0,0,0,0,0
0.117015,0,0,1110,0,4716,870
0.118222,0,0,234,0,282,0
0.119495,0,0,252,0,150,0
0.120743,0,0,234,0,126,0
0.122000,0,0,234,0,144,0
0.123254,0,0,252,0,150,0
0.124544,0,0,252,0,144,0
0.125805,0,0,234,0,132,0
0.127071,0,0,252,0,150,0
0.128339,0,0,288,0,168,0
0.129855,0,0,234,0,144,0
0.131113,0,0,252,0,132,0
0.132366,0,0,234,0,144,0
0.133620,0,0,252,0,144,0
0.134874,0,0,234,0,132,0
0.136127,0,0,234,0,144,0
0.137379,0,0,252,0,144,0
0.138632,0,0,234,0,132,0
0.139936,0,0,252,0,156,0
0.141201,0,0,582,0,366,0
0.142498,0,0,0,0,0,0
0.143895,0,0,0,0,0,0
0.145288,0,0,0,0,0,0
0.146678,0,0,0,0,0,0
0.148086,0,0,0,0,0,0
0.149474,0,0,0,0,0,0
0.150863,0,0,0,0,0,0
0.152275,0,0,0,0,0,0
0.153671,0,0,0,0,0,0
0.155106,0,0,0,0,0,0
0.156535,0,0,0,0,0,0
0.157899,0,0,0,0,0,0
