elapsed_s,HLSQ_VSDP_BR_QUERY_BUSY,HLSQ_VSDP_BV_QUERY_BUSY,HLSQ_VSDP_BR_QUERY_FAIL,HLSQ_VSDP_BV_QUERY_FAIL,HLSQ_VS_CTXT_BUF_FULL_BLOCK_CPI,HLSQ_FS_CTXT_BUF_FULL_BLOCK_CPI
0.001070,0,0,0,0,0,0
0.002580,0,0,0,0,0,0
0.004135,0,0,0,0,0,0
0.005569,0,0,0,0,0,0
0.007002,0,0,0,0,0,0
0.008435,0,0,0,0,0,0
0.009877,0,0,0,0,0,0
0.011311,0,0,0,0,0,0
0.012792,0,0,0,0,0,0
0.014187,0,0,0,0,0,0
0.015936,0,0,0,0,0,0
0.017488,0,0,0,0,0,0
0.018929,0,0,0,0,0,0
0.020377,0,0,0,0,0,0
0.021810,0,0,0,0,0,0
0.023240,0,0,0,0,0,0
0.024671,0,0,0,0,0,0
0.026105,0,0,0,0,0,0
0.027536,0,0,0,0,0,0
0.029041,0,0,0,0,0,0
0.030482,0,0,0,0,0,0
0.032040,0,0,0,0,0,0
0.033557,0,0,0,0,0,0
0.034990,0,0,0,0,0,0
0.036421,0,0,0,0,0,0
0.037852,0,0,0,0,0,0
0.039286,0,0,0,0,0,0
0.040728,0,0,0,0,0,0
0.042160,0,0,0,0,0,0
0.043592,0,0,0,0,0,0
0.045059,0,0,0,0,0,0
0.046470,0,0,0,0,0,0
0.047999,0,0,0,0,0,0
0.049410,0,0,0,0,0,0
0.050828,0,0,0,0,0,0
0.052237,0,0,0,0,0,0
0.053649,0,0,0,0,0,0
0.055060,0,0,0,0,0,0
0.056472,0,0,0,0,0,0
0.057883,0,0,0,0,0,0
0.059293,0,0,0,0,0,0
0.060745,0,0,0,0,0,0
0.062146,0,0,0,0,0,0
0.063539,0,0,0,0,0,0
0.064994,0,0,0,0,0,0
0.066387,0,0,0,0,0,0
0.068026,0,0,0,0,0,0
0.069730,0,0,0,0,0,0
0.071398,0,0,0,0,0,0
0.072799,0,0,0,0,0,0
0.074196,0,0,0,0,0,0
0.075590,0,0,0,0,0,0
0.077119,0,0,0,0,0,0
0.078476,0,0,0,0,0,0
0.079853,0,0,0,0,0,0
0.081165,0,0,0,0,0,0
0.082471,0,0,0,0,0,0
0.083819,0,0,0,0,0,0
