elapsed_s,HLSQ_NEVER_COUNT,HLSQ_BUSY_CYCLES,HLSQ_STALL_CYCLES_SP_STATE,HLSQ_STALL_CYCLES_SP_FS_STAGE,HLSQ_UCHE_LATENCY_CYCLES,HLSQ_UCHE_LATENCY_COUNT
0.001095,0,104,0,0,0,0
0.002565,0,104,0,0,0,0
0.004002,0,104,0,0,0,0
0.005437,0,104,0,0,0,0
0.006908,0,104,0,0,0,0
0.008517,0,104,0,0,0,0
0.011032,0,104,0,0,0,0
0.013484,0,104,0,0,0,0
0.015135,0,104,0,0,0,0
0.016644,0,104,0,0,0,0
0.018138,0,104,0,0,0,0
0.019554,0,104,0,0,0,0
0.020968,0,104,0,0,0,0
0.022885,0,104,0,0,0,0
0.024272,0,104,0,0,0,0
0.025639,0,104,0,0,0,0
0.027008,0,104,0,0,0,0
0.028374,0,104,0,0,0,0
0.029739,0,104,0,0,0,0
0.031152,0,104,0,0,0,0
0.032517,0,104,0,0,0,0
0.033886,0,104,0,0,0,0
0.035249,0,104,0,0,0,0
0.036612,0,104,0,0,0,0
0.037978,0,104,0,0,0,0
0.039397,0,104,0,0,0,0
0.040720,0,104,0,0,0,0
0.042037,0,104,0,0,0,0
0.043344,0,104,0,0,0,0
0.044646,0,104,0,0,0,0
0.046004,0,104,0,0,0,0
0.047272,0,104,0,0,0,0
0.048537,0,104,0,0,0,0
0.049802,0,104,0,0,0,0
0.051067,0,104,0,0,0,0
0.052334,0,104,0,0,0,0
0.053597,0,104,0,0,0,0
0.054911,0,104,0,0,0,0
0.056177,0,104,0,0,0,0
0.057477,0,104,0,0,0,0
0.058834,0,104,0,0,0,0
0.060231,0,104,0,0,0,0
0.061607,0,104,0,0,0,0
0.063206,0,104,0,0,0,0
0.064625,0,104,0,0,0,0
0.065991,0,104,0,0,0,0
0.067351,0,104,0,0,0,0
0.068723,0,104,0,0,0,0
0.070078,0,104,0,0,0,0
0.071539,0,1915,0,0,0,0
0.072955,0,104,0,0,0,0
0.074374,0,104,0,0,0,0
0.075779,0,104,0,0,0,0
0.077179,0,104,0,0,0,0
0.078576,0,104,0,0,0,0
0.079973,0,104,0,0,0,0
0.081366,0,104,0,0,0,0
0.082779,0,493861,0,0,939,6
0.084033,0,1008058,0,0,0,0
0.085287,0,1004434,0,0,0,0
0.086592,0,1036650,0,0,0,0
0.087843,0,1019514,0,0,0,0
0.089118,0,994354,0,0,0,0
0.091082,0,1580563,0,0,0,0
0.092334,0,989810,0,0,0,0
0.093583,0,999024,0,0,0,0
0.094835,0,1005311,0,0,0,0
0.096085,0,993213,0,0,0,0
0.097315,0,161653,0,0,0,0
0.098735,0,104,0,0,0,0
0.100152,0,104,0,0,0,0
0.101570,0,104,0,0,0,0
0.102977,0,104,0,0,0,0
0.104310,0,104,0,0,0,0
0.105640,0,104,0,0,0,0
0.107007,0,104,0,0,0,0
0.108343,0,104,0,0,0,0
0.109785,0,104,0,0,0,0
0.111195,0,104,0,0,0,0
0.112524,0,104,0,0,0,0
0.113883,0,104,0,0,0,0
0.115325,0,104,0,0,0,0
0.116654,0,104,0,0,0,0
0.117983,0,104,0,0,0,0
0.119339,0,104,0,0,0,0
0.120672,0,104,0,0,0,0
0.124340,0,104,0,0,0,0
0.125677,0,104,0,0,0,0
0.127062,0,104,0,0,0,0
0.128395,0,104,0,0,0,0
0.129732,0,104,0,0,0,0
0.131093,0,104,0,0,0,0
0.132427,0,104,0,0,0,0
0.133762,0,104,0,0,0,0
0.135153,0,104,0,0,0,0
0.136552,0,104,0,0,0,0
0.137953,0,104,0,0,0,0
0.139490,0,104,0,0,0,0
0.140875,0,104,0,0,0,0
0.142230,0,104,0,0,0,0
0.143580,0,104,0,0,0,0
0.144929,0,104,0,0,0,0
0.146280,0,104,0,0,0,0
0.147652,0,104,0,0,0,0
0.148999,0,104,0,0,0,0
0.150480,0,104,0,0,0,0
0.152072,0,104,0,0,0,0
0.153632,0,104,0,0,0,0
0.155194,0,104,0,0,0,0
0.156745,0,104,0,0,0,0
0.158176,0,104,0,0,0,0
0.159707,0,104,0,0,0,0
0.161269,0,104,0,0,0,0
0.162719,0,104,0,0,0,0
0.164258,0,104,0,0,0,0
0.165819,0,104,0,0,0,0
0.167432,0,104,0,0,0,0
0.168993,0,104,0,0,0,0
0.170557,0,104,0,0,0,0
0.172119,0,104,0,0,0,0
0.173694,0,104,0,0,0,0
0.175260,0,104,0,0,0,0
0.176820,0,104,0,0,0,0
0.178383,0,104,0,0,0,0
0.179946,0,104,0,0,0,0
0.181506,0,104,0,0,0,0
0.183026,0,104,0,0,0,0
0.184565,0,104,0,0,0,0
0.186130,0,104,0,0,0,0
0.187682,0,104,0,0,0,0
0.189233,0,104,0,0,0,0
0.190665,0,104,0,0,0,0
0.192232,0,104,0,0,0,0
0.193792,0,104,0,0,0,0
0.195437,0,104,0,0,0,0
0.196997,0,104,0,0,0,0
0.198680,0,104,0,0,0,0
0.200206,0,104,0,0,0,0
0.201605,0,104,0,0,0,0
0.203067,0,104,0,0,0,0
0.204468,0,104,0,0,0,0
0.205879,0,104,0,0,0,0
0.207278,0,104,0,0,0,0
0.208675,0,104,0,0,0,0
0.210269,0,104,0,0,0,0
0.211831,0,104,0,0,0,0
0.213392,0,104,0,0,0,0
0.214996,0,104,0,0,0,0
0.216573,0,104,0,0,0,0
0.218137,0,104,0,0,0,0
0.219700,0,104,0,0,0,0
0.221260,0,104,0,0,0,0
0.222821,0,104,0,0,0,0
0.224381,0,104,0,0,0,0
0.225944,0,104,0,0,0,0
0.227519,0,104,0,0,0,0
0.229078,0,104,0,0,0,0
0.230684,0,104,0,0,0,0
0.232244,0,104,0,0,0,0
0.233805,0,104,0,0,0,0
0.235230,0,104,0,0,0,0
0.236628,0,104,0,0,0,0
0.238032,0,104,0,0,0,0
0.239560,0,104,0,0,0,0
