elapsed_s,HLSQ_S2W_STALL_BY_MISS_RETURN,HLSQ_MISS_RETURN_STALL_BY_S2W,HLSQ_STPROC_L0_STALL_INS_RD,HLSQ_STPROC_L0_INS_MISS,HLSQ_STPROC_L0_INS_HIT,HLSQ_STPROC_L0_INS_LATENCY_COUNT
0.001097,0,0,0,0,0,0
0.002637,0,0,0,0,0,0
0.004076,0,0,0,0,0,0
0.005511,0,0,0,0,0,0
0.006991,0,0,0,0,0,0
0.008426,0,0,0,0,0,0
0.009883,0,0,0,0,0,0
0.011315,0,0,0,0,0,0
0.012749,0,0,0,0,0,0
0.014182,0,0,0,0,0,0
0.015614,0,0,0,0,0,0
0.017091,0,0,0,0,0,0
0.018577,0,0,0,0,0,0
0.020003,0,0,0,0,0,0
0.021391,0,0,0,0,0,0
0.022824,0,0,0,0,0,0
0.024265,0,0,0,0,0,0
0.025649,0,0,0,0,0,0
0.027081,0,0,0,0,0,0
0.028467,0,0,0,0,0,0
0.029852,0,0,0,0,0,0
0.031295,0,0,0,0,0,0
0.032681,0,0,0,0,0,0
0.034064,0,0,0,0,0,0
0.035496,0,0,0,0,0,0
0.036879,0,0,0,0,0,0
0.038260,0,0,0,0,0,0
0.039782,0,0,0,0,0,0
0.041146,0,0,0,0,0,0
0.042520,0,0,0,0,0,0
0.044037,0,0,0,0,0,0
0.045432,0,0,0,0,0,0
0.046802,0,0,0,0,0,0
0.048172,0,0,0,0,0,0
0.049540,0,0,0,0,0,0
0.050955,0,0,0,0,0,0
0.052322,0,0,0,0,0,0
0.053755,0,0,0,0,0,0
0.055183,0,0,0,0,0,0
0.056534,0,0,0,0,0,0
0.057882,0,0,0,0,0,0
0.059230,0,0,0,0,0,0
0.060578,0,0,0,0,0,0
0.061924,0,0,0,0,0,0
0.063320,0,0,0,0,0,0
0.064684,0,0,0,0,0,0
0.066031,0,0,0,0,0,0
0.067428,0,0,0,0,0,0
0.068799,0,0,0,0,0,0
0.070146,0,0,0,0,0,0
0.071583,0,0,0,0,0,0
0.072896,0,0,0,0,0,0
0.074202,0,0,0,0,0,0
0.075562,0,0,0,0,0,0
0.076875,0,0,0,0,0,0
0.078179,0,0,0,0,0,0
0.079531,0,0,0,0,0,0
0.080796,0,0,0,0,0,0
0.082116,0,0,0,0,0,0
0.083442,0,0,0,0,0,0
0.084732,0,0,0,0,0,0
0.086003,0,0,0,0,0,0
0.087286,0,0,0,0,0,0
0.088664,0,0,0,0,0,0
0.090038,0,0,0,0,0,0
0.091463,0,0,0,0,0,0
0.092738,0,0,0,0,0,0
0.094114,0,0,0,0,0,0
0.095502,0,0,0,0,0,0
0.096716,0,0,0,0,0,0
0.098145,0,0,0,0,0,0
0.099500,0,0,0,0,0,0
0.100826,0,0,0,0,0,0
0.102182,0,0,0,0,0,0
0.103508,0,0,0,0,0,0
0.104811,0,0,0,0,0,0
0.106116,0,0,0,0,0,0
0.107496,0,0,0,0,0,0
0.108902,0,0,0,0,0,0
0.110293,0,0,0,0,0,0
0.111706,0,0,0,0,0,0
0.113075,0,0,0,1,67,1
0.114280,0,0,0,0,88,0
0.115485,0,0,0,0,84,0
0.116690,0,0,0,0,88,0
0.117894,0,0,0,0,88,0
0.119119,0,0,0,0,88,0
0.120392,0,0,0,0,92,0
0.121646,0,0,0,0,92,0
0.122902,0,0,0,0,92,0
0.124157,0,0,0,0,92,0
0.125411,0,0,0,0,88,0
0.126838,0,0,0,0,64,0
0.128265,0,0,0,0,0,0
0.129694,0,0,0,0,0,0
0.131123,0,0,0,0,0,0
0.132551,0,0,0,0,0,0
0.133980,0,0,0,0,0,0
0.135431,0,0,0,0,0,0
0.136764,0,0,0,0,0,0
0.138103,0,0,0,0,0,0
0.139579,0,0,0,0,0,0
0.140891,0,0,0,0,0,0
0.142179,0,0,0,0,0,0
0.143510,0,0,0,0,0,0
0.144852,0,0,0,0,0,0
0.146186,0,0,0,0,0,0
0.147517,0,0,0,0,0,0
0.148855,0,0,0,0,0,0
0.150185,0,0,0,0,0,0
0.153077,0,0,0,0,0,0
0.154420,0,0,0,0,0,0
0.155762,0,0,0,0,0,0
0.157103,0,0,0,0,0,0
0.158448,0,0,0,0,0,0
0.159810,0,0,0,0,0,0
0.161152,0,0,0,0,0,0
0.162493,0,0,0,0,0,0
0.163933,0,0,0,0,0,0
0.165275,0,0,0,0,0,0
0.166595,0,0,0,0,0,0
0.167974,0,0,0,0,0,0
0.169365,0,0,0,0,0,0
0.170899,0,0,0,0,0,0
0.172300,0,0,0,0,0,0
0.173649,0,0,0,0,0,0
0.174999,0,0,0,0,0,0
0.176351,0,0,0,0,0,0
0.177701,0,0,0,0,0,0
0.179053,0,0,0,0,0,0
0.180403,0,0,0,0,0,0
0.181763,0,0,0,0,0,0
0.183241,0,0,0,0,0,0
0.184815,0,0,0,0,0,0
0.186375,0,0,0,0,0,0
0.187933,0,0,0,0,0,0
0.189485,0,0,0,0,0,0
0.190918,0,0,0,0,0,0
