elapsed_s,VFD_STALL_CYCLES_PRG_END_FE,VFD_STALL_CYCLES_CBSYNC,VFD_BOTTLENECK_CYCLES,VFD_WORKING_CYCLES
0.001142,0,0,0,0
0.002676,0,0,0,0
0.004164,0,0,0,0
0.005646,0,0,0,0
0.007153,0,0,0,0
0.008636,0,0,0,0
0.010115,0,0,0,0
0.011733,0,0,0,0
0.013198,0,0,0,0
0.014640,0,0,0,0
0.016085,0,0,0,0
0.017523,0,0,0,0
0.019161,0,0,0,0
0.020659,0,0,0,0
0.022102,0,0,0,0
0.023547,0,0,0,0
0.024985,0,0,0,0
0.026425,0,0,0,0
0.027928,0,0,0,0
0.029374,0,0,0,0
0.030888,0,0,0,0
0.032330,0,0,0,0
0.033767,0,0,0,0
0.035250,0,0,0,0
0.036691,0,0,0,0
0.038127,0,0,0,0
0.039725,0,0,0,0
0.041200,0,0,0,0
0.042764,0,0,0,0
0.044180,0,0,0,0
0.045592,0,0,0,0
0.047006,0,0,0,0
0.048420,0,0,0,0
0.049833,0,0,0,0
0.051359,0,0,0,0
0.052802,0,0,0,0
0.054215,0,0,0,0
0.055664,0,0,0,0
0.057008,0,0,0,0
0.058408,0,0,0,0
0.059846,0,0,0,0
0.061323,0,0,0,0
0.062679,0,0,0,0
0.064080,0,0,0,0
0.065482,0,0,0,0
0.066884,0,0,0,0
0.068288,0,0,0,0
0.069692,0,0,0,0
0.071143,0,0,0,0
0.072549,0,0,0,0
0.073951,0,0,0,0
0.075386,0,0,0,0
0.076762,0,0,0,0
0.078140,0,0,0,0
0.079614,0,0,0,0
0.080950,0,0,0,0
0.082337,0,0,0,0
0.083702,0,0,0,0
0.085044,0,0,0,0
0.086385,0,0,0,0
0.087724,0,0,0,0
0.089063,0,0,0,0
0.090414,0,0,0,0
0.091875,0,0,0,0
0.093302,0,0,0,0
0.094708,0,0,0,0
0.096096,0,0,0,0
0.097482,0,0,0,0
0.098865,0,0,0,0
0.100380,0,0,0,0
0.102053,0,0,0,0
0.103293,0,0,0,0
0.104533,0,0,0,0
0.105771,0,0,0,0
0.107063,0,0,0,0
0.108307,0,0,0,0
0.109547,0,0,0,0
0.110788,0,0,0,0
0.112031,0,0,0,0
0.113272,0,0,0,0
0.114516,0,0,0,0
0.115760,0,0,0,0
0.117003,0,0,0,0
0.118408,0,0,0,0
0.119613,0,0,0,0
0.121024,0,0,0,0
0.122434,0,0,0,0
0.123765,0,0,0,0
0.125096,0,0,0,0
0.126521,0,0,0,0
0.127892,0,0,0,0
0.129244,0,0,0,0
0.130696,0,0,0,0
0.132028,0,0,0,0
0.133359,0,0,0,0
0.135827,0,0,0,0
0.137160,0,0,0,0
0.138490,0,0,0,0
0.139844,0,0,0,0
0.141171,0,0,0,0
0.142618,0,0,0,0
0.143907,0,0,0,0
0.145190,0,0,0,0
0.146466,0,0,0,0
0.147738,0,0,0,0
0.149072,0,0,0,0
0.150394,0,0,0,0
0.151687,0,0,0,0
0.152961,0,0,0,0
0.154235,0,0,0,0
0.155518,0,0,0,0
0.156967,0,0,0,0
0.158469,0,0,0,0
0.160016,0,0,0,0
0.161399,0,0,0,0
0.162794,0,0,0,0
0.164174,0,0,0,0
0.165553,0,0,0,0
0.166933,0,0,0,0
0.168312,0,0,0,0
0.169816,0,0,0,0
0.171276,0,0,0,0
0.172789,0,0,0,0
0.174327,0,0,0,0
0.175873,0,0,0,0
0.177414,0,0,0,0
0.178833,0,0,0,0
0.180352,0,0,0,0
0.181901,0,0,0,0
0.183503,0,0,0,0
0.185064,0,0,0,0
0.186616,0,0,0,0
0.188168,0,0,0,0
