elapsed_s,VFD_MODE_3_FIBERS,VFD_MODE_4_FIBERS,VFD_TOTAL_VERTICES,VFDP_STALL_CYCLES_VFD,VFDP_STALL_CYCLES_VFD_INDEX,VFDP_STALL_CYCLES_VFD_PROG,VFDP_STARVE_CYCLES_PC,VFDP_VS_STAGE_WAVES
0.003311,0,0,0,0,0,0,0,0
0.004842,0,0,0,0,0,0,0,0
0.006593,0,0,0,0,0,0,0,0
0.008048,0,0,0,0,0,0,0,0
0.009508,0,0,0,0,0,0,0,0
0.010961,0,0,0,0,0,0,0,0
0.012412,0,0,0,0,0,0,0,0
0.013862,0,0,0,0,0,0,0,0
0.015313,0,0,0,0,0,0,0,0
0.016931,0,0,0,0,0,0,0,0
0.018480,0,0,0,0,0,0,0,0
0.019950,0,0,0,0,0,0,0,0
0.021583,0,0,0,0,0,0,0,0
0.023053,0,0,0,0,0,0,0,0
0.024479,0,0,0,0,0,0,0,0
0.025909,0,0,0,0,0,0,0,0
0.027337,0,0,0,0,0,0,0,0
0.028761,0,0,0,0,0,0,0,0
0.030249,0,0,0,0,0,0,0,0
0.031693,0,0,0,0,0,0,0,0
0.033259,0,0,0,0,0,0,0,0
0.034708,0,0,0,0,0,0,0,0
0.036047,0,0,0,0,0,0,0,0
0.037381,0,0,0,0,0,0,0,0
0.038752,0,0,0,0,0,0,0,0
0.040074,0,0,0,0,0,0,0,0
0.041449,0,0,0,0,0,0,0,0
0.042770,0,0,0,0,0,0,0,0
0.044141,0,0,0,0,0,0,0,0
0.045463,0,0,0,0,0,0,0,0
0.046783,0,0,0,0,0,0,0,0
0.048215,0,0,0,0,0,0,0,0
0.049595,0,0,0,0,0,0,0,0
0.050864,0,0,0,0,0,0,0,0
0.052137,0,0,0,0,0,0,0,0
0.053431,0,0,0,0,0,0,0,0
0.054791,0,0,0,0,0,0,0,0
0.056148,0,0,0,0,0,0,0,0
0.057517,0,0,0,0,0,0,0,0
0.058879,0,0,0,0,0,0,0,0
0.060290,0,0,0,0,0,0,0,0
0.061688,0,0,0,0,0,0,0,0
0.063092,0,0,0,0,0,0,0,0
0.064458,0,0,0,0,0,0,0,0
0.065849,0,0,0,0,0,0,0,0
0.067302,0,0,0,0,0,0,0,0
0.068722,0,0,0,54,54,0,1245,0
0.070138,0,0,0,0,0,0,0,0
0.071548,0,0,0,0,0,0,0,0
0.072956,0,0,0,0,0,0,0,0
0.074376,0,0,0,0,0,0,0,0
0.075779,0,0,0,0,0,0,0,0
0.077184,0,0,0,0,0,0,0,0
0.078589,0,0,0,0,0,0,0,0
0.080010,0,0,0,204,204,0,2167773,0
0.081381,0,0,0,342,342,0,4328394,0
0.083186,0,0,0,222,228,0,2901270,0
0.084447,0,0,0,228,222,0,2894841,0
0.086277,0,0,0,324,324,0,4181403,0
0.087539,0,0,0,228,228,0,2874579,0
0.088801,0,0,0,222,228,0,2860995,0
0.090754,0,0,0,348,342,0,4448187,0
0.092018,0,0,0,222,228,0,2892252,0
0.093281,0,0,0,228,222,0,2915706,0
0.094547,0,0,0,228,228,0,2875971,0
0.095813,0,0,0,228,228,0,2872935,0
0.097080,0,0,0,114,114,0,1181898,0
0.098493,0,0,0,0,0,0,0,0
0.099916,0,0,0,0,0,0,0,0
0.101554,0,0,0,0,0,0,0,0
0.102960,0,0,0,0,0,0,0,0
0.104365,0,0,0,0,0,0,0,0
0.105770,0,0,0,0,0,0,0,0
0.107177,0,0,0,0,0,0,0,0
0.108590,0,0,0,0,0,0,0,0
0.109996,0,0,0,0,0,0,0,0
0.111401,0,0,0,0,0,0,0,0
0.112823,0,0,0,0,0,0,0,0
0.114380,0,0,0,0,0,0,0,0
0.115785,0,0,0,0,0,0,0,0
0.117290,0,0,0,0,0,0,0,0
0.118804,0,0,0,0,0,0,0,0
0.120209,0,0,0,0,0,0,0,0
0.121615,0,0,0,0,0,0,0,0
0.123021,0,0,0,0,0,0,0,0
0.124425,0,0,0,0,0,0,0,0
0.125832,0,0,0,0,0,0,0,0
0.127236,0,0,0,0,0,0,0,0
0.128675,0,0,0,0,0,0,0,0
0.130450,0,0,0,0,0,0,0,0
0.131855,0,0,0,0,0,0,0,0
