elapsed_s,TSE_MVC_STALL_VPC,TSE_VPC_STARVE_TSE,TSE_WORKING_CYCLE_L0
0.001092,0,0,0
0.002587,0,0,0
0.003945,0,0,0
0.005284,0,0,0
0.006622,0,0,0
0.007955,0,0,0
0.009288,0,0,0
0.010840,0,0,0
0.012198,0,0,0
0.013586,0,0,0
0.014901,0,0,0
0.016213,0,0,0
0.017524,0,0,0
0.018834,0,0,0
0.020143,0,0,0
0.021460,0,0,0
0.022770,0,0,0
0.024078,0,0,0
0.025387,0,0,0
0.026698,0,0,0
0.028005,0,0,0
0.029354,0,0,0
0.030667,0,0,0
0.031925,0,0,0
0.033178,0,0,0
0.034515,0,0,0
0.035766,0,0,0
0.037018,0,0,0
0.038321,0,0,0
0.039574,0,0,0
0.040826,0,0,0
0.042082,0,0,0
0.043334,0,0,0
0.044586,0,0,0
0.045888,0,0,0
0.047314,0,0,0
0.048748,0,0,0
0.050092,0,0,0
0.051497,0,0,0
0.052914,0,0,0
0.054314,0,0,0
0.055705,0,0,0
0.057085,0,0,0
0.058800,1218,1815,0
0.060459,0,0,0
0.061839,0,0,0
0.063225,0,0,0
0.064600,0,0,0
0.067117,0,0,0
0.068503,0,0,0
0.069882,3779,5094,0
0.071118,4425,5358,0
0.072512,0,0,0
0.074517,0,0,0
0.075899,0,0,0
0.077382,0,0,0
0.078762,0,0,0
0.080140,0,0,0
0.081516,0,0,0
0.082891,0,0,0
0.084275,0,0,0
0.087225,0,0,0
0.088600,0,0,0
0.093429,0,0,0
0.094847,0,0,0
0.096199,0,0,0
0.097537,0,0,0
0.098951,0,0,0
0.100330,0,0,0
0.101708,0,0,0
0.103084,0,0,0
0.104457,0,0,0
0.105842,0,0,0
0.107216,0,0,0
0.108589,0,0,0
0.109965,0,0,0
0.111345,0,0,0
0.112725,0,0,0
0.114107,0,0,0
0.115487,0,0,0
0.116875,0,0,0
0.118257,0,0,0
0.119637,0,0,0
0.121017,0,0,0
0.122447,0,0,0
0.123828,0,0,0
0.125242,0,0,0
0.126754,0,0,0
0.128311,0,0,0
0.129857,0,0,0
0.131401,0,0,0
0.132944,0,0,0
0.134489,0,0,0
0.136034,0,0,0
0.137581,0,0,0
0.139014,0,0,0
0.140530,0,0,0
0.142077,0,0,0
0.143623,0,0,0
0.145166,0,0,0
