elapsed_s,TSE_NEVER_COUNT,TSE_BE_BUSY_CYCLES,TSE_BE_CLIPPING_CYCLES,TSE_BE_STALL_CYCLES_RAS
0.001097,0,0,0,0
0.002556,0,0,0,0
0.004044,0,0,0,0
0.005460,0,0,0,0
0.006895,0,0,0,0
0.008382,0,0,0,0
0.009804,0,0,0,0
0.011220,0,0,0,0
0.012633,0,0,0,0
0.014047,0,0,0,0
0.015461,0,0,0,0
0.016875,0,0,0,0
0.018288,0,0,0,0
0.019701,0,0,0,0
0.021124,0,0,0,0
0.022536,0,0,0,0
0.024174,0,0,0,0
0.025593,0,0,0,0
0.027026,0,0,0,0
0.028417,0,0,0,0
0.029808,0,0,0,0
0.031215,0,0,0,0
0.032798,0,0,0,0
0.034193,0,0,0,0
0.035584,0,0,0,0
0.036974,0,0,0,0
0.038365,0,0,0,0
0.039755,0,0,0,0
0.041146,0,0,0,0
0.042591,0,0,0,0
0.044000,0,0,0,0
0.045377,0,0,0,0
0.046754,0,0,0,0
0.048224,0,0,0,0
0.049601,0,0,0,0
0.051006,0,0,0,0
0.052394,0,0,0,0
0.053776,0,0,0,0
0.055151,0,0,0,0
0.056526,0,0,0,0
0.057901,0,0,0,0
0.059266,0,0,0,0
0.060605,0,0,0,0
0.061942,0,0,0,0
0.063281,0,0,0,0
0.064629,0,0,0,0
0.065989,0,0,0,0
0.067328,0,0,0,0
0.068667,0,0,0,0
0.070008,0,0,0,0
0.071344,0,0,0,0
0.072649,0,0,0,0
0.073960,0,0,0,0
0.075286,0,0,0,0
0.076548,0,0,0,0
0.077805,0,0,0,0
0.079060,0,0,0,0
0.080317,0,0,0,0
0.081572,0,0,0,0
0.082894,0,0,0,0
0.084157,0,0,0,0
0.085416,0,0,0,0
0.086725,0,483,0,24
0.087999,0,0,0,0
0.089290,0,0,0,0
0.090603,0,0,0,0
0.093641,0,0,0,0
0.095127,0,0,0,0
0.096579,0,0,0,0
0.098301,0,0,0,0
0.099737,0,0,0,0
0.101157,0,2193,0,90
0.102735,0,5253,0,174
0.104259,0,0,0,0
0.105646,0,0,0,0
0.107078,0,0,0,0
0.108518,0,0,0,0
0.109890,0,0,0,0
0.111241,0,0,0,0
0.112589,0,0,0,0
0.113954,0,0,0,0
0.115292,0,0,0,0
0.116630,0,0,0,0
0.117983,0,0,0,0
0.119320,0,0,0,0
0.120657,0,0,0,0
0.121994,0,0,0,0
0.123393,0,0,0,0
0.125244,0,0,0,0
0.126618,0,0,0,0
0.128733,0,0,0,0
0.130125,0,0,0,0
0.131520,0,0,0,0
0.132901,0,0,0,0
0.134281,0,0,0,0
0.135661,0,0,0,0
0.137041,0,0,0,0
0.138431,0,0,0,0
0.139863,0,0,0,0
0.141243,0,0,0,0
0.142623,0,0,0,0
0.144040,0,0,0,0
0.145427,0,0,0,0
0.146851,0,0,0,0
0.148262,0,0,0,0
0.149651,0,0,0,0
0.151032,0,0,0,0
0.152548,0,0,0,0
0.154095,0,0,0,0
0.155648,0,0,0,0
0.157198,0,0,0,0
0.158747,0,0,0,0
0.160186,0,0,0,0
0.161699,0,0,0,0
0.163116,0,0,0,0
0.164635,0,0,0,0
0.166181,0,0,0,0
0.167730,0,0,0,0
0.169278,0,0,0,0
0.170883,0,0,0,0
0.172432,0,0,0,0
0.173979,0,0,0,0
0.175421,0,0,0,0
0.176966,0,0,0,0
0.178513,0,0,0,0
0.180010,0,0,0,0
0.181538,0,0,0,0
0.183088,0,0,0,0
0.184636,0,0,0,0
0.186183,0,0,0,0
0.187733,0,0,0,0
0.189281,0,0,0,0
0.190911,0,0,0,0
0.192401,0,0,0,0
0.193792,0,0,0,0
0.195209,0,0,0,0
0.196753,0,0,0,0
0.198299,0,0,0,0
0.199847,0,0,0,0
0.201396,0,0,0,0
0.202920,0,0,0,0
0.204323,0,0,0,0
0.205716,0,0,0,0
0.207105,0,0,0,0
0.208495,0,0,0,0
0.209883,0,0,0,0
0.211269,0,0,0,0
0.212781,0,0,0,0
0.214223,0,0,0,0
0.215744,0,0,0,0
0.217293,0,0,0,0
0.218885,0,0,0,0
0.220434,0,0,0,0
0.221981,0,0,0,0
0.223427,0,0,0,0
0.224988,0,0,0,0
0.226536,0,0,0,0
0.228089,0,0,0,0
0.229635,0,0,0,0
0.231185,0,0,0,0
0.232608,0,0,0,0
0.234125,0,0,0,0
0.235555,0,0,0,0
0.236943,0,0,0,0
0.238325,0,0,0,0
0.239710,0,0,0,0
0.241096,0,0,0,0
0.242480,0,0,0,0
0.243865,0,0,0,0
0.245376,0,0,0,0
0.246939,0,0,0,0
0.248488,0,0,0,0
0.250034,0,0,0,0
0.251586,0,0,0,0
0.253135,0,0,0,0
0.254681,0,0,0,0
0.256235,0,0,0,0
0.257710,0,0,0,0
0.259262,0,0,0,0
0.260809,0,0,0,0
0.262355,0,0,0,0
0.263904,0,0,0,0
0.265352,0,0,0,0
0.266944,0,0,0,0
0.268506,0,0,0,0
0.270053,0,0,0,0
0.271603,0,0,0,0
0.273151,0,0,0,0
0.274697,0,0,0,0
0.276250,0,0,0,0
0.277796,0,0,0,0
0.279360,0,0,0,0
0.281291,0,0,0,0
0.284258,0,0,0,0
0.285672,0,0,0,0
0.287061,0,0,0,0
0.288451,0,0,0,0
